origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
42,68,1,0,0,0,0,3,4,8,4,7,6,3,4,6,3,2,2,5,2,4,1,2,1,0,42,64,0,1,0,0,0,0,3,3,4,7,3,3,3,4,1,7,3,3,4,4,2,3,3,3
43,118,1,0,0,0,1,2,5,4,16,4,7,8,6,8,14,9,9,4,5,3,3,4,2,3,43,110,0,1,0,0,0,0,3,9,10,6,5,10,5,7,2,8,4,9,2,6,4,9,6,4
44,55,0,0,0,0,0,2,1,4,1,3,4,4,3,5,8,6,7,1,1,2,2,0,1,0,44,45,0,0,0,0,0,2,5,7,3,6,4,1,2,2,0,2,1,2,2,2,1,2,0,1
45,103,1,0,0,1,0,2,2,2,6,8,2,6,9,6,12,6,8,10,7,8,5,1,1,0,45,104,0,0,0,0,0,0,2,13,8,8,5,8,3,8,2,8,10,7,6,6,2,3,4,1
46,22,0,0,0,0,0,0,1,1,2,2,2,0,1,2,4,1,3,1,0,0,1,1,0,0,46,30,0,0,0,0,0,0,1,2,2,2,1,4,2,2,2,1,0,4,3,0,0,0,1,3
47,91,0,0,0,0,0,1,3,4,7,5,3,10,8,4,11,15,5,5,3,2,3,2,0,0,47,89,0,0,0,0,0,1,3,9,7,8,6,5,6,11,2,7,6,5,2,5,2,3,1,0
48,385,0,0,0,0,3,5,9,10,10,10,9,13,34,48,37,28,43,39,9,8,28,27,13,2,48,344,0,1,0,0,0,4,15,21,16,24,21,23,31,26,28,28,20,16,16,12,8,9,10,12
49,386,1,0,0,0,0,2,8,13,18,9,19,15,30,25,30,30,47,38,34,24,17,10,15,1,49,379,0,2,1,0,0,1,9,34,30,27,33,22,21,29,30,19,16,29,27,20,11,9,6,3
50,103,0,1,0,0,0,2,6,5,12,4,6,6,5,6,8,9,7,9,7,5,2,3,0,0,50,98,0,0,0,0,0,0,1,7,6,9,4,2,6,6,5,9,7,5,7,7,3,8,5,1
51,31,2,0,0,0,0,1,1,4,3,1,4,1,0,1,1,3,4,0,2,0,2,1,0,0,51,27,0,1,0,0,0,0,0,1,2,0,3,1,1,3,0,0,3,3,3,2,1,2,1,0
52,35,0,0,0,0,0,5,1,2,3,3,0,0,5,0,2,1,3,3,1,2,4,0,0,0,52,35,0,0,0,0,0,1,0,1,0,0,3,1,1,3,1,2,3,3,4,4,5,1,1,1
53,211,0,0,0,0,1,9,14,16,15,16,10,16,14,9,9,9,16,8,10,13,9,9,6,2,53,215,0,1,0,0,0,1,4,9,10,10,12,11,14,16,16,12,16,19,15,12,10,10,9,6
54,200,1,1,1,0,0,3,12,11,12,11,9,16,9,12,17,8,14,12,12,14,8,10,6,1,54,204,0,1,1,1,0,1,5,4,10,14,10,9,12,11,12,13,11,13,18,15,17,11,6,9
55,132,1,0,0,0,1,6,4,8,10,12,2,7,8,11,6,9,13,7,5,10,2,9,1,0,55,131,0,2,1,0,0,1,5,9,8,11,8,4,1,10,9,7,6,8,7,9,9,5,6,5
56,39,0,0,0,0,0,0,2,1,3,2,0,0,5,3,3,2,4,3,1,1,3,3,2,1,56,44,0,0,0,0,0,0,3,5,2,2,2,2,2,2,4,4,1,3,1,2,4,2,1,1
57,21,0,0,0,1,0,1,2,2,2,2,0,0,0,1,0,0,5,1,1,1,0,0,1,1,57,17,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,1,5,1,0,1,1,0,1
58,27,0,0,0,0,0,0,1,2,0,1,3,1,1,3,1,3,2,2,3,0,2,1,1,0,58,22,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,4,0,2,2,3,1,1,1,1
59,99,0,0,0,0,1,3,9,12,8,8,5,3,3,3,8,4,5,8,6,7,4,1,1,0,59,111,0,1,1,1,0,0,5,4,4,4,5,8,5,5,5,9,14,10,10,5,3,3,6,3
60,124,0,0,0,0,0,1,9,5,7,10,5,15,12,6,7,10,5,7,8,6,3,6,2,0,60,113,0,0,0,0,0,0,1,1,4,7,7,6,7,7,7,8,16,12,8,4,3,4,7,4
61,47,0,0,0,0,0,1,4,5,8,4,0,3,3,3,2,3,4,2,3,1,0,1,0,0,61,44,0,0,0,0,0,0,0,2,5,3,2,4,2,3,3,3,2,3,3,4,2,1,1,1
62,49,0,0,0,0,0,0,0,2,5,4,3,4,2,3,6,1,4,4,2,3,5,1,0,0,62,41,0,0,0,0,0,0,1,4,5,5,5,1,4,2,2,1,2,3,1,0,3,0,2,0
63,217,1,0,0,0,0,2,8,10,12,13,13,16,11,16,18,15,11,23,18,5,8,9,8,0,63,204,0,0,1,0,0,0,3,11,22,19,9,16,9,13,12,10,13,8,16,19,6,6,6,5
64,424,1,1,0,0,0,9,10,11,20,27,26,18,37,25,31,35,31,34,30,22,27,13,15,1,64,444,0,1,1,0,1,3,8,15,29,35,38,25,32,27,30,36,33,28,38,22,16,11,6,6
65,162,1,0,0,0,0,2,6,7,5,11,12,5,21,11,28,13,7,8,5,9,4,6,1,0,65,155,0,0,0,0,0,0,7,15,8,11,12,10,6,5,17,11,8,4,17,6,8,6,2,2
66,31,0,0,0,0,1,2,1,4,0,0,3,5,2,0,0,1,3,1,3,1,2,1,0,1,66,28,0,0,0,0,0,0,1,1,2,1,1,2,1,2,0,1,3,0,2,1,4,1,4,1
67,196,1,0,0,0,1,1,7,11,9,13,19,15,15,11,15,21,24,11,5,5,3,4,3,2,67,179,0,2,0,0,0,1,5,9,16,21,13,18,15,7,10,15,11,10,5,5,5,5,3,3
68,144,0,0,0,0,1,0,10,8,6,5,17,9,18,10,5,11,14,14,5,4,4,1,2,0,68,133,0,0,1,0,0,1,5,12,4,9,10,14,10,9,7,5,9,11,5,6,4,2,5,4
69,62,0,0,0,0,1,2,6,5,2,5,4,4,3,3,2,6,1,2,3,2,5,2,3,1,69,66,0,0,0,0,0,0,0,3,1,2,3,2,5,4,5,6,3,7,5,7,3,1,2,5
70,150,2,0,0,0,0,4,7,14,15,10,8,8,14,7,7,12,9,9,11,4,4,1,4,0,70,124,0,3,1,0,0,0,2,2,5,7,8,9,4,9,4,8,7,12,10,8,3,10,5,7
71,154,0,0,0,0,0,0,4,8,14,4,12,8,12,11,7,7,10,21,17,8,10,0,1,0,71,138,0,1,0,0,0,0,5,8,16,18,12,8,8,8,9,3,4,8,6,4,2,6,7,3
72,115,0,0,0,0,0,2,11,9,10,10,4,6,7,5,3,9,10,8,9,2,4,0,4,2,72,113,0,1,1,0,0,0,1,3,12,6,6,2,6,9,7,10,12,6,6,6,4,5,4,5
73,159,0,0,0,0,1,5,5,10,9,8,7,11,10,8,21,9,14,12,8,6,4,4,7,0,73,146,0,1,0,0,0,0,3,16,4,8,6,5,5,5,8,11,12,9,16,9,7,7,9,4
74,63,0,0,0,0,0,0,4,3,5,2,4,1,6,3,4,6,8,1,6,5,2,3,0,0,74,67,0,2,1,1,1,0,1,2,3,5,3,2,1,4,1,5,3,10,5,3,4,4,2,3
75,193,1,1,0,1,1,1,9,11,14,16,12,18,13,12,19,22,10,12,7,3,2,5,2,1,75,177,0,1,0,0,0,1,2,10,9,13,14,6,9,22,5,7,8,20,14,9,10,7,5,5
76,67,0,0,0,0,0,3,1,6,3,1,3,4,4,3,7,5,3,11,7,3,3,0,0,0,76,72,0,0,0,0,0,3,6,3,7,6,4,7,4,3,5,4,4,5,3,3,1,1,2,1
77,111,0,1,0,0,0,2,7,10,12,8,6,4,6,5,5,9,8,6,10,6,2,3,1,0,77,121,0,0,0,0,0,0,0,2,5,8,7,9,4,9,10,5,7,8,12,13,7,6,6,3
78,113,0,1,0,0,0,2,11,9,8,7,6,9,1,3,6,6,10,12,8,4,3,6,0,1,78,102,0,1,0,0,0,0,2,3,6,7,6,3,3,4,4,10,5,14,9,7,3,6,4,3
79,26,0,0,0,0,0,1,1,1,2,2,1,3,0,1,0,5,0,1,3,3,2,0,0,0,79,25,0,0,0,0,0,0,1,1,2,3,2,1,1,0,1,0,2,2,1,7,1,0,0,0
80,61,0,0,0,0,0,2,1,2,5,0,5,11,8,4,7,3,3,4,0,1,1,3,1,0,80,63,0,0,0,0,0,1,2,7,7,7,6,1,3,5,3,3,5,3,3,0,1,4,1,1
81,139,0,0,0,0,3,4,9,10,7,8,6,13,9,3,2,5,14,12,15,8,5,4,2,0,81,154,0,1,0,0,0,1,2,8,8,7,8,7,10,8,7,15,10,14,16,7,7,9,5,2
82,151,2,0,0,1,1,6,12,18,15,9,5,6,8,10,10,9,8,1,5,9,8,5,3,0,82,144,0,2,1,0,1,0,4,10,3,9,8,4,6,10,8,14,9,13,8,6,9,10,6,1
83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,103,0,0,0,2,1,5,10,10,7,4,5,6,7,6,4,6,9,7,4,3,2,2,2,1,84,106,0,0,0,0,0,0,1,1,5,4,4,5,8,4,5,9,19,8,13,5,4,4,5,0
85,54,0,0,0,0,0,2,3,5,4,4,4,4,3,4,4,4,0,3,2,4,3,0,1,0,85,50,0,0,0,0,0,0,1,1,3,3,3,1,4,3,4,4,3,5,3,4,1,4,2,1
86,315,2,1,0,0,1,9,28,28,26,27,15,17,20,17,15,19,18,20,15,17,6,10,3,1,86,293,0,1,1,0,0,1,4,6,6,15,10,19,19,13,22,26,24,29,26,21,18,16,9,6
87,216,1,0,0,0,0,6,6,10,10,13,9,15,15,13,19,13,26,15,16,10,5,12,1,1,87,224,0,1,0,0,0,0,6,12,21,10,13,5,12,15,14,21,20,16,17,14,10,7,3,3
88,245,0,4,1,0,1,6,8,20,21,16,10,14,19,12,16,15,17,14,19,8,7,8,7,2,88,261,0,2,0,0,0,2,3,4,13,8,9,13,12,20,14,22,22,26,30,14,13,15,13,5
89,269,0,2,1,0,0,4,7,22,13,18,18,10,23,20,16,16,18,21,19,12,12,7,9,1,89,257,0,0,0,0,0,0,4,10,7,14,16,15,12,25,19,24,19,17,24,15,8,15,10,2
90,147,1,0,0,1,0,5,9,9,12,7,7,9,12,8,12,4,12,10,11,7,5,4,2,0,90,121,0,0,0,0,0,0,2,5,4,8,4,6,8,7,12,12,3,12,16,9,1,7,2,1
91,108,0,0,0,0,2,1,4,6,6,2,11,10,6,5,4,10,10,13,6,6,5,0,1,0,91,106,0,1,0,0,0,1,1,6,8,8,4,5,6,7,4,9,6,11,8,7,3,4,5,1
92,57,0,0,1,0,0,1,1,4,6,6,3,4,3,3,7,5,4,3,0,2,3,0,0,1,92,60,0,0,0,0,0,0,0,1,2,6,6,2,5,3,3,7,6,6,5,5,1,0,1,1
93,140,1,0,0,0,2,2,14,7,7,8,10,6,7,10,9,6,12,11,13,5,4,4,2,0,93,144,0,1,0,0,0,0,2,7,8,12,7,7,7,7,9,8,14,10,13,10,6,2,6,8
94,39,0,0,0,0,0,0,0,0,2,3,3,2,4,2,3,4,1,7,1,3,2,1,1,0,94,47,0,0,0,0,0,0,0,1,2,5,4,5,2,6,2,3,1,4,3,2,6,1,0,0
95,130,0,0,0,0,1,1,6,7,13,10,6,5,7,3,6,11,7,11,11,9,7,5,4,0,95,139,0,0,2,0,0,2,1,4,10,5,4,5,6,4,9,11,19,11,19,9,9,2,3,4
96,104,1,0,0,0,0,1,6,8,6,8,4,6,2,9,8,6,5,9,9,7,5,2,2,0,96,100,0,1,0,0,0,0,1,4,5,6,2,5,10,2,9,9,9,6,5,7,9,4,4,1
97,66,0,0,0,0,0,2,6,5,3,5,7,3,2,2,4,12,3,3,3,2,2,2,0,0,97,67,0,0,0,0,0,1,2,3,1,5,4,4,3,2,5,5,4,4,5,7,4,4,1,3
98,29,0,0,0,0,1,0,0,2,2,4,3,0,4,2,2,3,2,2,1,1,0,0,0,0,98,26,0,0,0,0,0,0,1,2,3,1,1,0,4,3,4,4,0,0,1,1,0,0,0,1
99,146,0,0,0,0,1,1,4,5,9,6,9,7,7,11,31,9,4,7,10,11,3,10,0,1,99,141,0,0,0,0,0,1,7,19,10,5,11,8,2,6,8,18,6,12,7,3,5,8,3,1
100,180,3,1,0,0,1,3,3,8,10,16,10,10,16,9,12,12,9,14,11,11,9,3,8,1,100,176,0,1,2,0,1,0,2,4,3,11,13,6,12,10,13,13,21,18,13,10,7,8,4,3
101,63,1,0,0,0,0,0,2,4,6,4,3,2,4,6,4,4,5,3,3,5,3,3,1,0,101,65,0,0,0,0,0,0,0,0,4,7,3,5,6,7,5,3,5,4,6,5,3,1,1,0
102,127,0,0,0,0,2,2,3,2,7,4,7,10,9,15,4,10,14,12,10,3,8,2,1,2,102,130,0,0,1,0,0,1,3,5,10,12,8,12,10,7,8,8,7,9,9,3,7,3,5,2
103,115,1,0,1,0,0,3,4,2,6,1,6,9,11,16,10,5,5,11,6,7,3,2,5,1,103,109,0,0,0,0,0,0,2,9,7,4,9,7,9,7,10,7,6,7,8,5,3,6,2,0
104,23,0,0,0,0,1,1,0,1,1,2,2,2,2,3,3,0,0,0,1,0,2,1,1,0,104,24,0,0,0,0,0,0,1,0,1,3,3,2,4,0,1,0,0,2,2,1,3,0,1,0
105,167,0,1,0,0,3,3,5,7,6,8,6,14,14,10,7,19,12,24,8,6,7,4,3,0,105,157,0,0,0,0,0,1,6,6,19,20,9,6,11,10,15,14,5,7,6,8,4,4,4,2
106,107,0,1,1,0,0,0,1,3,5,9,5,8,7,7,5,7,13,10,10,7,5,2,1,0,106,101,0,0,1,0,0,2,5,3,9,13,7,11,4,4,6,9,7,4,9,2,3,1,1,0
107,23,0,0,0,0,0,0,0,0,2,3,2,1,3,0,2,2,2,2,1,2,1,0,0,0,107,17,0,0,0,0,0,0,0,2,2,1,2,0,1,0,2,1,1,3,1,1,0,0,0,0
108,252,0,0,0,0,0,4,7,8,12,13,16,10,17,20,38,12,17,27,8,8,9,14,5,7,108,243,0,0,0,0,0,0,9,38,20,21,18,7,16,13,14,12,17,15,9,12,7,6,4,4
109,137,1,1,0,0,0,2,7,11,15,11,9,10,6,12,7,5,8,7,6,5,4,5,4,1,109,127,0,0,1,1,0,0,2,2,5,5,5,8,6,11,12,12,10,7,13,8,7,1,8,3
110,127,2,0,1,0,0,4,10,11,5,9,6,9,7,6,7,10,11,7,10,3,4,2,3,0,110,131,0,1,0,0,0,2,1,7,10,8,7,11,7,11,8,8,4,12,6,6,9,6,6,1
111,161,0,0,0,0,2,5,10,13,18,13,13,9,6,10,7,3,12,9,11,9,6,2,3,0,111,167,0,1,0,0,0,1,1,6,8,8,12,13,9,6,7,12,12,10,17,15,9,7,8,5
112,345,1,1,0,0,2,8,20,17,30,21,15,18,14,13,30,37,28,24,15,18,11,11,10,1,112,346,0,2,1,0,1,0,6,17,18,19,9,19,23,16,21,20,27,28,28,24,23,24,11,6
113,6,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,113,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
114,54,0,0,0,0,0,4,4,7,1,2,1,3,3,4,3,3,3,4,1,4,1,1,4,1,114,59,0,0,0,0,0,0,2,2,2,1,0,3,2,6,1,3,5,5,7,4,3,1,9,3
115,134,0,0,0,0,0,3,13,9,14,10,9,8,7,6,7,7,14,10,4,3,6,2,2,0,115,133,0,0,0,0,0,0,0,5,7,9,7,4,11,6,4,7,10,15,16,10,5,8,6,2
116,72,0,0,0,0,0,3,8,7,8,8,13,1,1,2,2,2,0,7,4,0,3,3,0,0,116,71,0,0,0,0,0,0,1,2,3,1,3,4,8,3,4,2,7,9,9,5,3,4,2,1
117,193,0,0,1,0,1,2,7,19,18,13,16,11,8,11,9,11,15,9,15,11,7,6,2,1,117,189,0,2,0,0,0,0,2,5,12,7,6,9,13,11,9,18,16,14,25,11,4,10,6,9
118,165,0,0,0,0,1,2,7,16,12,13,8,13,2,10,13,7,12,8,9,13,7,8,3,1,118,157,0,1,0,0,0,3,2,4,4,4,7,3,13,12,9,15,9,16,16,10,6,8,3,9
119,154,0,0,0,0,1,2,6,4,6,11,2,10,12,11,22,13,12,9,4,8,11,6,2,2,119,153,0,0,0,0,0,1,3,6,15,9,8,4,6,8,16,11,12,12,13,16,4,3,3,3
120,229,1,1,1,0,1,5,7,10,11,12,9,15,15,6,17,23,21,24,11,8,10,12,9,0,120,221,0,0,1,1,0,0,7,9,14,10,6,9,13,15,22,15,16,24,14,13,8,13,8,3
121,46,0,0,0,0,2,1,2,2,4,1,1,2,2,1,2,5,5,3,4,3,3,1,2,0,121,45,0,0,0,0,1,0,2,2,2,4,1,4,4,3,2,3,5,2,4,3,2,1,0,0
122,127,0,0,0,0,1,4,2,1,3,4,9,6,8,7,22,8,6,8,6,8,8,9,7,0,122,103,0,0,0,0,0,1,5,14,4,4,3,3,2,4,8,7,4,9,14,3,8,3,5,2
123,102,1,0,0,0,0,1,4,6,7,5,8,6,5,5,7,8,9,5,9,5,2,4,5,0,123,107,0,0,0,0,0,0,0,3,2,7,7,9,7,4,11,9,8,10,11,5,5,4,3,2
124,337,1,0,0,0,1,5,11,20,25,20,20,27,19,23,16,17,20,38,24,18,9,7,15,1,124,360,0,1,0,0,0,0,10,11,25,27,22,27,21,21,23,26,26,26,19,20,22,15,11,6
125,265,2,0,0,0,0,1,2,2,6,9,14,18,16,18,17,21,19,18,19,10,23,28,21,1,125,327,0,1,0,1,0,1,4,7,12,14,11,25,26,20,24,31,31,30,31,18,21,8,8,2
126,346,0,1,0,0,1,4,5,10,10,3,19,12,19,25,22,26,36,37,31,18,30,28,8,1,126,375,0,0,0,0,0,0,2,9,25,23,23,26,29,35,32,26,27,28,31,26,19,8,4,1
127,169,0,0,0,0,1,3,5,13,17,12,8,5,12,12,13,9,16,7,12,9,4,3,6,2,127,170,0,0,0,0,0,1,1,9,18,10,6,9,9,11,8,15,10,12,10,11,8,7,9,5
128,139,2,0,0,1,0,1,0,2,6,3,5,2,10,9,11,16,5,15,11,10,11,15,3,1,128,143,0,0,0,0,0,2,5,6,6,7,9,9,9,10,11,10,16,6,13,12,4,4,3,1
129,44,0,0,0,0,1,0,3,1,6,3,2,3,1,2,3,4,4,5,3,1,1,0,1,0,129,52,0,0,0,0,0,1,0,4,3,1,2,2,3,3,5,5,2,7,7,4,0,2,0,1
130,93,0,2,0,0,2,2,0,6,3,0,5,4,6,8,5,7,10,10,7,6,5,2,2,1,130,96,0,2,0,1,1,2,2,9,11,7,6,5,5,5,4,5,5,4,5,4,4,2,6,0
131,42,0,0,0,0,0,0,2,3,2,2,3,1,3,2,6,2,5,3,5,1,1,1,0,0,131,46,0,0,0,0,0,1,3,1,5,4,4,2,1,2,4,5,1,4,3,2,2,0,1,1
