origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,167,0,0,0,0,1,8,9,14,18,20,9,3,12,9,10,12,8,7,10,6,6,2,2,1,1,176,0,1,0,0,0,0,3,5,11,8,8,13,12,10,10,11,18,9,15,12,9,12,6,2
2,290,3,0,1,0,1,7,15,24,17,17,21,18,28,23,13,22,17,15,14,12,13,7,2,0,2,288,0,0,0,0,0,2,4,12,14,15,20,13,21,22,26,31,15,24,21,10,16,12,5,4
3,281,0,1,0,0,1,6,14,20,9,16,8,24,23,18,19,15,22,32,16,12,5,12,7,1,3,292,0,1,0,0,0,1,4,12,22,22,17,18,22,23,19,21,17,20,23,14,16,10,6,4
4,17,0,0,0,0,0,0,2,3,1,0,0,2,0,3,0,3,1,1,0,0,1,0,0,0,4,18,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,4,0,3,2,0,0,1,0
5,55,3,1,0,0,1,0,3,7,2,6,3,3,5,1,4,2,1,1,4,1,2,4,1,0,5,47,0,0,0,0,0,1,1,2,2,2,4,1,4,2,3,3,7,4,2,1,0,3,3,2
6,28,0,0,0,0,0,1,2,1,2,2,1,2,4,3,3,0,2,2,0,0,1,1,1,0,6,23,0,0,0,0,0,0,0,1,2,0,1,2,1,5,1,0,1,0,2,1,2,2,2,0
7,38,0,0,0,0,0,1,2,2,2,3,0,5,6,2,1,0,4,4,1,1,1,0,1,2,7,38,0,1,0,0,0,0,2,2,0,2,3,4,4,3,4,2,1,2,1,2,2,0,2,1
8,120,1,0,0,0,0,0,1,3,6,9,9,9,8,8,8,9,11,14,3,4,8,4,4,1,8,113,0,0,0,0,0,0,2,9,8,9,10,12,9,8,6,8,8,4,3,8,3,1,4,1
9,23,0,0,0,0,0,1,1,1,3,2,0,3,1,1,1,2,2,2,3,0,0,0,0,0,9,23,0,0,0,0,0,0,0,2,3,1,5,0,1,1,1,1,2,2,3,1,0,0,0,0
10,20,0,0,0,0,2,0,0,2,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,2,4,10,3,1,0,0,0,1,0,2,1,0,0,0,0,0,0
11,24,0,0,0,0,1,0,4,4,0,0,3,3,2,2,0,2,2,0,0,0,1,0,0,0,11,26,0,0,0,0,0,1,0,3,1,1,3,2,1,1,1,2,4,2,2,2,0,0,0,0
12,141,1,0,0,0,3,5,16,16,10,6,6,9,9,11,3,4,6,8,11,7,3,2,4,1,12,146,0,1,0,1,0,0,2,4,6,6,6,3,12,6,9,9,11,15,11,11,9,14,3,5
13,277,1,0,0,0,1,7,22,21,31,22,13,10,14,23,16,18,14,19,16,11,14,2,1,1,13,263,0,1,0,0,0,3,2,9,19,16,14,16,9,18,12,23,30,25,18,16,15,12,4,1
14,26,0,0,0,0,0,1,0,1,2,1,0,1,3,0,4,6,1,3,1,0,1,1,0,0,14,27,0,0,0,0,0,0,1,1,3,1,2,1,2,1,0,3,4,1,1,0,2,2,2,0
15,21,0,0,0,0,0,1,3,1,8,1,0,1,1,0,2,0,0,2,0,1,0,0,0,0,15,24,0,1,0,0,0,0,0,2,3,1,2,2,1,2,0,2,1,0,2,3,0,0,1,1
16,13,0,0,0,0,0,0,0,1,2,3,0,3,0,0,1,1,1,0,0,1,0,0,0,0,16,14,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,2,2,0,1,1,0,0,0,0
17,384,2,0,0,0,0,0,4,13,16,18,13,11,33,38,31,31,31,37,25,28,21,23,8,1,17,366,0,0,0,1,0,1,5,14,20,20,27,27,29,39,24,30,25,29,27,20,10,8,6,4
