origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,135,13,5,29,8,0,16,63,0,1
2,258,37,12,34,40,18,14,96,1,6
3,328,25,34,19,54,10,23,135,7,21
4,25,1,0,4,1,3,3,9,1,3
5,75,14,6,6,9,2,9,22,3,4
6,26,4,1,6,4,0,4,5,0,2
7,43,6,4,5,4,1,6,10,5,2
8,88,5,11,5,16,8,4,28,4,7
9,26,3,1,2,4,0,6,8,1,1
11,38,5,3,7,4,0,1,14,1,3
12,174,25,4,41,15,5,29,49,3,3
13,221,34,5,52,24,6,31,55,5,9
14,28,3,4,1,4,0,2,8,1,5
15,12,1,0,4,3,0,1,3,0,0
16,14,0,0,1,3,2,1,7,0,0
17,380,8,25,22,102,17,17,165,3,21
18,125,13,11,25,16,6,19,23,2,10
19,106,9,8,10,19,2,19,29,1,9
20,56,5,2,9,10,0,12,15,2,1
21,57,1,3,4,15,7,6,17,1,3
22,45,2,3,1,12,5,2,13,3,4
23,39,6,4,6,3,0,4,10,3,3
24,57,7,8,18,7,0,6,9,0,2
25,150,22,5,25,9,1,17,64,1,6
26,70,13,5,9,8,3,5,16,2,9
27,230,21,34,25,35,13,20,64,2,16
28,21,0,1,0,7,1,0,9,1,2
29,15,2,4,1,2,1,1,3,1,0
30,193,25,12,43,23,10,21,52,0,7
31,138,23,10,21,10,6,21,36,3,8
32,62,8,5,3,8,1,7,24,1,5
33,124,7,19,17,22,4,8,40,3,4
34,63,7,4,5,13,2,8,17,1,6
35,41,4,2,7,5,1,2,15,3,2
36,123,25,3,36,7,2,25,23,1,1
37,223,36,24,43,21,6,22,41,2,28
38,333,19,57,31,37,4,28,94,9,54
39,290,14,52,24,43,9,17,86,7,38
40,199,18,24,25,33,12,18,51,3,15
41,122,22,8,26,5,7,24,26,2,2
42,80,14,15,8,4,6,12,14,1,6
43,115,11,20,16,17,4,8,27,1,11
44,58,5,11,3,12,1,4,12,2,8
45,138,3,24,5,26,7,5,42,5,21
46,24,2,4,2,4,1,2,3,0,6
47,83,10,11,7,12,4,7,19,2,11
48,173,9,11,12,11,10,14,71,16,19
49,331,10,77,20,69,8,9,92,2,44
50,106,12,7,14,19,1,13,31,0,9
51,33,3,0,4,4,2,11,8,0,1
52,36,6,0,7,5,0,11,6,0,1
53,185,23,16,23,16,12,34,45,10,6
54,148,23,8,21,35,10,13,30,2,6
55,133,15,16,18,7,8,18,38,4,9
56,25,0,1,2,0,0,6,7,7,2
57,14,0,0,2,2,1,6,2,1,0
58,19,0,0,3,1,1,5,9,0,0
59,107,16,4,25,8,3,15,32,1,3
60,112,20,1,16,11,4,15,44,0,1
61,30,4,0,4,5,0,4,10,0,3
62,52,5,10,5,3,1,5,17,1,5
63,213,6,41,22,22,2,15,75,2,28
64,411,18,44,40,91,22,16,140,8,32
65,162,7,20,27,23,7,15,41,4,18
66,35,4,1,5,4,3,8,10,0,0
67,262,15,33,13,62,13,29,65,6,26
68,128,16,16,8,20,4,15,37,0,12
69,66,7,0,16,3,3,12,22,2,1
70,122,18,0,22,9,7,18,42,2,4
71,163,15,39,15,13,0,15,44,2,20
72,122,18,12,34,7,3,17,21,4,6
73,155,21,19,29,16,4,16,35,3,12
74,63,13,3,18,8,1,5,12,1,2
75,244,33,18,35,48,9,18,58,7,18
76,74,3,7,4,7,3,7,29,3,11
77,115,24,1,24,5,1,12,45,2,1
78,95,22,5,15,9,4,7,22,3,8
79,32,3,2,4,3,0,6,5,3,6
80,30,4,6,1,3,4,2,9,0,1
81,118,20,7,15,18,8,12,27,4,7
82,149,15,11,20,16,11,24,41,7,4
83,2,1,0,0,0,0,0,1,0,0
84,89,15,3,10,10,4,15,24,4,4
85,27,4,0,6,2,1,4,10,0,0
86,261,54,8,53,25,4,48,58,7,4
87,193,13,18,26,34,5,17,71,2,7
88,209,43,15,51,22,6,19,45,3,5
89,254,28,22,31,35,12,17,90,1,18
90,160,15,12,23,21,6,14,64,1,4
91,96,10,12,13,17,3,13,25,0,3
92,58,11,8,6,12,1,3,14,2,1
93,149,23,20,25,12,3,20,31,6,9
94,28,1,4,2,9,0,2,8,0,2
95,127,18,12,22,17,4,14,26,1,13
96,113,16,11,18,10,7,8,33,3,7
97,75,10,2,15,7,3,16,16,3,3
98,19,0,1,1,1,1,3,7,0,5
99,145,13,36,17,22,3,10,24,5,15
100,161,18,7,26,30,11,18,43,2,6
101,47,8,2,5,11,1,5,14,0,1
102,107,8,14,14,11,5,9,33,4,9
103,108,11,9,8,13,7,5,47,1,7
104,22,3,2,1,5,0,2,7,0,2
105,150,7,24,13,31,8,6,34,3,24
106,113,6,23,4,22,5,6,35,2,10
107,20,0,2,1,2,0,2,9,0,4
108,227,9,59,18,34,4,12,64,6,21
109,142,17,5,23,23,6,19,42,1,6
110,125,20,10,27,11,4,17,31,3,2
111,143,25,7,36,15,10,16,27,0,7
112,325,46,15,70,46,10,35,86,4,13
113,8,1,0,1,2,0,2,2,0,0
114,54,6,1,12,3,1,6,23,0,2
115,119,30,3,23,10,3,16,30,2,2
116,67,8,1,17,5,5,12,17,0,2
117,192,29,14,34,24,7,26,43,6,9
118,157,16,5,23,30,4,22,51,2,4
119,157,15,23,23,23,8,11,41,4,9
120,162,16,16,23,25,7,21,44,2,8
121,32,3,3,5,7,0,5,8,0,1
