origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,134,18,4,25,12,8,18,44,2,3
2,293,34,11,47,42,12,25,105,3,14
3,323,19,32,42,46,16,20,115,11,22
4,19,3,1,3,1,1,2,7,1,0
5,67,5,5,2,9,6,12,25,0,3
6,25,4,3,4,3,1,1,6,1,2
7,34,8,0,4,3,1,3,10,1,4
8,105,1,10,5,21,9,10,39,4,6
9,36,3,2,1,2,2,10,11,3,2
10,1,0,0,0,0,0,1,0,0,0
11,37,3,1,7,2,2,9,10,1,2
12,144,25,3,32,10,5,26,39,3,1
13,242,42,4,44,32,4,34,77,2,3
14,22,2,0,6,7,0,1,6,0,0
15,16,3,1,5,2,0,3,2,0,0
16,10,0,0,0,4,0,1,5,0,0
17,335,14,27,15,98,11,13,136,2,19
18,113,8,13,20,13,3,16,26,3,11
19,107,11,11,8,18,4,16,30,3,6
20,66,8,3,6,11,2,12,23,0,1
21,45,0,3,2,10,2,6,19,1,2
22,33,2,2,1,3,1,1,22,0,1
23,50,6,6,5,7,2,3,14,3,4
24,69,7,5,20,8,1,10,15,0,3
25,168,24,11,26,10,2,21,63,6,5
26,61,9,6,7,12,3,2,16,0,6
27,214,21,29,28,33,7,20,60,4,12
28,12,0,1,0,1,1,0,8,0,1
29,11,2,1,0,2,1,2,2,0,1
30,164,36,4,35,18,8,23,32,2,6
31,144,23,9,17,19,11,18,38,2,7
32,65,10,10,4,5,4,8,17,3,4
33,100,7,15,9,16,5,11,25,2,10
34,56,9,5,7,5,2,6,18,2,2
35,55,4,2,9,9,6,12,12,0,1
36,123,27,2,31,11,5,28,17,0,2
37,261,31,31,55,20,9,28,52,7,28
38,368,29,63,31,47,9,21,110,10,48
39,216,10,44,14,29,6,16,52,8,37
40,199,14,25,17,27,11,15,64,2,24
41,133,18,9,30,6,9,24,27,5,5
42,72,11,8,7,5,2,11,19,1,8
43,86,14,12,11,7,6,8,16,1,11
44,43,3,5,5,6,2,5,14,0,3
45,128,2,21,9,30,0,9,32,4,21
46,27,2,1,3,3,2,3,10,2,1
47,107,12,23,11,15,4,7,20,7,8
48,164,12,11,9,10,2,20,77,8,15
49,362,11,72,23,71,14,17,97,10,47
50,94,9,14,21,10,1,7,22,4,6
51,30,4,0,7,5,1,5,7,0,1
52,39,6,1,9,4,1,5,11,0,2
53,169,23,9,20,17,9,39,41,7,4
54,174,21,16,25,34,3,16,43,8,8
55,100,11,12,14,6,4,16,27,1,9
56,33,0,1,5,2,0,10,8,2,5
57,22,2,4,1,0,0,6,4,4,1
58,15,0,0,1,1,1,4,8,0,0
59,92,18,5,25,3,8,16,12,0,5
60,109,20,2,27,10,2,17,26,3,2
61,40,0,1,5,4,2,8,15,1,4
62,43,4,12,4,2,1,4,11,1,4
63,191,9,39,18,23,6,16,52,3,25
64,385,23,38,31,96,23,20,128,3,23
65,156,8,9,27,30,5,23,35,2,17
66,46,3,0,8,7,4,14,8,0,2
67,255,11,29,17,52,16,23,76,6,25
68,110,14,15,10,23,0,13,26,2,7
69,58,14,2,8,2,4,16,12,0,0
70,123,27,1,22,11,2,21,37,0,2
71,157,15,41,11,13,2,22,34,1,18
72,108,16,12,20,10,1,21,22,1,5
73,142,19,26,22,14,2,18,29,2,10
74,68,11,9,10,6,0,15,11,0,6
75,262,27,23,38,50,13,22,78,1,10
76,76,3,13,4,11,3,5,19,4,14
77,105,24,1,22,7,4,14,33,0,0
78,111,19,6,20,13,2,14,35,1,1
79,38,1,8,7,8,0,0,2,4,8
80,22,4,3,2,1,4,1,5,1,1
81,110,15,7,27,13,5,14,26,0,3
82,160,19,8,14,17,7,35,46,5,9
83,1,0,0,0,0,0,0,1,0,0
84,83,15,1,21,5,4,18,19,0,0
85,38,6,0,3,5,2,11,9,0,2
86,285,51,6,54,25,6,53,76,9,5
87,184,11,22,22,34,8,26,46,3,12
88,269,46,19,55,33,10,21,76,2,7
89,254,26,27,26,47,13,17,73,7,18
90,122,16,8,17,16,3,12,46,1,3
91,117,13,16,20,16,4,8,28,5,7
92,63,8,5,8,17,2,9,12,2,0
93,137,29,13,18,17,3,11,36,2,8
94,38,1,4,0,13,3,0,13,2,2
95,129,13,13,19,24,2,14,29,4,11
96,98,10,6,20,9,2,14,26,1,10
97,68,11,3,13,7,1,12,18,0,3
98,18,1,3,2,0,0,2,6,0,4
99,169,13,31,18,23,3,24,28,5,24
100,132,16,11,19,23,7,18,29,2,7
101,45,7,4,6,10,1,9,6,0,2
102,103,7,7,11,17,4,6,25,5,21
103,126,8,14,10,17,5,9,54,0,9
104,23,4,2,1,8,0,4,2,0,2
105,169,8,23,10,31,7,8,53,2,27
106,98,3,13,7,29,4,6,25,1,10
107,20,1,3,4,5,1,3,2,0,1
108,253,9,64,17,36,5,19,71,7,25
109,130,17,7,24,15,2,20,37,3,5
110,91,17,9,24,8,3,17,11,0,2
111,149,27,9,39,13,4,18,31,1,7
112,302,46,15,66,29,11,32,85,4,14
113,3,1,0,0,0,0,1,1,0,0
114,45,3,4,7,4,2,6,16,2,1
115,111,20,9,25,6,5,13,27,4,2
116,60,13,0,16,5,2,12,11,1,0
117,181,24,12,52,12,7,19,46,3,6
118,138,23,4,16,29,4,14,41,1,6
119,136,15,23,25,15,4,14,26,5,9
120,181,19,14,31,29,8,26,39,3,12
121,22,3,1,6,3,0,2,7,0,0
122,127,8,13,25,18,3,16,27,5,12
123,97,5,5,14,23,4,10,29,1,6
124,288,28,33,26,44,12,17,100,4,24
125,207,10,10,12,61,10,6,87,1,10
126,279,11,26,29,77,10,13,89,2,22
127,153,21,21,26,18,5,15,34,0,13
128,109,3,7,3,34,6,8,34,0,14
129,72,4,8,12,12,3,8,21,1,3
130,77,6,10,4,17,2,7,20,1,10
131,46,5,7,6,9,1,6,7,0,5
132,22,1,1,1,9,0,3,7,0,0
133,102,2,15,12,13,1,9,27,10,13
134,24,1,2,2,11,0,1,6,0,1
135,37,4,4,6,9,1,1,9,1,2
136,277,42,17,63,32,5,33,61,6,18
137,155,33,7,31,14,2,23,38,2,5
138,8,0,0,3,1,0,2,2,0,0
139,80,11,1,22,10,1,18,15,0,2
140,111,22,2,25,10,1,15,35,0,1
141,206,42,5,51,25,5,22,50,2,4
142,116,17,2,23,7,6,19,38,1,3
143,287,10,39,17,81,17,14,85,11,13
144,140,20,6,23,20,5,17,43,2,4
145,182,30,8,46,16,3,35,36,2,6
146,58,9,5,12,2,3,13,6,5,3
147,124,8,10,9,36,9,5,36,1,10
148,232,30,23,32,41,14,20,63,2,7
149,97,8,12,13,23,4,12,22,1,2
150,129,18,8,10,27,5,15,38,1,7
151,30,4,1,7,2,2,6,6,1,1
152,17,5,0,2,1,1,5,3,0,0
153,45,9,2,6,3,2,8,9,3,3
154,267,38,16,49,33,8,33,72,4,14
155,60,4,4,8,17,3,3,19,0,2
156,62,6,7,7,6,1,8,20,0,7
157,65,5,9,12,6,2,7,14,2,8
158,70,7,4,4,14,2,5,31,0,3
159,81,10,8,4,19,9,6,23,0,2
160,14,1,2,2,1,1,1,2,2,2
161,42,6,3,5,6,2,4,16,0,0
162,69,17,5,9,10,2,7,15,2,2
163,64,6,6,1,16,3,4,21,1,6
164,41,5,5,2,8,4,0,14,0,3
165,77,14,5,13,7,2,12,20,0,4
166,38,11,2,8,5,2,4,6,0,0
167,161,23,25,13,28,6,10,41,0,15
168,27,11,1,5,1,0,5,3,0,1
169,92,10,14,12,10,4,8,24,1,9
170,43,2,1,5,9,2,0,20,1,3
171,74,5,7,6,14,2,5,26,2,7
172,116,14,7,30,13,2,17,28,1,4
173,36,1,4,1,9,2,1,14,2,2
174,18,0,2,1,2,2,0,8,2,1
175,9,0,0,0,2,0,0,6,1,0
176,59,7,3,12,14,0,6,13,1,3
177,199,28,17,23,27,15,18,62,2,7
