origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,126,1,0,0,0,0,2,2,4,8,11,13,11,12,12,6,4,11,6,6,4,5,5,3,0,1,137,0,0,1,1,0,2,1,4,3,6,7,10,12,14,12,10,5,10,8,9,10,5,3,3
2,204,0,1,2,0,1,1,2,9,8,15,12,12,30,14,11,17,22,18,7,11,4,5,2,0,2,201,0,0,1,1,1,2,2,2,8,17,15,13,19,13,24,11,16,16,12,10,9,5,4,0
3,269,8,1,1,0,0,1,2,5,14,10,18,19,26,20,31,20,12,22,18,15,14,8,2,2,3,299,0,3,0,0,0,1,3,5,7,13,19,27,35,37,24,22,14,17,17,21,14,9,7,2
4,25,0,0,0,0,1,0,0,4,1,2,1,3,3,1,0,2,0,2,3,0,1,1,0,0,4,21,0,0,0,0,0,0,0,1,3,2,0,0,3,2,1,1,1,1,2,2,0,1,0,1
5,48,1,1,0,0,1,1,1,3,2,5,2,1,3,3,2,3,3,4,3,3,3,3,0,0,5,48,0,0,0,0,0,1,3,1,2,3,2,2,0,6,3,1,5,2,4,3,5,3,1,1
6,15,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,2,2,0,1,0,1,1,0,6,13,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,0,2,1,0,1,0,1,0
7,18,1,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,1,1,2,0,0,0,7,17,0,0,1,0,0,0,0,2,1,2,2,0,2,1,1,0,0,1,0,1,0,2,1,0
8,90,4,2,0,0,1,0,1,2,0,3,2,3,9,7,6,11,9,5,3,7,5,8,0,2,8,79,0,0,0,0,0,2,3,0,0,3,8,8,7,8,7,5,6,8,3,5,2,1,2,1
9,11,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,0,0,1,1,0,9,15,0,0,0,0,1,0,0,0,1,0,0,2,0,3,2,0,2,1,1,0,0,0,1,1
11,32,0,0,0,0,0,0,0,2,2,1,2,5,1,4,0,3,2,2,3,3,0,2,0,0,11,30,0,0,0,0,0,0,0,0,2,1,1,1,7,2,2,2,3,1,2,1,1,1,0,3
12,151,3,1,1,1,2,2,6,8,6,12,10,9,11,9,9,6,11,5,15,10,9,2,2,1,12,129,0,2,2,0,0,2,3,2,6,3,7,7,8,10,13,10,9,9,13,8,4,5,4,2
13,192,3,0,0,0,1,2,4,6,10,17,17,22,15,14,15,15,11,12,8,4,6,6,2,2,13,181,0,3,1,2,0,0,0,2,5,9,16,14,16,24,9,13,13,13,8,7,10,6,6,2
14,26,0,0,0,0,0,0,0,1,1,4,1,3,3,0,0,1,4,0,6,2,0,0,0,0,14,31,0,0,0,0,0,0,1,1,1,2,3,0,0,2,2,1,7,3,0,4,1,2,0,1
15,11,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,2,2,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,3,1,1,0,0
16,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,2,1,0,0,1,0,0,16,9,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,1,0,1,1,0
17,310,0,0,0,0,2,5,3,4,4,12,10,11,16,27,35,33,46,33,27,15,13,12,1,1,17,308,0,0,0,0,0,1,3,5,12,29,24,29,28,27,23,17,30,24,23,9,13,5,5,1
18,59,1,0,0,0,0,1,3,2,7,3,9,5,5,2,2,4,2,4,2,2,4,1,0,0,18,55,0,0,0,0,0,0,0,0,2,2,4,5,4,2,2,7,2,4,6,7,1,5,0,1
19,95,1,2,1,0,0,3,8,9,9,14,6,4,4,3,4,5,2,3,4,4,5,1,2,1,19,89,0,2,0,2,0,3,7,3,13,4,6,2,8,4,5,7,3,3,2,5,2,3,2,3
20,40,1,0,1,0,2,1,1,4,1,5,2,3,2,2,0,4,2,4,1,1,1,1,1,0,20,40,0,1,1,0,0,0,0,2,1,5,1,6,1,1,4,2,2,1,4,2,1,3,1,1
21,66,0,1,0,0,0,0,1,2,3,3,3,8,8,5,5,7,5,5,2,2,2,3,1,0,21,61,0,0,0,0,0,0,2,1,5,4,4,3,7,13,5,5,1,5,2,0,2,1,0,0
22,26,0,0,1,0,0,1,0,1,1,3,1,2,4,1,3,2,2,0,1,0,1,0,2,0,22,25,0,0,0,0,0,0,2,1,0,1,4,0,1,4,3,2,1,1,2,1,2,0,0,0
23,33,0,0,0,0,0,0,0,1,3,0,0,3,4,7,3,1,1,2,1,2,3,1,1,0,23,33,0,0,0,1,0,0,0,1,1,4,2,2,3,10,2,1,1,0,2,1,1,1,0,0
24,59,0,0,0,1,0,0,0,3,4,3,6,6,4,5,4,3,7,3,2,4,0,0,4,0,24,68,0,0,0,0,0,0,0,1,1,4,4,6,4,5,2,7,3,7,9,4,5,1,1,2
25,206,1,1,0,0,0,2,3,2,8,7,12,14,21,8,32,28,3,10,10,19,6,13,6,0,25,203,0,1,0,0,0,0,15,7,8,12,18,16,22,19,12,22,17,3,8,4,8,4,5,2
26,62,0,0,0,0,0,1,0,1,1,4,10,4,6,2,18,2,1,1,1,4,2,3,0,1,26,49,0,1,0,0,0,0,1,0,1,3,3,5,7,4,5,5,2,2,4,1,2,1,1,1
27,171,5,3,1,1,1,1,3,7,9,10,9,14,9,16,8,16,8,9,11,12,6,8,4,0,27,175,0,0,1,1,0,0,1,3,2,10,8,11,20,21,12,19,13,16,11,7,6,5,6,2
28,16,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,0,2,2,1,0,1,0,0,28,17,0,0,0,0,0,0,0,1,0,0,2,2,3,2,0,1,1,0,1,1,0,1,1,0
29,10,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,1,2,0,1,0,0,0,29,10,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,0,1,0,0,1,0,0,0,0
30,165,1,1,2,0,0,2,5,2,9,10,10,19,14,17,12,8,10,13,7,11,5,6,1,0,30,158,0,2,1,0,0,0,0,5,3,6,11,10,11,14,17,13,11,11,17,8,8,2,7,1
31,91,1,0,0,0,1,2,2,4,6,7,5,6,7,9,10,3,6,2,2,7,5,5,1,0,31,82,0,2,0,1,0,0,1,1,2,7,4,9,5,5,5,2,6,3,10,6,7,5,1,0
32,39,0,1,0,0,0,0,0,4,3,3,4,3,2,4,1,3,2,3,3,1,1,0,1,0,32,46,0,2,0,0,0,0,0,1,2,1,3,4,5,5,4,3,2,2,3,1,2,2,2,2
33,66,2,2,0,1,0,0,1,5,7,2,2,4,5,3,7,5,3,9,5,0,2,1,0,0,33,67,0,2,0,0,0,0,4,2,4,3,2,3,5,3,4,6,2,3,9,6,5,1,0,2
34,35,0,0,1,0,0,0,1,1,1,5,4,3,3,1,7,4,1,1,0,1,0,1,0,0,34,37,0,0,0,0,0,0,0,0,2,3,4,2,2,2,2,1,5,2,3,3,3,0,3,0
35,45,0,1,0,1,0,2,0,3,2,2,2,2,3,3,1,4,4,2,2,2,2,3,3,1,35,48,0,0,0,0,0,1,2,0,3,1,3,2,7,2,6,3,2,2,0,2,4,5,1,2
36,98,3,0,1,0,1,1,2,6,11,7,9,5,11,7,5,4,5,6,2,3,5,3,1,0,36,95,0,1,1,0,1,0,0,2,4,6,5,6,7,8,11,5,9,7,9,3,3,3,2,2
37,145,2,2,0,0,1,1,5,7,9,11,15,12,11,9,6,9,6,10,10,7,8,1,1,2,37,136,0,3,2,0,0,1,0,2,2,5,8,16,8,8,17,6,8,11,10,6,5,7,6,4
38,209,2,2,1,0,2,1,4,6,13,26,19,18,20,12,7,14,9,12,13,7,8,9,2,2,38,222,0,1,2,0,0,0,3,8,7,14,16,18,16,21,15,16,17,17,17,12,7,8,5,1
39,109,0,0,2,0,0,0,4,4,5,8,6,11,10,9,8,11,1,5,8,8,5,4,0,0,39,108,0,2,0,0,0,0,1,2,7,9,7,9,9,5,13,6,2,11,6,7,1,5,5,1
40,116,0,1,1,0,1,0,1,3,10,13,6,12,12,10,9,15,6,3,2,8,2,1,0,0,40,107,0,1,0,0,0,0,1,1,1,4,6,12,9,12,7,9,10,8,8,6,2,5,5,0
41,116,1,0,0,0,2,5,4,7,8,8,7,8,5,8,5,6,6,5,9,5,5,5,6,1,41,124,0,3,3,0,0,0,2,4,7,3,6,5,5,7,15,11,11,8,5,10,3,7,4,3
42,44,0,0,0,0,0,1,1,2,1,3,3,6,6,3,4,1,3,5,1,2,0,2,0,0,42,46,0,1,0,0,0,0,0,0,6,1,5,2,3,6,6,4,3,3,1,2,0,2,0,0
43,60,1,0,0,0,3,5,1,4,5,0,3,5,4,10,6,0,1,2,5,1,1,1,1,1,43,57,0,1,1,0,0,1,3,2,0,1,4,4,4,4,7,4,3,1,2,3,4,4,2,1
44,21,0,0,0,0,0,2,0,0,4,1,2,1,1,1,2,1,0,3,0,0,1,1,1,0,44,23,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,0,4,0,0,2,1,0
45,48,2,0,1,0,0,0,1,1,2,5,3,3,1,3,3,2,4,4,0,4,4,1,3,1,45,43,0,0,0,0,0,0,1,0,0,4,3,4,1,2,3,5,1,2,7,2,4,1,2,1
46,11,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,2,0,1,0,0,0,1,1,0,46,19,0,1,0,0,0,0,0,0,0,3,2,2,0,1,2,0,1,0,4,0,1,1,0,1
47,47,0,0,0,0,2,0,1,2,4,1,5,6,6,1,1,3,3,5,2,2,1,0,1,1,47,51,0,0,0,1,0,2,3,2,3,3,2,5,2,4,1,0,4,3,5,4,4,2,0,1
48,272,4,0,0,0,3,7,4,3,9,5,18,18,26,12,36,38,7,12,9,30,6,17,8,0,48,252,0,4,0,0,0,2,17,12,5,17,19,19,24,24,24,19,11,8,8,9,12,5,6,5
49,145,6,0,0,0,1,0,0,2,3,10,14,9,15,8,11,15,10,9,11,11,6,3,1,0,49,150,0,1,0,1,0,1,0,0,4,4,19,15,11,19,14,10,8,9,6,9,4,7,4,4
50,59,0,0,0,0,0,1,1,2,4,8,5,5,5,5,6,4,3,2,3,0,2,3,0,0,50,64,0,0,0,0,0,0,0,1,2,4,7,8,4,7,1,5,6,4,6,3,3,2,1,0
51,26,0,0,0,0,0,1,0,0,1,3,4,2,1,0,0,4,1,3,3,1,0,0,1,1,51,33,0,1,0,0,0,0,1,0,0,2,1,3,4,2,2,1,3,1,4,2,2,2,1,0
52,30,2,0,0,0,1,1,0,1,2,3,2,4,2,2,1,2,2,0,1,1,0,0,2,1,52,29,0,0,0,0,0,3,0,0,0,1,1,3,3,1,1,1,1,4,1,1,2,4,1,1
53,159,1,0,1,0,1,4,2,5,7,13,15,13,14,14,11,9,10,9,6,8,5,7,3,1,53,151,0,3,1,0,0,1,1,4,2,8,11,12,8,10,12,14,10,12,9,10,6,7,7,3
54,157,2,0,0,1,1,2,3,6,4,7,15,13,12,13,11,10,10,12,8,10,10,6,1,0,54,147,0,1,1,0,0,1,0,5,5,7,5,11,11,16,12,10,12,7,11,1,12,10,6,2
55,89,3,0,0,0,0,2,3,7,4,9,5,9,9,4,3,6,6,4,1,4,4,4,1,1,55,80,0,0,0,0,0,0,1,2,5,4,4,5,7,11,3,4,4,4,7,6,5,3,2,2
56,28,1,0,0,0,0,0,0,0,1,0,2,1,3,2,3,3,2,2,3,1,0,3,1,0,56,22,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,2,1,4,2,1,1,2,1,1
57,20,0,0,0,0,0,0,0,1,2,0,2,0,0,3,2,2,1,1,2,0,3,1,0,0,57,23,0,0,0,1,0,0,0,0,0,2,0,0,3,2,2,1,1,1,1,1,3,4,0,0
58,32,1,0,0,0,0,1,0,1,0,1,2,5,1,1,5,1,2,3,2,4,1,1,0,0,58,22,0,0,0,0,0,0,1,0,1,1,0,3,2,0,0,1,0,5,0,3,2,2,1,0
