origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,167,18,5,25,19,6,21,66,4,3
2,290,37,11,37,46,14,27,104,1,13
3,281,14,29,30,54,10,16,96,6,26
4,17,3,1,1,1,0,2,8,1,0
5,55,3,4,7,7,3,11,19,0,1
6,28,3,1,3,3,3,1,9,0,5
7,38,7,3,4,4,0,4,15,0,1
8,120,1,10,5,24,9,9,47,3,12
9,23,2,1,3,1,1,1,11,2,1
10,20,0,0,0,3,1,1,13,2,0
11,24,2,0,5,3,1,3,7,0,3
12,141,26,0,30,12,3,27,37,3,3
13,277,44,8,53,25,7,29,99,4,8
14,26,1,2,4,5,0,2,11,0,1
15,21,3,0,6,0,0,3,7,2,0
16,13,0,0,2,1,2,1,7,0,0
17,384,11,29,21,116,24,12,143,4,24
18,129,14,15,20,11,2,23,28,4,12
19,120,10,11,12,14,4,16,35,9,9
20,44,5,3,8,8,2,9,9,0,0
21,56,0,3,4,13,2,4,28,0,2
22,45,2,4,3,10,1,3,15,4,3
23,51,4,4,9,3,2,10,16,2,1
24,76,9,5,15,7,2,17,14,3,4
25,257,22,8,24,21,2,24,151,1,4
26,134,13,9,9,6,5,10,70,3,9
27,195,19,23,25,33,6,17,57,4,11
28,20,0,3,0,4,3,0,7,1,2
29,15,0,1,0,3,0,0,10,1,0
30,183,37,6,42,17,6,24,46,2,3
31,106,20,9,22,10,4,13,24,3,1
32,53,7,9,6,5,2,3,13,3,5
33,122,9,12,12,14,4,12,43,7,9
34,63,9,3,8,15,2,6,15,1,4
35,65,4,6,4,9,4,11,18,3,6
36,134,29,3,30,9,4,26,30,1,2
37,229,41,23,40,22,8,22,42,6,25
38,387,27,64,35,58,9,27,110,7,50
39,314,10,63,18,27,11,12,105,11,57
40,202,20,26,21,26,8,18,53,3,27
41,143,22,7,30,6,10,23,37,2,6
42,63,10,4,4,7,1,8,24,0,5
43,98,14,15,10,9,8,13,19,2,8
44,37,1,10,5,0,2,8,4,4,3
45,111,3,18,5,25,4,4,35,1,16
46,39,2,6,4,4,1,6,11,1,4
47,123,11,20,10,17,6,12,22,6,19
48,341,11,10,10,36,6,8,245,7,8
49,366,9,59,17,71,12,16,124,4,54
50,106,15,14,22,10,2,8,30,1,4
51,39,4,2,2,6,3,8,10,2,2
52,47,4,0,5,6,0,13,14,2,3
53,177,20,10,25,19,7,38,44,5,9
54,202,26,8,30,40,5,26,57,1,9
55,118,14,12,18,5,6,23,26,4,10
56,63,1,2,3,7,3,18,21,6,2
57,29,1,1,4,2,0,3,15,3,0
58,36,1,0,9,0,0,5,19,1,1
59,96,22,4,25,10,1,13,14,1,6
60,130,19,2,28,18,0,20,36,2,5
61,46,6,5,8,2,0,2,19,0,4
62,49,1,9,4,6,1,10,14,1,3
63,223,17,34,25,31,5,11,76,2,22
64,380,23,34,25,91,16,21,137,7,26
65,167,10,27,31,25,8,16,37,3,10
66,46,5,0,3,4,3,18,12,0,1
67,255,10,36,25,43,12,26,83,4,16
68,126,17,17,11,26,2,10,30,1,12
69,61,11,3,9,4,1,19,11,2,1
70,148,24,4,28,13,5,25,47,0,2
71,171,15,36,12,15,3,20,41,3,26
72,117,21,6,20,14,5,12,25,3,11
73,171,21,25,30,18,8,19,35,3,12
74,78,17,6,18,8,1,8,17,0,3
75,246,24,18,40,40,7,20,70,6,21
76,68,1,10,3,8,3,8,17,9,9
77,123,27,1,20,7,8,15,41,3,1
78,99,15,6,22,8,5,16,19,3,5
79,34,3,8,2,6,2,3,5,2,3
80,32,4,4,5,4,2,0,12,0,1
81,134,20,9,23,16,7,18,31,2,8
82,149,20,8,17,11,6,31,43,6,7
84,102,15,2,18,12,4,21,26,1,3
85,45,8,0,6,3,3,5,17,0,3
86,291,65,7,73,27,10,46,55,5,3
87,185,11,21,25,29,10,24,45,4,16
88,241,41,16,55,41,9,26,42,1,10
89,271,26,24,36,35,14,21,92,3,20
90,146,17,6,28,14,5,12,57,0,7
91,88,7,12,17,17,3,11,16,0,5
92,40,10,5,4,5,0,2,12,1,1
93,155,26,13,25,20,4,16,41,1,9
94,37,3,7,7,4,0,3,8,2,3
95,134,14,7,19,29,3,10,40,2,10
96,97,11,7,16,12,1,14,29,2,5
97,66,13,2,9,4,5,10,15,2,6
98,29,1,4,0,2,3,4,9,3,3
99,142,11,35,13,15,3,16,22,7,20
100,147,19,20,32,26,4,12,30,2,2
101,67,7,5,10,9,4,9,20,1,2
102,124,6,22,12,14,5,10,40,1,14
103,97,7,12,3,20,4,5,38,0,8
104,18,2,2,2,3,0,1,5,0,3
105,166,8,26,6,22,13,7,48,4,32
106,86,4,12,1,23,4,5,29,0,8
107,15,0,1,1,3,2,2,4,0,2
108,261,10,74,18,40,6,15,59,6,33
109,108,14,5,23,10,5,10,34,2,5
110,107,14,8,25,10,5,19,18,0,8
111,147,27,6,36,18,3,22,30,1,4
112,314,31,14,84,34,8,35,89,4,15
113,6,2,0,1,0,0,1,2,0,0
114,72,5,5,9,3,2,7,38,3,0
115,127,30,7,29,4,4,16,32,2,3
116,57,9,1,16,5,4,11,11,0,0
117,189,23,14,41,17,7,30,46,4,7
118,151,25,6,30,17,6,16,40,0,11
119,146,12,19,12,28,6,18,35,5,11
120,180,19,15,26,32,5,17,56,1,9
121,36,3,3,8,7,0,7,8,0,0
122,119,7,16,22,16,1,12,25,2,18
123,97,11,7,16,18,4,12,28,0,1
124,349,31,33,32,48,15,23,133,5,29
125,205,11,19,9,51,10,8,83,3,11
126,275,19,27,15,83,12,18,79,2,20
127,149,33,12,21,20,2,15,34,1,11
128,103,6,12,8,22,4,9,35,0,7
129,63,3,5,14,7,3,10,17,0,4
130,82,8,5,6,28,2,7,15,0,11
131,46,5,9,9,3,0,4,13,0,3
132,38,2,5,7,9,0,3,7,1,4
133,106,8,16,10,16,5,11,29,6,5
134,14,1,2,1,3,0,0,6,0,1
135,43,5,8,2,7,2,4,9,2,4
136,273,42,11,65,33,13,34,61,4,10
137,159,28,3,51,14,5,24,27,4,3
138,11,0,0,4,0,0,2,4,0,1
139,49,8,1,18,4,1,6,9,2,0
140,112,22,2,21,10,3,12,39,2,1
141,196,38,4,47,18,3,26,50,2,8
142,117,12,8,20,8,4,25,35,2,3
143,272,13,33,12,73,6,17,91,6,21
144,153,20,6,27,30,5,21,34,2,8
145,162,37,7,37,17,6,22,27,2,7
146,65,6,4,19,6,6,9,11,1,3
147,134,7,9,7,38,9,9,41,2,12
148,230,23,15,22,52,14,16,71,6,11
149,70,8,8,9,13,2,2,24,2,2
150,175,15,11,18,37,10,12,61,0,11
151,29,1,2,8,0,3,8,5,1,1
152,13,6,0,1,1,0,4,1,0,0
153,48,7,2,10,2,1,11,13,2,0
154,278,43,15,59,35,9,38,65,3,11
155,70,8,5,12,8,2,8,23,0,4
156,62,4,6,14,4,1,7,25,0,1
157,69,6,8,13,3,0,10,20,4,5
158,60,2,2,2,14,4,5,30,0,1
159,119,8,8,6,29,6,5,46,0,11
160,21,2,1,4,1,0,2,5,1,5
161,52,4,6,8,6,2,6,15,1,4
162,93,18,9,8,17,5,8,22,2,4
163,50,5,4,2,14,3,2,19,0,1
164,27,5,4,1,1,2,2,9,1,2
165,72,22,3,7,5,3,13,15,0,4
166,47,7,5,9,3,2,10,10,0,1
167,169,21,24,17,32,7,15,41,2,10
168,26,9,0,3,1,0,4,6,0,3
