origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,126,2,1,21,21,4,24,52,1,0
2,204,14,8,24,42,1,20,92,1,2
3,269,6,19,34,60,6,19,118,1,6
4,25,5,2,2,0,0,9,7,0,0
5,48,3,0,4,10,0,9,18,1,3
6,15,0,0,2,2,0,7,4,0,0
7,18,2,0,4,4,0,2,5,0,1
8,90,2,2,7,35,1,8,34,0,1
9,11,0,0,1,0,0,4,6,0,0
11,32,2,2,4,5,0,5,14,0,0
12,151,5,1,30,17,3,42,52,0,1
13,192,11,5,38,24,5,38,66,1,4
14,26,0,2,3,7,1,2,11,0,0
15,11,0,0,2,1,0,6,2,0,0
16,10,0,0,1,2,0,0,7,0,0
17,310,6,12,19,114,6,18,127,0,8
18,59,2,0,19,5,0,14,17,0,2
19,95,5,3,8,21,1,13,42,0,2
20,40,3,0,11,7,0,8,7,3,1
21,66,1,4,4,16,3,10,26,0,2
22,26,0,1,1,10,0,3,11,0,0
23,33,0,2,2,8,0,2,19,0,0
24,59,3,0,17,8,0,13,18,0,0
25,206,5,2,12,12,1,22,147,4,1
26,62,3,1,8,3,2,11,33,0,1
27,171,6,5,27,37,3,32,59,1,1
28,16,0,0,0,8,0,1,7,0,0
29,10,0,2,0,3,0,0,5,0,0
30,165,7,5,41,26,2,29,53,0,2
31,91,4,5,21,5,2,22,28,2,2
32,39,2,2,6,8,1,10,8,0,2
33,66,1,2,12,16,1,11,21,0,2
34,35,1,2,11,3,1,5,10,0,2
35,45,0,2,10,16,0,5,11,0,1
36,98,13,0,25,10,0,25,24,0,1
37,145,8,5,37,13,6,31,44,0,1
38,209,7,13,22,28,2,27,101,1,8
39,109,7,9,10,18,0,14,48,0,3
40,116,3,5,28,14,2,20,39,2,3
41,116,3,3,28,11,1,37,31,2,0
42,44,3,1,4,0,0,20,15,0,1
43,60,1,5,14,3,0,9,25,2,1
44,21,0,0,6,3,1,5,6,0,0
45,48,2,2,5,17,1,2,18,0,1
46,11,1,0,2,1,0,4,2,0,1
47,47,2,1,6,8,0,12,16,0,2
48,272,6,5,7,20,2,17,206,7,2
49,145,9,13,11,39,1,11,54,3,4
50,59,4,2,15,6,3,15,12,1,1
51,26,1,1,4,3,0,11,6,0,0
52,30,2,1,6,3,0,10,8,0,0
53,159,8,5,25,17,2,36,61,3,2
54,157,4,6,29,38,3,21,51,4,1
55,89,5,2,18,6,0,25,32,1,0
56,28,1,1,2,0,0,9,13,1,1
57,20,0,1,3,1,0,8,7,0,0
58,32,0,0,0,5,1,6,20,0,0
59,65,2,1,24,11,1,9,16,1,0
60,94,4,1,22,10,3,17,32,2,3
61,24,2,1,2,1,0,3,11,2,2
62,29,1,1,8,8,0,3,8,0,0
63,112,5,2,16,15,3,16,51,1,3
64,244,5,11,17,69,6,17,111,2,6
65,86,2,4,17,23,2,15,21,0,2
66,25,1,0,5,2,0,9,7,0,1
67,112,6,2,18,22,2,16,41,1,4
68,126,3,2,20,31,1,12,52,1,4
69,43,1,0,11,3,0,15,12,0,1
70,94,4,1,30,6,1,20,32,0,0
71,68,2,1,18,7,0,11,29,0,0
72,76,5,2,25,7,0,12,21,1,3
73,88,5,6,23,9,2,21,19,1,2
74,55,4,1,22,5,0,13,10,0,0
75,137,10,4,43,18,1,20,37,0,4
76,30,0,3,4,2,1,7,11,1,1
77,100,6,3,26,5,2,23,35,0,0
78,78,3,0,15,7,2,26,24,1,0
79,19,0,0,6,7,0,1,4,0,1
80,23,2,3,3,2,0,5,5,1,2
81,89,1,3,25,16,1,19,23,0,1
82,123,3,5,16,17,2,37,42,0,1
83,2,0,0,0,1,0,0,1,0,0
84,70,4,2,14,6,1,13,25,2,3
85,28,0,0,6,1,0,13,8,0,0
86,239,9,3,50,31,1,50,87,2,6
87,109,2,7,18,23,1,16,34,5,3
88,175,6,4,47,30,3,31,50,2,2
89,173,4,2,26,38,4,22,73,2,2
90,93,4,1,21,12,4,16,33,1,1
91,61,0,1,14,10,2,11,21,0,2
92,37,6,1,6,6,0,9,8,0,1
93,93,6,3,28,14,1,14,25,0,2
94,17,1,0,4,1,1,4,5,1,0
95,85,4,7,19,18,3,10,22,2,0
96,66,5,4,14,8,1,15,17,0,2
97,31,1,1,10,4,0,8,7,0,0
98,8,1,1,1,1,0,1,3,0,0
99,65,3,3,13,13,1,9,22,0,1
100,132,3,6,38,20,4,22,32,2,5
101,43,0,1,10,11,1,6,13,0,1
102,71,0,5,8,12,0,11,34,0,1
103,62,4,1,6,14,2,7,28,0,0
104,11,1,0,2,1,0,3,3,1,0
105,40,4,2,7,9,1,1,16,0,0
106,40,3,3,1,12,1,2,16,0,2
107,6,0,0,0,1,0,2,3,0,0
108,131,4,6,14,32,3,9,56,3,4
109,98,4,3,22,24,2,16,27,0,0
110,90,6,1,26,11,3,20,19,2,2
111,106,5,2,46,9,0,19,21,0,4
112,218,10,4,58,33,2,35,71,1,4
114,85,2,3,12,8,0,8,49,2,1
115,95,1,0,33,11,1,25,23,0,1
116,50,3,0,12,3,1,20,10,0,1
117,144,4,1,40,21,4,27,45,1,1
118,101,4,4,22,13,1,22,33,0,2
119,76,2,7,19,8,0,9,28,0,3
120,127,8,4,28,30,0,22,31,1,3
121,29,0,1,4,6,1,3,11,1,2
122,55,3,4,8,11,1,13,13,1,1
123,78,0,3,13,24,3,8,27,0,0
124,204,11,8,21,40,4,15,102,1,2
125,195,3,11,18,60,8,12,79,1,3
126,223,5,9,17,93,3,15,75,1,5
127,105,3,4,22,8,0,20,48,0,0
128,91,3,3,7,35,4,10,27,0,2
129,51,5,3,8,5,1,7,19,3,0
130,59,3,0,0,17,4,5,29,0,1
131,36,1,4,8,3,2,8,10,0,0
132,21,0,1,0,8,2,1,6,2,1
133,67,3,5,9,10,0,12,26,0,2
134,3,0,0,0,1,0,0,2,0,0
135,34,0,2,9,5,1,10,6,1,0
136,204,10,7,54,27,3,37,56,7,3
137,113,5,7,36,8,0,27,30,0,0
138,11,0,0,2,2,0,4,3,0,0
139,57,2,0,12,5,0,17,20,0,1
140,99,4,4,27,11,1,20,31,0,1
141,140,6,5,36,11,4,32,43,0,3
142,91,0,1,22,5,1,26,35,0,1
143,176,5,12,9,54,6,14,69,2,5
144,109,3,3,30,11,1,20,37,2,2
145,134,7,4,50,9,1,32,29,0,2
146,35,1,0,7,7,0,11,9,0,0
147,103,3,3,12,35,2,14,32,1,1
148,182,7,4,31,53,2,22,60,1,2
149,66,1,6,10,20,1,2,24,0,2
150,133,5,1,10,30,2,21,61,0,3
151,50,2,0,10,5,0,11,22,0,0
152,11,0,0,1,1,1,4,3,1,0
153,39,1,0,6,6,0,20,3,1,2
154,172,7,4,51,18,1,34,48,3,6
155,47,1,3,13,10,1,10,9,0,0
156,41,2,5,5,1,0,6,22,0,0
157,37,0,0,10,4,2,2,18,1,0
158,50,1,1,2,12,1,7,25,0,1
159,51,3,3,7,14,0,5,16,1,2
160,13,1,2,2,1,0,2,5,0,0
161,23,1,2,4,5,1,4,6,0,0
162,69,3,2,15,15,1,15,13,1,4
