origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,141,17,4,24,14,6,19,55,1,1
2,292,38,16,33,37,19,22,109,5,13
3,320,19,26,29,55,20,21,124,5,21
4,27,3,2,4,2,4,5,7,0,0
5,53,8,3,12,4,2,11,8,2,3
6,21,3,4,1,3,0,2,6,0,2
7,32,5,2,1,3,1,3,13,2,2
8,87,2,7,2,17,8,7,37,3,4
9,11,2,2,1,2,0,2,0,1,1
10,1,0,0,0,0,0,1,0,0,0
11,47,3,2,6,5,5,5,19,0,2
12,131,22,4,26,16,2,22,30,5,4
13,203,31,2,52,18,8,31,55,1,5
14,30,1,2,1,10,0,3,12,0,1
15,16,4,0,3,5,0,1,2,0,1
16,10,0,0,1,3,0,0,5,0,1
17,320,12,34,18,98,19,19,108,4,8
18,111,6,17,18,7,6,11,30,3,13
19,99,10,13,9,18,3,14,25,2,5
20,44,3,6,3,10,1,5,13,1,2
21,50,1,2,6,7,1,7,23,0,3
22,30,1,2,2,6,0,1,15,1,2
23,41,4,5,5,5,1,9,10,1,1
24,71,9,4,11,11,0,13,16,2,5
25,222,23,9,16,16,3,22,123,5,5
26,89,7,7,7,5,2,3,49,1,8
27,206,24,28,24,31,8,13,62,4,12
28,15,1,1,0,5,0,0,7,0,1
29,19,0,6,1,3,0,0,7,0,2
30,198,37,7,45,25,8,20,48,1,7
31,99,19,8,16,8,4,15,21,1,7
32,78,10,11,11,5,3,10,17,3,8
33,97,6,15,13,21,3,16,18,0,5
34,58,6,4,10,11,1,4,17,2,3
35,61,7,4,14,11,1,8,8,2,6
36,138,26,3,28,11,3,32,32,1,2
37,243,45,27,46,22,3,35,37,6,22
38,318,21,61,29,37,10,25,93,4,38
39,205,9,53,8,29,8,12,54,7,25
40,167,15,19,15,23,6,16,51,3,19
41,149,22,8,22,11,5,25,49,4,3
42,59,8,10,4,6,3,10,10,7,1
43,79,13,18,12,7,2,5,11,1,10
44,60,6,7,3,10,2,8,16,0,8
45,97,3,15,3,18,3,11,27,4,13
46,18,0,2,0,2,1,2,3,5,3
47,86,12,17,7,10,3,9,19,3,6
48,291,14,10,14,35,7,14,177,6,14
49,330,12,59,16,77,14,20,80,5,47
50,102,8,11,20,16,3,9,27,0,8
51,28,2,1,7,2,2,6,8,0,0
52,37,6,0,8,3,3,7,9,0,1
53,183,32,12,18,13,6,41,48,6,7
54,166,21,9,30,25,4,18,47,4,8
55,134,16,12,19,12,3,18,34,7,13
56,31,0,1,1,2,2,7,15,1,2
57,26,1,3,3,2,0,5,9,3,0
58,34,1,1,4,2,1,7,18,0,0
59,102,22,5,21,2,2,17,28,0,5
60,118,21,4,26,9,4,22,29,1,2
61,26,4,0,2,7,1,3,8,0,1
62,45,4,8,4,8,0,3,11,5,2
63,220,16,42,17,27,6,17,65,4,26
64,347,24,33,16,89,13,16,128,11,17
65,144,11,22,17,22,1,18,35,4,14
66,35,4,0,6,3,5,8,9,0,0
67,229,17,26,14,51,14,18,62,2,25
68,130,12,13,11,30,4,9,37,6,8
69,69,10,2,20,4,1,15,14,2,1
70,106,23,2,27,6,4,19,21,0,4
71,151,7,40,18,16,7,11,28,6,18
72,103,20,6,16,13,4,18,18,1,7
73,148,20,19,29,16,6,18,29,1,10
74,62,11,6,11,9,1,7,12,0,5
75,226,23,21,40,45,8,8,65,3,13
76,79,2,10,8,9,5,6,28,2,9
77,103,20,0,22,9,2,14,35,1,0
78,113,22,6,25,9,3,16,24,6,2
79,20,1,6,1,1,0,3,6,0,2
80,33,3,5,4,4,3,2,10,1,1
81,97,16,4,17,11,2,15,24,2,6
82,162,19,7,22,13,5,30,54,8,4
84,93,17,3,14,8,3,20,21,3,4
85,33,7,0,6,2,1,4,12,0,1
86,294,65,4,53,26,13,58,66,5,4
87,168,16,20,19,27,6,23,44,2,11
88,229,38,12,49,37,10,27,42,2,12
89,228,24,29,36,30,9,20,69,3,8
90,135,16,11,30,9,7,11,42,5,4
91,100,11,8,22,11,3,12,24,1,8
92,56,7,7,5,12,1,3,15,1,5
93,135,28,14,16,18,2,14,33,2,8
94,37,2,5,0,11,1,2,13,2,1
95,128,18,10,17,25,6,12,26,2,12
96,100,15,7,16,14,4,15,17,5,7
97,74,9,3,16,7,1,10,22,1,5
98,20,0,6,1,4,0,1,5,0,3
99,133,9,32,23,10,4,19,15,2,19
100,162,22,13,31,24,10,17,35,3,7
101,62,6,4,13,14,1,5,15,3,1
102,107,4,16,11,21,3,8,32,0,12
103,75,8,6,8,14,5,7,16,2,9
104,21,4,2,4,5,0,3,3,0,0
105,162,9,25,10,27,4,14,48,4,21
106,114,6,17,6,27,7,3,33,2,13
107,13,0,0,7,3,0,1,1,0,1
108,224,12,57,19,32,8,13,58,6,19
109,108,15,3,20,18,0,12,34,1,5
110,115,15,10,23,6,4,23,26,2,6
111,140,27,5,43,12,3,22,24,1,3
112,307,42,15,81,41,8,32,65,6,17
113,2,1,0,0,0,0,1,0,0,0
114,62,4,0,14,6,3,7,24,3,1
115,122,28,6,33,2,3,20,26,1,3
116,51,15,1,10,1,2,11,8,0,3
117,162,21,12,34,12,7,25,41,4,6
118,125,15,2,24,27,4,15,31,0,7
119,132,12,17,19,18,4,23,25,0,14
120,189,12,15,38,28,6,24,59,1,6
121,30,3,2,2,8,2,4,8,0,1
122,108,7,18,15,12,2,12,25,3,14
123,84,9,7,9,17,2,9,27,0,4
124,304,30,30,33,54,10,13,103,2,29
