origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,137,2,1,0,0,1,5,7,13,14,10,9,14,8,10,9,3,6,4,4,7,5,3,2,0,1,131,0,0,0,0,0,0,1,3,5,8,9,11,9,8,10,10,6,8,12,11,8,4,5,2
2,277,0,0,0,0,1,5,10,21,23,17,8,17,26,21,21,26,26,9,14,12,7,11,2,0,2,280,0,0,0,0,0,4,5,12,18,17,23,13,24,13,16,22,18,21,26,19,13,11,2,2
3,323,1,2,0,0,3,1,14,17,20,20,23,24,20,24,21,16,25,24,16,24,10,9,9,0,3,316,0,0,1,1,0,2,11,17,25,22,17,13,26,25,23,17,17,25,20,15,14,11,8,4
4,16,0,0,0,0,0,0,3,2,1,0,1,2,0,0,1,0,1,2,2,0,1,0,0,0,4,16,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,1,1,2,1,3,0,1,0,1
5,65,0,1,0,0,1,1,2,5,4,5,4,4,8,4,7,2,1,3,3,2,1,3,4,0,5,58,0,0,0,0,0,0,3,2,5,3,3,5,5,3,5,2,2,3,5,1,1,3,7,0
6,22,0,0,0,0,0,0,2,1,0,3,0,2,2,3,2,3,2,2,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,4,3,2,4,3,2,0,3,0,0,2,0,0,0,1
7,42,0,0,0,0,0,1,3,1,5,2,4,2,4,2,3,3,3,4,1,1,2,1,0,0,7,45,0,0,0,0,0,1,0,3,3,2,3,3,4,3,2,3,2,6,2,4,1,2,1,0
8,86,3,1,0,0,1,3,2,2,0,5,2,5,6,10,9,6,5,9,5,3,3,6,0,0,8,81,0,0,0,0,0,0,5,2,5,6,6,6,10,7,6,4,4,7,5,3,3,0,2,0
9,25,0,0,0,0,1,1,1,3,0,2,0,1,1,2,1,0,3,3,0,2,3,0,0,1,9,24,0,0,0,0,0,1,1,0,2,0,2,0,1,1,1,1,1,3,4,2,0,3,1,0
10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
