origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,143,0,0,0,0,0,3,9,15,12,10,12,11,7,8,10,10,9,6,6,4,4,5,2,0,1,142,0,0,0,0,0,0,0,5,9,9,9,6,10,6,13,11,13,13,11,9,5,4,7,2
2,244,1,0,0,0,0,4,13,19,20,21,19,21,14,16,16,16,9,13,17,11,6,5,3,0,2,248,0,0,1,0,0,1,3,10,14,17,18,21,13,7,16,19,13,17,33,14,16,9,4,1
3,307,3,0,0,0,0,7,7,22,17,19,22,17,32,18,16,17,18,25,21,22,9,11,3,1,3,314,0,2,0,0,2,1,5,15,22,22,25,21,23,20,20,23,23,16,17,16,17,10,8,4
4,21,1,0,0,0,0,0,4,2,2,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,4,19,0,0,1,0,0,0,0,2,3,0,1,1,1,0,0,2,1,1,2,2,0,1,1,0
5,58,1,0,0,0,0,1,2,2,3,0,7,4,3,5,5,5,4,5,4,1,2,0,3,1,5,70,0,0,0,0,0,0,2,4,4,5,4,4,3,6,9,5,3,2,4,6,1,3,3,2
6,34,0,0,0,0,0,0,5,5,2,2,0,4,3,1,2,2,1,4,2,0,0,0,0,1,6,27,0,0,0,0,0,0,0,1,2,2,2,2,2,0,3,1,3,1,4,0,1,0,1,2
7,33,0,0,0,0,0,1,0,1,2,2,4,3,1,3,3,2,2,2,3,2,0,2,0,0,7,34,0,0,0,0,0,0,0,1,1,1,3,4,5,3,0,2,3,1,4,2,2,0,0,2
8,86,0,0,0,0,0,4,3,1,2,8,4,8,2,7,9,6,5,11,5,4,3,4,0,0,8,88,0,0,1,0,0,0,1,4,10,6,7,7,5,9,6,6,6,5,3,5,6,1,0,0
9,28,0,0,0,0,0,1,2,0,5,0,2,1,2,0,3,2,5,2,1,0,1,0,1,0,9,29,0,1,0,0,0,0,0,3,3,1,0,3,1,1,1,3,1,2,2,3,0,1,0,3
11,36,0,0,0,0,0,1,3,3,2,2,5,5,0,3,1,3,2,3,2,1,0,0,0,0,11,37,0,0,0,0,0,0,0,2,3,3,1,3,2,1,7,1,0,1,7,2,2,1,1,0
12,145,3,1,0,1,4,8,12,15,13,8,6,10,3,4,5,9,7,7,5,5,7,8,4,0,12,140,0,5,1,0,0,1,2,4,6,6,6,5,7,6,10,11,9,11,14,11,7,12,4,2
13,223,0,0,0,0,0,6,19,21,24,15,16,14,10,11,11,11,12,13,12,10,9,6,3,0,13,230,0,1,0,0,0,0,4,3,10,16,4,10,15,9,15,18,16,24,25,17,16,17,6,3
14,28,0,0,0,0,0,2,1,0,2,1,2,1,3,2,3,4,4,2,0,0,1,0,0,0,14,30,0,0,0,0,0,0,3,1,4,1,4,4,2,2,2,1,2,1,2,0,0,1,0,0
15,10,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,1,1,1,1,0,0,0,0,15,10,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0
16,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,16,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0
17,349,4,0,0,0,1,2,3,9,11,9,13,17,29,34,24,27,29,34,37,25,20,16,4,1,17,368,0,0,0,0,0,1,3,15,23,25,36,22,35,25,21,20,31,32,20,18,22,12,3,4
18,112,1,0,0,0,1,0,9,7,12,4,4,10,6,4,6,7,15,12,6,3,4,1,0,0,18,113,0,0,1,0,1,3,6,9,8,7,4,9,11,6,3,7,7,8,9,1,6,4,2,1
19,90,1,0,0,0,1,2,2,8,4,2,4,6,7,9,9,11,4,8,5,2,3,2,0,0,19,88,0,4,0,0,0,2,6,6,4,7,5,6,9,3,7,7,4,3,3,7,4,1,0,0
20,53,1,0,1,1,0,1,2,5,3,6,3,3,1,4,2,2,4,4,3,2,2,2,1,0,20,50,0,2,0,0,0,1,1,3,5,3,2,2,1,0,1,6,4,3,4,5,3,0,0,3
21,46,0,0,0,0,0,2,0,2,1,1,5,3,6,3,4,2,3,6,4,1,2,0,0,1,21,48,0,0,0,0,0,0,1,0,5,3,4,4,5,4,6,6,2,2,2,1,1,1,0,1
22,33,0,0,1,0,0,0,1,3,0,3,2,4,2,6,2,5,0,2,0,2,0,0,0,0,22,27,0,0,0,0,0,0,0,2,2,2,4,3,3,2,3,4,0,0,1,0,1,0,0,0
23,45,0,0,2,0,0,0,1,4,3,4,3,1,4,3,3,1,3,5,0,2,2,3,1,0,23,46,0,0,0,0,0,0,1,1,2,2,7,5,1,4,3,4,5,4,2,2,1,0,2,0
24,69,3,1,0,0,1,1,2,3,6,5,3,3,5,4,4,4,6,5,5,3,3,0,1,1,24,74,0,0,0,0,0,0,0,5,3,2,3,3,7,4,7,5,6,9,5,5,2,3,3,2
25,199,2,0,0,0,0,1,10,7,5,10,11,9,10,13,18,26,19,14,7,4,10,6,14,3,25,241,0,1,0,0,0,1,7,10,15,16,18,17,28,23,22,15,16,7,6,7,8,8,9,6
26,103,0,0,0,0,0,2,9,6,4,3,5,9,4,11,16,10,6,3,6,4,3,1,1,0,26,80,0,0,0,0,0,1,1,3,5,2,5,8,4,4,9,4,5,7,7,5,4,3,2,1
27,214,1,0,2,0,1,3,10,18,13,13,13,12,14,12,8,11,15,24,14,8,12,2,8,0,27,213,0,2,0,1,0,0,1,8,18,16,8,14,11,11,13,18,12,14,17,25,6,9,6,3
28,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,1,3,0,0,0,0,28,15,0,0,0,0,0,0,0,0,1,3,0,3,1,1,1,0,1,1,1,0,0,1,1,0
29,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,29,7,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0
30,209,0,0,0,0,1,6,7,19,18,17,12,12,11,17,18,15,11,16,11,6,6,2,4,0,30,207,0,0,0,1,0,1,1,4,9,18,7,14,17,11,13,16,20,15,24,15,11,5,1,2
31,116,0,0,0,1,0,2,6,11,13,12,7,7,5,6,7,12,9,7,3,3,1,2,2,0,31,111,0,1,0,0,2,0,2,5,6,4,9,8,5,5,4,3,9,6,13,12,6,7,2,2
32,55,0,0,0,0,0,1,5,5,4,5,5,4,2,1,4,4,6,2,2,1,2,2,0,0,32,57,0,1,0,0,0,2,0,3,5,5,2,4,4,3,3,6,2,3,2,3,4,4,1,0
33,96,1,0,0,0,0,3,2,6,6,3,2,7,5,9,7,8,15,6,4,6,2,3,1,0,33,100,0,1,0,1,0,0,4,6,11,12,6,5,5,7,5,5,6,6,8,3,2,2,4,1
34,60,0,1,0,0,0,1,1,4,4,4,7,4,3,5,2,4,5,3,6,4,2,0,0,0,34,60,0,0,0,0,0,0,2,3,0,8,2,5,5,4,5,4,3,5,5,5,1,1,0,2
35,54,0,0,0,0,0,0,3,7,2,1,5,3,4,4,2,6,6,4,3,2,0,1,1,0,35,57,0,0,0,0,0,0,0,3,2,4,3,6,0,3,6,3,7,4,6,3,3,1,2,1
36,126,0,0,0,0,2,5,8,10,12,13,7,9,6,7,7,3,12,8,3,3,5,5,1,0,36,137,0,1,0,0,0,0,1,4,8,8,5,4,8,9,9,9,6,16,13,9,8,9,8,2
37,218,0,0,0,0,2,7,16,16,16,9,11,13,15,18,10,20,18,19,9,7,6,4,2,0,37,206,0,1,0,0,0,2,2,7,11,20,13,12,7,14,14,14,17,16,18,18,10,7,2,1
38,323,1,3,0,0,1,3,10,18,21,11,13,15,25,20,25,22,30,47,24,12,8,8,5,1,38,335,0,0,0,0,0,0,11,18,23,32,26,23,28,25,25,20,16,21,18,15,14,11,7,1
39,228,0,0,0,0,1,3,2,7,15,10,4,17,16,15,23,13,23,37,13,12,7,6,3,1,39,224,0,1,0,1,0,1,4,20,32,19,14,15,17,17,15,17,8,10,11,9,7,4,0,2
40,171,0,0,0,0,0,3,1,12,11,15,12,12,14,12,9,13,15,18,7,12,4,0,1,0,40,173,0,1,0,0,0,0,3,7,11,16,15,11,10,11,17,13,7,12,15,10,4,7,1,1
41,129,1,0,0,0,1,0,10,13,12,12,9,6,6,11,6,10,3,12,6,4,3,3,1,0,41,126,0,0,1,0,0,0,4,5,5,5,5,3,3,8,6,12,8,12,11,7,6,7,10,6
42,59,0,0,0,0,0,3,5,4,6,2,5,3,5,8,4,5,1,1,5,0,0,1,1,0,42,53,0,0,0,0,0,0,0,1,7,4,3,4,2,6,1,3,1,2,5,6,2,2,2,2
43,98,1,0,1,0,2,1,5,9,6,7,7,7,4,2,9,4,6,10,3,4,5,1,3,1,43,94,0,0,0,0,0,1,1,5,8,4,6,8,4,6,3,10,6,6,7,4,5,3,2,3
44,43,0,0,0,0,0,1,1,1,0,1,0,1,2,3,12,5,7,1,1,3,2,1,0,1,44,45,0,0,0,0,0,0,3,9,2,3,0,3,4,4,1,3,4,2,0,0,3,3,0,0
45,96,0,0,0,0,0,1,1,6,6,6,5,7,5,9,9,6,4,8,5,6,8,4,0,0,45,88,0,1,0,0,0,1,4,10,13,7,6,6,3,3,6,2,4,7,9,2,1,2,1,0
46,35,0,0,0,0,0,0,1,4,1,0,3,3,3,6,1,3,2,4,1,1,0,1,1,0,46,28,0,0,0,0,0,1,0,1,4,1,2,1,2,4,0,2,3,1,3,1,1,0,1,0
47,90,1,0,0,0,1,0,4,7,3,4,5,5,10,6,9,9,3,9,3,7,2,1,1,0,47,79,0,0,0,0,0,0,2,13,7,6,4,5,11,1,2,4,4,2,3,5,5,2,1,2
48,283,3,0,0,0,2,5,13,6,6,6,13,14,9,16,23,40,23,18,19,7,11,6,32,11,48,272,0,2,0,0,0,1,13,13,19,15,19,22,16,22,20,20,20,11,9,11,10,12,6,9
49,329,0,0,0,0,1,1,5,10,8,15,18,26,20,24,23,33,31,36,31,21,8,10,6,2,49,328,0,1,1,0,0,1,3,26,42,40,20,17,13,29,34,19,17,10,20,16,12,4,3,0
50,86,0,0,0,0,0,3,3,7,8,8,3,5,7,6,6,8,8,7,1,0,5,1,0,0,50,86,0,0,0,0,0,1,3,6,6,6,2,3,7,6,8,9,4,10,5,5,2,1,2,0
51,30,0,0,0,0,0,0,0,4,3,3,0,0,2,2,2,2,3,3,2,0,2,1,1,0,51,28,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,3,4,2,1,2,1,1,2,1
52,37,0,0,0,0,0,1,6,1,3,3,2,1,3,2,2,2,2,4,1,1,1,1,1,0,52,41,0,1,0,0,0,0,1,1,1,2,3,0,5,2,3,3,2,4,4,2,2,2,2,0
53,193,1,0,0,0,2,5,11,17,13,12,11,8,15,14,8,9,14,13,8,8,12,6,3,3,53,186,0,2,0,0,0,2,3,4,10,8,7,12,7,11,17,8,17,11,15,15,11,13,7,5
