origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,153,0,0,0,0,2,6,8,11,14,10,9,10,13,10,8,8,13,9,6,4,5,5,1,1,1,147,0,3,1,1,0,0,4,1,4,5,8,9,9,9,9,10,14,18,15,9,5,6,5,2
2,313,1,0,0,0,1,4,11,23,22,17,24,14,19,21,15,31,19,23,22,24,11,7,3,1,2,301,0,2,0,0,0,3,6,6,17,12,18,10,24,16,25,26,18,23,35,23,17,6,11,3
3,351,3,1,0,1,2,6,13,9,15,21,32,28,22,21,31,21,30,31,25,10,19,4,5,1,3,343,0,1,0,0,0,3,6,18,23,25,20,26,23,20,23,16,28,25,22,21,13,12,5,10
4,35,0,1,0,0,0,1,3,3,3,4,3,1,6,1,1,1,0,0,0,0,2,2,2,1,4,22,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,2,2,0,2,0,3,2,2
5,69,1,0,0,2,1,3,3,5,4,3,8,4,5,1,3,6,5,2,2,4,0,5,0,2,5,69,0,1,1,0,0,2,2,4,4,5,6,6,4,1,2,5,8,4,1,3,3,2,2,1
6,20,0,0,0,0,0,0,1,3,1,0,1,0,4,3,0,2,1,1,0,1,2,0,0,0,6,16,0,0,0,0,0,0,0,0,2,0,1,1,0,4,2,2,0,0,0,1,1,1,0,1
7,34,0,0,0,0,0,2,1,1,2,2,2,5,2,3,1,2,2,2,1,3,1,1,1,0,7,41,0,1,0,0,0,0,1,0,2,2,3,2,5,2,3,2,5,5,4,1,0,2,1,0
8,108,0,2,0,1,0,0,2,3,4,7,2,9,6,8,9,7,12,6,3,5,9,7,2,4,8,131,0,0,0,0,0,1,0,4,7,4,14,6,12,6,6,7,11,9,14,10,4,10,4,2
9,19,0,0,0,0,1,1,1,1,2,2,3,1,1,1,1,1,1,0,0,0,0,1,1,0,9,24,0,0,0,0,0,2,0,4,3,3,0,2,1,2,1,0,0,0,4,0,0,1,1,0
11,46,1,0,0,0,0,2,3,6,2,1,4,4,5,2,0,2,4,2,2,2,2,0,2,0,11,52,0,1,0,0,0,0,1,1,3,2,3,3,3,4,2,2,3,5,2,4,2,5,1,4
12,146,2,1,0,0,1,10,16,14,8,12,8,14,4,6,7,6,8,4,6,5,5,4,5,0,12,139,0,1,1,0,0,0,5,5,4,7,7,6,6,9,5,8,11,14,10,11,10,12,3,4
13,229,1,1,0,0,3,7,17,22,25,16,14,18,15,11,11,11,11,8,19,7,3,3,5,1,13,240,0,2,3,0,0,1,4,6,9,12,12,13,17,15,11,26,15,20,24,17,9,10,6,8
14,18,0,0,0,0,0,2,2,0,1,2,0,0,1,1,3,1,3,0,1,0,1,0,0,0,14,18,0,0,0,0,0,0,2,1,1,1,2,0,0,2,2,1,3,0,1,1,0,1,0,0
15,25,0,0,0,0,0,1,2,0,0,0,0,3,0,2,1,3,2,4,2,0,1,3,0,1,15,27,0,0,1,0,0,0,0,1,1,1,1,0,1,2,3,1,2,1,2,4,1,1,3,0
16,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,16,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,3,0,1,0,0,0,0
17,427,1,1,0,0,0,3,9,10,10,7,17,22,30,27,28,32,44,50,28,38,27,28,13,2,17,457,0,0,0,0,0,1,9,9,20,29,27,31,28,39,33,48,30,42,37,33,15,14,8,3
18,122,0,2,0,0,1,1,5,10,5,8,4,8,7,11,12,7,12,13,6,5,0,3,2,0,18,114,0,1,0,0,0,1,2,8,5,7,9,7,7,7,10,6,8,12,9,2,8,2,3,0
19,110,0,0,0,1,1,0,4,13,3,4,8,11,10,8,5,9,7,3,7,7,5,2,1,1,19,113,0,1,0,0,0,1,2,6,10,11,9,7,11,7,5,0,5,8,6,10,5,4,3,1
