origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
37,240,1,0,0,0,0,7,19,12,24,11,15,18,20,16,16,20,15,18,9,6,8,4,0,1,37,255,0,1,1,0,0,0,6,12,19,25,12,12,17,23,19,23,13,17,14,14,9,11,5,1
38,370,2,0,0,0,0,7,13,19,20,16,17,19,23,26,18,30,42,46,21,11,22,12,4,2,38,362,0,1,2,0,0,0,5,30,37,26,34,21,21,26,15,22,21,17,23,23,12,12,6,6
39,230,0,2,0,1,0,2,4,6,11,7,12,9,13,13,20,18,28,36,16,8,9,13,2,0,39,214,0,0,1,1,0,1,6,18,28,30,13,19,13,13,10,17,8,13,10,5,2,3,1,2
40,185,0,0,0,0,1,1,10,6,14,12,13,8,12,23,17,12,13,14,11,8,4,5,0,1,40,188,0,1,0,0,0,1,2,12,17,9,7,9,6,19,21,12,8,21,13,4,8,8,6,4
41,126,0,1,0,0,0,7,7,17,16,11,6,2,7,5,5,5,9,6,7,4,7,3,0,1,41,121,0,1,0,1,0,1,1,6,3,12,5,7,6,4,7,10,9,14,10,4,7,6,6,1
42,57,0,0,0,0,1,2,5,9,2,0,5,6,5,3,5,5,3,1,3,0,2,0,0,0,42,48,0,0,0,0,0,0,2,2,5,3,2,3,4,2,6,3,2,3,2,3,2,2,0,2
43,95,0,0,0,0,0,1,6,4,6,9,7,5,7,10,3,12,12,6,4,1,2,0,0,0,43,81,0,1,0,0,0,0,3,7,9,6,2,3,8,8,4,5,3,5,4,3,4,2,3,1
44,44,0,0,0,0,0,0,1,2,2,6,1,0,1,5,13,4,2,5,1,1,0,0,0,0,44,35,0,0,0,0,0,2,2,4,1,6,2,3,2,1,1,0,2,2,2,3,0,0,0,1
45,98,1,0,0,0,1,0,2,1,4,3,7,6,7,6,16,7,7,9,5,7,6,3,0,0,45,85,0,0,0,0,0,0,4,12,8,6,6,0,6,5,6,9,4,5,4,3,4,2,1,0
46,35,0,0,0,0,0,1,2,5,4,0,1,3,2,2,3,5,2,2,2,1,0,0,0,0,46,29,0,0,0,0,0,0,1,6,2,1,1,1,2,3,1,1,3,1,0,4,0,2,0,0
47,94,0,0,0,0,0,0,3,7,6,6,8,8,4,11,16,5,5,7,5,0,1,2,0,0,47,90,0,1,0,0,0,0,6,13,6,5,4,6,4,5,8,4,5,6,6,2,4,0,4,1
48,139,2,0,0,0,1,4,7,9,11,7,4,6,7,13,20,10,9,9,5,5,2,4,4,0,48,128,0,1,0,0,0,0,6,9,10,11,6,6,6,13,5,8,10,7,7,7,5,5,3,3
49,346,2,0,0,1,1,4,2,5,17,14,15,16,26,22,24,36,39,45,23,19,15,8,11,1,49,332,0,0,0,0,0,0,8,21,38,41,23,22,25,20,19,19,22,24,24,10,7,4,3,1
50,92,0,0,0,0,0,1,5,8,9,6,1,4,8,4,8,10,5,5,7,1,4,5,1,0,50,99,0,0,0,0,0,0,4,4,12,8,2,5,5,4,4,13,9,5,3,10,7,3,1,0
51,29,1,1,0,0,0,0,4,2,2,2,3,1,1,1,1,2,2,2,1,2,1,0,0,0,51,27,0,0,0,0,0,0,1,1,0,1,0,3,0,1,1,7,1,2,1,2,3,1,1,1
52,24,0,0,0,0,0,1,1,0,4,0,2,1,1,2,2,3,1,0,4,0,0,1,0,1,52,35,0,0,0,1,0,0,2,1,2,2,0,1,2,3,2,5,4,1,4,2,1,0,1,1
53,198,0,0,0,0,1,5,17,16,10,11,9,9,12,13,11,10,14,14,11,8,13,8,4,2,53,214,0,0,0,0,0,0,1,7,9,15,7,13,6,15,19,15,20,14,23,14,14,8,8,5
54,162,0,0,0,0,1,7,10,13,12,11,6,7,10,8,6,14,16,9,17,3,8,3,0,1,54,165,0,0,0,0,0,3,2,5,9,3,9,5,8,11,15,15,16,13,14,15,6,10,3,1
55,121,0,0,0,0,1,3,3,10,10,9,4,10,5,5,14,14,10,8,4,5,2,2,1,1,55,118,0,1,0,0,1,1,7,2,9,9,4,8,4,10,8,8,5,13,8,6,7,3,4,0
56,13,0,0,0,0,0,0,1,1,1,1,2,0,1,1,1,0,1,2,0,0,0,1,0,0,56,16,0,1,0,0,0,0,0,1,1,0,0,5,0,0,2,0,1,1,1,0,0,0,2,1
57,23,0,0,0,0,0,0,0,1,1,4,3,0,0,0,3,1,3,3,2,1,0,1,0,0,57,24,0,0,0,0,0,0,1,1,1,3,2,0,0,0,1,2,4,4,1,1,1,0,1,1
58,9,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,58,12,0,0,0,0,0,0,1,1,1,2,0,0,0,0,3,0,0,1,1,0,0,0,1,1
59,109,0,0,0,0,0,3,7,9,10,8,8,10,8,9,8,9,8,4,4,2,1,1,0,0,59,123,0,0,0,0,0,0,0,4,8,7,8,8,9,11,7,10,7,13,11,4,4,6,5,0
60,105,0,0,0,0,0,3,13,10,8,11,6,11,3,8,2,6,8,4,5,3,2,2,0,0,60,110,0,0,1,0,0,0,4,3,6,3,4,4,6,3,9,3,9,18,11,5,11,4,4,2
61,35,0,1,0,0,1,1,2,2,4,1,3,2,3,2,4,2,3,2,0,1,0,0,1,0,61,33,0,0,0,0,0,0,2,1,3,3,2,2,2,1,2,1,3,2,3,3,1,1,1,0
62,55,2,0,0,0,1,1,5,3,2,1,9,6,3,2,3,3,3,2,1,4,2,2,0,0,62,43,0,0,0,0,0,1,0,1,5,5,6,3,3,3,1,7,2,2,4,0,0,0,0,0
63,190,2,0,0,0,0,2,4,9,11,11,10,13,8,13,14,10,18,26,11,14,9,2,3,0,63,193,0,4,1,0,0,1,1,15,23,13,12,8,11,11,15,12,6,13,19,11,5,8,3,0
64,387,1,1,0,0,1,3,12,11,12,26,25,26,28,36,29,30,35,34,29,22,17,6,2,1,64,395,0,1,0,0,0,0,8,20,29,22,32,26,26,34,33,34,24,33,27,24,9,7,3,3
65,149,0,0,0,0,0,2,6,8,8,4,5,10,17,9,24,10,7,9,12,8,6,4,0,0,65,144,0,0,0,0,0,0,2,14,10,3,12,6,7,9,10,12,11,15,14,7,4,5,2,0
66,36,0,0,0,0,1,1,4,3,4,0,2,3,2,2,4,1,4,1,2,0,0,1,1,0,66,30,0,0,0,0,0,1,1,0,2,1,3,0,1,1,3,2,2,1,5,1,2,1,3,0
67,279,2,0,0,0,2,5,7,12,8,11,20,22,22,23,24,20,21,33,14,10,12,3,6,2,67,260,0,2,1,0,0,2,6,11,21,23,18,25,22,23,15,14,14,17,15,7,7,9,4,4
68,122,2,0,0,0,1,0,9,8,8,6,11,6,10,8,8,7,5,12,10,3,2,4,1,1,68,119,0,1,0,0,0,1,4,5,10,11,9,7,7,9,8,9,11,8,6,5,4,2,0,1
69,69,1,0,0,0,1,1,4,7,7,2,1,5,7,2,4,5,6,6,5,2,1,2,0,0,69,69,0,0,1,0,0,0,2,1,3,3,3,3,2,5,6,2,8,7,5,6,7,2,2,1
70,118,0,0,0,0,0,4,10,9,9,10,7,7,7,6,7,4,8,7,10,2,4,4,3,0,70,119,0,0,0,0,0,0,1,5,6,7,4,6,4,5,6,7,14,11,15,13,5,3,3,4
71,188,0,0,0,0,0,2,8,13,7,15,8,3,14,8,12,15,16,19,23,8,6,4,5,2,71,172,0,1,0,0,0,1,6,11,21,19,15,10,9,9,7,11,7,10,11,9,4,7,2,2
72,111,2,0,0,0,0,5,6,7,9,8,8,6,8,4,5,5,8,13,4,7,1,2,2,1,72,97,0,0,0,0,0,0,2,3,4,6,7,5,10,4,7,4,5,5,10,9,7,7,0,1
73,165,0,0,0,1,1,4,9,9,14,8,9,10,7,13,28,10,12,10,8,3,5,1,2,1,73,144,0,0,0,0,0,0,3,19,13,10,8,7,4,5,7,7,7,16,10,12,6,5,4,1
74,71,0,0,0,0,1,1,6,5,7,7,10,5,2,3,5,3,7,3,2,4,0,0,0,0,74,69,0,0,0,0,0,0,0,3,2,8,3,1,2,5,5,5,3,7,4,5,10,3,2,1
75,247,1,0,0,0,0,3,7,10,16,12,21,15,18,19,17,20,24,22,9,12,11,7,3,0,75,240,0,1,0,0,0,0,4,9,21,22,20,13,13,16,16,14,15,21,17,14,10,7,5,1
76,79,0,0,0,0,1,0,4,4,5,2,3,7,8,7,5,10,11,4,3,1,3,1,0,0,76,76,0,1,0,0,0,1,2,5,7,8,9,7,4,5,6,6,2,3,2,3,0,2,3,0
77,97,0,0,1,0,0,2,12,6,10,3,7,8,7,5,4,9,8,4,2,3,4,2,0,0,77,105,0,0,0,0,0,0,0,3,3,5,6,7,6,8,5,6,8,7,18,12,4,6,1,0
78,99,0,0,0,0,0,1,11,10,5,12,6,9,8,6,3,3,7,4,7,3,1,3,0,0,78,109,0,1,0,0,0,1,4,4,4,2,1,7,2,5,8,10,9,14,15,6,3,10,2,1
79,37,0,0,0,0,0,1,3,1,3,0,0,0,3,2,2,3,4,2,7,3,1,2,0,0,79,30,0,0,0,0,0,0,2,2,3,2,1,1,0,2,3,0,1,8,1,1,2,1,0,0
80,32,0,0,0,0,0,0,1,6,4,1,0,0,4,2,3,0,5,3,1,0,2,0,0,0,80,42,0,0,0,0,0,0,1,0,3,4,1,2,2,2,1,0,5,3,6,5,3,1,2,1
81,104,1,0,0,0,2,3,6,8,9,4,7,6,6,5,11,5,1,8,8,4,3,4,3,0,81,103,0,0,0,0,0,1,2,3,9,9,4,6,5,7,9,6,11,9,6,2,5,4,3,2
82,160,2,0,1,0,1,5,14,14,15,5,12,10,6,6,12,11,12,8,8,8,4,2,3,1,82,168,0,2,0,0,0,1,3,14,11,10,5,7,7,10,11,14,13,9,14,9,10,4,8,4
83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,92,0,0,0,0,0,3,8,8,9,3,5,9,2,4,4,4,6,6,7,5,4,4,0,1,84,104,0,0,0,0,0,0,0,4,9,4,3,5,7,5,7,11,12,13,9,7,4,3,1,0
85,45,0,0,0,0,0,2,3,3,4,3,5,4,2,1,4,4,1,4,1,1,2,1,0,0,85,41,0,0,0,0,0,0,1,0,1,2,0,3,4,1,4,3,3,4,5,4,4,1,1,0
86,264,0,0,0,0,0,7,18,29,32,18,25,16,16,12,11,15,17,17,6,7,11,6,1,0,86,271,0,1,0,0,0,0,3,6,10,12,12,14,13,24,17,21,31,28,31,23,10,8,6,1
87,189,1,1,0,0,2,1,2,13,14,15,11,18,3,11,12,16,18,18,11,10,7,3,2,0,87,194,0,0,0,0,0,1,1,8,14,17,15,9,10,14,14,9,18,18,14,10,8,7,4,3
88,237,1,1,0,0,0,3,15,22,17,13,20,15,14,19,15,13,15,20,12,5,7,8,2,0,88,240,0,1,1,0,0,3,2,5,11,12,10,16,17,14,23,15,14,23,24,18,11,12,7,0
89,257,1,0,0,0,1,1,11,21,21,14,16,13,10,16,10,19,19,31,20,17,11,3,2,0,89,260,0,0,0,0,0,0,5,13,14,14,17,12,16,19,17,16,21,32,23,17,6,9,3,4
90,131,1,1,1,1,0,3,5,14,11,5,9,5,7,6,8,11,12,10,7,3,6,3,2,0,90,132,0,0,1,0,0,1,3,4,8,6,8,7,9,7,11,12,13,9,11,10,3,1,5,3
91,94,1,0,0,0,1,2,5,5,9,4,5,3,9,6,5,8,7,11,6,6,0,0,1,0,91,97,0,0,1,0,0,0,0,5,7,10,4,4,8,7,4,5,8,14,6,4,6,1,2,1
92,56,0,0,0,0,0,0,2,2,1,5,4,3,3,2,2,2,10,6,5,6,0,2,1,0,92,59,0,0,0,0,0,0,0,0,2,4,8,3,4,3,3,5,5,6,4,4,2,1,4,0
93,139,0,0,0,0,2,1,4,13,15,15,12,8,8,6,8,10,17,10,5,0,4,0,1,0,93,132,0,0,0,0,0,1,1,8,10,10,4,9,10,4,7,12,10,11,13,7,7,4,2,2
94,16,1,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,3,1,2,1,0,1,0,94,19,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,2,3,1,1,2,1,0,0,0
95,123,1,0,1,0,0,1,9,7,11,8,7,8,10,5,3,6,10,14,13,2,5,1,1,0,95,131,0,0,0,0,1,0,1,4,13,12,11,4,3,7,6,6,15,17,11,10,5,2,2,1
96,88,1,1,0,0,0,0,6,6,7,6,3,7,4,3,4,9,8,8,2,4,3,4,1,1,96,85,0,1,0,0,0,0,1,3,2,3,6,3,7,5,5,9,5,8,12,5,2,2,2,3
97,69,1,0,0,0,0,2,3,4,10,3,3,2,4,4,4,9,6,6,3,3,1,1,0,0,97,73,0,2,0,0,0,0,3,4,0,4,4,5,3,3,7,4,5,9,6,8,1,1,2,2
98,30,0,0,0,0,1,1,1,1,2,1,1,3,2,1,5,2,4,2,1,2,0,0,0,0,98,27,0,0,0,0,0,0,1,2,4,4,0,0,2,2,2,2,4,1,0,0,2,0,1,0
99,160,0,0,0,0,0,2,4,9,6,12,9,7,10,13,31,14,8,12,8,7,5,2,1,0,99,143,0,1,0,0,0,1,10,21,10,9,12,7,8,8,9,3,4,6,10,12,4,4,4,0
100,142,0,0,1,0,1,1,3,11,18,15,10,8,12,8,8,6,5,11,10,1,5,5,3,0,100,132,0,0,0,0,0,0,0,6,5,4,13,9,10,6,5,12,7,17,13,7,2,8,5,3
101,42,0,1,0,0,0,3,3,4,2,4,0,1,4,0,1,1,5,1,4,5,2,1,0,0,101,42,0,0,0,0,0,0,1,0,4,2,2,1,3,3,1,4,2,7,3,5,2,2,0,0
102,99,2,0,0,0,0,2,4,8,0,9,7,7,8,5,6,4,8,9,3,2,10,2,2,1,102,97,0,0,0,0,0,0,2,6,8,8,11,6,4,2,5,6,8,5,9,7,2,5,1,2
103,100,0,0,0,0,0,4,6,2,4,7,3,7,4,4,8,8,10,13,11,5,0,1,2,1,103,99,0,0,0,0,0,0,3,4,8,12,6,6,13,3,2,4,11,6,6,7,4,0,2,1
104,21,0,0,0,0,1,0,1,0,1,4,1,2,0,1,2,3,1,1,0,1,2,0,0,0,104,21,0,0,0,0,0,0,0,1,2,4,1,1,4,0,1,1,2,1,2,0,0,1,0,0
105,158,0,0,0,0,4,3,6,7,4,9,9,5,8,9,7,16,18,31,8,7,1,1,3,2,105,149,0,0,0,0,0,2,5,12,19,16,14,10,7,16,7,7,6,7,6,5,2,2,4,2
106,93,0,0,1,0,0,2,0,1,3,7,1,5,4,7,9,3,6,17,6,7,5,5,4,0,106,102,0,0,0,0,0,0,4,3,9,14,9,8,4,6,5,5,9,8,9,3,1,3,1,1
107,24,1,0,0,0,0,0,1,0,1,1,1,3,1,1,1,2,3,2,2,1,3,0,0,0,107,21,0,1,0,0,0,0,0,0,2,2,1,0,0,1,3,1,2,0,5,1,2,0,0,0
108,248,1,0,0,0,1,3,8,7,8,5,16,13,12,15,43,30,19,17,17,14,13,3,3,0,108,216,0,0,0,0,0,2,11,43,16,19,10,11,12,10,10,14,10,15,9,12,4,1,5,2
109,114,0,0,0,0,0,2,7,8,10,7,9,10,3,9,10,7,7,7,8,6,2,1,1,0,109,122,0,1,3,0,1,0,1,6,2,7,8,12,11,4,7,8,7,10,14,7,5,3,3,2
110,123,0,0,0,0,0,6,15,9,11,6,6,8,4,4,5,9,9,14,3,5,4,3,2,0,110,132,0,1,0,0,0,1,4,7,3,4,7,6,7,11,8,11,8,13,18,8,4,4,6,1
111,138,1,1,0,0,0,4,6,18,11,9,7,14,5,8,9,7,9,6,8,7,1,3,3,1,111,147,0,0,0,0,0,1,0,3,6,9,4,6,9,7,6,13,18,13,22,9,10,6,1,4
112,301,0,0,1,0,2,7,19,27,24,19,19,13,17,13,20,24,23,21,22,8,10,9,3,0,112,313,0,2,1,1,0,0,7,14,10,16,15,9,16,19,15,33,29,27,27,22,12,18,13,6
113,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
114,57,0,0,0,0,0,4,7,8,6,1,4,2,3,4,1,4,2,1,3,4,0,2,1,0,114,56,0,1,0,0,0,0,3,5,2,2,2,2,5,4,1,3,3,9,3,1,1,5,3,1
115,108,0,0,0,0,0,5,11,15,14,7,7,7,3,3,4,3,7,11,6,3,2,0,0,0,115,117,0,1,0,0,0,0,1,2,6,7,8,7,6,5,6,5,11,12,10,11,9,6,3,1
116,56,1,0,0,0,1,1,4,10,1,7,4,4,2,2,3,2,5,2,3,2,1,1,0,0,116,62,0,0,0,0,0,0,0,0,4,4,5,3,3,1,3,5,2,9,9,8,3,2,1,0
117,164,0,0,1,0,0,5,11,15,11,16,12,9,4,14,9,12,9,12,8,8,3,4,1,0,117,159,0,0,0,1,0,1,6,11,7,8,10,9,15,8,6,12,5,10,17,12,7,8,3,1
118,144,0,1,0,0,0,3,12,14,8,6,8,9,10,8,9,9,9,9,11,10,3,3,2,0,118,158,0,1,0,0,1,0,3,5,6,6,7,6,14,14,6,13,15,16,16,9,9,7,1,3
119,111,0,0,0,0,1,7,5,12,5,5,4,8,5,8,9,9,10,10,7,1,3,1,0,1,119,105,0,0,0,0,0,0,3,11,9,5,5,5,9,5,4,9,7,10,5,9,4,4,1,0
120,157,1,1,0,0,1,3,5,6,14,5,9,7,12,9,14,9,14,18,10,7,5,7,0,0,120,170,0,1,1,0,0,2,4,10,9,14,9,7,9,10,12,9,11,14,19,9,6,5,5,3
121,26,0,1,0,0,0,1,1,3,1,0,2,4,2,0,1,2,0,2,2,1,0,1,2,0,121,29,0,1,0,0,0,1,0,1,1,2,0,1,3,2,4,3,4,4,1,1,0,0,0,0
122,102,0,0,0,0,0,2,1,3,5,6,3,3,19,6,17,14,1,10,7,2,3,0,0,0,122,101,0,0,1,0,0,0,7,14,6,4,6,2,8,5,8,6,7,2,7,7,5,5,1,0
123,82,1,0,0,0,1,1,3,4,8,8,5,7,5,7,7,1,3,3,7,3,4,3,1,0,123,85,0,0,0,0,0,0,2,1,4,10,6,6,3,8,4,8,5,4,10,5,3,4,2,0
124,297,0,0,0,0,3,1,13,17,25,19,20,16,21,16,18,20,27,33,16,12,5,7,6,2,124,296,0,1,1,0,1,1,4,11,16,24,18,18,19,24,18,20,23,19,30,21,10,8,3,5
125,207,2,1,0,0,0,1,4,10,4,10,15,12,20,9,15,10,16,13,21,16,16,9,2,1,125,223,0,1,0,0,0,0,1,8,17,6,22,15,22,14,9,15,12,23,25,12,10,8,3,0
126,239,0,0,0,0,0,1,5,7,5,8,11,9,13,21,17,22,19,31,15,23,11,16,5,0,126,243,0,0,1,0,0,0,2,7,21,19,17,17,21,23,19,17,18,22,13,14,5,4,0,2
127,151,0,0,0,0,1,2,3,9,12,16,8,8,7,14,8,13,9,22,6,3,4,4,1,1,127,145,0,0,0,0,0,1,3,8,13,7,10,8,10,10,6,15,10,10,7,6,6,7,5,2
128,101,0,0,0,0,1,5,2,3,3,0,2,3,5,8,6,11,8,14,6,10,6,4,4,0,128,103,0,0,0,0,1,2,7,2,7,4,5,3,10,5,6,12,6,6,9,9,4,2,3,0
129,56,0,0,0,0,0,1,5,4,6,3,3,8,5,4,4,5,0,3,0,2,2,0,1,0,129,51,0,1,0,1,0,0,2,5,3,3,5,5,4,0,3,5,2,0,3,4,2,1,1,1
130,105,1,2,0,0,0,1,3,6,0,3,4,2,6,6,12,8,17,17,3,6,4,4,0,0,130,107,0,3,0,0,0,0,4,9,11,12,4,7,6,4,11,5,7,6,6,5,3,0,1,2
