origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,136,11,3,21,12,7,19,55,3,5
2,272,38,10,25,44,9,24,111,2,9
3,317,15,36,33,43,14,21,128,3,24
4,23,3,1,6,0,0,5,4,1,3
5,54,10,3,7,7,1,7,16,1,2
6,24,2,2,3,4,1,4,6,0,2
7,39,12,1,3,2,0,10,9,0,2
8,88,4,15,2,17,2,8,27,3,10
9,32,2,2,3,3,3,7,10,1,1
10,1,0,0,0,0,0,0,1,0,0
11,28,3,1,3,2,1,5,11,0,2
12,157,22,0,35,14,3,31,45,5,2
13,240,39,6,60,24,9,32,64,4,2
14,17,2,2,3,0,0,3,5,0,2
15,14,2,2,1,1,2,2,3,0,1
16,9,0,0,2,3,0,0,3,0,1
17,319,12,32,22,80,8,18,124,4,19
18,102,10,10,18,6,1,16,29,1,11
19,93,8,12,4,13,1,12,36,2,5
20,61,7,4,3,10,2,12,17,1,5
21,63,3,4,6,14,2,2,28,1,3
22,40,0,4,1,11,2,3,11,4,4
23,41,9,1,3,6,2,4,10,1,5
24,63,7,3,7,9,3,17,14,2,1
25,230,26,10,23,11,4,15,133,3,5
26,134,10,6,14,9,9,11,69,1,5
27,226,26,37,27,28,8,19,68,3,10
28,22,0,3,0,8,3,1,6,1,0
29,11,2,1,0,0,0,0,5,0,3
30,193,29,7,40,18,10,27,49,0,13
31,115,22,9,23,6,5,12,26,2,10
32,61,7,4,6,9,0,8,18,0,9
33,117,9,13,15,20,6,13,30,2,9
34,66,8,6,8,15,3,3,21,1,1
35,50,4,1,12,7,3,9,11,0,3
36,126,27,2,28,5,3,27,30,1,3
37,240,41,26,37,15,8,23,60,5,25
38,356,26,63,35,41,11,32,99,7,42
39,238,10,47,15,41,6,7,66,3,43
40,190,14,24,21,20,6,20,60,3,22
41,137,21,6,26,14,4,28,28,5,5
42,60,15,9,1,9,0,8,15,0,3
43,101,11,14,11,12,5,10,26,3,9
44,64,3,15,10,10,1,10,7,0,8
45,99,5,10,6,21,3,7,30,2,15
46,31,0,5,5,6,0,4,8,2,1
47,101,12,13,9,10,2,13,24,1,17
48,314,15,14,13,25,4,15,207,12,9
49,346,10,70,13,72,15,17,97,7,45
50,122,12,11,16,19,7,14,31,3,9
51,44,1,0,8,3,6,14,10,0,2
52,38,7,1,5,4,1,11,8,0,1
53,205,23,17,28,17,8,33,68,7,4
54,158,24,10,16,27,3,26,39,3,10
55,125,13,15,15,5,7,21,32,9,8
56,31,1,5,2,3,2,9,5,2,2
57,22,1,2,6,0,0,4,8,0,1
58,21,0,0,1,2,1,1,16,0,0
59,94,17,3,22,10,2,17,22,0,1
60,105,19,0,16,5,2,14,47,1,1
61,36,4,0,7,4,2,4,12,0,3
62,38,3,9,3,5,0,4,7,1,6
