origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,110,1,0,0,0,0,3,10,9,14,13,6,8,7,3,1,9,4,12,4,2,2,0,1,1,1,115,0,0,0,0,0,0,3,3,6,7,3,6,6,7,7,6,10,10,13,7,4,7,3,5
2,247,0,0,0,0,0,5,13,16,15,18,19,16,13,16,18,14,17,20,14,11,13,8,0,1,2,260,0,1,0,1,0,0,3,8,10,21,16,21,15,23,15,17,18,23,23,13,11,11,6,3
3,320,3,0,0,0,1,5,9,16,11,11,20,17,31,22,23,29,26,29,24,20,8,10,5,0,3,319,0,0,0,0,0,1,4,10,22,28,16,16,22,28,24,23,25,24,18,16,12,8,11,9
4,25,0,0,0,0,0,2,2,2,3,1,1,2,1,1,1,3,1,1,0,1,1,2,0,0,4,21,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,3,0,0,4,1,3,0,2,0
5,79,0,0,0,0,0,1,6,5,10,4,2,7,2,8,2,7,3,5,6,2,5,1,1,2,5,75,0,1,0,0,0,0,0,5,5,4,4,2,5,11,4,3,3,5,4,3,4,3,6,0
6,18,1,0,0,0,0,0,0,1,0,1,0,3,1,2,2,1,1,3,1,0,0,1,0,0,6,20,0,1,0,0,0,0,0,0,1,0,2,3,2,1,2,1,1,1,2,1,1,0,0,1
7,37,0,0,0,0,0,2,1,3,0,2,4,2,2,2,3,3,2,6,2,2,0,1,0,0,7,35,0,0,0,0,0,0,1,2,2,1,3,4,1,2,2,2,2,2,3,2,2,0,3,1
8,98,2,0,0,1,0,1,0,7,3,3,6,7,5,9,10,8,4,8,5,6,6,6,1,0,8,102,0,0,0,0,0,0,3,4,9,4,9,9,9,7,4,8,3,10,8,6,5,1,2,0
9,25,0,0,0,0,1,2,2,1,2,1,0,1,0,0,2,3,1,5,1,2,0,0,1,0,9,24,0,0,0,0,0,1,2,2,4,1,1,0,0,2,1,1,1,2,1,0,2,1,1,1
11,37,0,0,0,0,0,0,3,3,2,1,4,1,2,1,3,2,6,4,2,1,1,1,0,0,11,34,0,0,0,0,0,0,2,1,2,1,3,1,1,1,1,5,3,8,1,2,1,0,0,0
12,158,3,0,0,0,3,10,14,15,9,5,15,14,17,2,6,4,9,9,2,5,4,8,1,3,12,147,0,3,0,0,0,1,2,4,7,4,4,8,10,10,5,12,14,15,10,6,7,10,7,6
13,211,0,0,0,0,0,9,19,24,15,13,18,14,14,14,12,13,8,8,9,8,5,5,3,0,13,220,0,0,0,0,0,0,5,5,6,17,7,12,15,22,14,23,15,12,18,18,13,10,5,3
14,29,0,0,0,0,0,3,1,2,1,1,2,3,1,0,1,3,3,2,2,0,2,0,1,1,14,29,0,0,0,0,0,0,3,3,3,1,1,3,2,5,2,0,0,1,0,2,0,3,0,0
15,17,0,1,0,0,0,2,0,3,0,1,0,2,2,1,0,0,1,2,0,1,0,1,0,0,15,17,0,0,0,0,0,0,0,1,0,1,0,4,2,1,0,1,1,2,1,0,1,1,1,0
16,9,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,1,0,16,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,1,0,0
17,350,0,0,0,0,0,2,5,11,10,7,16,20,24,27,29,39,23,30,24,30,23,21,7,2,17,357,0,0,0,0,0,0,6,18,21,27,18,31,28,23,28,24,31,14,27,21,14,12,12,2
18,105,0,1,0,0,1,0,5,3,5,11,10,6,7,6,6,12,7,12,2,6,4,0,1,0,18,107,0,1,2,0,0,2,2,7,12,8,9,5,10,4,4,8,6,8,7,3,3,3,2,1
19,104,0,0,0,0,0,0,2,8,3,5,6,9,5,5,7,11,11,10,9,6,4,2,1,0,19,111,0,1,1,0,0,0,3,9,6,3,5,8,10,12,14,9,4,6,6,4,3,4,1,1
20,52,0,1,0,0,1,2,2,3,4,4,2,5,3,3,5,2,2,3,3,0,3,2,0,2,20,55,0,0,0,1,0,0,3,2,7,3,1,3,4,4,2,2,1,4,3,2,1,4,5,2
21,49,0,0,0,0,0,1,1,2,2,4,3,5,5,1,4,0,4,6,2,4,2,1,1,1,21,43,0,0,0,0,0,0,0,1,2,2,5,7,2,5,1,2,0,4,2,3,3,0,3,1
22,37,0,0,0,0,0,0,1,0,2,0,3,2,3,4,4,3,0,5,4,3,1,2,0,0,22,33,0,0,0,0,0,0,0,1,5,0,2,3,1,1,4,5,3,1,2,1,2,2,0,0
23,35,0,0,0,0,0,1,1,0,1,4,0,1,2,4,4,6,2,3,3,1,2,0,0,0,23,34,0,1,0,0,0,0,0,1,5,4,0,1,2,2,1,8,4,1,1,1,1,0,1,0
24,51,1,1,0,0,0,1,0,6,4,1,3,3,2,4,3,4,3,3,5,2,3,2,0,0,24,58,0,1,0,0,0,0,0,1,2,2,2,4,4,2,7,4,3,5,4,3,6,0,4,3
25,132,0,0,0,0,0,5,7,8,12,4,6,6,16,13,7,6,4,8,6,5,5,13,1,0,25,127,0,1,0,0,0,0,4,3,5,4,8,11,13,10,11,4,13,7,10,5,5,3,9,1
26,66,0,1,0,0,0,3,7,5,2,3,3,2,4,5,1,7,3,7,3,4,3,3,0,0,26,67,0,1,0,0,0,0,0,2,3,5,2,4,4,6,4,5,11,8,4,2,3,2,0,0
27,199,0,0,1,0,2,4,9,14,17,10,8,5,11,6,10,18,15,18,17,8,10,9,5,2,27,206,0,1,0,0,0,2,2,8,12,11,8,9,7,15,12,12,19,21,20,16,7,12,8,4
28,13,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,1,3,1,1,0,0,0,28,18,0,0,0,0,0,0,0,0,1,0,1,5,3,0,2,3,0,0,1,2,0,0,0,0
29,11,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,3,0,0,0,0,0,29,10,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0
30,182,0,0,0,0,0,6,10,15,16,19,11,10,7,11,8,14,13,18,6,10,1,4,1,2,30,182,0,0,0,0,0,1,3,6,14,5,11,8,3,10,8,15,13,16,22,9,12,9,13,4
31,136,0,0,0,0,0,1,4,15,11,13,9,5,10,7,8,11,14,13,6,4,3,0,2,0,31,125,0,0,0,0,0,0,5,7,9,7,9,13,4,11,12,8,11,7,10,4,3,2,1,2
32,67,0,0,1,0,0,2,5,6,4,4,4,9,2,7,3,4,4,4,2,0,1,5,0,0,32,70,0,0,0,0,0,0,3,0,5,5,4,4,4,4,2,6,5,7,6,5,4,0,4,2
33,115,0,0,1,0,0,2,3,6,9,7,4,5,2,8,9,11,19,11,3,5,5,4,1,0,33,101,0,0,0,0,0,1,3,3,8,10,5,4,6,12,11,5,6,7,6,4,3,4,2,1
34,62,0,0,0,0,1,1,6,6,2,2,2,3,2,4,5,5,9,6,2,1,4,1,0,0,34,53,0,0,0,0,0,0,1,2,3,6,5,2,3,4,3,2,3,8,6,2,1,1,1,0
35,41,0,1,0,0,1,1,1,3,3,1,2,3,4,2,3,1,5,3,1,1,1,4,0,0,35,42,0,1,0,0,0,1,1,1,1,1,3,3,4,3,1,1,5,4,2,0,3,4,3,0
36,102,0,1,0,0,0,5,13,13,9,13,6,2,6,1,3,6,5,3,5,6,4,1,0,0,36,102,0,1,0,0,0,0,3,3,5,5,7,1,3,7,4,10,9,8,11,6,8,6,2,3
37,254,3,0,0,0,1,8,13,9,21,15,18,13,17,19,13,28,21,22,19,5,4,4,1,0,37,237,0,1,0,0,0,1,0,11,19,21,14,13,16,14,13,16,22,22,15,19,8,3,5,4
38,342,1,0,0,0,3,3,5,19,15,13,16,15,22,18,22,21,37,46,32,18,12,12,11,1,38,342,0,1,0,0,0,3,5,22,34,25,19,26,26,23,16,23,17,20,26,19,12,14,8,2
39,250,2,0,1,0,2,3,5,8,10,7,13,17,16,19,14,16,37,27,20,11,8,10,3,1,39,234,0,1,0,0,0,3,5,16,23,24,22,17,18,16,14,9,15,12,16,11,6,3,2,1
40,157,1,0,0,0,0,2,10,10,10,10,12,10,11,6,13,12,16,10,6,10,5,2,1,0,40,161,0,0,0,0,0,1,2,6,12,14,11,7,12,4,10,16,15,13,11,9,4,10,3,0
41,126,0,0,0,0,1,5,8,10,8,11,10,4,6,10,13,4,5,7,7,3,5,5,1,3,41,142,0,0,1,0,0,0,2,7,11,8,8,4,6,4,6,14,11,11,11,11,11,9,2,2
42,61,2,0,0,0,0,1,4,6,7,4,0,3,4,4,2,3,5,5,4,3,2,2,0,0,42,56,0,0,0,0,0,0,1,3,7,2,1,1,1,5,4,5,5,2,5,7,2,3,2,0
43,98,0,1,0,0,1,2,6,7,8,3,1,7,9,4,10,6,13,11,3,4,1,1,0,0,43,99,0,0,0,0,0,0,2,4,10,11,2,4,6,6,7,8,7,8,7,3,5,2,4,3
44,51,0,0,0,0,1,2,0,4,2,2,4,2,2,8,10,3,3,5,1,2,0,0,0,0,44,49,0,0,0,0,0,0,4,6,4,3,3,3,2,2,3,3,2,1,3,2,4,2,1,1
45,123,0,2,0,0,0,2,0,2,3,4,7,3,14,7,12,12,10,6,8,10,11,7,3,0,45,116,0,0,0,0,0,0,8,13,9,6,9,4,3,7,3,3,16,12,9,5,2,3,3,1
46,29,0,0,0,0,0,0,1,1,3,0,1,0,0,1,6,4,4,3,2,1,1,1,0,0,46,31,0,0,0,0,0,0,1,2,2,2,0,2,3,1,1,4,2,4,2,2,1,1,1,0
47,98,0,0,0,0,0,4,2,4,5,4,4,8,5,6,16,9,9,4,6,10,2,0,0,0,47,91,0,0,0,0,0,0,4,7,5,4,6,9,2,6,6,4,11,6,10,3,2,3,3,0
48,158,2,0,0,0,2,3,3,8,9,3,4,7,18,19,9,10,14,7,6,12,9,9,4,0,48,163,0,2,0,0,0,2,8,7,9,11,15,14,17,12,10,7,9,6,8,9,5,2,5,5
