origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,144,0,0,0,0,0,1,10,13,11,16,9,12,9,7,6,5,12,8,8,7,4,4,1,1,1,143,0,2,0,0,0,0,2,3,7,7,6,7,11,17,7,9,13,10,12,5,9,6,6,2
2,278,1,0,0,0,0,5,13,22,21,23,16,15,17,17,18,19,23,23,20,7,6,8,3,1,2,276,0,3,0,0,1,0,7,10,16,10,14,17,21,23,22,15,21,17,27,20,14,8,5,5
3,359,1,0,1,0,1,4,11,13,25,15,25,20,26,22,26,29,33,23,23,19,19,8,12,3,3,362,0,1,0,0,1,0,9,20,17,20,19,21,31,24,19,28,30,31,26,20,22,10,9,4
4,29,0,0,0,0,0,3,1,3,3,1,2,3,0,1,2,0,2,1,1,2,3,1,0,0,4,25,0,0,0,0,0,1,0,0,1,2,4,1,0,1,0,2,3,2,4,1,2,1,0,0
5,54,1,0,0,0,0,1,3,7,5,3,2,0,5,3,4,4,5,3,4,2,1,1,0,0,5,57,0,1,0,0,0,0,1,1,7,3,4,2,2,8,5,5,6,2,1,4,1,1,2,1
6,32,0,0,0,0,0,0,1,5,3,2,0,3,0,4,1,2,3,3,1,1,2,0,1,0,6,27,0,0,0,0,0,0,1,0,1,3,3,0,0,1,3,3,3,1,4,1,1,1,1,0
7,39,0,0,0,0,0,2,1,2,4,4,1,3,3,3,2,2,4,2,2,1,1,2,0,0,7,31,0,0,0,0,0,0,1,0,1,3,4,2,1,3,2,0,1,5,3,2,0,0,2,1
8,114,1,0,0,0,0,1,0,4,3,3,6,10,11,7,13,12,8,12,10,6,2,2,2,1,8,126,0,2,0,0,0,0,2,6,7,12,9,11,10,16,9,6,7,7,4,7,4,3,2,1
9,23,0,0,0,0,0,1,3,2,2,1,2,1,0,2,0,0,2,3,2,1,1,0,0,0,9,26,0,0,0,0,0,1,0,0,3,3,0,1,1,0,2,2,2,3,0,2,1,2,2,0
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,35,0,0,0,0,0,0,3,4,3,0,3,3,1,4,2,3,1,2,1,2,1,1,1,0,11,44,0,0,0,0,0,0,0,0,2,2,2,2,0,2,3,6,3,4,7,1,5,2,1,2
12,155,0,1,0,0,2,5,18,10,11,10,11,11,9,5,7,6,9,6,14,3,5,7,5,0,12,158,0,1,2,0,0,1,1,6,3,7,7,6,8,13,7,9,7,16,16,13,7,11,12,5
13,249,1,0,0,0,1,5,18,23,20,12,16,16,15,15,7,20,16,13,14,20,5,6,5,1,13,254,0,3,0,0,0,0,2,9,11,14,11,11,11,18,20,19,20,26,23,14,14,8,12,7
14,28,0,0,0,0,1,1,1,0,1,1,3,3,3,1,2,3,5,0,0,2,0,1,0,0,14,28,0,0,0,0,0,1,2,1,1,3,4,2,2,2,1,0,0,2,0,1,1,2,3,0
15,9,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,15,15,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,1,1,0,0,1,0
16,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
17,384,3,1,0,0,0,3,3,8,8,16,16,20,29,26,27,39,36,32,25,24,31,26,8,3,17,402,0,2,0,0,0,1,7,14,18,25,19,31,37,22,29,32,33,36,36,27,14,8,7,4
18,117,1,0,0,0,2,2,5,10,13,5,9,10,4,3,4,6,8,16,10,2,2,3,1,1,18,110,0,1,0,0,0,2,4,7,8,9,9,7,4,4,6,7,4,9,5,6,7,5,5,0
19,90,1,1,0,0,0,2,7,5,3,5,7,4,5,3,4,8,11,6,2,4,7,2,3,0,19,84,0,1,0,0,0,0,4,6,8,7,3,4,7,5,3,5,5,5,4,3,5,2,6,1
20,66,2,2,0,0,1,0,0,2,6,5,6,5,3,6,2,4,4,4,1,2,3,2,5,1,20,74,0,1,0,1,0,1,3,3,5,2,5,1,5,3,2,1,9,4,4,7,4,4,5,4
21,61,0,0,0,0,0,1,2,2,4,3,4,4,3,5,4,1,5,8,4,7,2,2,0,0,21,62,0,0,0,0,0,0,3,5,3,2,3,10,7,5,2,2,4,4,5,1,4,1,0,1
22,43,2,0,0,0,0,0,1,4,0,2,1,3,2,2,4,10,4,2,2,1,1,1,1,0,22,41,0,0,0,0,0,0,0,2,6,3,2,1,6,3,3,3,2,3,2,1,1,0,1,2
23,40,0,0,0,0,0,0,1,3,1,3,2,4,4,3,4,3,3,2,3,1,0,3,0,0,23,42,0,0,0,0,0,0,1,0,4,1,2,3,3,3,2,4,6,1,0,4,2,2,3,1
24,64,0,0,0,0,2,0,1,2,7,4,4,2,2,3,7,2,8,4,3,3,2,5,2,1,24,63,0,0,1,0,0,0,1,3,3,1,3,4,3,3,2,2,9,5,6,2,5,3,5,2
25,251,1,0,0,0,0,5,9,10,9,8,20,20,12,22,16,43,8,8,17,13,4,18,8,0,25,241,0,2,0,0,0,2,4,15,15,4,19,21,24,23,22,21,15,10,9,8,11,4,7,4
26,139,1,0,0,0,0,2,4,8,6,1,3,3,10,8,16,18,3,10,10,10,5,17,4,0,26,84,0,1,0,0,0,0,2,4,6,4,3,4,5,6,5,5,7,3,7,4,1,7,6,4
27,243,2,1,0,0,0,4,5,18,8,9,15,16,14,14,14,14,16,20,20,13,19,9,8,4,27,266,0,3,1,0,0,0,3,5,18,14,14,14,14,13,15,22,15,20,30,23,13,12,11,4
28,15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,1,2,3,0,0,0,0,28,19,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,2,1,2,1,0,1,1,0,0
29,13,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,1,1,1,2,0,0,1,0,0,29,10,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
30,209,0,0,0,0,2,7,16,13,19,13,9,13,8,13,12,11,15,11,17,13,8,5,4,0,30,217,0,2,0,0,0,1,4,4,12,4,7,12,8,11,8,20,31,23,22,18,12,8,5,5
31,114,0,0,0,0,0,3,7,7,8,15,8,6,5,8,6,12,8,4,7,2,2,3,2,1,31,118,0,0,1,0,0,0,2,8,5,9,5,5,5,6,6,6,9,10,9,8,8,7,6,3
32,82,0,0,0,0,0,1,10,7,4,1,9,5,3,6,5,6,8,3,1,5,3,5,0,0,32,70,0,1,0,1,0,0,3,3,7,3,3,4,5,9,4,5,5,6,1,1,2,3,4,0
33,138,2,1,1,0,0,3,2,4,6,13,10,13,8,9,13,11,17,6,7,5,1,4,2,0,33,138,0,0,0,1,0,1,6,6,12,11,10,10,7,9,5,7,10,9,7,12,3,3,7,2
34,68,0,0,0,0,0,2,4,7,0,2,4,6,2,4,2,3,10,10,4,1,3,2,2,0,34,64,0,0,0,1,0,0,2,4,2,7,2,6,0,3,4,6,1,4,12,1,2,4,2,1
35,59,0,1,0,0,0,2,2,3,5,2,3,4,1,3,7,4,7,5,2,1,2,3,2,0,35,64,0,0,0,0,0,0,1,3,3,4,3,2,5,3,7,7,4,5,2,0,10,4,1,0
