origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,133,2,0,0,0,1,1,3,5,7,13,16,17,8,14,12,5,7,4,5,2,6,3,2,0,1,133,0,1,0,0,0,2,0,2,5,7,11,11,8,10,10,12,9,6,10,7,8,5,3,4
2,244,4,0,0,2,1,2,3,3,14,17,23,20,21,13,28,23,19,15,13,10,9,3,1,0,2,223,0,3,0,1,0,0,3,3,11,18,14,22,19,14,25,22,15,10,7,11,10,6,6,3
3,275,3,1,0,1,2,3,5,7,7,21,18,24,29,27,17,21,20,17,12,18,11,6,4,1,3,237,0,2,1,1,0,1,3,7,8,10,27,20,28,18,14,16,12,12,20,7,12,9,8,1
4,22,0,0,0,1,0,0,0,1,1,2,2,2,2,3,0,2,1,0,0,1,1,2,1,0,4,21,0,0,0,0,0,0,1,0,1,2,1,2,3,1,2,1,1,0,0,0,2,2,0,2
5,56,0,0,0,0,1,1,1,3,3,6,4,3,4,5,1,2,2,4,5,4,3,4,0,0,5,51,0,1,0,0,0,0,1,2,3,5,2,2,2,1,5,5,5,2,5,4,0,3,2,1
6,22,1,0,0,0,0,0,0,1,0,2,2,0,2,4,1,1,0,2,1,1,1,3,0,0,6,19,0,1,0,0,0,0,0,0,0,1,1,3,0,1,1,1,3,1,1,0,2,1,2,0
7,32,0,0,0,0,0,0,0,0,1,1,2,2,2,6,3,4,2,3,3,2,1,0,0,0,7,30,0,0,0,0,0,0,0,2,0,1,2,2,2,5,3,2,3,1,2,2,1,1,1,0
8,105,6,4,1,1,0,1,2,0,2,1,2,6,4,6,11,8,6,12,7,6,10,4,4,1,8,97,0,1,0,0,0,0,0,1,4,6,11,8,9,10,6,12,5,7,5,3,2,3,2,2
9,18,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,3,0,3,2,2,1,1,0,0,9,21,0,0,0,0,0,0,0,0,1,2,1,1,2,2,3,2,2,2,2,0,1,0,0,0
11,26,1,0,0,0,0,1,0,0,2,2,0,4,2,3,3,2,1,0,4,0,0,0,1,0,11,27,0,1,0,0,0,0,0,0,0,0,2,0,6,1,3,3,3,1,1,5,0,0,0,1
12,159,3,3,1,0,2,1,5,6,8,9,9,7,13,11,9,12,14,12,8,10,7,3,4,2,12,152,0,3,0,1,0,0,1,3,4,3,15,13,11,13,13,7,15,8,8,9,13,5,4,2
13,238,1,0,0,0,1,3,0,7,21,20,20,27,16,16,15,15,19,13,11,11,8,7,6,1,13,230,0,4,2,1,0,1,2,3,6,8,19,17,19,22,14,19,17,17,15,11,8,6,11,7
