origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,155,14,3,35,13,4,12,70,1,3
2,316,34,11,45,50,6,30,124,1,15
3,383,17,30,37,88,15,16,150,6,24
4,22,3,0,4,3,0,3,9,0,0
5,52,6,2,6,4,3,11,15,2,3
6,29,4,1,2,6,1,4,11,0,0
7,33,9,2,8,2,0,2,7,1,2
8,107,6,11,6,29,2,6,39,3,5
9,26,1,1,7,1,1,6,8,1,0
10,2,0,0,0,0,0,0,2,0,0
11,43,8,1,2,5,0,4,22,0,1
12,183,26,1,37,14,3,34,66,0,2
13,243,35,3,56,22,7,29,78,5,8
14,18,2,2,1,4,0,2,4,0,3
15,15,3,1,3,2,0,3,3,0,0
16,7,0,0,1,1,1,1,3,0,0
17,451,16,30,26,132,19,13,182,6,27
18,125,8,12,23,15,9,12,29,8,9
19,98,10,10,7,14,1,11,35,3,7
20,76,5,6,10,14,2,14,19,1,5
21,60,0,3,2,15,2,6,31,0,1
22,45,2,2,1,13,1,4,19,0,3
23,37,4,3,2,5,0,5,14,1,3
24,63,10,0,21,8,1,8,11,0,4
25,266,24,8,17,15,2,17,176,4,3
26,108,9,9,17,12,2,7,42,2,8
27,284,25,27,36,49,7,19,103,1,17
28,20,0,2,0,7,1,0,8,0,2
29,18,0,1,0,5,0,1,9,0,2
30,220,32,9,55,25,7,25,57,4,6
31,116,17,7,24,6,6,22,28,2,4
32,70,8,7,6,9,2,10,20,3,5
33,121,6,7,9,28,6,11,40,4,10
34,58,4,7,7,5,1,6,21,1,6
35,61,3,3,10,9,0,10,21,2,3
36,129,24,1,31,8,3,21,34,0,7
37,254,28,18,40,22,12,32,66,10,26
38,408,25,65,31,52,4,25,148,10,48
39,221,11,41,15,29,8,18,56,3,40
40,213,18,20,27,31,10,18,69,8,12
41,151,20,9,33,3,0,35,38,7,6
42,59,8,6,14,1,4,9,12,1,4
43,126,13,11,18,7,2,22,33,1,19
44,50,1,13,5,8,4,5,10,0,4
45,119,3,13,8,17,4,5,49,5,15
46,36,5,4,3,0,3,3,14,1,3
47,109,10,17,12,17,2,14,22,4,11
48,324,9,12,11,21,2,16,237,9,7
49,387,8,68,19,76,18,21,117,10,50
50,107,9,7,27,10,3,11,30,0,10
51,40,3,2,4,2,1,9,19,0,0
52,51,8,2,9,3,1,9,17,0,2
53,234,25,13,33,31,5,31,82,5,9
54,200,22,10,35,41,9,19,56,0,8
55,125,16,14,24,14,2,15,35,1,4
56,34,2,1,2,5,1,6,12,2,3
57,19,0,1,2,0,0,4,12,0,0
58,23,0,0,0,1,1,4,17,0,0
59,107,23,6,23,8,2,17,25,0,3
60,135,15,2,28,8,4,15,54,6,3
61,36,4,3,5,5,2,3,12,0,2
62,53,3,8,4,8,1,3,21,0,5
63,232,14,34,27,32,3,17,80,7,18
64,450,17,38,33,96,21,17,194,7,27
65,149,15,17,26,23,9,15,29,4,11
66,32,6,0,4,3,1,6,9,2,1
67,202,7,23,17,38,11,24,60,5,17
68,161,16,18,18,30,5,15,47,5,7
69,79,9,3,11,7,5,18,20,4,2
70,142,19,3,32,11,4,19,47,1,6
71,167,8,36,21,20,8,10,44,0,20
72,107,13,2,26,11,1,15,24,2,13
73,161,20,16,37,16,4,17,32,3,16
74,67,13,4,20,6,1,8,14,0,1
75,183,27,16,30,19,5,22,44,3,17
76,79,1,13,9,9,3,8,22,2,12
77,121,24,0,33,2,5,14,42,0,1
78,101,20,5,24,9,3,8,25,1,6
79,25,2,2,10,4,0,0,4,1,2
80,54,2,3,5,9,7,1,19,1,7
81,133,18,8,26,13,5,14,41,2,6
82,164,19,7,24,13,10,29,50,4,8
83,1,0,0,0,0,0,0,1,0,0
84,92,16,1,16,4,2,16,34,1,2
85,36,3,0,9,1,1,8,12,1,1
86,284,45,7,71,16,5,42,86,5,7
87,201,16,21,27,33,9,23,59,2,11
88,267,39,14,62,50,6,24,65,1,6
89,259,22,25,39,37,11,18,84,6,17
90,160,15,5,29,11,6,19,71,0,4
91,99,7,8,19,9,4,16,27,1,8
92,51,7,5,7,8,0,4,18,0,2
93,144,23,10,34,10,5,18,33,2,9
94,32,1,4,0,7,2,6,9,1,2
