origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,145,0,0,0,0,2,5,5,5,10,8,10,16,13,9,7,13,5,8,11,3,4,2,8,1,1,152,0,1,1,0,0,0,2,4,5,5,21,10,12,13,16,5,6,8,4,15,6,6,6,3
2,266,2,1,0,0,1,3,10,8,14,17,21,19,26,18,29,15,20,17,9,15,11,7,3,0,2,297,0,4,3,1,0,1,2,5,11,21,24,29,28,26,30,16,23,9,13,15,9,12,10,3
3,300,2,3,0,0,1,2,5,9,13,23,20,33,18,24,21,22,27,21,11,16,14,13,1,1,3,309,0,3,0,0,0,3,8,5,18,31,22,28,29,20,20,22,16,19,18,11,11,13,5,6
4,20,0,0,0,0,0,1,0,0,2,6,5,0,1,1,1,1,2,0,0,0,0,0,0,0,4,25,0,0,0,0,0,1,2,0,2,5,3,1,0,1,3,0,2,2,0,0,1,1,0,0
5,41,0,0,0,0,0,1,2,8,7,1,1,2,5,1,5,2,0,1,1,1,2,0,1,0,5,35,0,2,1,0,0,0,1,3,2,2,1,2,2,2,2,3,2,3,1,1,1,2,2,0
6,23,0,0,0,0,0,0,0,2,2,1,3,4,2,1,0,1,2,3,1,0,0,1,0,0,6,17,0,0,0,0,0,0,1,0,1,1,3,1,0,1,0,2,1,2,0,0,2,2,0,0
7,31,0,0,0,0,0,0,0,3,2,3,2,1,4,1,3,0,1,1,2,1,5,0,1,1,7,32,0,1,1,0,0,0,0,1,1,1,2,3,2,3,2,0,2,4,1,3,1,2,0,2
8,107,8,2,0,1,0,3,1,2,3,1,4,6,5,6,6,9,6,7,5,7,9,10,6,0,8,117,0,0,0,0,0,1,1,6,4,2,5,11,12,4,5,6,10,14,14,7,6,6,1,2
9,17,0,0,0,0,1,0,1,0,2,2,0,0,0,3,1,0,3,2,2,0,0,0,0,0,9,15,0,0,0,0,0,0,0,1,0,2,0,0,1,2,3,0,3,3,0,0,0,0,0,0
11,30,1,0,0,0,1,0,0,3,2,4,2,2,4,1,3,0,0,3,0,1,2,0,1,0,11,29,0,0,0,0,0,0,0,0,1,2,3,3,3,1,4,3,0,1,0,1,2,1,1,3
12,158,2,1,0,0,0,3,3,8,9,8,10,13,9,9,11,15,10,10,8,8,9,7,4,1,12,159,0,2,0,1,0,1,3,3,5,12,7,11,6,15,9,16,11,6,11,7,12,8,5,8
13,287,1,0,0,0,0,7,5,9,15,27,29,33,28,17,19,19,13,20,18,6,4,7,7,3,13,262,0,1,0,2,1,0,3,4,15,17,23,27,30,17,16,18,10,8,20,13,12,8,6,9
14,9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,14,10,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1
15,11,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,3,1,0,1,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,2,2,1,1,0,0
16,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,16,11,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,1,1,2
17,399,3,1,0,1,2,2,1,5,3,10,21,30,29,42,29,33,32,25,36,31,30,20,11,2,17,433,0,1,0,0,0,1,2,4,16,29,32,36,48,46,29,33,33,29,35,19,20,11,5,2
18,80,2,0,0,0,2,1,4,2,8,4,7,4,10,8,6,3,3,7,4,2,3,0,0,0,18,82,0,1,0,3,0,0,4,3,1,2,6,8,4,6,5,6,4,6,6,2,5,4,2,4
