origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,137,17,3,22,14,5,25,43,5,3
2,277,33,11,38,43,11,23,103,2,13
3,323,21,34,25,47,16,20,133,8,19
4,16,2,2,1,0,1,0,10,0,0
5,65,8,3,8,10,1,7,21,1,6
6,22,2,3,1,1,3,1,10,1,0
7,42,8,2,1,3,0,12,14,1,1
8,86,3,13,4,19,3,9,24,1,10
9,25,3,2,1,3,2,8,6,0,0
10,1,0,0,0,0,0,0,1,0,0
11,33,2,2,5,1,1,10,11,0,1
12,149,23,1,25,12,8,30,45,3,2
13,249,36,4,43,31,9,37,81,3,5
14,24,1,3,3,4,0,5,6,0,2
15,11,4,0,1,0,1,3,1,1,0
16,5,0,0,1,0,1,1,2,0,0
17,325,12,29,12,99,15,13,121,5,19
18,107,9,12,16,6,6,17,24,8,9
19,117,5,9,9,15,7,14,44,3,11
20,57,5,6,10,9,3,6,16,1,1
21,59,3,6,7,12,2,3,21,1,4
22,29,0,4,2,8,1,4,8,1,1
23,40,3,4,5,6,2,5,10,2,3
24,66,7,3,14,11,4,6,17,1,3
25,225,23,9,23,24,3,16,119,5,3
26,77,9,5,8,7,3,6,32,2,5
27,196,23,25,25,31,5,20,54,4,9
28,17,1,3,0,1,1,0,11,0,0
29,11,1,0,0,4,1,0,4,0,1
30,189,32,9,34,24,4,20,56,1,9
31,108,22,13,12,8,7,13,27,3,3
32,53,9,6,8,7,2,7,8,1,5
33,120,10,8,10,19,0,21,43,0,9
34,76,7,5,8,9,4,7,28,1,7
35,47,8,4,4,7,1,9,12,0,2
36,126,24,2,29,13,0,20,34,0,4
37,253,33,33,44,20,9,28,58,9,19
38,361,26,57,48,38,8,31,108,4,41
39,204,12,47,12,24,9,11,51,5,33
40,188,11,28,21,21,8,20,62,7,10
41,132,19,7,18,14,7,28,33,5,1
42,81,10,16,7,6,1,16,17,2,6
43,87,12,17,12,4,3,14,17,0,8
44,42,0,6,3,4,0,8,11,2,8
45,107,3,15,7,21,3,5,31,7,15
46,35,2,5,3,5,3,2,14,0,1
47,93,8,20,11,11,0,13,16,2,12
48,278,15,12,16,30,6,11,171,8,9
49,355,6,77,20,75,17,18,82,10,50
50,109,8,10,21,10,5,12,36,1,6
51,46,3,1,3,10,1,11,16,0,1
52,36,3,1,5,4,0,12,10,0,1
53,189,22,13,22,20,4,42,54,7,5
54,169,24,8,19,38,5,17,50,1,7
55,121,11,8,18,10,6,18,36,1,13
56,35,0,2,6,2,2,5,13,4,1
57,18,0,0,5,1,0,4,5,2,1
58,28,0,0,5,2,0,3,18,0,0
59,116,18,4,32,12,2,18,27,1,2
60,98,16,2,17,12,1,19,28,1,2
61,29,2,2,6,2,0,3,10,2,2
62,45,4,12,3,4,3,4,12,1,2
63,203,15,41,13,34,7,7,63,7,16
64,373,20,34,25,99,25,18,127,6,19
65,143,4,15,29,18,12,11,38,9,7
66,29,3,1,3,2,2,5,11,1,1
67,217,12,23,13,41,10,18,66,6,28
68,121,16,11,12,24,4,12,29,4,9
69,55,13,0,9,3,2,18,9,1,0
70,125,23,3,24,12,2,20,36,0,5
71,151,10,37,17,11,2,12,40,4,18
72,113,16,6,24,16,1,17,24,2,7
73,152,18,20,19,16,6,21,27,4,21
74,58,18,3,14,4,0,10,8,0,1
75,234,19,28,37,41,4,21,65,3,16
76,82,2,7,3,21,4,3,32,2,8
77,105,26,2,18,2,3,14,40,0,0
78,119,23,4,25,13,1,15,33,1,4
79,27,3,6,3,1,1,2,5,0,6
80,33,1,7,5,2,2,4,9,0,3
81,96,15,9,17,8,3,15,25,0,4
82,161,19,11,17,17,9,26,54,4,4
83,3,0,1,0,0,0,0,2,0,0
84,83,12,3,20,12,1,16,17,1,1
85,36,5,0,8,3,0,6,14,0,0
86,277,57,6,60,23,14,46,66,1,4
87,159,13,13,22,21,9,27,44,2,8
88,241,35,16,50,38,8,24,60,2,8
89,248,23,25,32,35,9,23,81,2,18
90,119,14,10,26,13,5,10,38,2,1
91,102,5,13,18,12,5,14,29,1,5
92,54,8,3,6,9,0,6,15,2,5
93,130,21,12,22,8,6,13,33,2,13
94,23,2,2,2,6,0,0,4,2,5
95,140,20,16,22,22,4,10,37,2,7
96,99,15,6,19,9,6,12,22,1,9
97,66,9,4,14,7,0,13,15,0,4
98,15,0,2,1,2,0,2,7,0,1
99,138,12,31,13,11,6,19,27,3,16
100,119,21,6,16,21,6,16,26,2,5
101,57,11,2,7,10,2,2,19,1,3
102,99,6,15,5,14,5,9,32,1,12
103,99,10,11,5,14,3,8,39,0,9
104,23,2,3,2,6,0,1,7,0,2
105,155,6,25,11,36,7,5,40,4,21
106,103,4,16,4,22,6,1,39,2,9
107,28,1,2,0,5,0,3,10,1,6
108,231,13,60,16,34,5,15,50,5,33
109,126,22,5,16,11,6,18,39,1,8
110,88,17,9,19,4,3,16,16,1,3
111,142,28,7,36,8,3,13,42,1,4
112,294,41,21,59,30,12,33,81,4,13
113,4,0,0,0,1,0,1,2,0,0
114,59,8,1,5,5,2,6,24,5,3
115,134,28,8,25,10,5,20,35,0,3
116,60,12,2,12,4,3,9,15,1,2
117,176,23,11,43,17,10,30,36,2,4
118,130,19,6,22,23,4,21,31,0,4
119,126,12,19,19,19,2,15,29,2,9
120,178,24,16,24,25,7,21,51,3,7
121,40,2,1,10,8,1,4,12,0,2
122,105,7,18,15,17,0,14,19,4,11
123,84,8,7,11,12,4,9,28,2,3
124,295,23,34,32,39,13,18,101,2,33
125,219,14,14,7,58,16,7,88,1,14
126,245,14,22,20,73,12,13,77,2,12
127,161,24,20,24,19,1,18,34,5,16
128,119,5,15,7,35,2,4,42,0,9
129,66,7,5,9,9,0,12,22,0,2
130,81,5,15,5,18,0,9,20,3,6
131,40,5,5,10,5,0,6,7,0,2
132,32,2,4,1,5,1,3,13,2,1
133,99,4,17,12,15,3,9,33,0,6
134,10,1,2,1,3,0,1,2,0,0
135,41,2,3,2,5,0,6,16,3,4
136,280,37,13,72,28,10,43,64,1,12
137,148,31,6,48,8,2,23,26,2,2
138,12,0,0,3,1,0,4,4,0,0
139,62,15,1,15,6,0,10,14,0,1
140,110,16,2,24,12,3,19,28,3,3
141,176,41,0,38,18,3,25,45,2,4
142,103,16,3,16,4,1,24,31,3,5
143,254,9,32,18,67,9,15,87,2,15
144,142,18,4,29,22,2,15,46,1,5
145,155,28,7,37,13,5,31,31,1,2
146,54,7,8,17,8,1,9,4,0,0
147,153,5,6,6,53,9,7,57,1,9
148,232,31,19,28,44,13,17,62,5,13
149,79,8,9,10,14,4,3,28,0,3
150,149,11,13,22,27,5,11,48,1,11
151,41,4,0,5,4,3,14,8,2,1
152,16,4,0,6,0,0,4,2,0,0
153,40,9,5,7,0,2,12,4,1,0
154,243,35,18,49,30,6,28,64,3,10
155,68,4,3,5,11,2,11,22,5,5
156,69,7,4,12,5,1,11,24,0,5
157,41,5,8,8,4,1,3,10,0,2
158,67,3,5,3,14,1,8,30,0,3
159,107,8,14,8,29,4,4,36,1,3
160,12,1,3,1,1,0,2,4,0,0
161,49,4,3,7,11,2,6,16,0,0
162,91,21,4,16,13,1,10,20,1,5
163,44,4,4,2,10,1,1,17,1,4
164,43,3,6,6,10,2,0,13,0,3
165,69,22,3,4,4,4,14,13,1,4
166,36,7,1,12,2,2,7,5,0,0
167,140,16,21,7,26,6,13,39,1,11
168,36,10,1,8,2,1,3,11,0,0
169,87,11,8,17,11,2,8,22,2,6
170,35,2,3,3,6,3,2,14,0,2
171,74,6,7,5,14,5,5,28,2,2
