origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,144,1,0,0,0,2,3,3,3,12,10,10,13,13,11,12,9,8,6,13,6,5,3,1,0,1,133,0,1,0,0,0,0,3,2,6,7,15,14,9,13,9,8,12,7,3,6,5,8,2,3
2,173,5,2,0,0,0,0,2,7,9,7,25,17,16,18,11,7,10,11,11,4,6,5,0,0,2,176,0,4,0,1,0,0,2,7,7,12,14,21,14,18,9,11,11,12,9,8,5,5,4,1
3,186,3,1,1,0,1,1,1,9,17,11,17,17,11,12,16,11,12,11,7,12,9,3,2,1,3,209,0,0,2,0,0,0,4,8,8,12,24,17,20,17,14,6,7,14,8,15,11,12,5,5
4,20,0,0,0,0,0,0,2,2,3,1,2,1,0,2,1,0,1,0,2,3,0,0,0,0,4,25,0,1,0,0,0,0,0,1,4,2,3,1,3,0,2,2,0,2,2,1,1,0,0,0
5,38,1,0,0,0,1,0,2,1,3,3,1,3,3,2,1,3,4,1,2,4,0,2,1,0,5,43,0,2,0,0,0,1,0,1,0,0,3,1,5,4,4,0,3,3,4,3,2,3,2,2
6,18,0,0,0,0,1,0,1,0,0,1,1,4,3,5,0,1,0,0,0,0,0,1,0,0,6,15,0,1,0,0,0,0,0,0,0,1,2,2,1,1,2,0,1,0,0,2,2,0,0,0
7,16,0,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,1,3,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,3,1,0,1,0,1,0
8,64,1,1,0,0,0,0,2,2,2,5,3,5,4,6,4,3,4,6,2,5,5,4,0,0,8,74,0,0,0,0,0,0,0,3,4,4,6,5,6,5,5,4,6,4,6,4,3,6,1,0
9,16,1,0,0,0,0,0,2,0,3,1,1,1,0,1,0,0,0,2,1,0,1,0,1,1,9,10,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,2,0,1
11,33,2,0,0,0,0,0,1,0,2,0,2,5,4,4,3,3,2,0,2,0,2,1,0,0,11,30,0,1,0,0,0,0,0,0,2,0,2,6,5,1,3,2,1,3,4,0,0,0,0,0
12,170,2,0,0,0,2,2,6,7,6,10,12,8,14,19,18,12,10,10,13,6,9,2,2,0,12,148,0,5,0,0,0,3,4,3,7,5,10,10,10,13,9,9,10,12,10,6,6,8,4,3
13,205,2,1,0,0,0,3,2,9,13,14,13,22,12,11,7,21,14,13,9,18,8,10,3,0,13,206,0,3,0,2,1,1,3,3,7,9,13,12,15,23,17,14,18,14,17,12,10,4,3,5
14,24,0,0,0,0,0,0,0,0,2,1,7,5,3,0,0,0,1,0,4,0,0,1,0,0,14,27,0,0,0,0,0,0,0,1,3,5,4,3,2,2,0,3,0,2,0,1,0,0,1,0
15,12,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1,0,1,1,1,0,0,0,0,1,15,13,0,0,0,0,0,1,1,0,0,1,1,0,1,1,3,1,0,1,0,1,0,0,0,0
16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,215,2,0,0,0,0,0,1,3,7,15,14,17,25,25,19,17,14,12,8,10,11,13,2,0,17,217,0,0,0,0,0,0,1,6,9,11,15,20,22,26,15,22,18,12,4,12,8,4,10,2
18,87,2,0,0,0,1,1,4,4,3,10,4,4,9,8,8,4,4,8,6,3,2,2,0,0,18,86,0,0,1,0,0,1,0,2,5,8,9,5,8,8,10,6,8,2,2,3,2,2,3,1
19,58,0,2,0,0,2,0,2,6,4,1,3,1,4,10,2,4,3,1,1,4,3,4,1,0,19,52,0,0,0,0,0,1,0,1,4,6,3,3,3,4,3,5,3,2,1,3,4,1,3,2
20,52,4,1,0,0,1,0,2,0,2,1,3,4,3,4,5,3,4,1,4,2,3,4,1,0,20,48,0,2,0,1,0,1,0,1,2,3,5,8,2,4,1,2,1,5,2,2,0,3,2,1
21,42,0,0,0,0,0,1,0,2,1,3,2,2,1,1,3,1,5,4,1,6,4,2,2,1,21,43,0,0,0,0,0,0,1,0,3,5,3,2,2,2,1,5,4,4,3,3,4,1,0,0
22,18,0,1,1,0,0,0,0,0,0,0,3,1,2,3,1,3,0,0,0,1,2,0,0,0,22,8,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0
23,33,0,0,0,0,0,2,0,2,2,2,3,2,2,2,2,0,3,2,3,2,1,1,1,1,23,32,0,0,0,0,0,0,0,2,3,2,4,2,1,3,3,2,1,2,3,1,0,0,1,1
24,54,1,0,0,0,3,0,2,3,3,4,2,2,2,6,7,3,3,2,6,1,1,1,2,0,24,48,0,0,0,0,0,1,1,0,1,3,5,5,1,4,5,6,3,1,4,2,3,1,0,2
25,193,1,0,0,0,1,1,3,8,8,6,12,6,11,29,21,14,7,3,15,12,16,14,5,0,25,200,0,1,1,0,0,1,10,12,14,4,18,22,18,24,20,11,7,9,5,6,9,5,1,2
26,66,1,0,0,0,0,1,1,2,6,10,5,4,3,4,5,5,5,5,3,2,1,1,2,0,26,55,0,0,0,0,0,1,0,1,2,4,8,6,1,3,5,9,1,2,6,2,2,0,1,1
27,148,4,0,1,0,2,1,3,8,11,10,10,12,9,7,16,10,10,10,8,5,7,3,1,0,27,151,0,4,2,1,0,1,2,2,5,7,15,15,12,10,13,10,9,9,4,9,13,6,1,1
28,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,2,0,1,0,0,0,0,0,1
30,151,2,0,1,0,1,2,2,4,12,11,12,18,19,7,8,14,12,3,4,8,4,5,2,0,30,159,0,0,2,0,0,0,0,3,6,8,13,17,17,13,9,8,13,8,12,6,11,6,4,3
31,73,2,0,0,0,1,1,2,6,5,9,6,10,3,4,4,5,5,2,1,3,4,0,0,0,31,76,0,3,1,0,0,0,0,1,1,4,5,3,6,13,5,0,4,8,5,5,5,2,5,0
32,33,1,0,0,0,0,0,1,1,1,2,2,3,1,4,4,3,1,3,1,2,1,2,0,0,32,37,0,1,0,0,0,1,0,3,1,2,2,1,2,2,4,1,3,1,4,2,0,5,1,1
33,81,1,0,0,0,0,1,2,3,5,7,5,7,6,4,6,7,4,5,5,6,3,2,1,1,33,76,0,0,0,0,0,0,1,0,4,8,7,5,4,6,4,5,6,6,3,5,4,1,4,2
34,54,1,1,0,0,0,1,1,3,2,4,7,5,1,0,1,3,3,4,5,4,3,4,1,0,34,47,0,0,0,1,0,0,1,1,3,3,3,2,3,1,6,2,1,2,4,3,3,3,3,2
35,41,1,0,0,0,0,0,2,2,1,3,3,2,1,6,0,3,4,2,3,2,1,3,2,0,35,44,0,0,1,0,0,0,1,1,3,1,5,3,3,3,5,4,1,2,1,1,1,4,3,1
36,128,0,1,1,0,0,2,3,6,6,6,10,9,7,13,11,10,10,7,7,5,5,4,4,1,36,133,0,2,1,0,0,1,3,3,2,7,14,7,13,12,12,9,12,6,10,6,3,3,4,2
