origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,133,2,3,24,17,1,17,68,0,1
2,244,10,6,27,39,5,27,128,1,1
3,275,7,18,27,54,8,17,137,0,7
4,22,2,0,2,1,0,5,12,0,0
5,56,4,2,5,10,0,11,21,2,1
6,22,0,0,5,2,2,6,6,0,1
7,32,3,0,2,2,1,7,15,1,1
8,105,1,2,5,43,1,8,42,0,3
9,18,0,0,0,5,1,7,5,0,0
10,1,0,0,0,1,0,0,0,0,0
11,26,0,1,7,3,0,4,10,0,1
12,159,3,1,29,27,4,30,65,0,0
13,238,10,5,58,28,7,33,87,5,5
14,11,0,1,1,1,0,2,6,0,0
15,8,0,1,2,0,0,1,4,0,0
16,9,0,0,0,5,0,0,4,0,0
17,354,5,22,23,114,6,17,157,2,8
18,69,2,1,20,10,0,12,22,1,1
19,60,6,0,7,12,3,8,24,0,0
20,48,4,1,9,10,0,12,11,0,1
21,39,0,1,0,10,0,3,23,0,2
22,21,1,2,1,9,0,0,7,0,1
23,29,2,1,3,4,0,6,11,0,2
24,69,6,1,16,10,2,13,20,0,1
25,215,9,1,24,23,1,23,133,0,1
26,76,2,1,8,4,1,18,42,0,0
27,167,7,5,31,29,2,26,59,2,6
28,17,0,1,0,6,0,0,10,0,0
29,15,0,0,2,3,0,0,9,0,1
30,165,5,3,47,25,1,22,61,0,1
31,70,9,0,14,4,2,18,23,0,0
32,50,2,3,12,4,0,7,18,2,2
33,60,0,4,9,16,3,13,14,0,1
34,39,2,1,5,7,4,9,11,0,0
35,46,0,2,7,11,0,11,15,0,0
36,102,6,0,27,16,3,25,24,1,0
37,145,9,3,35,12,1,29,51,2,3
38,196,8,11,32,32,1,17,89,0,6
39,105,3,8,13,21,1,10,47,1,1
40,128,5,6,21,26,3,23,39,1,4
41,109,3,6,26,6,1,29,31,4,3
42,39,2,2,8,1,1,10,12,2,1
43,67,3,0,21,5,0,12,24,0,2
44,24,2,2,4,3,0,3,9,0,1
45,69,0,3,6,18,2,7,30,1,2
46,23,0,0,4,5,1,4,7,0,2
47,69,1,6,13,14,0,10,22,0,3
48,262,3,6,14,18,3,13,195,6,4
49,143,6,7,7,31,2,7,75,3,5
50,64,0,5,12,11,0,18,17,0,1
51,23,1,1,3,2,0,7,9,0,0
52,26,1,0,9,2,0,7,7,0,0
53,167,3,5,27,30,2,39,54,5,2
54,134,6,5,18,31,2,24,46,0,2
55,82,1,5,24,7,0,16,28,0,1
56,18,0,0,3,1,0,9,5,0,0
57,19,0,0,3,3,1,1,9,1,1
58,19,0,0,1,3,0,1,14,0,0
59,94,2,3,20,20,1,15,30,1,2
60,92,3,1,19,19,0,19,30,0,1
61,25,1,1,5,5,1,4,8,0,0
62,33,2,2,6,4,0,4,15,0,0
63,105,5,8,12,15,0,15,47,1,2
64,268,8,15,29,64,7,24,113,0,8
65,82,4,5,15,12,2,15,25,0,4
66,27,0,0,3,0,1,7,13,3,0
67,112,3,5,21,30,1,18,31,1,2
68,128,2,2,19,29,3,14,52,3,4
69,46,1,0,13,3,1,12,16,0,0
70,128,4,1,27,13,2,22,57,0,2
71,76,3,3,19,3,0,9,36,1,2
72,85,3,3,29,10,0,20,16,0,4
73,93,4,2,24,11,1,18,30,2,1
74,49,3,0,14,4,0,18,10,0,0
75,128,7,5,29,30,3,25,24,2,3
76,30,0,3,1,6,1,4,14,0,1
77,107,8,1,25,9,2,15,45,0,2
78,65,0,3,20,10,2,14,16,0,0
79,21,0,1,7,4,1,4,4,0,0
80,23,1,1,4,4,1,1,9,0,2
81,80,2,1,12,13,1,18,31,1,1
82,121,5,2,13,4,4,34,54,5,0
83,2,0,0,0,2,0,0,0,0,0
84,81,1,1,15,12,0,23,27,0,2
85,39,2,0,12,0,0,12,12,1,0
86,268,8,6,59,32,3,52,104,1,3
87,118,4,5,29,16,3,24,34,0,3
88,184,6,8,37,38,1,32,58,0,4
89,179,3,6,30,24,1,26,86,1,2
90,127,2,3,21,22,0,14,63,1,1
91,66,1,0,17,5,1,14,27,1,0
92,28,2,1,4,4,0,8,9,0,0
93,101,4,7,22,16,1,20,24,2,5
94,18,1,0,3,4,0,1,9,0,0
95,79,5,3,23,17,1,14,14,2,0
96,78,4,3,21,8,1,14,22,2,3
97,43,2,1,8,2,1,15,13,1,0
98,14,1,0,1,3,0,0,8,0,1
99,67,3,0,14,20,0,6,23,0,1
100,121,5,6,27,20,1,17,41,1,3
101,37,1,1,8,7,0,10,9,0,1
102,66,2,5,10,10,1,4,32,1,1
103,73,3,4,8,16,1,7,33,0,1
104,11,0,3,0,3,0,2,3,0,0
105,50,6,5,6,9,1,6,16,0,1
106,45,2,2,4,13,1,4,18,0,1
107,11,0,0,1,2,1,3,4,0,0
108,118,4,5,15,35,1,9,46,0,3
109,115,6,1,29,21,0,23,34,0,1
110,85,2,2,27,11,2,14,25,1,1
111,116,3,4,38,16,1,17,35,1,1
112,252,11,4,75,36,5,31,83,1,6
113,3,0,0,0,0,0,2,1,0,0
114,57,2,1,8,6,0,6,28,5,1
115,105,3,2,33,6,2,27,30,0,2
116,55,5,2,17,7,0,12,11,0,1
117,163,6,4,40,24,5,30,51,2,1
118,92,8,2,24,8,0,16,32,0,2
119,86,3,5,21,12,1,15,25,0,4
120,129,8,6,28,31,4,15,35,0,2
121,22,0,1,4,5,1,6,5,0,0
122,67,2,3,14,9,1,13,23,2,0
123,81,0,1,17,16,3,13,30,0,1
124,253,5,9,28,45,2,18,136,2,8
125,190,3,6,11,66,5,8,86,0,5
126,226,3,11,20,85,3,14,86,1,3
127,85,6,3,21,7,1,20,27,0,0
128,100,4,6,3,39,0,12,35,0,1
129,44,2,0,11,8,2,11,10,0,0
130,41,3,2,4,11,1,6,12,1,1
131,38,2,0,9,7,1,6,8,3,2
132,13,0,3,0,6,0,1,3,0,0
133,65,1,2,8,11,0,13,28,0,2
134,8,0,0,1,2,0,3,2,0,0
135,30,1,1,6,4,0,7,10,0,1
136,217,3,6,53,40,5,38,63,1,8
137,130,7,5,44,8,1,30,30,2,3
138,11,0,0,2,1,1,3,4,0,0
139,72,0,1,25,12,2,14,18,0,0
140,87,5,1,20,10,2,23,24,1,1
141,158,3,2,42,27,1,35,44,0,4
142,93,4,4,23,6,2,20,29,3,2
143,182,4,10,10,64,5,7,77,0,5
144,99,5,2,26,11,1,18,33,0,3
145,134,5,2,40,10,1,33,38,2,3
146,26,2,1,3,6,0,7,6,1,0
147,96,3,4,9,35,1,11,32,0,1
148,181,11,14,21,45,3,17,58,4,8
149,72,3,7,9,19,4,7,22,0,1
150,124,4,7,16,27,2,11,54,1,2
151,34,3,1,4,3,0,11,11,0,1
152,14,1,0,3,1,0,5,3,0,1
153,36,4,0,6,2,1,11,11,1,0
154,177,7,6,56,19,3,43,35,1,7
155,43,1,1,11,4,0,6,20,0,0
156,49,1,1,6,4,0,9,28,0,0
157,49,1,3,9,3,1,8,22,1,1
158,66,2,1,3,12,1,2,43,2,0
159,83,2,4,8,28,2,6,31,0,2
160,12,0,1,3,1,0,2,5,0,0
161,32,1,1,9,3,0,6,11,0,1
162,59,4,3,4,9,0,14,22,0,3
163,35,1,4,0,14,2,1,12,0,1
164,19,1,0,0,2,0,3,13,0,0
165,57,3,2,11,3,1,12,23,0,2
166,29,3,0,9,2,0,9,6,0,0
167,68,6,2,11,11,1,9,27,0,1
168,23,4,1,6,4,0,4,3,0,1
169,58,2,6,13,10,0,8,17,2,0
170,30,2,0,8,6,0,2,11,0,1
171,33,0,0,4,8,1,3,16,0,1
172,88,2,1,18,11,2,11,38,2,3
173,19,1,1,4,8,0,0,2,3,0
174,13,0,1,0,1,0,1,10,0,0
175,12,1,0,0,5,1,0,5,0,0
176,42,2,1,7,4,1,8,15,1,3
177,143,6,6,25,47,2,17,40,0,0
