origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,144,1,6,22,22,1,17,74,0,1
2,173,8,4,23,23,3,32,78,1,1
3,186,5,8,24,39,5,16,86,0,3
4,20,1,2,1,2,0,4,10,0,0
5,38,4,1,6,5,1,10,10,0,1
6,18,0,0,3,1,1,2,11,0,0
7,16,2,0,3,1,0,6,4,0,0
8,64,1,2,4,22,1,13,20,0,1
9,16,0,0,4,0,0,5,7,0,0
11,33,1,2,3,4,0,7,14,0,2
12,170,4,2,30,25,0,36,72,0,1
13,205,8,4,38,35,2,37,77,1,3
14,24,0,0,1,7,1,3,8,1,3
15,12,1,1,2,0,1,3,4,0,0
16,3,0,0,1,1,0,0,1,0,0
17,215,5,5,20,81,5,13,84,0,2
18,87,2,1,15,16,0,12,38,2,1
19,58,7,3,4,13,0,7,23,1,0
20,52,3,3,3,17,0,11,15,0,0
21,42,0,1,3,12,1,4,20,0,1
22,18,1,0,0,5,0,1,11,0,0
23,33,1,0,3,9,0,8,12,0,0
24,54,1,2,15,10,0,13,12,1,0
25,193,7,6,10,17,0,22,125,0,6
26,66,2,2,8,8,0,11,33,1,1
27,148,6,6,33,24,5,23,50,1,0
28,8,0,1,0,4,0,0,2,1,0
30,151,1,2,50,22,0,25,48,0,3
31,73,2,2,19,7,0,18,23,1,1
32,33,2,0,6,6,0,8,8,1,2
33,81,1,2,13,17,2,12,32,0,2
34,54,1,2,10,9,0,9,21,0,2
35,41,2,1,4,10,2,3,19,0,0
36,128,5,0,21,21,0,33,47,0,1
37,162,9,6,40,29,0,30,45,1,2
38,183,5,13,25,27,0,31,76,1,5
39,69,3,4,10,7,1,6,37,1,0
40,99,2,2,22,9,2,19,39,1,3
41,121,2,3,23,12,1,34,39,3,4
42,40,2,1,4,8,0,9,14,1,1
43,66,1,2,16,12,0,13,21,0,1
44,16,2,1,2,2,0,3,5,0,1
45,49,0,3,5,9,0,8,21,1,2
46,13,0,0,1,4,0,2,6,0,0
47,50,5,2,9,5,0,9,16,1,3
48,244,5,5,10,21,0,8,186,5,4
49,89,7,3,10,20,3,7,34,1,4
50,66,1,0,19,8,0,17,21,0,0
51,22,0,1,2,3,0,7,8,0,1
52,42,1,1,10,2,0,14,14,0,0
53,167,2,7,32,19,2,42,56,4,3
54,128,6,4,24,27,1,30,35,1,0
55,89,3,3,15,8,4,21,31,2,2
56,16,0,0,1,4,0,3,8,0,0
57,20,0,0,2,0,0,10,8,0,0
58,22,0,0,3,1,0,5,13,0,0
59,89,1,2,18,18,3,18,28,0,1
60,80,2,1,15,15,4,17,26,0,0
61,35,2,1,7,2,0,6,15,1,1
62,21,0,2,4,5,0,4,6,0,0
63,106,4,10,9,16,3,12,50,0,2
64,171,3,8,27,27,3,17,82,0,4
65,68,1,1,17,15,1,12,19,0,2
66,33,0,0,8,4,0,9,12,0,0
67,78,7,2,13,10,1,21,23,0,1
68,103,0,2,20,30,0,15,35,1,0
69,59,2,1,14,11,0,17,14,0,0
70,112,4,1,20,11,1,25,50,0,0
71,78,4,1,17,14,1,15,23,1,2
72,80,7,0,15,7,2,24,20,0,5
73,87,6,1,30,7,1,22,18,0,2
74,36,1,2,19,0,0,10,4,0,0
75,124,6,1,31,18,2,20,42,0,4
76,34,1,3,2,10,0,7,9,1,1
77,94,3,0,17,15,0,19,39,0,1
78,75,0,1,31,11,1,17,14,0,0
79,13,2,0,4,1,0,3,2,0,1
80,37,2,2,5,8,1,0,16,0,3
81,72,2,3,13,10,0,20,23,0,1
82,118,6,3,17,12,2,30,45,1,2
83,1,0,0,0,0,0,1,0,0,0
84,77,1,3,13,14,1,25,19,1,0
85,34,2,0,9,4,0,8,11,0,0
86,253,4,5,58,36,2,49,95,3,1
87,102,1,6,19,21,0,19,31,2,3
88,176,9,4,53,33,2,23,50,1,1
89,179,4,10,30,40,4,18,68,1,4
90,124,1,4,15,23,0,14,66,0,1
91,68,1,2,14,12,0,12,22,3,2
92,38,0,2,8,10,1,5,12,0,0
93,103,9,5,20,20,0,20,23,1,5
94,7,0,0,2,1,0,3,1,0,0
95,81,5,4,17,14,1,10,27,2,1
96,66,3,5,16,13,1,15,11,1,1
97,54,2,0,12,8,1,10,17,1,3
98,9,0,1,2,1,0,1,4,0,0
99,46,3,1,12,5,0,12,12,0,1
100,118,4,6,23,21,3,17,41,1,2
101,52,1,3,12,9,1,7,18,0,1
102,75,2,3,12,13,0,9,34,1,1
103,65,2,3,7,12,0,7,34,0,0
104,14,0,3,2,3,0,0,5,1,0
105,46,4,4,8,9,0,7,14,0,0
106,32,1,0,3,10,2,4,11,0,1
107,9,0,1,0,2,0,3,3,0,0
108,140,4,5,14,41,2,9,63,0,2
109,109,4,0,24,17,1,20,41,1,1
110,82,2,1,24,10,1,25,18,0,1
111,115,3,5,38,20,2,18,28,0,1
112,211,6,3,64,37,5,26,69,0,1
113,3,0,0,2,1,0,0,0,0,0
114,67,2,1,12,9,1,15,27,0,0
115,116,2,6,15,15,1,22,52,2,1
116,50,0,2,15,7,0,9,16,0,1
117,170,7,6,28,23,2,28,72,2,2
118,84,3,2,24,8,0,19,27,1,0
119,78,1,2,15,10,0,21,25,0,4
120,95,4,2,22,22,0,22,19,2,2
