origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,145,5,3,30,18,2,17,67,1,2
2,266,10,6,37,66,6,25,106,2,8
3,300,5,20,32,71,8,18,136,1,9
4,20,2,0,4,0,1,5,8,0,0
5,41,0,0,15,6,1,9,10,0,0
6,23,1,0,5,6,1,2,8,0,0
7,31,4,0,8,6,2,3,8,0,0
8,107,3,2,5,45,1,5,46,0,0
9,17,1,0,2,1,1,2,9,1,0
11,30,2,1,6,3,0,7,11,0,0
12,158,7,0,33,15,3,33,64,1,2
13,287,9,5,61,37,7,36,127,1,4
14,9,0,3,2,0,0,2,2,0,0
15,11,0,0,2,0,0,6,3,0,0
16,8,0,0,1,4,0,0,3,0,0
17,399,4,14,19,169,13,15,155,4,6
18,80,3,6,23,7,2,16,20,0,3
19,72,5,2,13,13,2,14,20,1,2
20,45,2,1,6,10,1,7,16,1,1
21,49,1,1,6,14,1,2,22,0,2
22,33,2,2,0,5,2,2,18,0,2
23,38,1,2,8,7,0,5,14,0,1
24,58,3,1,12,6,0,7,21,3,5
25,156,6,3,25,13,1,26,78,2,2
26,72,3,3,23,11,1,4,26,1,0
27,210,7,4,43,47,4,21,79,0,5
28,19,0,0,0,5,1,2,11,0,0
29,12,0,5,0,3,1,0,1,0,2
30,201,8,4,58,29,2,29,63,3,5
31,91,4,4,27,7,0,16,29,2,2
32,62,6,1,14,5,0,14,19,0,3
33,69,2,4,12,10,2,11,27,0,1
34,48,2,1,18,11,1,5,10,0,0
35,42,2,1,9,6,0,9,14,0,1
36,131,10,0,50,11,0,27,31,1,1
37,178,17,4,40,15,1,31,62,3,5
38,213,7,20,41,29,2,22,82,0,10
39,87,7,7,9,11,2,6,40,1,4
40,155,3,7,27,30,2,24,57,0,5
41,120,6,4,37,10,1,21,39,1,1
42,55,3,4,8,4,3,11,22,0,0
43,56,5,3,19,4,0,10,15,0,0
44,20,0,1,4,1,0,4,8,0,2
45,84,0,5,8,26,1,6,32,1,5
46,25,0,1,6,4,0,1,7,4,2
47,51,2,4,16,8,0,8,13,0,0
