origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
221,118,12,12,16,21,3,10,29,3,12
222,35,2,4,2,8,3,1,14,0,1
223,12,0,1,3,2,1,3,0,1,1
224,63,8,9,1,22,2,2,13,2,4
225,121,9,13,9,26,3,13,35,3,10
226,74,1,7,9,8,1,6,35,0,7
227,47,2,4,9,5,1,13,10,1,2
228,35,1,3,1,14,0,0,15,0,1
229,181,29,10,34,18,6,21,47,1,15
230,66,8,4,16,1,3,11,20,0,3
301,108,12,1,25,5,1,12,44,4,4
302,185,19,8,23,23,7,34,61,6,4
303,5,0,0,1,1,0,0,2,0,1
304,351,71,10,66,31,17,53,85,10,8
305,167,16,7,19,30,5,23,58,2,7
306,62,2,2,2,10,3,13,27,2,1
307,73,7,4,13,2,3,16,14,8,6
308,118,27,5,25,6,8,15,24,3,5
309,325,39,11,60,30,12,56,89,10,18
310,222,22,21,35,36,7,32,52,3,14
311,147,19,14,27,15,4,21,44,0,3
312,153,33,1,42,5,4,24,35,4,5
313,67,9,1,17,4,2,8,22,2,2
314,14,0,1,3,0,2,5,3,0,0
315,81,5,3,17,3,4,16,25,4,4
316,131,16,6,27,19,9,21,25,2,6
317,31,4,6,3,5,0,4,5,1,3
318,119,7,16,6,28,4,7,33,6,12
319,29,3,0,2,10,0,3,8,0,3
320,36,3,3,3,5,1,7,11,0,3
321,79,7,4,7,10,1,11,29,2,8
322,49,6,3,14,3,1,10,9,2,1
323,175,17,14,15,39,5,23,57,1,4
324,226,27,9,37,40,12,22,66,3,10
325,174,12,20,12,43,6,11,48,5,17
326,23,2,1,3,1,0,10,4,1,1
327,14,1,0,0,3,1,5,4,0,0
328,186,31,5,22,23,9,33,47,7,9
329,62,9,3,13,7,5,11,10,1,3
330,67,16,3,17,4,2,9,13,1,2
331,8,1,3,0,1,0,0,1,0,2
332,73,3,4,3,25,4,5,22,2,5
334,78,16,1,28,2,1,19,11,0,0
335,76,9,1,21,3,1,22,17,0,2
336,38,10,0,8,2,3,5,6,2,2
337,22,0,0,3,4,1,6,4,3,1
338,37,7,1,10,1,2,5,11,0,0
339,26,2,2,5,3,3,5,3,2,1
340,239,44,18,53,28,10,25,47,2,12
341,75,9,9,17,6,1,6,16,2,9
342,208,27,18,28,15,6,27,66,4,17
343,32,4,0,3,3,0,4,13,1,4
344,141,30,14,38,10,3,18,22,1,5
345,61,4,8,12,11,0,4,17,0,5
346,109,9,22,13,6,5,12,27,2,13
347,285,41,42,55,37,6,21,57,4,22
348,59,3,5,11,9,3,6,17,2,3
349,42,1,1,5,4,2,8,20,1,0
350,54,1,3,5,13,5,3,23,0,1
351,38,2,8,5,8,2,6,6,0,1
352,313,9,89,13,31,7,10,80,9,65
353,61,2,19,1,5,4,5,18,3,4
354,350,14,88,13,36,5,15,88,7,84
355,18,0,1,0,1,2,4,8,1,1
356,16,3,0,3,3,3,1,2,0,1
357,16,0,4,0,3,1,1,6,0,1
358,26,0,5,1,3,1,1,6,4,5
359,11,0,4,1,0,1,0,2,1,2
360,31,3,2,7,3,1,2,7,1,5
361,18,1,5,0,1,1,1,5,1,3
362,25,1,3,2,3,1,1,11,1,2
363,13,1,1,2,0,2,2,4,0,1
364,127,15,13,14,23,5,13,32,2,10
365,37,2,2,3,4,2,3,16,1,4
366,78,14,6,14,9,4,11,13,2,5
367,168,4,36,8,28,9,12,53,3,15
368,9,1,2,1,1,1,1,1,0,1
369,14,0,1,1,2,2,4,4,0,0
370,45,3,7,4,4,2,3,14,1,7
371,151,9,13,19,22,7,15,47,7,12
372,106,8,4,12,25,1,14,35,2,5
373,28,3,6,1,9,1,0,3,1,4
374,67,5,3,8,11,4,7,19,1,9
375,8,1,0,0,0,1,0,5,0,1
376,26,1,4,4,2,0,5,9,0,1
377,39,6,2,3,6,1,6,12,0,3
378,33,4,2,8,8,0,6,5,0,0
379,44,10,3,7,5,3,3,9,1,3
380,77,15,1,16,7,1,12,23,0,2
381,42,4,5,3,5,3,6,10,2,4
382,96,15,4,24,5,2,24,17,2,3
384,27,2,5,4,2,0,4,6,0,4
385,4,1,0,0,0,0,2,1,0,0
386,37,0,4,8,4,1,6,11,1,2
387,17,1,1,1,2,1,1,9,0,1
388,139,12,15,31,15,3,23,35,0,5
389,5,1,0,1,1,0,1,1,0,0
390,12,1,1,2,3,0,1,4,0,0
391,46,7,0,8,2,4,13,10,0,2
392,8,2,0,1,0,0,1,4,0,0
393,23,1,2,5,4,1,0,10,0,0
394,43,3,9,4,9,3,6,6,1,2
395,14,1,1,3,3,0,1,2,1,2
396,14,1,1,1,2,1,2,2,3,1
397,18,1,1,3,3,1,6,3,0,0
398,8,0,1,0,1,1,0,5,0,0
399,14,0,0,2,5,1,1,5,0,0
400,9,1,0,2,3,0,2,1,0,0
401,35,2,1,6,2,1,13,10,0,0
402,8,2,3,1,0,0,2,0,0,0
403,11,1,1,1,2,0,2,3,1,0
404,17,4,1,2,1,1,5,3,0,0
405,4,0,0,1,0,0,3,0,0,0
406,32,3,2,3,3,1,14,6,0,0
407,3,0,0,0,0,0,0,2,0,1
408,1,0,0,0,1,0,0,0,0,0
409,17,2,0,7,1,0,6,1,0,0
410,51,14,2,15,0,0,11,7,1,1
411,30,3,1,5,3,0,5,9,2,2
412,28,6,0,7,3,0,7,5,0,0
413,133,25,4,33,8,6,27,23,2,5
414,41,11,4,6,3,1,12,3,1,0
415,14,2,1,7,0,0,2,2,0,0
416,23,5,0,4,3,0,4,6,1,0
417,3,2,0,0,0,0,1,0,0,0
418,17,3,0,4,4,0,3,3,0,0
419,8,4,1,1,1,0,0,1,0,0
420,42,12,0,8,5,2,8,7,0,0
421,6,3,0,0,0,1,0,2,0,0
422,9,3,0,0,1,1,1,3,0,0
423,9,0,1,2,0,1,3,2,0,0
424,153,32,7,45,13,3,25,21,2,5
425,152,29,8,40,16,2,26,25,3,3
426,59,10,2,19,2,0,10,12,2,2
427,53,7,2,8,9,5,9,13,0,0
428,131,19,6,21,16,5,14,44,1,5
429,40,5,5,7,6,2,5,3,2,5
430,109,12,8,25,16,3,17,22,2,4
431,18,1,0,2,8,1,2,4,0,0
432,172,35,11,40,13,5,22,33,3,10
433,81,8,8,18,7,1,19,17,2,1
434,17,1,4,1,2,1,2,6,0,0
435,37,5,4,7,3,0,5,8,1,4
436,3,1,0,0,0,1,1,0,0,0
437,206,21,22,23,33,10,21,64,4,8
438,38,2,2,4,7,1,7,14,0,1
439,144,8,21,5,18,7,9,51,3,22
440,96,2,8,10,18,7,3,36,0,12
441,147,12,23,24,14,4,20,36,2,12
442,47,2,3,5,7,3,3,18,1,5
443,219,9,36,23,34,7,11,58,7,34
444,23,6,2,2,3,1,1,8,0,0
445,112,13,12,16,17,4,8,30,0,12
446,86,9,22,7,13,4,2,18,1,10
447,71,5,9,7,13,3,11,14,1,8
448,199,14,33,14,32,11,10,61,5,19
449,58,9,13,3,9,3,4,10,1,6
450,103,6,14,8,27,5,12,22,1,8
451,31,0,4,3,8,4,1,9,0,2
452,46,4,5,2,11,3,3,13,2,3
453,60,2,5,0,21,2,1,24,1,4
454,77,4,9,1,23,6,1,17,1,15
455,108,5,9,13,21,6,6,39,1,8
456,9,1,1,0,1,0,0,6,0,0
457,221,6,36,12,61,10,8,73,0,15
458,123,6,7,9,32,7,3,37,5,17
459,50,1,6,1,8,0,7,17,1,9
460,70,5,4,3,17,1,3,29,1,7
461,85,5,12,2,15,3,4,40,0,4
462,60,1,10,2,18,2,0,21,1,5
463,116,0,16,22,21,2,19,27,0,9
464,51,6,8,5,6,2,8,11,3,2
465,26,0,3,2,5,1,0,13,0,2
466,19,5,2,4,0,2,1,3,0,2
467,54,3,8,2,11,4,5,14,1,6
468,50,7,8,3,5,2,5,15,2,3
469,312,24,31,17,72,21,11,105,2,29
470,71,6,9,3,17,2,3,21,1,9
471,93,8,11,15,20,2,14,15,1,7
472,223,12,47,34,27,3,11,57,3,29
473,57,8,10,5,8,2,9,10,0,5
474,135,24,5,20,25,6,13,35,2,5
475,41,2,7,1,9,1,4,14,1,2
476,124,10,10,18,34,4,8,25,2,13
477,211,24,27,39,32,5,26,41,4,13
478,19,1,1,3,0,2,3,9,0,0
479,75,7,4,14,11,3,10,18,5,3
480,59,3,9,6,9,2,4,16,1,9
481,154,5,24,18,23,2,20,38,5,19
482,476,38,60,69,97,16,34,119,4,39
483,148,8,20,29,18,2,26,24,4,17
484,46,2,1,7,8,3,8,16,0,1
485,138,17,14,23,13,3,23,35,1,9
486,187,34,15,34,18,6,27,47,2,4
487,144,29,6,25,7,1,27,37,2,10
488,38,3,1,4,6,1,8,14,1,0
489,182,27,6,38,26,4,14,58,2,7
490,106,21,2,25,10,1,13,33,0,1
491,115,7,15,20,26,3,6,28,1,9
492,279,51,7,74,33,16,28,61,2,7
493,189,29,13,48,23,4,29,37,0,6
494,178,23,14,51,12,3,28,38,2,7
495,211,24,2,34,45,9,44,50,0,3
496,552,30,96,89,84,14,47,132,8,52
497,27,3,6,1,1,0,6,10,0,0
498,95,8,15,14,11,1,14,21,6,5
499,1468,40,250,233,266,45,121,343,17,153
500,865,50,145,176,121,17,79,179,17,81
501,370,49,26,92,26,8,63,88,2,16
502,83,12,4,7,16,8,17,15,3,1
503,117,18,9,10,9,3,17,38,2,11
504,31,6,0,7,0,2,7,9,0,0
505,17,2,2,3,2,0,4,3,0,1
506,217,22,14,26,42,10,26,56,7,14
507,169,23,6,41,14,3,31,41,3,7
508,45,5,3,7,4,0,18,6,0,2
509,54,7,1,7,8,3,15,9,3,1
510,162,8,12,25,32,8,8,51,3,15
511,59,1,7,9,8,3,6,18,0,7
512,171,14,17,7,37,7,15,60,5,9
513,87,6,7,13,14,4,6,25,5,7
514,350,11,67,26,54,12,41,85,13,41
515,10,2,0,0,5,0,2,1,0,0
516,101,10,7,15,15,2,21,20,1,10
517,45,4,3,4,3,0,3,16,4,8
518,57,0,7,1,11,3,4,23,1,7
519,8,0,0,0,1,2,0,5,0,0
520,11,2,1,2,3,0,0,2,0,1
521,7,0,0,0,0,1,1,5,0,0
522,20,0,6,0,4,1,3,3,0,3
523,11,0,0,0,3,2,0,6,0,0
524,30,2,1,0,9,0,2,13,1,2
525,12,2,0,0,2,0,1,7,0,0
526,35,0,4,6,8,0,5,11,0,1
527,13,0,1,1,2,0,1,6,1,1
528,38,2,4,1,12,4,2,12,1,0
529,17,0,1,0,6,0,0,10,0,0
530,13,1,3,0,2,1,1,5,0,0
531,30,3,2,11,1,0,7,4,0,2
532,31,1,1,4,2,0,3,19,0,1
533,22,0,1,5,1,1,0,10,0,4
534,48,3,3,0,14,1,4,15,2,6
535,36,2,2,0,5,1,5,20,1,0
536,6,0,2,0,1,0,0,3,0,0
537,12,2,3,1,0,0,0,2,3,1
538,18,2,2,4,2,0,1,4,1,2
539,17,2,0,1,6,0,3,3,0,2
540,40,12,3,3,9,1,6,5,1,0
541,34,6,1,10,3,1,6,5,0,2
542,7,0,0,1,2,0,0,2,0,2
543,3,0,0,0,3,0,0,0,0,0
544,84,1,2,6,32,5,6,28,2,2
545,40,5,5,5,10,1,8,3,1,2
546,45,5,1,1,16,2,1,18,0,1
547,32,1,2,2,12,1,0,11,2,1
548,10,2,0,1,1,0,2,4,0,0
549,56,14,1,16,3,1,11,9,1,0
550,44,12,0,7,5,3,9,7,0,1
551,27,4,1,5,3,2,3,7,0,2
552,54,3,5,4,13,1,5,21,0,2
553,22,1,0,1,4,2,3,10,0,1
554,33,6,1,10,4,2,4,6,0,0
555,58,11,4,10,8,1,9,11,2,2
556,63,6,4,17,6,3,11,13,1,2
557,41,5,3,12,4,0,10,5,1,1
558,38,3,3,8,5,2,7,10,0,0
559,55,7,3,12,5,2,11,10,3,2
560,78,6,5,22,4,2,19,15,0,5
561,81,21,3,11,11,2,10,16,0,7
562,23,4,1,3,5,1,3,3,1,2
563,48,4,4,6,9,2,5,14,1,3
564,38,2,4,4,9,2,2,9,2,4
565,26,2,2,4,3,2,6,4,1,2
566,10,0,1,4,2,0,0,2,0,1
567,9,1,0,5,0,0,2,1,0,0
568,97,10,15,20,13,2,12,20,1,4
569,15,3,1,0,2,0,1,4,2,2
570,6,0,0,1,0,1,1,2,0,1
571,26,4,1,3,3,0,6,7,1,1
572,32,2,5,6,4,0,1,10,2,2
573,7,2,1,0,2,0,0,2,0,0
574,123,10,24,10,14,3,7,37,3,15
575,31,4,2,3,5,0,5,9,0,3
576,25,2,3,2,6,1,4,3,2,2
577,6,1,0,1,2,0,0,2,0,0
578,167,11,23,6,37,8,7,55,2,18
579,2,1,0,0,1,0,0,0,0,0
580,22,1,2,0,2,4,2,7,1,3
581,25,2,3,2,7,0,1,10,0,0
582,11,2,1,0,0,0,1,2,1,4
583,3,1,0,0,1,1,0,0,0,0
584,34,5,3,2,1,2,5,12,1,3
585,192,16,22,27,24,7,12,60,5,19
586,47,4,4,4,7,4,6,11,3,4
587,66,8,4,13,3,2,15,16,1,4
588,40,2,4,9,3,0,2,16,1,3
589,335,70,43,37,38,10,21,79,5,32
590,81,12,7,10,4,4,4,24,2,14
591,46,3,4,8,6,3,8,11,0,3
592,46,0,9,5,2,0,4,15,6,5
593,249,21,47,14,38,9,12,75,3,30
594,99,4,15,10,17,5,7,33,1,7
595,35,2,4,2,6,3,2,15,0,1
596,126,13,21,12,15,5,14,33,0,13
597,104,5,17,8,22,1,5,32,5,9
598,144,4,23,7,33,8,8,47,0,14
599,126,8,23,9,23,5,7,34,1,16
600,67,6,11,5,17,1,1,15,0,11
601,91,3,16,8,12,1,6,28,1,16
602,37,6,3,6,5,0,6,9,0,2
603,48,6,4,4,7,2,3,17,2,3
604,73,8,3,10,15,1,8,22,1,5
605,101,15,9,18,16,5,11,26,1,0
606,13,4,0,1,0,0,4,3,1,0
607,44,6,5,5,3,0,5,15,1,4
608,15,1,0,3,4,3,0,3,0,1
609,35,2,2,3,11,3,2,9,3,0
610,19,8,0,3,2,0,2,4,0,0
611,163,5,21,6,56,9,5,51,1,9
612,156,9,20,4,50,9,2,50,1,11
613,69,8,7,8,6,3,13,18,1,5
614,49,8,2,8,5,0,8,12,2,4
615,81,1,6,12,26,5,5,20,1,5
616,20,6,2,0,2,3,1,6,0,0
617,10,0,1,0,2,1,2,4,0,0
618,47,9,4,10,5,1,12,6,0,0
619,44,4,7,3,10,3,2,7,3,5
620,162,10,23,12,22,4,14,47,6,24
621,70,8,10,12,9,6,4,14,1,6
622,158,19,13,10,26,10,14,53,2,11
623,129,7,22,10,23,6,8,40,5,8
624,129,10,9,17,19,5,15,45,2,7
625,24,3,2,5,2,0,4,7,0,1
626,163,28,10,36,21,7,16,39,1,5
627,213,32,16,38,29,9,16,62,0,11
628,484,39,50,45,101,19,31,160,2,37
629,231,17,15,36,60,7,18,70,0,8
630,218,24,11,35,62,8,19,49,1,9
631,224,32,12,32,35,11,39,57,1,5
632,906,66,52,107,244,36,68,282,13,38
633,385,38,14,39,102,16,47,120,5,4
634,106,16,3,14,8,3,23,28,6,5
635,673,114,55,161,72,22,65,149,13,22
636,163,20,10,26,10,6,32,45,9,5
637,168,17,14,14,11,3,17,74,7,11
638,43,2,1,4,9,4,5,18,0,0
639,29,2,3,0,2,3,3,12,3,1
640,49,14,0,5,2,3,9,12,4,0
641,466,61,22,88,71,24,44,135,8,13
642,48,5,6,8,2,2,6,13,2,4
643,130,11,9,9,21,7,18,44,8,3
644,37,4,1,3,7,2,7,13,0,0
645,153,16,5,26,22,5,16,53,2,8
646,245,23,17,31,34,10,25,69,16,20
647,20,2,1,1,3,2,3,8,0,0
648,42,2,1,7,4,3,6,18,1,0
650,97,15,6,23,3,3,14,28,3,2
651,56,10,1,7,5,1,20,8,3,1
652,8,3,0,2,1,0,2,0,0,0
653,10,1,0,2,0,1,2,4,0,0
654,68,12,2,13,6,4,17,10,1,3
655,266,52,11,41,34,7,30,78,4,9
656,38,3,4,2,6,0,5,14,1,3
657,21,0,6,0,3,1,0,9,1,1
658,9,2,1,3,0,0,2,1,0,0
659,147,25,4,30,22,4,14,41,2,5
660,7,2,0,1,1,1,1,0,0,1
661,81,20,1,14,11,1,7,23,3,1
662,146,18,6,32,11,5,19,37,3,15
663,55,4,5,6,8,1,10,15,3,3
664,225,34,11,45,21,6,27,71,5,5
665,150,7,17,16,28,4,18,52,2,6
666,188,31,3,52,19,3,36,27,10,7
667,744,89,83,99,159,17,45,193,8,51
668,319,58,18,74,32,13,43,59,7,15
669,167,24,8,36,19,4,21,43,4,8
670,43,0,3,2,18,0,3,15,0,2
671,176,9,11,14,41,15,15,57,1,13
672,55,4,3,13,10,0,5,16,1,3
673,268,42,19,79,33,13,32,36,4,10
674,130,18,9,34,15,3,17,32,1,1
675,144,29,7,34,14,2,29,25,1,3
676,132,20,13,31,14,10,10,24,1,9
677,30,2,1,1,4,3,1,15,1,2
678,12,0,1,1,2,0,0,5,1,2
679,28,2,0,5,3,1,9,4,2,2
680,38,3,4,7,9,0,7,7,0,1
681,11,4,0,1,2,0,1,2,0,1
682,175,8,33,12,19,8,16,47,7,25
683,174,4,24,12,22,8,16,62,1,25
684,148,7,22,7,26,9,13,49,3,12
685,38,5,6,4,5,1,7,9,0,1
686,85,5,6,13,6,4,17,31,2,1
687,70,5,5,18,10,2,17,11,1,1
688,126,10,15,14,15,3,11,43,4,11
689,95,1,17,5,28,3,1,29,2,9
690,38,0,6,5,6,1,3,12,2,3
691,55,3,3,13,8,1,9,12,2,4
692,29,3,2,5,1,0,8,9,1,0
693,38,1,4,6,7,1,4,14,0,1
694,108,7,9,9,22,2,6,38,4,11
695,109,0,12,10,25,6,5,41,2,8
696,24,0,4,2,3,2,0,9,2,2
697,23,2,1,5,2,1,2,6,1,3
698,40,3,4,12,7,0,3,9,0,2
699,45,5,3,3,5,2,4,20,0,3
700,51,2,6,5,6,1,3,24,1,3
701,42,2,4,4,10,0,2,12,2,6
702,61,5,7,6,14,1,4,19,1,4
703,19,1,4,1,1,0,2,7,0,3
704,61,3,7,4,12,2,9,16,2,6
705,20,1,4,3,4,0,0,1,7,0
706,111,4,30,7,19,5,8,18,2,18
707,18,2,2,2,2,0,1,4,1,4
