shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23
4005,4000,4005,4000,4003,4003,4003,4003,4003,4005,4003,4005,4005,4005,4003,4003,4003,4003,4003,4005,4003,903,897,897
