origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,143,0,1,0,0,0,1,4,4,7,14,16,10,13,12,8,6,8,6,7,7,10,6,2,1,1,162,0,1,1,0,0,0,3,4,7,8,8,10,12,13,12,12,13,13,6,5,11,10,5,6
2,289,0,0,0,0,1,3,5,8,10,24,27,23,21,23,21,24,20,26,14,13,11,10,3,2,2,270,0,1,2,1,0,0,2,5,15,12,20,24,33,22,20,22,17,19,12,15,13,5,6,4
3,379,12,1,0,1,1,1,6,6,19,19,21,33,18,31,30,18,16,27,24,19,28,22,19,7,3,406,0,4,0,1,0,1,4,4,13,26,24,33,34,32,32,31,26,23,29,24,27,17,12,9
4,29,0,0,0,0,0,1,1,5,1,0,3,3,0,1,0,1,3,5,3,1,0,0,1,0,4,25,0,0,1,0,0,0,1,1,1,1,1,2,1,2,2,2,2,3,1,1,1,0,2,0
5,33,0,0,0,0,0,0,0,2,1,5,1,4,1,5,2,0,3,1,1,3,2,0,2,0,5,39,0,1,0,0,0,0,0,1,2,0,3,2,3,1,3,2,1,3,4,3,2,3,3,2
6,18,0,0,0,0,1,0,0,0,1,3,0,2,0,2,0,1,1,1,0,2,3,1,0,0,6,16,0,1,0,0,0,0,0,1,1,2,0,0,0,2,0,0,2,2,0,1,1,2,1,0
7,29,0,0,0,0,0,0,2,0,2,2,2,1,3,1,2,0,1,2,2,2,4,2,1,0,7,37,0,0,0,0,0,1,0,0,0,1,2,2,1,3,4,3,3,1,3,3,3,3,2,2
8,117,6,7,2,0,0,0,3,1,1,6,5,6,9,3,11,10,8,4,7,12,8,2,4,2,8,132,0,1,0,0,0,0,2,2,3,7,16,8,10,9,9,7,7,10,14,4,10,6,3,2
9,29,0,0,0,0,1,1,1,0,2,3,4,2,0,3,0,0,3,1,0,4,2,1,0,1,9,23,0,0,0,0,0,2,0,1,0,1,0,5,2,1,2,0,2,1,0,2,2,2,0,0
11,36,0,0,0,0,1,0,1,0,1,3,5,0,1,0,5,3,2,2,6,4,2,0,0,0,11,40,0,0,0,0,0,0,0,0,0,3,3,3,4,2,5,2,5,2,3,3,2,1,1,1
12,152,0,1,0,0,1,4,7,9,11,16,15,10,10,11,7,8,4,13,6,8,6,3,2,0,12,124,0,1,1,0,0,0,3,2,7,9,7,8,11,7,6,9,9,11,10,7,8,4,2,2
13,308,3,1,1,0,0,2,5,7,19,35,32,35,33,28,23,14,15,11,9,9,5,6,12,3,13,285,0,7,1,2,0,1,5,7,15,18,24,24,28,17,18,24,14,13,16,11,8,5,16,8
14,10,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,14,10,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,2,0,2,0
15,15,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,2,0,2,1,0,0,2,1,0,15,14,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,2,1,0,0,1,1,0,0
16,18,0,0,0,0,0,0,1,0,0,2,2,0,1,1,1,3,1,3,1,0,0,2,0,0,16,13,0,0,0,0,0,0,0,0,1,2,2,2,1,0,2,0,1,1,0,0,0,1,0,0
17,417,6,2,0,0,2,2,1,6,11,11,17,30,30,36,32,43,36,39,33,30,27,16,5,2,17,424,0,4,2,0,0,2,2,9,8,21,36,39,36,40,38,35,35,25,30,22,12,13,8,7
18,89,2,0,0,0,0,1,0,5,8,13,9,5,5,4,2,5,6,5,4,8,1,1,5,0,18,84,0,1,1,3,0,1,0,1,3,7,2,6,4,7,3,5,10,5,4,2,7,3,3,6
19,64,0,0,0,0,1,1,3,5,2,3,4,5,3,4,8,5,3,1,3,7,3,1,2,0,19,58,0,0,0,0,0,0,0,3,2,4,4,8,5,0,6,7,3,2,5,2,1,3,1,1
20,46,1,1,0,0,1,2,0,3,2,1,3,1,2,3,6,3,4,4,2,3,1,1,1,1,20,51,0,1,0,0,0,1,2,1,3,4,2,5,7,2,2,1,4,3,5,0,2,3,2,0
21,57,4,0,2,0,0,0,1,2,3,5,4,3,6,4,3,5,2,4,1,3,1,2,2,0,21,49,0,1,0,0,0,0,2,0,2,3,7,6,6,1,2,3,3,0,6,2,3,0,0,2
22,45,0,2,1,0,0,1,0,0,0,3,2,4,3,3,8,2,3,1,2,5,2,2,1,0,22,39,0,0,0,0,0,0,1,1,0,3,3,5,1,0,2,7,1,4,3,4,1,1,0,2
23,21,0,0,1,0,0,0,0,0,0,0,3,4,0,2,1,1,4,0,1,1,1,2,0,0,23,28,0,1,0,0,0,0,0,0,2,2,2,1,2,0,2,0,1,4,3,3,1,1,2,1
24,62,0,1,0,0,2,1,1,0,1,4,9,7,9,4,2,4,6,3,2,3,2,1,0,0,24,55,0,0,0,0,0,0,2,1,2,4,5,5,9,1,1,4,1,5,3,3,1,3,4,1
25,189,0,1,0,0,2,0,3,3,6,12,17,9,12,13,20,18,8,16,12,7,12,3,10,5,25,187,0,2,1,0,0,1,1,10,3,15,8,19,14,13,20,11,4,5,9,14,7,7,6,10
26,86,0,1,0,0,0,0,1,6,7,7,10,8,5,2,6,7,1,8,3,2,6,1,3,2,26,76,0,1,0,1,0,0,1,1,6,5,2,9,4,4,8,3,3,8,5,2,1,4,5,3
27,202,7,3,1,0,1,0,2,7,18,17,18,11,17,13,9,8,16,10,11,7,7,8,11,0,27,219,0,2,1,0,0,0,1,3,4,8,15,20,14,16,9,13,21,21,12,10,11,20,14,3
28,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,1,1,4,0,0,28,16,0,0,0,0,0,0,0,0,1,1,0,1,3,2,1,1,0,0,1,1,3,1,0,0
29,15,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,4,1,0,2,0,1,29,13,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0
30,193,3,0,0,1,0,2,3,5,13,13,19,19,10,13,7,13,13,18,17,7,7,6,4,0,30,194,0,1,1,0,0,1,1,2,4,8,9,16,14,10,15,18,18,17,14,11,9,8,10,7
31,87,0,0,0,0,1,0,2,7,11,8,9,6,5,7,0,5,8,8,3,2,3,1,0,1,31,85,0,0,3,0,0,0,0,2,2,2,10,7,8,5,4,4,3,4,5,8,7,7,0,2
32,45,0,0,1,0,0,0,2,1,3,3,3,1,6,2,3,5,2,4,0,3,1,3,2,0,32,47,0,2,0,0,0,1,1,0,2,1,3,3,1,5,2,4,3,3,1,2,2,7,2,2
33,95,4,0,0,0,0,1,2,0,4,7,7,8,7,5,3,6,7,6,9,9,4,4,1,1,33,98,0,3,0,1,0,1,3,1,5,6,7,7,10,6,4,6,6,4,5,4,4,7,5,1
34,65,0,1,0,0,0,1,0,5,5,2,4,6,5,5,4,5,6,4,3,2,4,2,0,1,34,53,0,1,0,0,0,0,1,0,3,5,2,6,7,5,4,6,1,2,4,1,1,0,2,2
35,46,1,0,0,0,0,1,0,3,2,3,6,1,5,3,1,6,2,2,4,3,2,0,1,0,35,53,0,1,0,0,0,0,2,2,3,1,7,3,3,6,4,0,6,6,1,1,0,5,1,1
36,118,1,0,0,0,1,1,3,4,7,11,10,11,7,8,11,7,8,4,8,5,6,3,2,0,36,122,0,0,0,0,0,1,0,2,1,8,12,11,9,6,11,7,14,6,7,7,9,5,5,1
37,179,0,0,0,0,0,1,4,10,18,13,15,16,13,14,12,13,10,15,10,4,3,3,5,0,37,180,0,1,0,0,0,0,0,4,8,10,10,9,21,14,11,13,11,14,11,10,12,9,9,2
38,249,1,6,1,0,0,3,4,9,19,22,15,25,17,13,15,14,11,20,15,12,11,11,4,1,38,235,0,1,0,0,0,0,2,5,8,11,16,24,19,11,21,14,13,20,12,15,10,14,10,5
39,109,0,1,0,0,0,2,3,2,6,12,8,10,9,10,8,8,7,7,6,4,1,4,1,0,39,109,0,0,0,0,0,0,1,4,7,4,8,13,4,9,9,8,7,6,6,6,2,5,3,7
40,150,0,1,0,0,0,2,3,9,10,9,14,16,13,10,17,7,12,7,11,4,4,1,0,0,40,135,0,0,2,0,1,0,0,6,10,8,11,7,10,12,17,8,16,5,1,8,5,4,2,2
41,135,1,0,1,0,0,1,4,3,11,11,12,11,10,10,7,9,9,7,6,8,4,6,4,0,41,129,0,0,0,2,0,0,1,0,3,9,7,9,7,7,7,20,9,9,9,7,8,4,6,4
42,46,0,0,0,0,0,0,2,0,6,9,2,5,2,5,2,0,2,3,4,1,1,0,2,0,42,45,0,1,0,0,0,0,0,1,2,5,5,1,2,3,5,2,0,2,2,1,4,4,2,2
43,57,1,0,0,0,0,3,2,6,4,4,5,7,7,2,2,1,3,2,3,1,3,1,0,0,43,54,0,1,1,1,0,0,2,1,3,2,0,2,3,6,2,6,2,4,6,4,0,3,0,4
44,21,0,0,0,0,0,2,0,0,1,0,5,1,1,2,1,2,0,0,1,0,0,2,3,0,44,20,0,1,0,0,0,0,1,0,1,3,0,1,1,3,1,0,1,0,0,2,0,1,3,0
45,64,2,0,1,0,0,0,1,2,5,4,2,3,6,9,5,4,4,5,4,1,3,1,2,0,45,61,0,0,0,0,0,0,1,1,2,6,4,5,5,3,5,4,4,5,3,4,2,3,0,3
