origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,139,3,2,0,1,2,3,4,7,4,11,9,15,13,11,10,7,9,7,8,3,6,3,1,0,1,144,0,5,0,1,0,2,3,1,5,8,10,10,17,14,8,9,9,11,8,4,9,2,5,2
2,196,3,0,0,0,3,1,3,2,8,18,17,14,25,14,15,21,14,10,10,7,6,1,3,1,2,198,0,3,3,0,1,2,1,3,5,14,18,20,22,19,16,9,14,9,12,8,8,4,3,4
3,255,3,1,1,0,0,1,3,7,7,10,15,23,29,25,24,19,21,18,11,13,10,8,6,0,3,255,0,4,0,1,0,1,3,4,7,8,20,36,28,18,24,16,18,10,13,14,12,11,4,3
4,23,0,0,0,0,0,0,1,0,3,2,3,3,0,4,2,1,2,1,0,1,0,0,0,0,4,19,0,0,0,0,0,0,1,0,1,1,0,3,3,0,1,2,3,1,1,0,1,1,0,0
5,45,0,0,0,0,1,1,2,1,3,3,6,2,6,0,2,1,2,3,3,5,3,1,0,0,5,50,0,2,0,0,0,0,4,1,0,3,2,3,6,4,1,3,4,3,4,4,2,3,0,1
6,15,0,0,0,0,0,0,0,1,0,0,1,1,4,3,0,2,2,0,0,0,1,0,0,0,6,11,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,2,0,0,0,1,0,0
7,19,0,0,0,0,1,0,1,0,1,1,0,2,2,1,3,0,1,0,4,2,0,0,0,0,7,21,0,1,0,0,0,0,1,0,0,0,0,2,1,2,2,2,1,2,2,3,2,0,0,0
8,74,2,0,1,1,0,1,3,1,1,2,5,4,2,10,1,2,8,10,9,5,3,2,0,1,8,81,0,0,0,0,1,0,0,1,4,6,11,9,3,6,9,3,4,3,5,7,3,4,2,0
9,18,0,0,0,0,0,0,1,2,1,0,1,2,2,1,1,0,2,1,0,2,1,1,0,0,9,18,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,3,3,1,0,2,2,0,1
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,24,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,2,4,3,0,1,2,1,0,0,11,29,0,0,0,0,0,0,0,1,0,1,4,4,1,2,4,3,3,3,1,1,0,1,0,0
12,137,1,2,0,0,4,3,1,8,7,5,17,7,15,11,7,6,13,8,4,7,6,3,1,1,12,120,0,3,1,1,0,1,2,2,5,8,9,9,11,10,7,5,7,9,8,3,5,7,6,0
13,227,3,0,0,0,0,2,3,2,18,11,24,19,21,17,23,22,14,11,6,10,11,6,3,1,13,204,0,2,0,1,0,1,0,5,8,14,14,20,18,17,24,14,10,12,14,9,10,5,4,2
14,15,0,0,0,0,0,0,0,1,0,0,1,3,1,0,4,0,1,1,3,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1,0,1,0,2,1,0,0,0,0
15,13,0,0,0,0,0,0,0,0,1,3,1,0,2,0,1,2,1,0,2,0,0,0,0,0,15,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0
16,12,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,2,0,1,1,1,0,0,0,16,15,0,0,0,0,0,0,0,1,0,0,0,2,1,3,3,0,1,0,2,1,1,0,0,0
17,293,5,0,0,0,0,0,2,1,6,10,14,17,29,28,31,29,29,29,25,15,17,3,3,0,17,278,0,0,1,0,0,1,2,6,9,14,28,42,32,26,23,21,20,12,13,13,4,3,6,1
18,72,1,1,0,0,0,2,2,3,5,5,7,8,3,5,2,5,4,5,7,2,4,0,1,0,18,62,0,0,1,0,1,0,0,1,1,4,5,9,5,5,4,5,4,1,4,2,3,4,3,0
19,58,1,1,0,0,0,0,1,3,2,4,6,3,4,4,3,6,5,1,3,3,4,0,2,2,19,54,0,0,0,0,0,1,0,1,4,0,4,4,6,4,1,2,5,5,1,4,6,2,2,1
20,37,0,3,1,0,1,0,2,0,0,6,3,2,2,1,0,3,3,2,2,1,2,2,1,0,20,37,0,1,0,0,0,1,0,0,2,1,5,4,1,3,1,0,1,6,1,3,2,2,3,0
