origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,136,1,1,0,0,1,3,2,5,7,7,10,17,12,11,6,10,7,9,5,5,8,5,3,1,1,156,0,2,3,0,0,0,3,2,4,9,13,18,14,15,9,11,8,9,5,7,8,10,3,1
2,278,3,0,0,0,1,6,3,9,10,21,20,29,17,24,21,15,27,18,15,15,15,8,1,0,2,294,0,3,2,2,0,2,3,5,9,15,22,21,35,29,21,19,18,15,21,19,15,7,7,4
3,305,4,1,0,0,1,3,4,6,14,16,22,20,27,21,36,26,22,21,23,16,6,10,3,3,3,297,0,1,1,1,1,1,3,7,14,27,35,31,16,27,13,20,20,17,16,13,6,7,10,7
4,32,0,0,0,0,0,1,1,2,1,7,0,3,1,3,3,1,1,2,2,1,2,0,1,0,4,28,0,0,0,0,0,0,1,2,2,2,2,4,1,0,5,1,1,1,2,2,0,1,0,1
5,55,0,1,0,0,1,1,5,2,2,4,2,6,3,3,5,3,3,2,1,1,4,3,1,2,5,53,0,2,0,0,0,1,0,0,2,4,2,6,2,7,5,6,1,4,1,3,1,3,1,1
6,16,0,0,0,0,0,0,0,0,1,0,2,2,3,0,1,1,3,2,1,0,0,0,0,0,6,15,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,2,0,1,3,1,0,0,0,1
7,31,0,0,0,0,0,0,0,0,1,4,2,5,2,2,1,4,0,3,2,3,1,1,0,0,7,32,0,0,0,0,0,0,0,1,0,4,1,2,6,1,3,1,2,3,2,3,1,1,0,1
8,92,0,1,0,0,0,2,2,2,4,9,7,8,8,6,7,4,3,5,1,7,6,7,3,0,8,92,0,0,0,0,0,1,1,1,4,7,12,4,7,7,8,2,14,7,4,5,1,3,3,1
9,22,0,0,1,0,0,2,0,1,1,4,2,1,0,0,1,2,2,2,0,1,0,0,2,0,9,24,0,0,0,0,0,0,1,0,2,0,1,2,0,2,2,0,3,2,3,2,2,1,1,0
11,32,0,0,0,0,0,1,2,2,0,3,1,2,5,4,1,4,0,2,2,0,1,2,0,0,11,32,0,1,0,0,0,0,0,0,0,2,2,1,1,4,3,4,1,4,3,1,0,1,2,2
12,151,1,1,0,1,0,3,1,5,15,12,8,12,9,13,4,5,10,10,10,11,10,5,5,0,12,145,0,0,1,0,1,0,4,1,5,7,10,9,15,8,15,8,6,12,5,9,8,6,6,8
13,274,4,0,0,0,1,3,8,15,14,24,20,21,22,24,23,21,10,20,18,8,8,4,4,2,13,243,0,6,0,0,1,1,2,5,10,14,14,16,16,18,21,21,19,10,12,17,11,10,12,6
14,15,0,0,0,0,0,2,0,0,1,1,2,1,2,1,0,0,1,2,0,0,1,0,1,0,14,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,1,1,0,1
15,18,0,0,0,0,0,0,1,1,1,0,2,1,0,4,1,0,1,1,5,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,4,0,1,4,0,0
16,13,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,1,0,1,1,1,0,0,16,16,0,1,0,0,0,0,0,0,0,1,2,0,4,2,1,0,1,1,1,0,0,0,2,0
17,510,2,1,0,0,2,2,4,3,13,15,20,33,40,49,45,45,42,42,36,43,36,20,12,5,17,550,0,2,1,0,0,0,12,9,17,32,48,43,63,46,49,44,38,40,29,28,26,13,9,0
18,82,0,1,0,0,1,3,2,5,8,2,4,7,8,4,3,4,6,4,6,6,6,1,1,0,18,81,0,1,0,1,0,0,2,1,4,3,4,11,2,8,8,6,5,3,6,3,5,3,4,1
19,60,1,2,0,0,2,0,3,5,3,2,3,3,6,3,1,3,3,5,3,3,3,2,4,0,19,60,0,2,0,0,0,1,0,3,4,3,5,3,2,7,1,1,3,2,4,6,5,2,4,2
20,55,2,1,1,1,1,0,3,1,3,3,2,3,6,5,5,3,3,5,3,1,2,0,1,0,20,60,0,0,1,0,0,0,0,1,3,3,5,6,7,0,4,6,2,4,3,2,6,3,3,0
21,62,2,0,0,0,0,1,1,1,3,1,6,5,6,10,4,3,3,7,2,1,4,1,1,0,21,52,0,1,0,0,0,0,1,1,4,5,3,6,9,4,2,2,4,2,2,2,2,2,0,0
22,30,0,0,0,0,0,0,0,0,0,3,3,2,5,3,4,2,3,1,2,1,1,0,0,0,22,35,0,0,0,0,0,0,0,1,3,3,2,3,3,1,4,3,3,0,1,1,1,3,2,1
23,60,0,0,0,0,0,0,1,1,3,7,7,11,1,6,5,5,2,2,4,2,2,1,0,0,23,54,0,0,0,0,0,0,1,4,1,5,9,4,6,3,3,4,4,2,3,4,1,0,0,0
24,59,1,0,0,0,0,1,2,2,1,0,4,2,10,5,4,4,3,3,6,5,3,1,1,1,24,65,0,0,0,0,0,0,0,3,1,4,6,4,2,8,6,2,4,2,4,7,4,6,0,2
25,161,0,0,1,0,2,2,3,8,5,5,8,15,12,14,10,16,16,7,5,10,8,8,5,1,25,163,0,1,0,0,0,1,1,1,9,13,10,19,15,15,17,10,8,9,9,10,3,6,3,3
26,70,0,0,0,0,1,1,2,3,7,2,7,2,3,5,8,3,4,5,7,3,2,4,1,0,26,70,0,2,0,1,0,1,0,1,2,1,1,6,7,3,4,5,5,6,9,1,8,2,4,1
27,192,3,3,4,0,0,0,4,7,15,10,17,9,14,12,12,11,10,15,7,10,13,9,5,2,27,198,0,3,0,1,1,0,0,4,9,10,5,10,13,14,13,14,18,13,14,15,12,15,10,3
28,27,0,0,0,0,0,1,0,0,1,1,2,4,3,0,2,1,4,2,3,2,0,0,1,0,28,27,0,0,0,0,0,0,0,1,1,2,4,8,1,3,1,2,0,1,1,1,0,0,0,0
29,17,0,0,0,0,0,0,0,1,0,1,0,1,2,1,2,2,1,1,0,1,3,1,0,0,29,16,0,0,0,0,0,0,1,0,0,0,1,3,2,1,2,0,1,2,1,0,1,1,0,0
30,211,4,0,0,0,0,3,5,8,14,17,16,24,16,15,14,14,9,15,14,11,5,6,1,0,30,195,0,2,1,1,0,0,3,2,5,7,17,10,17,19,14,13,12,15,13,9,8,7,11,8
31,108,1,3,0,0,0,0,7,1,12,8,7,11,6,9,9,7,4,4,7,6,3,2,0,1,31,98,0,0,0,0,0,0,0,1,6,7,8,7,4,5,6,9,7,4,12,7,4,6,1,4
32,44,1,1,0,0,0,1,0,1,1,3,9,4,1,3,2,4,2,3,3,2,1,1,1,0,32,43,0,0,1,0,0,0,1,2,0,3,1,5,2,3,5,4,4,3,0,2,3,1,2,1
33,85,0,1,0,0,0,0,1,2,4,6,2,10,8,2,7,7,8,8,3,4,3,4,4,1,33,88,0,0,0,1,0,0,1,2,2,3,3,6,12,7,4,5,7,6,12,3,4,3,3,2
34,64,2,0,0,0,0,0,1,4,4,5,8,5,9,1,9,2,3,6,2,1,2,0,0,0,34,56,0,1,0,0,0,1,2,1,3,5,4,5,3,3,2,3,3,1,4,7,3,1,2,1
35,50,0,0,0,0,1,0,0,2,3,4,1,5,4,4,2,7,2,4,1,3,1,4,2,0,35,56,0,0,0,0,0,0,1,0,0,5,5,2,6,5,4,2,5,3,3,3,2,4,3,2
36,122,0,0,0,0,0,2,2,7,5,4,14,14,14,9,7,11,7,8,4,6,3,2,2,1,36,136,0,2,2,0,0,0,1,4,5,2,12,11,11,12,8,10,12,9,13,6,4,7,1,2
37,179,2,0,0,0,1,3,5,12,13,19,16,18,19,14,8,11,7,6,3,7,9,5,1,0,37,182,0,1,0,2,0,0,1,3,4,10,13,16,16,18,13,11,18,10,12,10,9,6,3,3
38,236,6,2,0,0,2,2,2,11,9,23,16,21,15,18,17,12,17,15,12,8,11,5,8,4,38,225,0,2,0,0,0,1,1,3,9,13,14,14,19,17,16,16,12,19,14,10,14,11,11,8
39,106,0,0,0,0,0,1,3,3,4,3,10,12,9,8,12,8,10,3,3,8,2,4,2,1,39,117,0,1,0,0,0,1,2,2,8,4,13,6,7,18,12,8,5,13,4,3,5,3,1,0
40,154,1,0,0,0,0,2,6,3,8,12,12,18,15,13,9,17,6,3,15,10,2,1,1,0,40,153,0,3,0,1,0,0,3,3,2,7,8,14,15,11,18,17,15,9,10,4,4,3,3,2
41,135,2,0,0,0,1,4,5,7,5,10,13,13,10,10,4,6,9,7,5,6,9,5,4,0,41,154,0,2,2,0,1,1,2,4,7,6,6,13,11,11,11,8,11,9,13,9,12,7,7,1
42,48,0,1,1,0,2,1,2,0,2,6,4,2,6,2,1,4,3,3,3,1,2,1,1,0,42,39,0,1,0,0,0,0,0,0,0,2,2,3,2,1,3,6,3,2,3,1,3,2,3,2
43,66,1,0,1,0,1,1,4,5,5,3,7,4,7,6,5,2,2,4,1,4,0,2,1,0,43,63,0,0,0,0,0,2,0,1,2,3,2,5,5,10,5,5,4,3,0,4,3,3,3,2
44,18,0,0,0,0,0,1,0,3,3,1,1,2,0,0,0,0,2,1,2,2,0,0,0,0,44,20,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,1,2,3,3,1,3
45,72,0,1,0,0,0,1,1,0,1,3,3,6,11,6,1,4,8,5,6,4,6,4,1,0,45,70,0,0,0,0,0,0,0,2,1,9,3,5,5,5,9,6,4,4,4,7,0,1,3,2
46,26,0,1,0,0,0,0,2,1,1,4,1,1,3,3,1,2,2,1,0,1,1,1,0,0,46,27,0,1,0,0,0,0,1,1,1,2,1,1,1,3,4,0,2,1,1,0,3,1,2,1
47,58,0,0,0,0,0,2,2,2,0,9,3,6,5,7,3,0,1,4,2,1,2,6,3,0,47,52,0,0,0,0,0,0,0,1,4,2,7,2,4,1,3,3,1,5,7,2,2,5,2,1
48,157,2,0,0,0,1,0,5,3,5,8,8,14,9,17,19,7,4,8,2,9,13,7,13,3,48,181,0,0,0,0,0,0,8,11,9,14,8,22,23,16,11,11,5,7,6,10,4,6,3,6
