origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,136,6,1,21,17,3,20,62,3,3
2,278,10,12,40,46,6,30,129,1,4
3,305,6,13,26,72,9,18,149,0,12
4,32,1,0,3,1,1,5,21,0,0
5,55,6,1,7,5,0,10,22,2,2
6,16,0,0,1,2,0,7,6,0,0
7,31,3,0,7,5,0,7,9,0,0
8,92,4,1,5,25,0,5,51,0,1
9,22,2,1,6,2,0,6,5,0,0
10,1,0,0,0,0,0,0,1,0,0
11,32,1,0,8,5,0,3,14,1,0
12,151,7,0,32,21,2,30,59,0,0
13,274,14,4,63,32,3,32,116,7,3
14,15,0,0,5,2,0,5,3,0,0
15,18,0,1,3,3,0,4,7,0,0
16,13,0,1,1,4,1,0,6,0,0
17,510,7,20,27,187,14,22,221,1,11
18,82,5,1,18,12,3,12,27,1,3
19,60,7,3,5,11,0,9,20,3,2
20,55,3,2,7,9,3,9,22,0,0
21,62,3,4,6,14,3,6,25,1,0
22,30,2,1,2,6,1,1,15,0,2
23,60,2,1,7,8,0,6,31,2,3
24,59,3,6,10,6,0,13,16,1,4
25,161,8,6,31,9,0,25,77,3,2
26,70,4,3,12,2,1,13,30,3,2
27,192,11,8,30,37,4,20,74,3,5
28,27,1,2,2,8,0,0,12,0,2
29,17,0,0,0,3,0,0,13,0,1
30,211,8,3,57,26,6,28,82,0,1
31,108,8,5,19,12,2,27,31,1,3
32,44,2,1,9,7,0,9,13,1,2
33,85,2,1,11,21,0,15,33,0,2
34,64,2,0,12,15,0,13,18,1,3
35,50,1,2,13,6,1,8,18,0,1
36,122,6,0,34,17,0,29,33,1,2
37,179,12,5,47,17,2,36,56,3,1
38,236,11,13,42,31,2,24,104,0,9
39,106,5,3,12,14,1,8,54,1,8
40,154,6,6,28,20,3,20,65,1,5
41,135,3,6,32,12,3,36,36,4,3
42,48,5,4,10,7,1,6,13,0,2
43,66,5,2,12,4,0,16,26,0,1
44,18,0,1,8,0,0,5,4,0,0
45,72,1,5,6,19,0,7,27,1,6
46,26,0,0,5,6,0,4,11,0,0
47,58,3,2,11,10,1,12,17,1,1
48,157,8,7,12,15,4,9,94,5,3
49,197,9,20,18,45,3,16,77,0,9
50,95,1,2,29,10,1,16,30,1,5
51,33,1,0,7,4,1,9,10,1,0
52,34,3,0,6,3,0,10,12,0,0
53,204,14,7,40,24,4,41,68,2,4
54,198,8,8,24,59,3,15,76,2,3
55,121,6,9,19,19,1,25,39,2,1
56,23,0,0,6,2,0,11,4,0,0
57,20,0,1,3,1,0,3,9,1,2
58,11,0,0,5,0,1,3,2,0,0
59,87,4,0,25,8,0,24,24,0,2
60,99,7,3,23,13,2,20,31,0,0
61,43,2,1,8,3,1,2,25,1,0
62,39,1,5,7,6,1,5,13,0,1
63,119,10,5,14,13,0,8,64,0,5
64,350,7,14,29,103,4,29,147,2,15
65,87,3,7,20,15,1,13,26,1,1
66,39,1,2,6,4,2,11,13,0,0
67,135,6,6,24,23,1,24,46,1,4
68,154,2,4,23,34,3,13,72,0,3
69,51,2,0,17,2,0,21,9,0,0
70,124,10,2,29,3,3,25,51,1,0
71,80,7,3,18,7,1,14,28,0,2
72,101,10,4,27,10,1,19,25,1,4
73,91,6,1,27,8,0,21,26,1,1
74,56,5,0,21,4,1,14,10,0,1
75,178,9,7,53,19,1,20,64,0,5
76,49,1,2,4,11,0,8,14,2,7
77,115,5,0,25,12,0,15,57,0,1
78,94,3,2,37,7,1,16,25,0,3
79,21,1,2,4,4,0,5,3,0,2
80,32,1,2,6,2,1,4,14,1,1
81,121,8,7,17,23,2,19,38,4,3
82,129,7,2,25,7,4,26,56,0,2
83,2,0,0,0,0,0,0,2,0,0
84,84,2,1,14,8,1,28,30,0,0
85,40,5,0,7,6,0,10,12,0,0
86,312,17,2,70,32,3,64,112,5,7
87,127,4,6,30,18,0,29,32,3,5
88,216,12,10,60,37,3,26,65,1,2
89,196,4,11,38,32,1,21,84,1,4
90,137,4,10,28,10,1,17,61,3,3
91,91,4,2,21,8,1,26,25,0,4
92,54,3,0,10,13,0,7,20,0,1
93,120,8,4,31,19,1,13,36,1,7
94,27,0,3,4,3,3,3,11,0,0
95,94,7,6,21,18,4,9,27,1,1
96,87,7,6,20,8,0,13,29,0,4
97,58,3,1,20,5,2,10,17,0,0
98,11,1,1,1,1,0,0,7,0,0
99,64,5,1,19,8,0,7,22,0,2
100,137,10,7,33,19,2,20,41,1,4
101,42,0,1,7,9,1,8,13,1,2
102,80,3,4,9,12,3,5,40,2,2
103,86,1,2,8,24,0,9,42,0,0
104,22,1,2,1,4,1,5,8,0,0
105,75,5,2,12,17,1,7,23,1,7
106,66,2,3,2,14,4,6,31,0,4
107,16,0,1,4,2,1,0,6,0,2
108,158,3,4,19,38,2,8,75,3,6
109,135,7,3,28,24,3,19,48,0,3
110,90,1,5,27,2,1,19,30,2,3
111,121,9,4,40,15,0,16,36,0,1
112,265,11,5,81,40,3,36,85,0,4
113,4,0,0,0,0,0,4,0,0,0
114,67,3,1,14,7,0,12,24,3,3
115,93,2,1,32,1,5,21,27,2,2
116,43,3,1,13,4,0,12,10,0,0
117,186,5,4,56,27,0,21,69,2,2
118,130,7,3,31,21,3,20,39,2,4
119,104,3,10,24,19,1,15,27,2,3
120,185,7,9,30,47,1,21,64,1,5
121,38,2,4,3,8,0,4,16,1,0
122,54,2,2,14,9,2,8,15,0,2
123,81,2,3,16,16,2,9,30,1,2
124,267,8,11,48,44,5,22,123,1,5
125,293,5,15,10,110,8,13,128,0,4
126,469,4,20,27,178,8,19,203,0,10
127,112,6,0,31,16,1,15,42,0,1
128,159,2,5,10,66,1,10,61,1,3
129,59,3,0,13,5,0,8,29,0,1
130,58,3,6,3,16,1,3,26,0,0
