origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,138,12,6,28,12,9,19,47,3,2
2,260,40,11,40,43,5,18,92,5,6
3,346,23,35,35,52,23,16,130,5,27
4,24,4,1,2,0,0,6,10,1,0
5,48,9,2,8,2,1,9,13,1,3
6,22,1,0,5,4,2,1,8,0,1
7,47,10,3,5,1,0,10,10,3,5
8,93,5,8,5,24,8,8,27,2,6
9,22,2,2,4,2,0,5,2,2,3
10,1,0,0,0,0,0,0,1,0,0
11,40,5,3,10,3,0,3,15,0,1
12,161,26,1,32,13,2,38,47,0,2
13,222,37,7,38,21,8,27,74,4,6
14,22,3,3,0,4,0,2,6,1,3
15,11,1,0,4,1,0,2,3,0,0
16,4,0,1,0,0,0,0,3,0,0
17,331,12,31,24,94,13,14,120,1,22
18,119,12,11,23,11,4,15,29,3,11
19,93,9,9,5,9,3,15,32,4,7
20,54,4,5,9,8,0,6,21,0,1
21,55,0,4,9,8,1,3,26,0,4
22,28,3,1,0,7,2,4,9,1,1
23,35,2,5,2,9,1,1,11,2,2
24,57,8,1,10,6,3,9,17,1,2
25,149,22,8,22,11,2,22,52,3,7
26,82,9,5,11,4,4,6,32,2,9
27,208,31,22,26,28,5,13,65,1,17
28,11,0,0,0,4,2,0,3,0,2
29,11,0,1,1,0,0,1,5,0,3
30,201,29,10,44,18,5,20,62,1,12
31,140,22,8,24,12,7,10,46,3,8
32,76,4,13,15,6,4,9,13,1,11
33,109,9,11,14,18,3,11,28,5,10
34,66,5,6,11,13,4,13,10,2,2
35,59,4,2,10,7,2,9,17,5,3
36,123,25,4,30,9,4,22,25,2,2
37,259,34,25,43,31,8,24,66,3,25
38,408,18,75,45,43,10,29,129,6,53
39,246,19,45,12,33,6,16,65,6,44
40,194,18,18,33,22,6,24,57,3,13
41,138,18,11,31,10,6,18,41,2,1
42,73,12,8,12,1,5,9,21,1,4
43,85,6,7,13,12,3,11,22,4,7
44,54,1,11,8,7,1,6,12,1,7
45,92,1,11,9,17,8,2,32,2,10
46,28,1,5,4,2,1,3,10,1,1
47,90,12,13,7,16,3,9,15,1,14
48,172,9,11,13,11,3,8,88,14,15
49,336,11,64,13,61,15,15,105,6,46
50,107,14,10,17,15,2,13,27,1,8
51,46,4,4,9,5,2,9,13,0,0
52,49,6,1,5,6,3,12,15,0,1
53,183,27,13,22,24,8,37,44,3,5
54,184,17,11,30,35,10,23,43,4,11
55,143,20,17,25,9,2,24,31,8,7
56,17,0,2,0,2,1,3,3,4,2
57,12,0,3,0,2,1,2,3,1,0
58,22,0,0,1,2,2,6,11,0,0
59,107,20,4,17,17,1,13,32,1,2
60,116,20,2,18,14,2,15,43,0,2
61,38,1,5,3,5,0,5,15,0,4
62,46,3,12,2,6,0,0,18,0,5
63,189,13,37,17,23,3,12,60,4,20
64,384,23,39,17,86,26,24,139,6,24
