origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,114,21,3,25,9,6,21,26,0,3
2,238,34,13,34,44,12,18,74,1,8
3,284,13,26,29,53,12,13,106,5,27
4,18,2,1,2,1,0,5,5,2,0
5,58,10,1,9,14,2,8,12,0,2
6,29,2,4,2,3,1,5,9,2,1
7,31,6,2,5,5,1,4,6,0,2
8,79,4,7,1,17,6,7,26,5,6
9,15,1,1,3,2,0,3,4,0,1
10,1,0,0,0,0,0,0,0,1,0
11,30,2,1,6,2,1,5,10,1,2
12,131,23,2,30,10,3,22,35,4,2
13,237,40,5,44,27,5,35,74,2,5
14,27,5,7,2,3,1,1,7,1,0
15,15,1,1,5,2,0,3,2,0,1
16,5,0,0,2,1,0,1,1,0,0
17,346,13,33,17,103,23,19,126,2,10
18,113,6,14,15,13,4,18,32,2,9
19,112,7,13,14,13,1,22,25,9,8
20,50,4,3,6,8,0,12,15,0,2
21,56,4,1,4,14,4,5,23,0,1
22,39,3,6,2,6,4,1,14,0,3
23,32,2,5,7,2,3,5,5,1,2
24,48,6,3,11,2,0,10,12,1,3
25,128,24,8,27,11,3,18,33,1,3
26,76,7,8,9,13,2,8,23,3,3
27,223,21,22,26,28,5,22,80,3,16
28,9,0,1,1,4,0,0,3,0,0
29,10,0,0,0,1,2,0,5,0,2
30,180,36,8,38,22,7,17,43,0,9
31,141,20,14,27,12,10,18,35,0,5
32,54,7,7,9,4,4,6,8,0,9
33,107,5,7,8,22,4,15,32,3,11
34,57,6,8,8,11,4,6,12,1,1
35,53,6,6,9,3,3,7,18,1,0
36,142,30,2,31,16,3,24,31,2,3
37,240,39,21,49,17,7,20,55,5,27
38,370,23,64,45,56,12,25,104,9,32
39,230,7,54,10,34,7,6,61,6,45
40,185,15,22,23,21,11,19,54,2,18
41,126,24,9,26,5,5,26,26,3,2
42,57,10,7,3,6,2,9,10,5,5
43,95,12,17,17,6,3,7,24,1,8
44,44,3,7,4,6,1,8,7,0,8
45,98,2,19,7,23,3,4,27,4,9
46,35,5,5,3,4,3,4,10,0,1
47,94,7,18,9,11,4,3,19,5,18
48,139,13,17,11,10,6,17,44,12,9
49,346,14,68,19,72,18,19,80,7,49
50,92,9,11,17,4,3,12,23,1,12
51,29,5,2,4,4,3,4,6,0,1
52,24,5,1,2,4,1,4,7,0,0
53,198,26,8,30,26,4,41,44,16,3
54,162,22,8,23,30,6,22,46,1,4
55,121,16,15,18,8,4,25,15,8,12
56,13,2,0,2,2,1,2,3,1,0
57,23,1,1,0,0,0,6,9,5,1
58,9,0,0,0,0,2,3,4,0,0
59,109,18,5,24,7,1,22,24,1,7
60,105,19,3,27,9,4,18,22,0,3
61,35,3,3,4,4,0,4,15,0,2
62,55,5,7,7,6,3,3,18,0,6
63,190,18,44,14,16,2,13,54,3,26
64,387,24,34,20,103,17,20,143,6,20
65,149,8,19,26,26,6,19,32,4,9
66,36,4,0,5,4,1,7,12,1,2
67,279,16,33,21,59,9,36,78,5,22
68,122,17,18,16,17,6,11,24,1,12
69,69,11,2,15,3,2,22,12,1,1
70,118,26,1,22,8,5,21,33,0,2
71,188,8,42,21,19,6,16,47,3,26
72,111,22,8,18,11,4,18,22,1,7
73,165,17,22,35,12,7,15,35,5,17
74,71,16,3,21,5,2,9,9,1,5
75,247,20,23,38,50,13,23,58,4,18
76,79,1,11,5,10,1,7,34,4,6
77,97,21,3,14,7,4,17,30,0,1
78,99,26,3,15,6,1,16,26,2,4
79,37,3,7,2,6,1,3,10,0,5
80,32,5,5,2,5,3,0,12,0,0
81,104,15,4,15,20,7,18,19,3,3
82,160,19,6,17,12,7,39,48,6,6
83,1,0,0,0,0,0,0,1,0,0
84,92,14,1,17,7,5,15,28,1,4
85,45,8,3,6,2,1,5,18,1,1
86,264,64,6,48,18,7,44,66,7,4
87,189,13,19,25,39,8,16,48,6,15
88,237,44,15,48,30,11,16,60,3,10
89,257,24,25,35,45,12,21,80,3,12
90,131,14,10,21,18,5,12,45,4,2
91,94,8,13,12,17,3,12,25,0,4
92,56,8,5,11,10,0,7,11,1,3
93,139,25,14,16,13,4,14,38,3,12
94,16,3,3,0,1,0,1,5,0,3
95,123,13,16,23,20,4,10,21,7,9
96,88,12,11,13,15,3,10,17,4,3
97,69,8,1,20,10,0,7,19,0,4
