origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,136,1,0,0,0,0,3,10,6,15,9,8,12,14,10,5,9,7,7,3,6,2,4,4,1,1,139,0,1,0,0,0,0,4,7,5,7,4,11,11,11,5,8,5,15,16,8,7,4,8,2
2,272,0,0,0,0,0,3,14,19,24,21,20,19,18,17,13,15,20,25,14,10,10,6,3,1,2,252,0,0,0,0,0,2,5,5,14,17,15,12,10,17,16,24,27,23,25,18,9,5,6,1
3,317,0,0,0,0,0,8,17,13,15,16,19,30,23,26,21,26,26,25,23,11,7,7,2,2,3,316,0,0,0,0,0,0,8,16,20,25,25,24,18,20,19,19,32,10,31,11,9,12,11,4
4,23,0,0,0,0,2,2,0,2,0,3,1,2,0,0,3,1,0,2,1,2,1,1,0,0,4,23,0,0,0,0,0,1,0,0,4,1,1,0,2,3,1,0,1,2,2,0,2,0,2,1
5,54,1,0,0,0,2,1,1,6,4,1,2,2,6,4,2,5,3,3,5,2,1,2,1,0,5,55,0,0,0,0,0,1,2,2,3,3,3,3,4,5,3,0,2,5,3,3,5,4,2,2
6,24,0,0,0,0,1,0,1,1,1,0,3,2,1,4,0,0,4,4,1,0,0,1,0,0,6,29,0,0,0,0,0,0,0,1,2,3,1,2,5,2,2,2,1,2,4,0,0,1,1,0
7,39,0,0,0,0,0,2,3,3,2,3,5,3,1,2,2,0,3,2,2,2,2,1,0,1,7,36,0,0,0,0,0,0,1,1,0,2,0,2,4,1,6,1,1,2,5,3,4,2,0,0
8,88,1,0,0,0,1,1,2,2,5,4,8,5,8,5,8,6,8,8,6,3,1,3,2,1,8,90,0,0,0,0,0,0,4,3,6,9,10,9,8,8,6,6,3,4,4,0,3,2,4,1
9,32,0,0,0,0,1,1,0,0,3,1,3,0,2,4,3,2,3,5,1,0,1,1,1,0,9,29,0,0,0,0,0,1,0,0,2,1,2,0,4,2,4,2,2,2,3,1,1,0,1,0
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11,28,0,0,0,0,0,0,3,1,4,1,3,3,1,1,1,5,2,1,0,0,2,0,0,0,11,27,0,0,0,0,0,0,0,1,3,5,2,2,1,0,1,2,2,1,1,1,2,2,1,0
12,157,1,0,0,1,3,10,13,15,15,12,7,11,10,6,10,6,3,11,4,4,7,4,1,3,12,154,0,2,0,0,0,2,2,3,3,8,12,7,10,10,8,9,16,9,16,9,8,8,5,4
13,240,1,0,0,0,0,9,21,18,16,28,21,18,14,13,9,13,14,15,8,9,5,5,2,1,13,223,0,1,0,0,0,0,5,9,7,7,16,10,13,13,21,22,21,16,19,13,15,4,6,4
14,17,0,0,0,0,0,1,1,0,2,3,1,0,3,0,0,2,2,0,0,1,1,0,0,0,14,17,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,2,1,3,2,1,1,0,0,0
15,14,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,15,10,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,2,1,0,1,1,0,0
16,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,1,1,0,0,16,10,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,2,2,0,0,0,0
17,319,0,0,0,0,1,3,6,10,10,10,10,23,24,28,21,27,30,39,19,20,20,13,3,2,17,343,0,1,0,0,0,1,3,15,24,20,29,19,31,19,26,26,20,30,27,25,9,9,6,3
18,102,0,0,0,0,1,1,6,8,6,9,4,5,7,6,6,8,15,11,6,0,1,1,0,1,18,106,0,0,0,1,0,3,4,6,9,9,9,4,3,7,6,9,4,6,8,5,3,4,2,3
19,93,0,0,1,0,0,2,4,5,4,4,7,7,5,10,4,5,6,9,4,4,4,5,3,0,19,80,0,0,0,0,0,1,5,4,9,8,4,6,4,5,7,3,2,2,4,4,5,2,3,2
20,61,0,1,0,0,1,1,1,5,3,3,6,3,6,2,6,4,5,0,4,4,4,0,1,1,20,64,0,1,0,0,0,0,3,2,4,2,5,5,4,5,5,3,5,4,4,4,1,3,2,1
21,63,0,0,0,0,0,1,1,2,3,9,2,5,4,5,3,4,2,8,4,1,3,4,2,0,21,56,0,0,0,0,0,0,1,6,3,4,3,5,5,3,4,0,4,7,2,2,0,4,1,0
22,40,0,0,2,0,0,0,2,1,3,3,1,3,2,2,3,3,4,1,3,2,3,1,1,0,22,35,0,0,0,0,0,0,2,4,5,3,2,1,2,0,2,2,2,2,1,2,3,1,0,1
23,41,0,0,0,0,0,1,2,2,5,3,1,3,2,3,2,4,4,4,3,2,0,0,0,0,23,40,0,0,0,0,0,0,1,0,4,8,1,4,3,1,4,2,5,2,4,0,0,0,0,1
24,63,0,1,0,0,0,2,4,4,1,3,3,4,5,6,6,3,5,4,4,4,2,1,1,0,24,60,0,0,0,0,0,0,1,4,3,2,2,4,5,7,4,6,7,5,4,1,2,1,1,1
25,230,0,0,0,0,1,7,8,17,4,11,15,10,11,18,12,29,21,18,7,3,11,11,13,3,25,283,0,0,0,0,0,1,9,13,14,15,25,27,32,17,21,21,20,14,15,7,11,3,10,5
26,134,0,0,0,0,0,2,7,8,3,4,7,5,9,6,14,18,7,7,5,3,12,6,9,2,26,94,0,0,0,0,0,0,2,2,5,7,4,3,8,8,9,10,5,7,7,4,5,4,3,1
27,226,0,0,0,0,1,3,8,17,19,7,10,11,12,13,19,11,22,22,24,9,7,4,6,1,27,244,0,1,1,0,0,0,0,8,19,17,10,17,16,23,12,17,20,19,17,15,11,11,6,3
