origin_zone,total,HW,WH,HO,OH,OW,HH,OO,WW,WO
1,153,15,2,25,20,4,19,63,0,5
2,313,41,15,36,55,10,21,123,2,10
3,351,20,24,29,49,16,23,158,8,24
4,35,5,1,2,1,0,4,19,2,1
5,69,6,3,8,10,2,11,21,3,5
6,20,3,1,5,1,1,2,6,0,1
7,34,6,0,4,6,1,4,12,0,1
8,108,6,8,5,23,8,8,43,2,5
9,19,1,2,1,1,2,4,3,3,2
10,1,0,0,0,0,0,0,1,0,0
11,46,4,2,12,0,1,7,14,2,4
12,146,18,2,32,8,5,30,49,0,2
13,229,33,6,61,22,9,28,68,0,2
14,18,1,3,2,2,1,2,4,2,1
15,25,2,2,5,2,0,5,8,1,0
16,8,0,0,0,4,0,0,4,0,0
17,427,15,32,15,131,19,17,170,2,26
18,122,8,13,19,13,2,17,45,2,3
19,110,10,12,7,15,2,21,40,2,1
20,51,7,1,3,14,0,3,23,0,0
21,65,0,2,4,16,4,3,33,0,3
22,45,0,3,5,14,1,1,15,1,5
23,47,4,5,8,4,3,6,9,4,4
24,46,6,1,9,8,1,6,14,0,1
25,246,24,7,32,9,3,18,149,2,2
26,116,5,5,12,10,2,4,68,0,10
27,263,25,33,37,42,11,22,77,2,14
28,24,0,3,1,11,0,0,9,0,0
29,16,0,3,1,0,0,2,5,2,3
30,219,28,14,53,21,5,34,54,2,8
31,119,18,8,27,6,1,16,34,2,7
32,70,13,5,11,6,2,6,19,1,7
33,134,5,10,16,25,4,20,43,1,10
34,67,8,4,17,16,1,4,13,0,4
35,61,3,3,15,8,3,7,17,0,5
36,133,28,2,41,10,1,26,23,0,2
37,279,31,24,42,21,8,41,79,7,26
38,355,24,53,37,46,11,23,118,6,37
39,264,12,51,16,25,3,21,84,9,43
40,198,21,23,21,25,11,10,67,2,18
41,142,25,5,26,10,6,16,45,3,6
42,65,10,6,8,4,3,8,19,2,5
43,85,9,13,11,10,2,12,21,1,6
44,53,3,5,8,8,1,6,13,1,8
45,122,3,16,11,24,3,14,37,4,10
46,29,4,4,2,5,1,1,7,1,4
47,113,10,17,9,19,7,10,24,1,16
48,385,17,9,13,32,5,13,275,14,7
49,382,10,66,13,71,17,19,129,7,50
50,88,12,11,18,4,1,12,23,2,5
51,33,5,1,5,5,1,7,8,1,0
52,46,6,2,10,5,4,6,9,2,2
53,214,28,12,33,34,5,35,59,5,3
54,192,28,11,28,36,6,21,52,3,7
55,149,11,17,19,7,8,22,44,7,14
56,26,1,1,1,1,1,5,14,0,2
57,12,1,1,2,0,0,4,3,1,0
58,26,0,0,3,2,0,1,20,0,0
59,112,14,5,24,10,2,16,39,0,2
60,109,14,3,24,7,3,17,38,2,1
61,40,3,2,8,3,4,3,13,0,4
62,51,3,7,7,6,3,3,19,1,2
63,217,15,38,11,29,6,15,67,8,28
64,442,16,42,29,118,22,22,152,9,32
65,151,15,11,18,30,4,16,40,2,15
66,38,7,3,5,5,2,4,12,0,0
67,201,8,30,14,43,8,20,53,6,19
68,141,15,6,15,30,5,16,43,2,9
69,59,5,3,6,2,4,17,16,3,3
70,133,14,2,25,14,6,19,50,1,2
71,159,13,25,17,12,2,13,49,4,24
72,115,16,8,27,9,5,17,20,1,12
73,152,20,16,31,20,2,21,27,1,14
74,68,15,4,17,5,1,12,10,1,3
75,175,25,14,47,17,3,15,40,1,13
76,80,2,16,2,10,3,4,26,5,12
77,127,18,0,30,4,4,16,53,1,1
78,94,17,4,18,16,4,15,16,1,3
79,29,1,3,7,0,2,0,10,1,5
80,58,2,0,5,8,4,3,31,0,5
81,117,16,4,24,14,6,10,34,3,6
82,172,20,9,28,9,10,29,58,4,5
83,1,1,0,0,0,0,0,0,0,0
84,86,10,2,17,4,1,16,30,3,3
85,44,5,2,7,4,1,10,14,0,1
86,288,49,6,58,14,9,56,90,2,4
87,182,12,11,29,39,7,18,52,4,10
88,243,40,10,53,28,7,24,63,5,13
89,286,21,19,32,35,9,30,112,7,21
90,177,14,8,26,10,8,18,87,0,6
91,98,3,10,25,6,3,12,33,1,5
92,70,10,4,10,10,3,6,16,1,10
93,154,22,11,35,19,7,18,32,3,7
94,47,3,4,4,6,3,2,12,3,10
95,125,17,10,19,15,6,15,32,1,10
96,104,16,10,21,9,1,12,27,1,7
97,66,14,3,14,6,3,8,14,2,2
98,22,1,0,4,0,0,5,7,2,3
99,145,10,26,22,20,3,17,25,3,19
100,158,24,6,25,24,8,17,38,3,13
101,56,6,9,9,12,2,5,9,2,2
102,100,5,14,10,12,4,9,33,2,11
103,127,9,11,8,21,7,6,55,1,9
104,14,3,2,1,3,0,0,5,0,0
105,180,6,27,7,25,10,11,58,2,34
106,132,2,15,6,25,6,5,52,4,17
107,27,1,2,0,6,1,2,8,5,2
108,250,11,40,18,55,9,19,61,4,33
109,126,17,6,23,26,3,14,27,4,6
110,110,16,10,23,9,1,15,27,1,8
111,114,20,6,30,14,3,20,18,0,3
112,369,44,21,95,43,10,33,98,3,22
113,3,2,0,0,0,0,0,1,0,0
114,82,9,5,12,1,4,9,38,3,1
115,130,18,9,32,5,3,24,36,1,2
116,54,13,1,13,1,3,9,12,2,0
117,226,27,10,41,20,4,38,74,2,10
118,153,22,3,31,27,7,13,43,3,4
119,109,12,6,21,13,1,25,25,0,6
120,207,16,17,34,48,2,27,45,7,11
121,41,3,6,4,8,1,7,10,0,2
122,125,10,17,19,18,2,20,30,1,8
123,81,10,3,14,14,2,13,25,0,0
124,366,31,23,39,52,18,17,151,8,27
125,286,15,18,18,85,15,9,113,2,11
126,299,11,18,21,110,10,13,86,2,28
127,179,26,13,35,19,5,14,44,4,19
128,136,10,11,10,37,6,3,48,4,7
129,58,7,3,7,6,1,8,19,3,4
130,112,5,12,11,33,5,9,33,1,3
131,53,7,5,9,3,1,7,14,1,6
132,42,2,5,5,7,1,7,12,2,1
133,115,2,17,12,29,5,11,27,3,9
134,16,1,2,1,1,3,0,6,0,2
135,65,5,2,9,18,2,9,19,0,1
136,290,43,17,73,25,6,36,68,7,15
137,171,30,4,54,13,3,22,33,3,9
138,14,0,0,6,0,0,3,5,0,0
139,72,14,3,14,7,0,16,15,1,2
140,104,18,1,25,11,0,18,29,1,1
141,195,36,5,41,24,4,22,58,3,2
142,116,13,2,23,4,5,20,45,2,2
