origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,149,0,0,0,0,1,5,8,10,12,14,13,9,13,5,5,9,11,10,9,5,4,3,3,0,1,145,0,1,0,0,0,0,2,5,4,8,9,7,4,8,12,8,17,17,9,8,8,12,4,2
2,252,0,0,0,0,1,4,12,17,21,17,15,23,20,15,17,17,11,16,18,13,4,8,2,1,2,271,0,2,0,0,0,0,4,10,8,15,15,20,19,15,18,21,22,27,22,17,11,14,5,5
3,329,0,0,0,0,0,7,14,17,20,15,22,28,24,22,23,24,31,21,22,15,11,12,0,1,3,322,0,2,0,1,0,0,6,17,26,20,21,31,27,21,21,23,19,21,17,23,9,7,8,2
4,22,0,1,0,0,0,0,3,3,3,1,1,1,2,0,1,2,2,1,0,1,0,0,0,0,4,21,0,0,0,0,0,0,0,1,2,3,1,0,1,2,0,2,3,1,3,1,0,1,0,0
5,71,1,0,1,0,2,2,3,6,5,4,4,6,2,3,2,5,4,5,6,5,2,1,2,0,5,63,0,1,1,0,0,2,1,4,6,6,3,4,0,2,1,1,3,5,6,4,5,5,2,0
6,24,0,0,0,1,0,1,0,1,2,3,1,0,1,3,1,1,2,2,2,0,0,3,0,0,6,22,0,0,0,0,0,0,3,0,2,0,1,1,2,2,2,2,1,2,0,0,1,1,2,0
7,26,0,0,0,0,0,1,0,2,1,1,4,1,1,1,0,0,3,4,2,1,1,2,0,1,7,28,0,0,0,0,0,0,0,0,1,1,1,1,2,0,4,2,2,2,2,5,3,0,1,1
8,106,0,0,0,0,0,2,1,4,4,7,3,7,8,7,10,6,12,16,5,6,4,3,1,0,8,112,0,0,0,0,0,0,3,3,12,3,10,10,14,9,4,3,10,9,7,3,5,4,3,0
9,23,0,0,0,0,1,0,1,0,4,1,3,1,0,2,2,2,1,2,0,0,2,0,1,0,9,27,0,2,0,0,0,1,0,0,3,0,2,2,1,1,2,3,1,4,3,0,0,1,1,0
11,40,0,0,0,0,0,1,4,4,3,1,4,5,1,2,2,3,0,2,3,2,0,3,0,0,11,43,0,0,0,0,0,0,0,2,2,3,0,6,4,4,2,2,2,7,2,1,2,0,4,0
12,146,3,0,0,0,3,6,15,12,7,10,10,7,10,6,13,4,6,8,3,6,6,6,5,0,12,137,0,1,1,0,0,2,2,3,8,7,8,8,10,7,8,10,4,11,12,13,4,6,8,3
13,268,2,0,0,0,1,5,16,29,23,22,17,15,14,9,18,15,13,20,20,12,11,5,1,0,13,269,0,1,0,0,0,1,3,7,10,8,20,15,15,17,22,18,20,25,22,22,16,12,10,5
14,31,0,0,0,0,0,2,1,1,2,3,1,0,2,0,0,3,6,1,1,1,4,1,2,0,14,29,0,0,0,0,0,0,2,1,4,3,2,0,5,2,3,1,0,2,2,1,1,0,0,0
15,14,0,0,0,0,0,2,0,1,0,1,0,1,0,1,1,0,2,1,3,0,0,1,0,0,15,16,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,1,2,2,0,3,0,0
16,8,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,16,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0
17,346,0,0,0,0,0,2,6,11,16,8,12,23,38,23,24,28,32,15,31,21,30,14,10,2,17,353,0,1,0,0,0,1,7,16,24,18,27,25,32,29,19,25,22,27,30,12,17,8,8,4
18,120,1,1,0,0,1,3,9,10,5,2,11,8,8,5,6,10,9,12,7,3,5,4,0,0,18,113,0,2,0,0,0,2,4,5,7,8,6,11,8,7,6,6,7,4,6,7,4,7,5,1
19,81,1,1,0,0,2,1,3,5,3,3,6,5,4,3,7,7,8,3,8,5,2,4,0,0,19,82,0,1,0,0,0,1,4,7,7,5,5,4,4,7,2,6,2,5,3,10,4,0,3,2
20,68,1,0,0,0,0,1,4,1,8,5,8,3,5,2,6,6,5,4,1,0,3,3,2,0,20,67,0,0,0,0,1,0,2,5,7,6,1,5,3,4,2,6,4,4,4,2,1,5,4,1
21,58,0,0,0,0,0,2,3,1,2,2,4,3,5,6,3,4,9,5,2,4,2,0,1,0,21,50,0,0,0,0,0,1,1,2,3,3,2,7,4,2,2,3,7,5,2,2,1,1,2,0
22,48,1,0,0,0,0,0,2,0,2,1,7,3,2,4,5,7,6,2,1,1,2,1,1,0,22,44,0,0,0,0,0,0,1,1,5,4,3,4,4,2,2,1,6,2,3,4,0,0,1,1
23,52,0,0,0,0,0,0,1,3,4,3,5,2,4,2,2,4,8,7,0,2,4,1,0,0,23,54,0,0,0,0,0,0,0,2,4,6,3,3,1,5,2,3,6,7,4,1,2,4,1,0
24,70,0,0,0,0,0,1,4,4,5,5,3,3,4,5,5,3,4,4,5,3,4,7,1,0,24,72,0,0,0,0,0,0,2,3,3,3,4,1,4,7,7,6,6,6,7,5,2,3,3,0
25,170,0,0,0,0,0,4,8,11,10,6,4,5,12,19,12,7,11,12,5,9,14,18,3,0,25,155,0,2,0,1,0,0,6,7,7,6,11,13,7,10,10,14,13,9,12,4,9,7,5,2
26,69,1,0,0,0,0,0,5,2,4,4,10,7,5,2,2,6,4,4,1,5,5,1,1,0,26,68,0,0,0,0,0,0,1,2,4,4,3,5,4,6,9,2,4,3,9,4,3,3,2,0
27,235,4,0,2,0,1,2,10,16,13,15,15,10,18,14,12,15,25,11,16,12,13,8,2,1,27,256,0,0,2,1,0,0,5,5,10,15,14,16,17,17,10,14,19,30,25,19,15,13,8,0
28,11,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,1,1,2,0,0,0,28,13,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0
29,11,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,1,1,0,1,0,0,29,14,0,0,0,0,0,0,1,0,1,0,1,2,1,2,1,0,0,1,1,1,0,2,0,0
30,208,0,0,0,1,1,9,13,15,21,10,17,9,13,13,11,12,15,11,14,8,8,4,3,0,30,205,0,1,0,0,0,0,2,7,10,9,8,11,11,15,12,22,11,20,18,18,13,7,6,4
31,109,0,0,0,0,1,1,11,10,7,8,3,6,7,7,6,13,6,10,5,3,1,2,1,1,31,110,0,0,0,0,0,1,3,5,6,4,5,5,3,5,6,6,10,10,6,11,10,7,4,1
32,62,0,0,0,0,0,2,4,3,3,4,2,4,5,2,1,6,6,4,5,3,6,1,1,0,32,61,0,1,0,0,0,0,3,6,2,5,5,2,4,4,5,1,3,3,3,4,3,4,2,1
33,111,2,1,0,0,0,3,4,4,5,1,3,8,10,8,9,14,12,8,7,4,4,3,1,0,33,112,0,3,0,0,0,0,3,5,11,15,7,5,12,5,6,11,4,6,6,4,5,2,1,1
34,50,0,0,0,0,1,0,4,9,3,1,1,2,3,4,2,4,1,9,3,1,1,1,0,0,34,47,0,0,0,0,0,1,1,2,5,1,1,1,4,1,3,5,5,5,5,3,2,0,0,2
35,61,1,0,0,0,0,0,2,4,6,3,2,5,1,2,3,6,5,6,1,4,4,3,2,1,35,62,0,0,0,0,0,0,0,3,4,2,6,2,3,2,6,4,5,4,4,5,5,5,0,1
36,131,1,0,0,0,1,6,12,13,12,7,8,9,6,9,8,2,13,7,5,4,6,1,1,0,36,125,0,0,0,0,0,1,4,5,7,4,6,4,6,6,14,8,3,14,12,11,6,10,1,3
