Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
2,4000,4000,3,Thu,Inbound Commuter,OH,244.23,0,1
28,4000,4000,3,Thu,Short Term Visitor,OH,987.29,1,2
30,4000,4000,3,Thu,Short Term Visitor,OH,2207.28,0,1
85,4000,4000,3,Thu,Short Term Visitor,WH,114.73,3,4
90,4000,4000,3,Thu,Short Term Visitor,OH,454.26,4,5
159,4000,4000,3,Thu,Short Term Visitor,WH,1333.51,0,1
164,4000,4000,3,Thu,Long Term Visitor,OO,1029.14,0,1
208,4000,4000,3,Thu,Inbound Commuter,OH,67.65,2,3
223,4000,4000,3,Thu,Short Term Visitor,OH,500.59,2,3
270,4000,4000,3,Thu,Short Term Visitor,OO,494.59,0,1
295,4000,4000,3,Thu,Short Term Visitor,HH,1331.36,0,1
366,4000,4000,3,Thu,Short Term Visitor,OH,378.0,3,4
367,4000,4000,3,Thu,Inbound Commuter,HH,180.13,0,1
383,4000,4000,3,Thu,Short Term Visitor,WH,252.39,1,2
422,4000,4000,3,Thu,Inbound Commuter,OH,22.89,1,2
462,4000,4000,3,Thu,Short Term Visitor,WH,184.36,4,5
499,4000,4000,3,Thu,Short Term Visitor,WH,347.2,2,3
508,4000,4000,3,Thu,Short Term Visitor,WW,44.05,0,1
728,4000,4000,3,Thu,Short Term Visitor,HW,167.91,0,1
1083,4000,4000,3,Thu,Resident Worker,OO,42.0,0,1
1365,4000,4000,3,Thu,Inbound Commuter,HW,20.47,0,1
1366,4000,4000,3,Thu,Inbound Commuter,WH,20.47,0,1
1493,4000,4000,3,Thu,Long Term Visitor,HO,50.84,0,1
1682,4000,4000,3,Thu,Short Term Visitor,HO,120.13,0,1
2014,4000,4000,3,Thu,Resident Worker,HH,25.54,0,1
2084,4000,4000,3,Thu,Short Term Visitor,HW,5491.68,10,11
2085,4000,4000,3,Thu,Short Term Visitor,WH,4608.54,20,21
2106,4000,4000,3,Thu,Long Term Visitor,OO,16299.22,18,19
2119,4000,4000,3,Thu,Short Term Visitor,OO,4934.07,6,7
2133,4000,4000,3,Thu,Short Term Visitor,WO,6670.02,15,16
2145,4000,4000,3,Thu,Short Term Visitor,HH,14535.06,7,8
2168,4000,4000,3,Thu,Long Term Visitor,OO,24389.84,11,12
2169,4000,4000,3,Thu,Long Term Visitor,OO,18410.69,17,18
2218,4000,4000,3,Thu,Resident Worker,OO,461.55,13,14
2238,4000,4000,3,Thu,Short Term Visitor,WO,4814.15,18,19
2253,4000,4000,3,Thu,Short Term Visitor,HO,14971.26,7,8
2254,4000,4000,3,Thu,Short Term Visitor,OH,541.49,7,8
2255,4000,4000,3,Thu,Short Term Visitor,HW,2746.84,13,14
2256,4000,4000,3,Thu,Short Term Visitor,WH,9094.19,15,16
2257,4000,4000,3,Thu,Short Term Visitor,HO,6128.85,18,19
2258,4000,4000,3,Thu,Short Term Visitor,OH,8600.36,21,22
2259,4000,4000,3,Thu,Short Term Visitor,HH,13595.82,10,11
2263,4000,4000,3,Thu,Short Term Visitor,HH,15220.34,8,9
2264,4000,4000,3,Thu,Short Term Visitor,HO,8434.09,13,14
2265,4000,4000,3,Thu,Short Term Visitor,OH,10661.33,20,21
2281,4000,4000,3,Thu,Resident Worker,OO,673.53,17,18
2302,4000,4000,3,Thu,Long Term Visitor,OO,23676.13,10,11
2314,4000,4000,3,Thu,Short Term Visitor,HO,8018.45,16,17
2315,4000,4000,3,Thu,Short Term Visitor,OH,12156.43,18,19
2361,4000,4000,3,Thu,Short Term Visitor,HO,12263.13,9,10
2362,4000,4000,3,Thu,Short Term Visitor,OO,16650.57,13,14
2364,4000,4000,3,Thu,Short Term Visitor,HH,12522.12,14,15
2386,4000,4000,3,Thu,Short Term Visitor,HH,12795.07,15,16
2429,4000,4000,3,Thu,Short Term Visitor,HH,12095.89,13,14
2433,4000,4000,3,Thu,Short Term Visitor,HW,19370.89,7,8
2434,4000,4000,3,Thu,Short Term Visitor,WO,2181.97,10,11
2435,4000,4000,3,Thu,Short Term Visitor,OW,2898.02,12,13
2436,4000,4000,3,Thu,Short Term Visitor,WH,6324.91,18,19
2442,4000,4000,3,Thu,Long Term Visitor,HW,49.81,6,7
2443,4000,4000,3,Thu,Long Term Visitor,WW,49.81,7,8
2444,4000,4000,3,Thu,Long Term Visitor,WH,157.3,16,17
2474,4000,4000,3,Thu,Short Term Visitor,OH,11764.3,19,20
2493,4000,4000,3,Thu,Short Term Visitor,HW,13617.83,8,9
2494,4000,4000,3,Thu,Short Term Visitor,WH,2102.09,10,11
2549,4000,4000,3,Thu,Short Term Visitor,OO,7999.63,7,8
2550,4000,4000,3,Thu,Short Term Visitor,OO,11754.86,8,9
2551,4000,4000,3,Thu,Short Term Visitor,OO,17183.81,14,15
2564,4000,4000,3,Thu,Short Term Visitor,HW,4794.1,11,12
2587,4000,4000,3,Thu,Short Term Visitor,HO,10609.03,6,7
2588,4000,4000,3,Thu,Short Term Visitor,OH,11494.85,14,15
2589,4000,4000,3,Thu,Short Term Visitor,HH,7670.85,20,21
2605,4000,4000,3,Thu,Outbound Commuter,OO,681.39,10,11
2607,4000,4000,3,Thu,Short Term Visitor,OO,13114.24,18,19
2625,4000,4000,3,Thu,Inbound Commuter,OH,690.72,20,21
2656,4000,4000,3,Thu,Short Term Visitor,HO,9716.8,11,12
2657,4000,4000,3,Thu,Short Term Visitor,OH,11617.77,17,18
2676,4000,4000,3,Thu,Short Term Visitor,HO,14068.65,8,9
2677,4000,4000,3,Thu,Short Term Visitor,OH,5096.81,10,11
2678,4000,4000,3,Thu,Short Term Visitor,OO,17272.55,16,17
2709,4000,4000,3,Thu,Short Term Visitor,WH,11481.3,17,18
2715,4000,4000,3,Thu,Short Term Visitor,HH,13859.46,16,17
2771,4000,4000,3,Thu,Long Term Visitor,OO,20981.82,9,10
2783,4000,4000,3,Thu,Long Term Visitor,OO,11391.9,20,21
2788,4000,4000,3,Thu,Short Term Visitor,HH,10696.16,6,7
2817,4000,4000,3,Thu,Short Term Visitor,HH,2456.64,4,5
2828,4000,4000,3,Thu,Long Term Visitor,OO,16922.24,8,9
2867,4000,4000,3,Thu,Long Term Visitor,OO,18779.21,15,16
2907,4000,4000,3,Thu,Short Term Visitor,HH,13389.43,12,13
2979,4000,4000,3,Thu,Short Term Visitor,WO,1081.99,8,9
2984,4000,4000,3,Thu,Short Term Visitor,HH,9384.6,19,20
2985,4000,4000,3,Thu,Short Term Visitor,OO,16314.24,15,16
2987,4000,4000,3,Thu,Long Term Visitor,OO,20531.24,12,13
2988,4000,4000,3,Thu,Long Term Visitor,OO,19222.25,13,14
3013,4000,4000,3,Thu,Short Term Visitor,HW,18153.71,6,7
3014,4000,4000,3,Thu,Short Term Visitor,WO,7288.67,17,18
3093,4000,4000,3,Thu,Short Term Visitor,HO,7451.0,15,16
3097,4000,4000,3,Thu,Short Term Visitor,WO,6425.01,14,15
3112,4000,4000,3,Thu,Long Term Visitor,OW,53.08,5,6
3113,4000,4000,3,Thu,Long Term Visitor,WW,53.08,12,13
3169,4000,4000,3,Thu,Short Term Visitor,OW,2030.77,13,14
3179,4000,4000,3,Thu,Home Worker,OO,349.12,14,15
3180,4000,4000,3,Thu,Home Worker,OO,288.29,17,18
3218,4000,4000,3,Thu,Short Term Visitor,OO,15972.57,10,11
3284,4000,4000,3,Thu,Short Term Visitor,WH,10935.48,16,17
3317,4000,4000,3,Thu,Short Term Visitor,HW,6667.83,5,6
3359,4000,4000,3,Thu,Short Term Visitor,OH,5181.49,22,23
3388,4000,4000,3,Thu,Short Term Visitor,WW,1962.47,8,9
3389,4000,4000,3,Thu,Short Term Visitor,WW,2681.54,16,17
3390,4000,4000,3,Thu,Short Term Visitor,OW,1037.94,18,19
3391,4000,4000,3,Thu,Short Term Visitor,WH,4589.18,21,22
3397,4000,4000,3,Thu,Short Term Visitor,OH,647.36,6,7
3423,4000,4000,3,Thu,Short Term Visitor,WW,873.29,19,20
3442,4000,4000,3,Thu,Short Term Visitor,HH,15935.47,9,10
3443,4000,4000,3,Thu,Short Term Visitor,HO,9716.27,12,13
3452,4000,4000,3,Thu,Long Term Visitor,OO,7980.69,7,8
3473,4000,4000,3,Thu,Short Term Visitor,HH,8027.99,5,6
3493,4000,4000,3,Thu,Short Term Visitor,OO,1945.11,22,23
3496,4000,4000,3,Thu,Outbound Commuter,OW,229.49,17,18
3505,4000,4000,3,Thu,Long Term Visitor,OO,18900.4,16,17
3551,4000,4000,3,Thu,Short Term Visitor,OH,2812.44,9,10
