Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
13593,13593,4002,4002,1,Tue,Home Worker,HO,143.52,12,13
13594,13594,4002,4002,1,Tue,Home Worker,OH,71.28,14,15
13829,13829,4002,4002,1,Tue,Short Term Visitor,OH,774.48,9,10
14079,14079,4002,4002,1,Tue,Inbound Commuter,HO,197.09,7,8
14080,14080,4002,4002,1,Tue,Inbound Commuter,OO,335.05,8,9
14081,14081,4002,4002,1,Tue,Inbound Commuter,OO,162.45,19,20
14082,14082,4002,4002,1,Tue,Inbound Commuter,OH,365.29,20,21
14126,14126,4002,4002,1,Tue,Short Term Visitor,HO,878.91,20,21
14816,14816,4002,4002,1,Tue,Outbound Commuter,OW,30.3,6,7
14817,14817,4002,4002,1,Tue,Outbound Commuter,WO,239.47,11,12
15865,15865,4002,4002,1,Tue,Outbound Commuter,WO,47.87,13,14
15866,15866,4002,4002,1,Tue,Outbound Commuter,OW,30.25,15,16
15885,15885,4002,4002,1,Tue,Long Term Visitor,HH,353.11,16,17
16057,16057,4002,4002,1,Tue,Inbound Commuter,HH,123.75,13,14
16058,16058,4002,4002,1,Tue,Inbound Commuter,HH,103.96,18,19
16421,16421,4002,4002,1,Tue,Inbound Commuter,OH,109.53,17,18
16564,16564,4002,4002,1,Tue,Short Term Visitor,HO,386.79,4,5
16774,16774,4002,4002,1,Tue,Outbound Commuter,WW,90.68,9,10
16775,16775,4002,4002,1,Tue,Outbound Commuter,WW,36.27,18,19
17017,17017,4002,4002,1,Tue,Short Term Visitor,OW,628.48,15,16
18125,18125,4002,4002,1,Tue,Outbound Commuter,OO,99.62,7,8
18126,18126,4002,4002,1,Tue,Outbound Commuter,OO,97.0,9,10
18225,18225,4002,4002,1,Tue,Short Term Visitor,WO,309.09,21,22
18271,18271,4002,4002,1,Tue,Inbound Commuter,HH,47.35,12,13
19114,19114,4002,4002,1,Tue,Short Term Visitor,OH,1858.76,11,12
19386,19386,4002,4002,1,Tue,Short Term Visitor,WH,476.68,10,11
20324,20324,4002,4002,1,Tue,Short Term Visitor,WH,442.91,9,10
20454,20454,4002,4002,1,Tue,Short Term Visitor,OW,131.92,19,20
20667,20667,4002,4002,1,Tue,Outbound Commuter,OO,213.76,8,9
21829,21829,4002,4002,1,Tue,Outbound Commuter,WO,124.15,12,13
22532,22532,4002,4002,1,Tue,Short Term Visitor,HW,82.65,20,21
22974,22974,4002,4002,1,Tue,Home Worker,OH,111.84,9,10
22975,22975,4002,4002,1,Tue,Home Worker,HH,99.91,11,12
22976,22976,4002,4002,1,Tue,Home Worker,HH,123.29,14,15
22977,22977,4002,4002,1,Tue,Home Worker,HH,79.44,18,19
24099,24099,4002,4002,1,Tue,Short Term Visitor,OW,516.87,16,17
24375,24375,4002,4002,1,Tue,Short Term Visitor,WW,600.74,7,8
25606,25606,4002,4002,1,Tue,Resident Worker,HO,59.47,6,7
25607,25607,4002,4002,1,Tue,Resident Worker,OH,59.47,8,9
25608,25608,4002,4002,1,Tue,Resident Worker,HH,59.47,16,17
26208,26208,4002,4002,1,Tue,Resident Worker,OO,220.24,12,13
26209,26209,4002,4002,1,Tue,Resident Worker,OO,80.32,18,19
26898,26898,4002,4002,1,Tue,Short Term Visitor,HW,495.31,17,18
27272,27272,4002,4002,1,Tue,Inbound Commuter,HW,60.77,6,7
27445,27445,4002,4002,1,Tue,Inbound Commuter,OO,337.64,12,13
27694,27694,4002,4002,1,Tue,Home Worker,OH,233.69,13,14
28051,28051,4002,4002,1,Tue,Short Term Visitor,OW,660.73,6,7
28245,28245,4002,4002,1,Tue,Outbound Commuter,OO,149.88,10,11
28246,28246,4002,4002,1,Tue,Outbound Commuter,OO,152.23,12,13
28247,28247,4002,4002,1,Tue,Outbound Commuter,OO,66.45,17,18
28539,28539,4002,4002,1,Tue,Outbound Commuter,HH,46.79,14,15
28906,28906,4002,4002,1,Tue,Inbound Commuter,OO,231.83,20,21
29159,29159,4002,4002,1,Tue,Short Term Visitor,HW,32.55,21,22
31585,31585,4002,4002,1,Tue,Short Term Visitor,WO,221.42,7,8
31918,31918,4002,4002,1,Tue,Home Worker,HH,62.04,21,22
33351,33351,4002,4002,1,Tue,Inbound Commuter,HW,159.48,8,9
33352,33352,4002,4002,1,Tue,Inbound Commuter,WH,123.96,16,17
33368,33368,4002,4002,1,Tue,Short Term Visitor,HO,213.24,21,22
33510,33510,4002,4002,1,Tue,Inbound Commuter,OO,131.54,6,7
33511,33511,4002,4002,1,Tue,Inbound Commuter,OH,242.49,15,16
33680,33680,4002,4002,1,Tue,Short Term Visitor,HW,153.8,18,19
33712,33712,4002,4002,1,Tue,Short Term Visitor,HW,126.72,19,20
34105,34105,4002,4002,1,Tue,Short Term Visitor,WW,184.44,21,22
34307,34307,4002,4002,1,Tue,Long Term Visitor,HO,39.07,6,7
34308,34308,4002,4002,1,Tue,Long Term Visitor,OH,39.07,18,19
34572,34572,4002,4002,1,Tue,Short Term Visitor,WO,625.73,9,10
34958,34958,4002,4002,1,Tue,Inbound Commuter,HH,156.49,15,16
35216,35216,4002,4002,1,Tue,Inbound Commuter,HH,179.66,6,7
35837,35837,4002,4002,1,Tue,Inbound Commuter,OO,286.1,7,8
