Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
11,4003,4003,19,Sat,Short Term Visitor,HH,2049.4,0,1
32,4003,4003,19,Sat,Short Term Visitor,OH,1113.47,1,2
80,4003,4003,19,Sat,Short Term Visitor,OH,533.32,2,3
136,4003,4003,19,Sat,Short Term Visitor,OH,2057.24,0,1
137,4003,4003,19,Sat,Short Term Visitor,WH,615.66,0,1
169,4003,4003,19,Sat,Inbound Commuter,OH,294.2,0,1
174,4003,4003,19,Sat,Short Term Visitor,WH,52.24,3,4
198,4003,4003,19,Sat,Short Term Visitor,HW,152.8,0,1
199,4003,4003,19,Sat,Short Term Visitor,WH,107.05,1,2
215,4003,4003,19,Sat,Short Term Visitor,HO,274.61,0,1
293,4003,4003,19,Sat,Inbound Commuter,HH,269.3,0,1
305,4003,4003,19,Sat,Short Term Visitor,OH,512.48,4,5
328,4003,4003,19,Sat,Short Term Visitor,OW,105.41,0,1
386,4003,4003,19,Sat,Short Term Visitor,OO,232.18,0,1
414,4003,4003,19,Sat,Inbound Commuter,OH,63.0,1,2
472,4003,4003,19,Sat,Long Term Visitor,OO,561.03,0,1
532,4003,4003,19,Sat,Short Term Visitor,WO,74.33,0,1
608,4003,4003,19,Sat,Inbound Commuter,OO,56.93,0,1
709,4003,4003,19,Sat,Short Term Visitor,WH,41.59,4,5
869,4003,4003,19,Sat,Long Term Visitor,OH,14.6,0,1
870,4003,4003,19,Sat,Short Term Visitor,OH,456.41,3,4
871,4003,4003,19,Sat,Short Term Visitor,WH,103.61,2,3
1066,4003,4003,19,Sat,Inbound Commuter,OH,15.56,4,5
1237,4003,4003,19,Sat,Long Term Visitor,OH,23.07,2,3
1681,4003,4003,19,Sat,Inbound Commuter,OH,123.71,2,3
2032,4003,4003,19,Sat,Short Term Visitor,WW,115.34,0,1
2533,4003,4003,19,Sat,Outbound Commuter,WW,5.77,0,1
2559,4003,4003,19,Sat,Long Term Visitor,OH,22.99,1,2
2997,4003,4003,19,Sat,Inbound Commuter,OH,22.94,3,4
3515,4003,4003,19,Sat,Short Term Visitor,HH,9639.68,7,8
3516,4003,4003,19,Sat,Short Term Visitor,HH,7601.61,19,20
3550,4003,4003,19,Sat,Short Term Visitor,OO,10053.6,13,14
3623,4003,4003,19,Sat,Short Term Visitor,OO,1552.93,5,6
3625,4003,4003,19,Sat,Short Term Visitor,HO,1636.61,5,6
3626,4003,4003,19,Sat,Short Term Visitor,OH,4919.19,14,15
3650,4003,4003,19,Sat,Short Term Visitor,HW,967.65,12,13
3651,4003,4003,19,Sat,Short Term Visitor,WH,1523.21,13,14
3654,4003,4003,19,Sat,Short Term Visitor,HH,14409.52,9,10
3655,4003,4003,19,Sat,Short Term Visitor,HH,13909.44,11,12
3656,4003,4003,19,Sat,Short Term Visitor,HH,10449.82,12,13
3706,4003,4003,19,Sat,Short Term Visitor,OW,378.17,14,15
3757,4003,4003,19,Sat,Short Term Visitor,HH,11939.98,8,9
3803,4003,4003,19,Sat,Short Term Visitor,HO,3404.22,6,7
3804,4003,4003,19,Sat,Short Term Visitor,OO,12078.65,12,13
3805,4003,4003,19,Sat,Short Term Visitor,OO,9119.02,15,16
3806,4003,4003,19,Sat,Short Term Visitor,OH,4625.54,18,19
3847,4003,4003,19,Sat,Short Term Visitor,OO,7054.3,8,9
3848,4003,4003,19,Sat,Short Term Visitor,OO,12808.1,10,11
3864,4003,4003,19,Sat,Long Term Visitor,OO,8559.67,12,13
3867,4003,4003,19,Sat,Short Term Visitor,OO,4106.6,21,22
3916,4003,4003,19,Sat,Short Term Visitor,OO,5573.99,20,21
