Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
14,964,964,30,Wed,Long Term Visitor,OO,29.19,0,1
15,935,795,30,Wed,Resident Worker,OH,19.89,1,2
19,924,914,30,Wed,Home Worker,OH,19.24,1,2
21,492,496,30,Wed,Resident Worker,OH,39.8,0,1
24,763,716,30,Wed,Resident Worker,WH,19.7,2,3
25,933,849,30,Wed,Resident Worker,WH,49.86,0,1
26,500,496,30,Wed,Home Worker,OH,19.7,3,4
32,716,494,30,Wed,Resident Worker,OH,49.4,1,2
33,518,501,30,Wed,Home Worker,OH,29.4,0,1
35,501,500,30,Wed,Resident Worker,WH,15.48,0,1
38,563,555,30,Wed,Home Worker,OH,64.05,2,3
39,820,719,30,Wed,Resident Worker,WH,18.01,0,1
40,763,772,30,Wed,Home Worker,OH,71.89,0,1
44,903,916,30,Wed,Home Worker,OH,11.65,1,2
50,719,1062,30,Wed,Home Worker,OH,110.83,2,3
54,418,578,30,Wed,Long Term Visitor,WH,69.44,4,5
60,801,490,30,Wed,Home Worker,OH,32.99,2,3
66,806,963,30,Wed,Resident Worker,WH,61.88,0,1
72,897,432,30,Wed,Resident Worker,WH,74.71,0,1
73,599,574,30,Wed,Resident Worker,HO,9.77,0,1
74,574,599,30,Wed,Resident Worker,OH,9.77,0,1
76,774,1068,30,Wed,Home Worker,OH,16.48,1,2
80,897,916,30,Wed,Home Worker,OH,49.52,0,1
87,920,820,30,Wed,Home Worker,OH,62.27,2,3
89,922,915,30,Wed,Home Worker,OH,25.71,1,2
91,800,655,30,Wed,Home Worker,OH,30.13,0,1
92,716,888,30,Wed,Home Worker,OH,33.35,2,3
96,636,636,30,Wed,Home Worker,HH,36.83,0,1
97,883,771,30,Wed,Resident Worker,WH,61.44,0,1
100,870,834,30,Wed,Resident Worker,WH,34.94,1,2
102,869,668,30,Wed,Resident Worker,OH,41.01,3,4
106,615,611,30,Wed,Resident Worker,HH,34.83,0,1
108,943,1036,30,Wed,Long Term Visitor,OO,28.19,0,1
113,902,902,30,Wed,Outbound Commuter,HH,7.25,0,1
114,949,673,30,Wed,Resident Worker,OH,53.04,0,1
116,458,731,30,Wed,Home Worker,OH,17.51,0,1
118,965,902,30,Wed,Long Term Visitor,OO,33.58,0,1
120,594,882,30,Wed,Resident Worker,OH,41.46,1,2
121,734,694,30,Wed,Resident Worker,OH,45.53,2,3
123,910,915,30,Wed,Resident Worker,OH,13.33,1,2
127,663,328,30,Wed,Home Worker,OH,43.7,0,1
129,585,585,30,Wed,Home Worker,HH,43.65,0,1
130,754,500,30,Wed,Resident Worker,OO,30.34,0,1
132,924,872,30,Wed,Home Worker,OH,26.87,2,3
133,922,382,30,Wed,Resident Worker,WH,62.72,0,1
136,805,888,30,Wed,Home Worker,OH,48.12,0,1
140,600,851,30,Wed,Home Worker,OH,75.75,1,2
142,938,952,30,Wed,Home Worker,OH,12.45,1,2
147,801,561,30,Wed,Home Worker,OH,48.99,1,2
149,627,719,30,Wed,Resident Worker,HO,37.77,0,1
150,719,627,30,Wed,Resident Worker,OH,37.77,2,3
152,1001,994,30,Wed,Resident Worker,HH,18.58,0,1
156,897,897,30,Wed,Home Worker,HH,14.24,0,1
160,499,494,30,Wed,Home Worker,OH,44.39,0,1
162,589,1007,30,Wed,Home Worker,OH,57.03,0,1
164,323,1066,30,Wed,Home Worker,OH,68.01,1,2
167,546,498,30,Wed,Resident Worker,OW,7.62,0,1
168,498,808,30,Wed,Resident Worker,WH,7.62,0,1
176,972,767,30,Wed,Resident Worker,OO,19.01,0,1
180,426,432,30,Wed,Resident Worker,OH,54.81,0,1
184,1066,730,30,Wed,Home Worker,HO,31.51,0,1
185,730,499,30,Wed,Home Worker,OH,31.51,0,1
186,807,881,30,Wed,Resident Worker,OH,78.72,0,1
188,903,832,30,Wed,Home Worker,OH,40.17,0,1
189,668,911,30,Wed,Resident Worker,WH,35.69,0,1
190,900,900,30,Wed,Home Worker,HH,8.1,0,1
193,430,1000,30,Wed,Home Worker,OH,18.32,3,4
195,713,632,30,Wed,Home Worker,OH,27.25,0,1
198,903,935,30,Wed,Home Worker,OH,57.29,1,2
201,758,774,30,Wed,Resident Worker,OH,23.45,0,1
203,807,952,30,Wed,Home Worker,OH,70.43,0,1
205,906,916,30,Wed,Home Worker,OH,13.61,0,1
208,1055,1021,30,Wed,Resident Worker,OO,44.1,0,1
209,802,936,30,Wed,Resident Worker,HW,7.26,0,1
210,936,805,30,Wed,Resident Worker,WH,7.26,1,2
212,855,760,30,Wed,Home Worker,OH,55.68,0,1
214,883,863,30,Wed,Resident Worker,OH,58.21,4,5
216,499,797,30,Wed,Home Worker,OH,25.48,0,1
218,626,815,30,Wed,Home Worker,HO,46.12,0,1
219,815,626,30,Wed,Home Worker,OH,46.12,0,1
223,601,344,30,Wed,Resident Worker,WH,52.02,0,1
225,808,762,30,Wed,Home Worker,OH,18.07,0,1
226,694,432,30,Wed,Home Worker,OH,72.1,0,1
229,738,750,30,Wed,Resident Worker,OH,45.45,0,1
232,667,955,30,Wed,Resident Worker,WH,77.56,0,1
235,719,1063,30,Wed,Home Worker,OH,44.27,0,1
236,900,903,30,Wed,Outbound Commuter,OH,7.42,1,2
246,977,883,30,Wed,Home Worker,OH,44.78,0,1
247,924,1040,30,Wed,Home Worker,OH,22.54,0,1
249,916,897,30,Wed,Resident Worker,WH,6.71,0,1
250,807,919,30,Wed,Resident Worker,OH,6.7,0,1
253,897,897,30,Wed,Long Term Visitor,OO,32.0,0,1
255,494,482,30,Wed,Home Worker,OH,18.44,0,1
258,1072,1072,30,Wed,Home Worker,HH,50.61,0,1
261,798,334,30,Wed,Resident Worker,OH,33.87,1,2
264,843,824,30,Wed,Resident Worker,OH,60.18,0,1
