Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
40,4001,4001,25,Fri,Short Term Visitor,HH,1120.89,0,1
43,4001,4001,25,Fri,Long Term Visitor,OO,278.09,0,1
50,4001,4001,25,Fri,Short Term Visitor,WH,713.52,0,1
80,4001,4001,25,Fri,Short Term Visitor,OH,2625.99,0,1
105,4001,4001,25,Fri,Short Term Visitor,OH,2305.63,1,2
147,4001,4001,25,Fri,Short Term Visitor,OH,456.09,4,5
173,4001,4001,25,Fri,Short Term Visitor,OH,453.63,3,4
196,4001,4001,25,Fri,Short Term Visitor,OO,522.44,0,1
268,4001,4001,25,Fri,Short Term Visitor,WH,351.36,1,2
310,4001,4001,25,Fri,Short Term Visitor,OH,833.51,2,3
470,4001,4001,25,Fri,Short Term Visitor,WH,161.52,2,3
612,4001,4001,25,Fri,Short Term Visitor,HO,178.83,0,1
680,4001,4001,25,Fri,Home Worker,HH,46.57,0,1
784,4001,4001,25,Fri,Outbound Commuter,HW,36.95,0,1
785,4001,4001,25,Fri,Outbound Commuter,WH,36.95,0,1
979,4001,4001,25,Fri,Long Term Visitor,OH,56.95,0,1
1236,4001,4001,25,Fri,Home Worker,OH,91.21,0,1
1517,4001,4001,25,Fri,Long Term Visitor,HH,15.41,0,1
1553,4001,4001,25,Fri,Outbound Commuter,HH,17.38,0,1
1602,4001,4001,25,Fri,Short Term Visitor,HW,67.26,0,1
1642,4001,4001,25,Fri,Short Term Visitor,WH,125.04,4,5
1694,4001,4001,25,Fri,Short Term Visitor,WH,109.96,3,4
2356,4001,4001,25,Fri,Short Term Visitor,HO,9495.64,18,19
2357,4001,4001,25,Fri,Short Term Visitor,OH,15257.21,20,21
2409,4001,4001,25,Fri,Short Term Visitor,HO,10675.23,6,7
2410,4001,4001,25,Fri,Short Term Visitor,OW,5038.03,7,8
2411,4001,4001,25,Fri,Short Term Visitor,WH,7756.72,14,15
2415,4001,4001,25,Fri,Short Term Visitor,HO,15419.4,9,10
2416,4001,4001,25,Fri,Short Term Visitor,OO,25394.5,12,13
2417,4001,4001,25,Fri,Short Term Visitor,OH,14238.78,15,16
2418,4001,4001,25,Fri,Short Term Visitor,HH,9650.91,20,21
