Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
45,4000,4000,27,Sun,Short Term Visitor,OH,5953.96,0,1
53,4000,4000,27,Sun,Short Term Visitor,HH,1835.35,0,1
56,4000,4000,27,Sun,Short Term Visitor,OH,3683.45,1,2
68,4000,4000,27,Sun,Short Term Visitor,WH,1397.68,0,1
78,4000,4000,27,Sun,Short Term Visitor,OH,2271.06,2,3
86,4000,4000,27,Sun,Inbound Commuter,OH,164.98,0,1
92,4000,4000,27,Sun,Short Term Visitor,HO,367.41,0,1
93,4000,4000,27,Sun,Short Term Visitor,OH,940.61,3,4
128,4000,4000,27,Sun,Short Term Visitor,OO,624.42,0,1
133,4000,4000,27,Sun,Short Term Visitor,OH,923.61,4,5
251,4000,4000,27,Sun,Short Term Visitor,WH,575.23,1,2
253,4000,4000,27,Sun,Long Term Visitor,OO,1256.77,0,1
296,4000,4000,27,Sun,Short Term Visitor,WH,202.98,4,5
557,4000,4000,27,Sun,Long Term Visitor,HO,43.86,0,1
704,4000,4000,27,Sun,Home Worker,OH,20.89,0,1
734,4000,4000,27,Sun,Short Term Visitor,WH,95.9,3,4
906,4000,4000,27,Sun,Long Term Visitor,OH,25.69,4,5
999,4000,4000,27,Sun,Short Term Visitor,HW,101.34,0,1
1072,4000,4000,27,Sun,Inbound Commuter,OH,37.4,4,5
1108,4000,4000,27,Sun,Inbound Commuter,OH,37.1,2,3
1114,4000,4000,27,Sun,Outbound Commuter,OO,120.35,0,1
1278,4000,4000,27,Sun,Short Term Visitor,WH,122.44,2,3
1369,4000,4000,27,Sun,Inbound Commuter,HH,90.63,0,1
1395,4000,4000,27,Sun,Inbound Commuter,OH,148.42,1,2
1577,4000,4000,27,Sun,Inbound Commuter,WH,31.08,0,1
1999,4000,4000,27,Sun,Inbound Commuter,WH,28.74,1,2
2174,4000,4000,27,Sun,Short Term Visitor,WW,25.81,0,1
2635,4000,4000,27,Sun,Short Term Visitor,WO,152.98,0,1
2647,4000,4000,27,Sun,Short Term Visitor,OW,46.07,0,1
2700,4000,4000,27,Sun,Resident Worker,OO,40.23,0,1
2966,4000,4000,27,Sun,Long Term Visitor,OH,52.04,1,2
3370,4000,4000,27,Sun,Home Worker,OO,61.7,0,1
3697,4000,4000,27,Sun,Inbound Commuter,OO,48.37,0,1
3795,4000,4000,27,Sun,Long Term Visitor,OH,48.0,0,1
3948,4000,4000,27,Sun,Resident Worker,OW,23.79,8,9
3949,4000,4000,27,Sun,Resident Worker,WO,23.79,14,15
3950,4000,4000,27,Sun,Resident Worker,OW,23.79,18,19
3951,4000,4000,27,Sun,Resident Worker,WO,23.79,19,20
4076,4000,4000,27,Sun,Long Term Visitor,OO,11904.5,14,15
4077,4000,4000,27,Sun,Long Term Visitor,OO,7253.2,19,20
4081,4000,4000,27,Sun,Short Term Visitor,OO,13450.09,15,16
4099,4000,4000,27,Sun,Long Term Visitor,OO,16345.95,12,13
4111,4000,4000,27,Sun,Short Term Visitor,HH,10177.29,15,16
4144,4000,4000,27,Sun,Long Term Visitor,OO,20380.08,10,11
4146,4000,4000,27,Sun,Long Term Visitor,OO,8385.31,18,19
4147,4000,4000,27,Sun,Long Term Visitor,OO,2115.25,22,23
4148,4000,4000,27,Sun,Short Term Visitor,HH,10468.77,17,18
4161,4000,4000,27,Sun,Short Term Visitor,HH,12410.73,14,15
4181,4000,4000,27,Sun,Short Term Visitor,HO,12779.41,10,11
4182,4000,4000,27,Sun,Short Term Visitor,OO,9695.55,17,18
4183,4000,4000,27,Sun,Short Term Visitor,OH,7235.47,21,22
4186,4000,4000,27,Sun,Inbound Commuter,HH,1365.18,11,12
4187,4000,4000,27,Sun,Inbound Commuter,HH,607.87,18,19
4193,4000,4000,27,Sun,Short Term Visitor,HO,5202.46,6,7
4194,4000,4000,27,Sun,Short Term Visitor,OH,8960.09,15,16
4195,4000,4000,27,Sun,Short Term Visitor,HO,12814.14,9,10
4196,4000,4000,27,Sun,Short Term Visitor,OH,8279.9,19,20
4198,4000,4000,27,Sun,Long Term Visitor,OO,19493.22,9,10
4199,4000,4000,27,Sun,Long Term Visitor,OO,13583.56,13,14
4200,4000,4000,27,Sun,Long Term Visitor,OO,10008.55,16,17
4240,4000,4000,27,Sun,Inbound Commuter,HH,1841.94,9,10
4256,4000,4000,27,Sun,Short Term Visitor,OO,12097.43,9,10
4265,4000,4000,27,Sun,Short Term Visitor,OH,8393.16,14,15
4291,4000,4000,27,Sun,Short Term Visitor,HW,3773.65,9,10
4292,4000,4000,27,Sun,Short Term Visitor,WH,1042.23,10,11
4300,4000,4000,27,Sun,Inbound Commuter,HO,1303.45,10,11
4339,4000,4000,27,Sun,Long Term Visitor,OO,19336.78,11,12
4365,4000,4000,27,Sun,Short Term Visitor,OO,17000.39,11,12
4445,4000,4000,27,Sun,Short Term Visitor,HH,17874.84,11,12
4460,4000,4000,27,Sun,Inbound Commuter,OO,2118.67,11,12
4461,4000,4000,27,Sun,Inbound Commuter,OO,1523.39,14,15
4462,4000,4000,27,Sun,Inbound Commuter,OO,950.32,15,16
4488,4000,4000,27,Sun,Short Term Visitor,HO,9958.01,8,9
4489,4000,4000,27,Sun,Short Term Visitor,OH,9962.43,16,17
4490,4000,4000,27,Sun,Short Term Visitor,HH,11097.82,16,17
4491,4000,4000,27,Sun,Short Term Visitor,HH,3518.03,22,23
4504,4000,4000,27,Sun,Short Term Visitor,HH,2432.8,4,5
4505,4000,4000,27,Sun,Short Term Visitor,HH,8166.67,20,21
4560,4000,4000,27,Sun,Short Term Visitor,OH,4318.54,22,23
4594,4000,4000,27,Sun,Long Term Visitor,OO,12266.87,15,16
4598,4000,4000,27,Sun,Long Term Visitor,OO,15041.05,8,9
4610,4000,4000,27,Sun,Short Term Visitor,OO,2025.57,6,7
4627,4000,4000,27,Sun,Short Term Visitor,HH,16030.13,8,9
4656,4000,4000,27,Sun,Short Term Visitor,HH,10725.36,7,8
4668,4000,4000,27,Sun,Short Term Visitor,HH,19388.87,10,11
4669,4000,4000,27,Sun,Short Term Visitor,HH,9683.31,18,19
4713,4000,4000,27,Sun,Short Term Visitor,HO,9743.74,11,12
4714,4000,4000,27,Sun,Short Term Visitor,OO,8820.77,18,19
4735,4000,4000,27,Sun,Short Term Visitor,OH,8953.16,17,18
4759,4000,4000,27,Sun,Short Term Visitor,OO,13777.11,13,14
4769,4000,4000,27,Sun,Short Term Visitor,HW,1575.13,13,14
4848,4000,4000,27,Sun,Long Term Visitor,OH,132.22,5,6
4849,4000,4000,27,Sun,Long Term Visitor,HH,198.72,10,11
4850,4000,4000,27,Sun,Long Term Visitor,HH,196.47,15,16
4884,4000,4000,27,Sun,Long Term Visitor,OO,9260.1,17,18
4899,4000,4000,27,Sun,Short Term Visitor,OO,19159.24,12,13
4913,4000,4000,27,Sun,Short Term Visitor,HO,5595.65,15,16
4914,4000,4000,27,Sun,Short Term Visitor,OH,8128.98,18,19
4930,4000,4000,27,Sun,Short Term Visitor,OH,6612.95,12,13
4931,4000,4000,27,Sun,Short Term Visitor,HO,10307.6,12,13
4956,4000,4000,27,Sun,Short Term Visitor,HO,1583.26,20,21
4984,4000,4000,27,Sun,Short Term Visitor,OO,6388.07,20,21
4990,4000,4000,27,Sun,Short Term Visitor,HO,4026.36,17,18
5002,4000,4000,27,Sun,Short Term Visitor,OO,11973.67,16,17
5052,4000,4000,27,Sun,Short Term Visitor,OO,7956.78,8,9
5053,4000,4000,27,Sun,Short Term Visitor,OO,14609.55,10,11
5060,4000,4000,27,Sun,Short Term Visitor,HH,14010.86,13,14
5193,4000,4000,27,Sun,Inbound Commuter,HO,593.38,8,9
5194,4000,4000,27,Sun,Inbound Commuter,OH,845.14,20,21
5248,4000,4000,27,Sun,Short Term Visitor,OW,1028.54,15,16
5249,4000,4000,27,Sun,Short Term Visitor,WO,1542.31,15,16
5289,4000,4000,27,Sun,Long Term Visitor,OO,7226.99,7,8
5346,4000,4000,27,Sun,Short Term Visitor,HW,613.6,20,21
5365,4000,4000,27,Sun,Short Term Visitor,HH,8658.6,19,20
5386,4000,4000,27,Sun,Short Term Visitor,OO,13743.13,14,15
5406,4000,4000,27,Sun,Long Term Visitor,OO,6099.57,20,21
5424,4000,4000,27,Sun,Short Term Visitor,HH,4991.06,5,6
5473,4000,4000,27,Sun,Long Term Visitor,OO,777.33,23,24
5513,4000,4000,27,Sun,Short Term Visitor,HH,5367.93,21,22
5649,4000,4000,27,Sun,Short Term Visitor,HO,2492.81,5,6
5707,4000,4000,27,Sun,Short Term Visitor,HH,18511.42,9,10
5745,4000,4000,27,Sun,Home Worker,OO,312.22,19,20
5746,4000,4000,27,Sun,Home Worker,OO,292.07,20,21
5854,4000,4000,27,Sun,Short Term Visitor,HW,3362.61,7,8
5855,4000,4000,27,Sun,Short Term Visitor,WH,2430.2,21,22
5952,4000,4000,27,Sun,Short Term Visitor,OH,7027.07,13,14
5993,4000,4000,27,Sun,Short Term Visitor,HW,2284.67,12,13
6057,4000,4000,27,Sun,Outbound Commuter,WH,109.62,14,15
6087,4000,4000,27,Sun,Short Term Visitor,WH,2644.89,20,21
6097,4000,4000,27,Sun,Short Term Visitor,HO,1727.45,4,5
6285,4000,4000,27,Sun,Inbound Commuter,HO,915.94,9,10
6288,4000,4000,27,Sun,Inbound Commuter,HH,338.89,20,21
6314,4000,4000,27,Sun,Outbound Commuter,OW,62.86,13,14
6315,4000,4000,27,Sun,Outbound Commuter,WO,83.62,14,15
6359,4000,4000,27,Sun,Short Term Visitor,OH,8579.72,20,21
6395,4000,4000,27,Sun,Outbound Commuter,OO,314.1,15,16
6396,4000,4000,27,Sun,Outbound Commuter,OW,28.61,19,20
6435,4000,4000,27,Sun,Short Term Visitor,HO,4708.48,16,17
6436,4000,4000,27,Sun,Short Term Visitor,WO,1569.16,16,17
6472,4000,4000,27,Sun,Short Term Visitor,WO,897.01,18,19
6482,4000,4000,27,Sun,Inbound Commuter,OO,295.77,7,8
6483,4000,4000,27,Sun,Inbound Commuter,OO,1177.23,16,17
6484,4000,4000,27,Sun,Inbound Commuter,OO,582.99,18,19
6547,4000,4000,27,Sun,Short Term Visitor,HW,4028.42,8,9
6580,4000,4000,27,Sun,Short Term Visitor,WW,784.26,10,11
6581,4000,4000,27,Sun,Short Term Visitor,WW,1251.48,13,14
6582,4000,4000,27,Sun,Short Term Visitor,OW,596.11,18,19
6643,4000,4000,27,Sun,Short Term Visitor,HO,6553.09,14,15
6664,4000,4000,27,Sun,Resident Worker,OO,511.95,9,10
6665,4000,4000,27,Sun,Resident Worker,OO,1509.43,10,11
6666,4000,4000,27,Sun,Resident Worker,OO,712.9,14,15
6718,4000,4000,27,Sun,Short Term Visitor,OO,7964.78,19,20
6862,4000,4000,27,Sun,Short Term Visitor,HH,6974.38,6,7
6912,4000,4000,27,Sun,Short Term Visitor,WW,917.1,12,13
6913,4000,4000,27,Sun,Short Term Visitor,WW,511.43,19,20
6929,4000,4000,27,Sun,Inbound Commuter,HH,436.59,6,7
6981,4000,4000,27,Sun,Short Term Visitor,WO,1027.31,10,11
6982,4000,4000,27,Sun,Short Term Visitor,OW,879.92,14,15
