Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
536,536,469,1006,1,Tue,Home Worker,OH,47.94,20,21
545,545,969,969,1,Tue,Resident Worker,HO,61.71,10,11
559,559,1077,883,1,Tue,Home Worker,HO,9.17,9,10
560,560,883,883,1,Tue,Home Worker,OO,9.17,17,18
561,561,883,1077,1,Tue,Home Worker,OH,9.17,21,22
566,566,686,748,1,Tue,Resident Worker,OO,9.88,8,9
567,567,748,702,1,Tue,Resident Worker,OO,9.88,20,21
568,568,310,309,1,Tue,Home Worker,HH,57.16,7,8
569,569,309,309,1,Tue,Home Worker,HH,310.77,17,18
570,570,334,334,1,Tue,Home Worker,HO,41.81,9,10
571,571,334,655,1,Tue,Home Worker,OO,41.81,14,15
572,572,655,334,1,Tue,Home Worker,OO,41.81,15,16
575,575,774,775,1,Tue,Resident Worker,WO,33.41,8,9
576,576,775,775,1,Tue,Resident Worker,OO,131.26,8,9
577,577,775,774,1,Tue,Resident Worker,OW,33.41,17,18
592,592,906,977,1,Tue,Long Term Visitor,OO,641.04,11,12
593,593,972,977,1,Tue,Long Term Visitor,OO,376.94,16,17
594,594,977,909,1,Tue,Long Term Visitor,OO,47.8,17,18
595,595,897,904,1,Tue,Long Term Visitor,OO,573.34,11,12
596,596,904,902,1,Tue,Long Term Visitor,OO,896.03,14,15
597,597,902,904,1,Tue,Long Term Visitor,OO,142.64,16,17
598,598,904,902,1,Tue,Long Term Visitor,OO,646.4,21,22
600,600,775,632,1,Tue,Home Worker,HO,97.79,13,14
601,601,632,775,1,Tue,Home Worker,OH,44.37,15,16
602,602,775,775,1,Tue,Home Worker,HH,44.37,15,16
603,603,775,775,1,Tue,Home Worker,HH,193.6,17,18
604,604,1027,800,1,Tue,Long Term Visitor,OO,38.47,13,14
613,613,958,952,1,Tue,Resident Worker,OH,13.2,21,22
618,618,627,438,1,Tue,Resident Worker,HW,41.48,7,8
619,619,438,627,1,Tue,Resident Worker,WH,41.48,15,16
620,620,925,903,1,Tue,Long Term Visitor,OO,45.07,10,11
623,623,950,948,1,Tue,Long Term Visitor,OO,43.83,13,14
635,635,820,835,1,Tue,Outbound Commuter,OO,77.18,22,23
641,641,950,826,1,Tue,Outbound Commuter,OO,5.92,17,18
642,642,826,721,1,Tue,Outbound Commuter,OO,5.92,17,18
663,663,338,338,1,Tue,Home Worker,HH,73.59,6,7
666,666,985,977,1,Tue,Short Term Visitor,OO,79.99,15,16
