Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
56123,56123,4004,4004,1,Tue,Home Worker,HH,42.07,11,12
56124,56124,4004,4004,1,Tue,Home Worker,HH,21.04,14,15
56125,56125,4004,4004,1,Tue,Home Worker,HH,21.04,15,16
56146,56146,4004,4004,1,Tue,Short Term Visitor,OH,130.59,6,7
56170,56170,4004,4004,1,Tue,Long Term Visitor,HO,32.12,14,15
56171,56171,4004,4004,1,Tue,Long Term Visitor,OH,83.79,20,21
56799,56799,4004,4004,1,Tue,Long Term Visitor,WO,38.62,15,16
57174,57174,4004,4004,1,Tue,Home Worker,OO,91.98,9,10
57175,57175,4004,4004,1,Tue,Home Worker,OO,9.18,10,11
57176,57176,4004,4004,1,Tue,Home Worker,OO,214.03,12,13
57177,57177,4004,4004,1,Tue,Home Worker,OO,47.65,22,23
57178,57178,4004,4004,1,Tue,Home Worker,OO,9.18,23,24
59477,59477,4004,4004,1,Tue,Inbound Commuter,OO,80.27,18,19
60383,60383,4004,4004,1,Tue,Inbound Commuter,HH,106.27,19,20
62295,62295,4004,4004,1,Tue,Outbound Commuter,OO,200.58,8,9
62296,62296,4004,4004,1,Tue,Outbound Commuter,OO,128.72,9,10
62297,62297,4004,4004,1,Tue,Outbound Commuter,OO,180.76,13,14
62298,62298,4004,4004,1,Tue,Outbound Commuter,OO,127.56,15,16
62299,62299,4004,4004,1,Tue,Outbound Commuter,OH,39.24,15,16
62304,62304,4004,4004,1,Tue,Outbound Commuter,OO,228.41,10,11
62356,62356,4004,4004,1,Tue,Inbound Commuter,OO,31.63,19,20
63129,63129,4004,4004,1,Tue,Outbound Commuter,WW,30.62,5,6
63130,63130,4004,4004,1,Tue,Outbound Commuter,WO,30.62,19,20
64431,64431,4004,4004,1,Tue,Short Term Visitor,HO,22.6,23,24
65111,65111,4004,4004,1,Tue,Long Term Visitor,HH,101.67,8,9
65112,65112,4004,4004,1,Tue,Long Term Visitor,HH,163.39,12,13
65113,65113,4004,4004,1,Tue,Long Term Visitor,HH,76.03,22,23
65114,65114,4004,4004,1,Tue,Long Term Visitor,HO,31.36,23,24
66881,66881,4004,4004,1,Tue,Outbound Commuter,OW,64.32,14,15
69653,69653,4004,4004,1,Tue,Outbound Commuter,WO,105.94,9,10
69655,69655,4004,4004,1,Tue,Outbound Commuter,OW,336.06,13,14
70387,70387,4004,4004,1,Tue,Inbound Commuter,HH,92.07,6,7
71257,71257,4004,4004,1,Tue,Long Term Visitor,HH,154.41,7,8
72729,72729,4004,4004,1,Tue,Resident Worker,OO,161.24,16,17
72730,72730,4004,4004,1,Tue,Resident Worker,OO,113.89,17,18
72961,72961,4004,4004,1,Tue,Outbound Commuter,WW,44.64,7,8
73833,73833,4004,4004,1,Tue,Short Term Visitor,HW,44.19,20,21
