Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
83,4004,4004,13,Sun,Short Term Visitor,OO,430.57,0,1
145,4004,4004,13,Sun,Short Term Visitor,HH,453.37,0,1
190,4004,4004,13,Sun,Short Term Visitor,WH,89.21,0,1
320,4004,4004,13,Sun,Short Term Visitor,OH,111.37,2,3
331,4004,4004,13,Sun,Outbound Commuter,OO,37.73,0,1
469,4004,4004,13,Sun,Short Term Visitor,OH,334.79,0,1
487,4004,4004,13,Sun,Long Term Visitor,OO,400.39,0,1
528,4004,4004,13,Sun,Inbound Commuter,OH,52.36,0,1
546,4004,4004,13,Sun,Short Term Visitor,OH,93.86,3,4
619,4004,4004,13,Sun,Short Term Visitor,OH,57.54,4,5
640,4004,4004,13,Sun,Short Term Visitor,OH,243.37,1,2
818,4004,4004,13,Sun,Short Term Visitor,WH,21.47,4,5
1884,4004,4004,13,Sun,Short Term Visitor,WO,19.9,0,1
2889,4004,4004,13,Sun,Inbound Commuter,HH,20.64,0,1
4038,4004,4004,13,Sun,Long Term Visitor,OO,6355.24,11,12
4187,4004,4004,13,Sun,Short Term Visitor,HH,2608.53,7,8
4188,4004,4004,13,Sun,Short Term Visitor,HH,4174.27,12,13
4189,4004,4004,13,Sun,Short Term Visitor,HH,2924.7,17,18
4245,4004,4004,13,Sun,Short Term Visitor,HW,147.54,5,6
4266,4004,4004,13,Sun,Short Term Visitor,OO,7945.82,12,13
4274,4004,4004,13,Sun,Short Term Visitor,OO,5858.96,14,15
4292,4004,4004,13,Sun,Short Term Visitor,OO,4545.51,17,18
4315,4004,4004,13,Sun,Short Term Visitor,HH,3803.73,8,9
4316,4004,4004,13,Sun,Short Term Visitor,HH,2279.15,16,17
4321,4004,4004,13,Sun,Short Term Visitor,OO,2651.72,20,21
4363,4004,4004,13,Sun,Long Term Visitor,OO,2021.53,7,8
4364,4004,4004,13,Sun,Long Term Visitor,OO,4361.73,8,9
4365,4004,4004,13,Sun,Long Term Visitor,OO,6273.03,9,10
4455,4004,4004,13,Sun,Short Term Visitor,HH,3688.84,10,11
4536,4004,4004,13,Sun,Long Term Visitor,OO,4760.24,13,14
4585,4004,4004,13,Sun,Short Term Visitor,OO,5270.94,9,10
4596,4004,4004,13,Sun,Short Term Visitor,HW,260.58,10,11
4597,4004,4004,13,Sun,Short Term Visitor,WH,188.66,12,13
4612,4004,4004,13,Sun,Long Term Visitor,OO,6547.56,10,11
4690,4004,4004,13,Sun,Outbound Commuter,WW,49.18,7,8
4691,4004,4004,13,Sun,Outbound Commuter,WO,49.18,10,11
4692,4004,4004,13,Sun,Outbound Commuter,OO,49.18,14,15
4725,4004,4004,13,Sun,Short Term Visitor,OO,7676.05,10,11
4763,4004,4004,13,Sun,Long Term Visitor,OO,4065.71,16,17
4764,4004,4004,13,Sun,Short Term Visitor,OO,1482.14,21,22
4865,4004,4004,13,Sun,Short Term Visitor,HH,2451.12,6,7
4902,4004,4004,13,Sun,Short Term Visitor,OO,5729.2,15,16
4994,4004,4004,13,Sun,Inbound Commuter,HO,38.7,5,6
5176,4004,4004,13,Sun,Long Term Visitor,OO,3601.46,17,18
5237,4004,4004,13,Sun,Short Term Visitor,HH,2452.14,14,15
5238,4004,4004,13,Sun,Short Term Visitor,HO,514.79,18,19
5239,4004,4004,13,Sun,Short Term Visitor,OH,879.12,18,19
5249,4004,4004,13,Sun,Short Term Visitor,OW,118.64,17,18
5297,4004,4004,13,Sun,Short Term Visitor,OO,4436.0,18,19
5592,4004,4004,13,Sun,Short Term Visitor,HW,121.63,6,7
5593,4004,4004,13,Sun,Short Term Visitor,WH,69.63,8,9
5625,4004,4004,13,Sun,Short Term Visitor,HH,3286.44,9,10
5684,4004,4004,13,Sun,Long Term Visitor,OO,6209.8,12,13
5884,4004,4004,13,Sun,Outbound Commuter,OO,72.77,8,9
5893,4004,4004,13,Sun,Long Term Visitor,OO,266.87,23,24
5989,4004,4004,13,Sun,Short Term Visitor,OO,7150.47,11,12
6090,4004,4004,13,Sun,Short Term Visitor,OO,5594.04,16,17
6200,4004,4004,13,Sun,Short Term Visitor,OO,6862.79,13,14
6266,4004,4004,13,Sun,Long Term Visitor,OO,3061.04,19,20
6279,4004,4004,13,Sun,Short Term Visitor,HH,3675.91,11,12
6280,4004,4004,13,Sun,Short Term Visitor,HW,239.58,12,13
6283,4004,4004,13,Sun,Short Term Visitor,WH,216.62,17,18
6307,4004,4004,13,Sun,Inbound Commuter,OO,221.6,11,12
6467,4004,4004,13,Sun,Short Term Visitor,HH,2089.26,19,20
6648,4004,4004,13,Sun,Inbound Commuter,HH,105.96,19,20
6649,4004,4004,13,Sun,Inbound Commuter,HH,17.88,22,23
6668,4004,4004,13,Sun,Long Term Visitor,OO,281.44,5,6
6691,4004,4004,13,Sun,Short Term Visitor,HO,1489.25,10,11
6692,4004,4004,13,Sun,Short Term Visitor,OW,32.68,20,21
6693,4004,4004,13,Sun,Short Term Visitor,WH,172.87,21,22
6791,4004,4004,13,Sun,Long Term Visitor,OO,3671.47,18,19
6804,4004,4004,13,Sun,Short Term Visitor,HW,175.68,18,19
6805,4004,4004,13,Sun,Short Term Visitor,WH,232.15,19,20
6981,4004,4004,13,Sun,Short Term Visitor,HO,1077.17,13,14
6983,4004,4004,13,Sun,Short Term Visitor,OH,1271.28,20,21
7174,4004,4004,13,Sun,Long Term Visitor,OO,5084.36,14,15
7331,4004,4004,13,Sun,Short Term Visitor,OO,3203.05,19,20
7591,4004,4004,13,Sun,Long Term Visitor,OO,1030.24,22,23
8081,4004,4004,13,Sun,Short Term Visitor,HW,406.77,8,9
8082,4004,4004,13,Sun,Short Term Visitor,WH,117.18,16,17
8130,4004,4004,13,Sun,Long Term Visitor,OO,2388.11,20,21
8235,4004,4004,13,Sun,Short Term Visitor,WW,28.88,6,7
8270,4004,4004,13,Sun,Short Term Visitor,HO,1437.96,8,9
8271,4004,4004,13,Sun,Short Term Visitor,OH,690.74,14,15
8362,4004,4004,13,Sun,Long Term Visitor,OO,4247.0,15,16
8456,4004,4004,13,Sun,Short Term Visitor,WO,165.44,12,13
