TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
327,247,1419,0,4,3,2,0,0
507,7134,6398,7,86,10,8,1,63
534,879,1651,0,16,5,0,0,3
27,28009,8893,11,76,47,22,0,37
365,2162,2184,0,21,9,4,0,7
150,7726,7559,4,64,41,8,3,38
319,1583,1775,2,18,1,2,1,4
880,10405,11664,2,103,30,4,0,58
1184,1065,837,0,11,6,1,0,1
79,490,575,0,6,0,2,0,1
114,2650,3047,2,20,19,3,0,23
808,11667,9723,0,68,112,37,3,25
839,4383,4751,2,47,23,9,0,42
217,2170,2313,1,32,3,1,0,18
914,30832,27551,10,102,350,57,9,63
1326,1882,1763,0,17,9,0,0,15
1119,13824,4303,1,37,3,3,2,27
452,1515,984,0,11,2,0,0,4
809,12131,10138,5,70,106,35,2,49
667,11427,10669,12,228,30,9,8,161
12,10886,7754,8,65,16,16,3,49
1208,2535,2334,0,24,10,4,0,18
828,1019,2183,0,11,9,1,0,6
1132,9931,10390,1,89,10,5,1,63
488,2391,1531,0,19,1,2,0,9
1287,3735,396,0,4,2,0,0,0
787,10602,33577,5,162,48,12,6,82
1199,858,867,0,13,4,2,1,2
1340,347,728,0,2,0,0,0,0
888,30008,48381,18,270,67,11,0,266
73,5193,5705,3,65,8,2,0,39
71,2971,3677,1,34,34,6,1,15
67,5043,5561,6,52,10,10,2,35
818,1863,2083,2,11,12,2,0,10
379,959,871,0,11,2,0,0,8
538,582,631000,0,1,0,0,1,2
709,5023,3878,1,38,20,6,0,29
931,12580,14598,4,57,186,16,8,52
718,4896,4510,0,54,24,8,0,41
1143,3741,2859,5,21,40,14,3,12
1010,5626,5333,3,29,40,11,1,28
483,3076,4123,0,63,5,0,0,44
661,3226,4170,3,56,9,4,0,20
130,2618,2845,2,32,8,0,0,16
1130,4735,4815,0,45,5,7,0,24
518,1646,1070,0,9,5,5,0,6
1241,5060,4715,6,60,9,4,0,47
909,34541,31887,7,89,385,53,3,62
897,229229,161370,65,469,885,155,62,290
1035,2662,2690,0,24,24,10,0,13
725,4991,4927,12,60,30,10,1,39
956,22657,842,1,3,12,1,0,0
1129,12166,11941,5,114,15,11,2,62
