TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
27,10189,10016,8,113,40,5,8,46
365,2099,2052,0,27,3,2,0,5
150,9167,5881,3,64,23,3,2,36
1180,2739,2073,0,28,26,5,3,10
880,11373,11556,4,104,34,1,1,67
1184,1651,1430,0,15,13,0,0,6
79,1324,1135,0,16,0,0,1,5
1321,1673,1394,0,29,7,3,0,9
808,6980,6686,0,39,85,12,3,29
839,5551,5370,2,64,15,4,1,41
217,2071,2220,1,24,0,1,0,21
914,38557,26729,9,103,277,28,6,62
180,3224,3146,0,37,4,0,0,23
1119,3791,4173,0,36,7,0,0,16
452,1912,1868,0,19,5,0,0,14
809,8709,6891,1,43,105,15,3,30
754,3002,2808,0,36,4,0,0,17
1208,4322,4355,0,49,9,7,1,34
828,1465,2130,0,24,0,0,0,6
1132,12380,11742,3,113,14,1,0,61
488,1582,1269,0,18,1,0,0,8
1287,904,1871651,0,6,3,0,0,1
787,12010,12067,5,170,43,3,13,120
1199,2546,2274,6,25,3,2,2,19
558,11307,2132,0,20,0,0,2,11
888,32018,31564,27,364,35,12,0,231
560,4003,4322,1,30,1,0,0,24
73,6737,6794,0,89,6,0,1,42
71,5531,6117,1,80,22,8,9,24
67,10939,12959,6,119,4,10,21,80
760,5214,13371,0,53,6,2,3,33
818,2845,3697,0,28,8,3,0,15
624,6052,5766,0,62,8,5,1,42
709,1969,16034,0,43,4,0,2,9
526,2271,2408,0,30,1,0,0,16
323,10281,10403,6,107,10,12,3,56
718,4392,4568,2,81,12,4,2,22
1143,4584,11186,7,34,63,9,2,15
483,4401,4360,3,67,5,1,0,37
661,4136,4051,0,70,2,0,0,22
968,3093,3347,0,32,10,0,0,20
130,3562,3751,0,44,7,0,4,31
1130,4496,5055,0,42,2,0,0,32
518,2466,3049,1,25,14,5,3,9
1241,6535,6383,4,83,11,1,1,72
1220,2169,2088,2,39,6,0,0,13
4001,1676367,1677120,277,219,859,777,297,207
1035,2690,2865,0,27,21,7,0,9
725,7643,8077,11,128,18,15,5,56
956,931,1822,1,12,6,1,1,1
1129,10565,10676,2,99,14,3,0,63
77,4289,4032,0,51,19,3,0,35
1149,19159,17562,5,104,183,12,3,91
1250,2208,2121,1,33,5,0,0,15
989,1172,2160,1,14,1,0,0,17
655,10292,10144,2,163,26,6,4,89
95,7269,8011,3,74,9,3,5,45
1216,4088,4520,0,51,23,9,0,24
7,1578,1457,0,18,4,0,1,11
662,6119,6883,0,82,18,0,0,50
52,2244,2073,2,26,0,0,0,4
721,4392,4925,1,79,14,7,2,18
899,23769,27614,5,64,290,12,14,26
907,1031,87409,0,1,21,0,0,1
879,11450,11704,1,103,16,2,0,70
998,4518,4588,5,75,8,0,0,44
1323,2156,2216,0,28,4,0,0,17
34,3099,3821,0,24,2,4,9,22
1198,5491,5919,0,68,14,6,13,38
1290,140,2263,0,0,0,0,0,0
336,2628,1605,3,22,0,2,0,13
503,4615,4863,9,42,9,5,16,11
62,614169,1500,0,19,3,1,0,10
1231,3181,2963,0,27,21,2,0,23
598,6830,6371,2,93,13,11,4,27
139,3315,3075,0,34,6,0,0,26
118,6356,6142,4,56,14,6,0,53
226,4301,14162,1,23,28,16,1,23
520,561,1328,0,4,0,0,3,6
1226,19196,19020,12,163,35,8,8,79
892,893971,67,0,0,0,0,0,0
1242,2336,2033,0,29,5,1,0,26
660,381,889,0,5,0,0,0,2
199,7459,7243,2,131,17,1,2,76
862,7982,8668,1,107,25,4,0,64
315,3368,3143,3,42,4,4,2,9
803,4865,17911,0,20,79,5,0,12
794,14989,5784,3,66,10,2,1,59
1079,1466,1189,3,11,0,1,0,6
1330,2385,4322,1,19,2,1,1,3
796,16164,14712,5,144,107,19,9,87
529,490,342,0,4,2,1,0,1
334,3461,7013,0,33,3,0,0,37
1040,7808,7957,5,71,84,2,1,55
362,836,2789,0,8,2,1,0,1
1229,4260,4360,2,38,3,0,0,24
842,9146,8552,1,79,35,5,1,58
3,13668,133315,10,119,52,39,24,67
736,1571,1836,0,30,5,0,0,12
392,24925,307,0,6,0,1,0,0
1338,2981,3108,5,24,11,0,0,12
104,1580,1397,1,18,0,0,0,7
667,23147,24403,17,427,43,20,17,246
403,1081,969,0,2,1,0,0,4
1038,7133,7761,2,113,43,6,6,29
749,436,1154,0,7,0,0,0,1
16,3552,316,0,4,0,0,0,1
326,465,520,0,8,3,0,0,0
103,5425,5221,3,63,17,0,1,18
1188,5857,5521,4,71,7,5,4,51
1328,252,1890787,0,0,5,0,0,0
317,1778,2393,0,22,7,0,0,4
1248,2184,1897,0,29,4,0,2,18
208,12389,19785,9,184,14,4,2,117
599,4506,4569,1,74,10,3,3,30
885,1231,1208,0,17,1,0,0,4
15,360,1857,0,7,0,0,1,1
830,1846753,1640,0,18,2,0,0,4
1145,13681,12519,10,181,101,23,28,95
462,2766,3826,0,38,9,1,0,16
431,926,879,2,9,0,0,0,5
57,1161,7977,0,7,3,0,0,7
1006,21932,21920,16,212,21,9,7,126
771,5178,5401,0,51,7,5,0,37
586,2259,2710,0,34,6,0,2,20
544,3562,3118,1,34,3,2,1,24
155,3050,3149,0,32,4,3,2,20
1336,774,1162,0,4,3,0,0,3
517,1604,2198,1,24,5,0,5,5
94,1041,1036,0,9,0,0,0,10
1000,6289,841,0,4,3,2,0,14
363,1338524,491,0,1,3,0,0,3
761,1736,1744,0,20,4,0,0,13
1179,712,15452,2,10,4,5,2,9
564,1491,1938,0,19,1,0,1,5
223,100,27,0,0,0,0,0,0
611,4723,5201,0,70,8,4,2,26
212,1981,1936,0,24,4,5,0,10
872,9663,9580,3,126,34,15,1,84
615,2230,2322,0,25,2,0,0,24
1148,7838,7742,1,28,113,0,0,19
948,16074,16754,6,167,98,9,20,61
1308,996,754,0,0,18,0,0,0
653,407,466,0,3,0,0,0,6
592,1026,1292778,0,11,1,0,1,9
974,5442,5490,1,46,24,9,0,30
204,2181,2495,1,31,1,0,0,26
679,1798,1992,0,22,0,0,0,12
450,4260,3949,0,62,3,2,0,33
516,4036,4328,3,37,6,2,7,36
4002,510313,507439,75,34,271,411,93,56
507,8615,7006,9,90,9,8,14,58
442,1831,1995,0,30,1,0,0,11
1054,2141,1998,0,20,1,0,0,17
1277,2470,40647,5,2,28,21,1,0
689,2865,3318,1,46,3,4,3,12
758,7374,6143,4,79,0,0,0,53
314,757,629,0,7,0,0,0,2
1162,1345,7371,0,6,3,0,1,9
954,5883,6147,0,60,16,3,0,39
1281,11442,13726,3,37,124,107,0,16
906,65220,67859,9,93,454,25,10,49
1303,573,644,0,13,0,0,0,9
1122,971,1157,0,15,1,0,0,3
115,4946,4488,5,57,7,0,0,40
523,597,480,0,3,2,1,0,1
373,1724,2325,0,22,3,1,0,9
722,3310,3235,1,51,5,7,1,24
562,2018,2015,0,20,0,0,0,10
951,10934,11814,3,146,26,1,3,93
783,1374,1153,0,38,6,0,0,21
4,943,1093,2,9,2,0,0,5
740,1637,1442,1,20,1,0,0,10
179,1256,844,0,10,0,0,0,3
902,89156,82110,41,298,563,60,39,148
727,7901,8364,2,108,13,9,8,75
429,2563,2551,0,17,2,0,0,12
714,4218,4112,0,54,15,7,3,18
476,5604,5617,0,89,6,0,0,47
590,2911,3148,0,48,9,7,0,24
1322,787,635,0,8,7,0,0,5
1155,3188,11016,1,27,6,1,0,19
1121,3148,3287,2,30,2,2,2,25
595,3004,4038,1,41,24,3,4,15
1263,10302,20272,6,75,23,24,10,54
210,8907,17182,3,103,8,2,3,61
730,10692,11302,11,195,29,9,9,72
44,2696,6997,0,42,4,0,0,13
343,1748,1601,0,16,0,0,0,11
1288,1328,1268,2,10,0,0,0,9
397,590,734,0,5,0,0,0,6
584,1490,1235,0,11,5,0,0,6
683,6463,7824,0,92,30,6,9,44
1147,17699,12163,6,48,161,13,2,49
691,3038,3223,2,33,3,0,0,22
1196,623,2327,0,3,1,0,0,5
1018,7786,6862,3,42,91,7,7,17
1056,829,681,0,3,1,0,0,2
1084,2450,344639,1,30,4,1,1,14
735,3541,3679,1,49,5,3,0,27
901,2632,3024,6,69,29,2,0,73
980,3307,4632,0,22,71,17,0,3
26,5264,6700,4,30,45,10,11,28
931,17079,17586,6,139,182,16,6,60
738,2733,2981,0,52,3,2,0,21
4005,2044907,2046488,443,304,1166,1437,757,290
654,2907,2995,0,37,7,2,1,27
1083,1120,1706,0,15,0,1,3,5
319,1417,2230,0,12,1,1,3,11
773,8587,9513,1,101,6,2,0,51
1123,1627,1533,0,20,0,4,0,7
123,5218,5176,3,42,12,0,0,38
510,4842,5126,4,53,16,4,11,41
1171,2891,3074,1,32,0,0,0,15
133,5722,5734,1,67,5,3,3,29
105,7077,6943,3,92,3,2,9,38
644,1241,902,0,12,0,0,1,7
765,2533,2392,0,22,3,1,0,17
305,8300,8422,4,101,15,8,2,58
871,7838,7811,1,65,20,3,0,41
947,8131,8174,0,112,11,14,10,46
856,5029,4360,0,66,6,0,0,33
207,9732,9270,4,115,12,0,1,83
583,177,317,0,0,0,0,0,1
1131,10140,9762,4,110,11,0,0,58
1036,2058,2813,3,45,10,0,2,6
1293,14858,69,0,0,0,0,0,0
102,5365,5931,1,69,14,5,5,33
618,2010,1803,0,25,1,0,0,18
211,4032,3885,0,58,5,0,0,20
1032,11493,11691,6,104,63,15,2,64
466,2007,2140,0,14,2,0,0,12
887,1229172,495,0,4,4,1,0,1
1028,3442,2482,2,32,16,4,0,11
418,1103,1397,0,9,0,0,0,11
366,3613,3099,0,39,5,2,0,16
66,1612,1526,0,22,1,0,0,8
1183,176,242,0,0,2,0,0,4
396,831,797687,0,6,0,0,0,6
1348,1111,1401,0,10,0,0,0,11
1311,1483,1882,1,18,6,0,0,10
585,13806,7802,0,114,16,5,3,46
797,22247,12233,7,151,42,3,7,101
1272,3637,52025,0,28,33,12,0,22
407,1758,181,0,0,0,0,0,0
686,5644,5669,0,43,10,2,2,39
1194,523,4424,0,8,0,0,0,2
191,3624,4669,0,26,35,5,0,22
938,4794,4130,2,61,38,4,3,30
857,3060,2964,2,29,10,0,0,15
1114,5984,6335,2,66,26,4,2,37
47,4669,5278,2,64,2,0,4,23
1002,372,426,0,3,3,2,0,0
10,75,124768,0,0,0,0,0,0
506,6611,6875,8,93,18,12,14,46
997,1880,2037,0,30,7,1,0,16
89,9463,9794,3,112,28,13,9,66
837,1245,1388,0,11,1,2,0,9
990,3040,6792,1,37,37,10,0,27
589,12068,15630,15,197,26,11,9,75
528,1541,1766,0,19,2,4,2,10
982,762,1370679,0,7,10,0,0,2
1243,6750,7584,0,122,7,0,0,68
764,4209,3825,0,40,6,1,0,22
680,2808,3478,2,30,3,0,0,23
533,1647,1017,0,9,2,2,0,8
1055,3108,3321,1,35,9,3,0,7
774,8705,8824,2,111,12,3,3,72
767,5006,4855,0,43,5,2,0,40
785,4302,3901,7,159,18,0,2,64
543,320,311,0,4,0,0,0,1
1118,3721,1623849,0,22,11,1,0,28
1222,16371,1785,0,7,12,10,6,6
1047,954,1112,0,7,1,1,1,10
897,280092,213282,70,546,1022,116,78,307
159,4442,4101,1,43,12,2,1,16
702,1493,1881,0,25,4,0,2,16
4004,362283,364978,93,57,392,491,79,42
613,3013,2775,0,41,4,0,1,21
367,6463,17526,2,100,15,9,4,29
841,4115,4291,0,44,9,1,1,23
37,9568,9474,9,139,18,10,12,46
