TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
926,3096,901,1,0,17,0,0,1
1340,528,1270,0,0,0,0,0,4
27,26423,8383,6,86,36,18,5,45
365,1655,1842,1,15,3,2,0,11
150,6079,6186,0,63,31,10,1,35
319,1564,1855,0,22,0,1,0,4
880,9914,11575,0,106,25,7,0,73
1184,777,1041,0,12,9,3,0,4
79,657,802,0,9,1,0,0,5
1321,1836,1717,0,27,7,5,0,16
808,24159,10379,0,61,125,33,3,34
839,4923,5088,2,57,16,5,0,42
217,1965,2051,1,26,6,0,0,11
914,29704,27698,12,94,336,51,7,68
180,2458,2847,2,31,8,2,0,14
1119,4351,4806,0,37,8,4,2,29
16,610,1214464,0,5,0,4,0,4
809,9799,9505,3,54,116,33,1,48
667,9987,11040,7,231,31,9,2,144
166,1511,1619,1,17,4,0,0,6
1208,2765,3066,1,29,6,5,1,19
828,901,1459,1,5,3,1,0,5
1132,9541,10538,5,87,12,4,0,53
488,1892,1986,0,22,1,3,0,11
1287,607,3578,0,5,3,0,0,1
1289,6655,30195,8,66,16,12,6,62
787,10644,11398,9,167,38,8,6,105
1199,1010,2135,0,15,5,2,1,6
558,10507,2282,1,16,2,0,0,15
888,29730,31471,17,305,68,5,0,236
73,5191,5284,1,53,7,1,0,46
681,693,1007,0,10,0,0,0,5
67,4682,5095,3,56,8,4,2,40
676,3266,3577,2,49,12,0,1,32
670,3536,3608,5,32,7,4,1,26
923,25857,11357,4,36,152,14,3,28
321,5070,4265,2,34,4,3,2,32
323,9033,8210,4,78,15,2,5,47
718,5710,4285,2,55,23,8,0,38
1143,3188,2792,5,21,34,15,5,8
1010,4597,4554,4,21,35,10,0,18
483,3319,2873,1,39,0,0,0,42
661,3397,5920,2,55,4,2,0,25
130,2842,2840,0,32,7,1,0,18
1130,4811,4771,1,40,2,0,0,31
518,1026,1255,0,6,12,4,1,3
1241,7379,7435,3,90,14,5,0,75
1306,228,280,0,4,0,0,0,0
897,210636,160535,72,498,875,178,53,313
1035,1894,2258,0,22,14,4,0,16
1346,693,2381,0,3,1,0,0,2
302,9711,10046,16,41,18,33,15,54
725,4519,4977,6,69,21,15,0,36
956,605,5614,0,5,8,0,0,0
1129,11374,12231,3,116,27,13,0,62
77,13226,4524,0,48,27,8,0,35
672,3280,3602,0,37,3,1,1,17
1250,2414,2204,0,32,7,0,0,14
989,520,3676,0,14,1,0,0,3
655,8031,9462,9,109,19,4,1,98
95,6126,7014,4,51,4,3,4,48
1216,3435,3635,1,36,15,10,0,15
7,1507,2020,0,14,3,2,0,6
662,5947,5948,1,70,11,5,0,48
329,2543,3188,0,30,2,2,0,27
721,2036,1994,1,18,8,4,2,14
899,25299,27789,14,52,261,54,18,34
1248,2265,2941,0,25,2,0,0,23
477,5426,5555,1,77,12,6,0,59
439,2103,5966,3,27,5,7,0,8
998,3436,3323,0,54,12,0,0,35
1323,1747,22773,0,26,2,1,0,12
34,25136,3402,1,29,5,2,2,20
1198,3684,3857,0,42,9,1,6,35
417,439,1820,0,0,0,0,0,4
503,5147,8435,9,45,25,17,7,22
1231,2794,2785,0,16,19,24,0,14
598,3359,3324,1,32,15,12,1,18
139,3178,3197,0,35,5,1,1,27
118,5028,5335,0,50,11,1,1,51
226,3800,3586,2,10,17,13,2,24
1297,7328,7159,3,68,6,0,0,64
1226,19483,19124,18,136,38,11,6,83
892,52,886560,0,0,0,0,0,0
1298,2609,8803,3,26,1,0,0,14
660,565,1213,0,4,0,0,0,4
199,6002,5303,1,100,9,3,1,55
1335,2498,2191,3,12,11,3,0,14
315,4260,3987,2,39,11,0,0,22
803,6864,6548,1,14,106,19,0,12
794,5134,6217,0,65,16,1,0,71
1058,2638,2888,0,15,3,0,0,28
796,15984,13340,5,121,115,13,4,93
529,1127,1065,0,11,10,4,0,0
334,3387,3509,0,37,5,0,0,30
1040,7870,8656,0,70,70,11,1,59
996,89,164,0,2,0,0,0,0
3,33628,17485,18,118,72,60,26,79
62,1402,1438,0,12,5,0,0,12
736,919,1005,0,21,2,0,0,6
362,557,1103,0,4,5,0,0,1
138,598,449,0,5,0,0,0,1
1338,2709,3495,0,24,3,5,0,21
104,576,1806,0,10,0,0,0,4
754,15664,3696,0,45,2,0,0,28
403,1084,997,0,7,1,0,0,5
1038,4083,4087,3,49,25,2,3,21
776,15259,338,0,2,2,1,0,0
326,1105,1332,2,13,0,0,0,10
103,21250,3792,2,35,14,6,0,20
1188,4157,4359,4,59,14,8,2,37
574,3597,16974,4,27,15,3,0,17
317,1249,1645,0,15,1,0,0,6
907,800,635,0,1,11,0,0,3
473,1011,1256,0,15,5,1,0,8
208,10382,10940,9,160,12,10,0,99
599,3791,3400,0,48,11,1,2,29
1030,3603,3148,2,31,18,10,3,23
322,2634,3108,0,20,1,1,0,20
201,6205,6460,1,57,3,4,1,40
1113,2532,1898,0,17,5,0,0,13
431,881,1053,0,6,0,0,0,6
1006,22824,23218,8,212,40,15,3,139
771,4141,4409,1,36,6,0,0,31
341,4285,5026,1,37,4,0,0,30
155,1996,1852,2,23,1,0,0,10
564,24665,1408,3,14,0,0,0,6
1336,947,1088,0,3,6,0,0,4
517,1365,1591,2,11,9,2,1,6
94,986,1008,0,8,1,2,0,9
1000,462,884,0,1,4,2,0,2
228,2521,2293,0,15,3,9,7,8
363,415,315,0,0,4,0,0,3
761,30744,1561,0,24,4,2,0,6
1179,749,720,0,8,2,5,0,6
875,6526,7048,0,56,22,7,0,39
223,66,1620,0,0,0,0,0,0
611,6345,5622,3,69,10,6,0,51
212,2707,2352,0,26,7,5,0,13
