TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
1110,624,474,0,1,7,2,0,0
27,8299,8206,6,88,37,8,3,44
365,2165,563785,0,22,8,0,0,7
150,6223,6169,4,60,29,11,2,35
319,1395,1659,0,15,0,0,3,4
880,11872,16183,7,118,31,1,1,63
1184,1160,580,0,7,4,0,0,5
79,798,1141,0,10,0,0,1,6
1321,1034,2722,0,24,4,1,0,13
808,37964,11710,1,79,116,47,1,43
839,4258,4265,4,44,13,4,0,38
217,2474,2711,1,20,6,3,0,25
914,25972,24932,10,103,307,44,3,65
180,2376,21868,0,33,4,1,0,15
1119,4441,4729,1,43,5,1,0,23
16,586,23054,0,3,4,0,0,1
809,31244,10577,1,65,123,36,3,44
667,11728,11879,10,227,27,11,6,147
12,7012,7189,10,54,16,19,0,46
1208,3363,3464,0,34,12,3,1,16
828,1520,2163,1,13,3,1,0,1
1132,10441,11224,9,75,22,4,0,64
488,1397,185424,0,15,5,0,0,11
1287,1161,865,0,14,1,1,0,0
787,9226,10023,4,159,37,4,4,101
1199,1634,2819,3,14,7,4,0,7
558,1707,1739,2,12,0,0,0,6
888,31648,31326,22,298,73,3,3,237
73,5146,4827,0,46,1,7,1,30
71,3492,3226,0,34,14,7,0,20
67,5496,6071,6,47,12,10,3,51
760,3637,4086,0,43,10,0,0,25
559,3302,3971,0,26,5,0,0,29
818,1873,2572,0,22,8,3,0,11
379,1093,1125,0,13,3,0,0,9
923,9380,7202,2,39,92,17,3,30
526,1697,1925,0,18,5,0,1,14
931,11716,13982,4,84,162,22,3,45
718,5430,3968,2,63,18,4,1,32
1143,3519,3479,6,28,47,22,0,15
1010,3863,5279,1,24,50,13,3,23
483,2779,2550,0,37,6,0,0,33
661,3125,3860,0,53,10,2,0,22
130,3214,2495,3,21,14,3,1,10
1130,4751,5082,0,44,11,0,0,28
518,1218,1754,0,10,2,3,0,3
1241,5869,5921,4,63,16,3,2,70
1220,2383,2285,0,39,0,7,0,13
897,188082,151154,76,486,820,132,60,292
1035,2909,1971,0,18,19,2,0,10
725,3467,3825,6,55,20,7,1,36
705,421,492,0,7,0,0,0,2
1129,11959,11416,2,107,20,9,0,55
77,4515,4191,0,48,31,3,0,27
672,3740,4150,1,48,7,2,0,21
1250,1685,1052615,2,34,4,1,0,10
989,600,128817,0,7,1,0,0,6
655,8981,9147,12,126,23,4,0,80
652,7866,584,0,8,0,0,0,3
1216,3828,4220,0,38,29,9,0,25
7,1112,4065,2,12,3,0,0,9
662,5786,6407,1,69,12,9,0,53
530,630,1730,0,4,5,0,0,5
721,1935,1596,0,24,9,0,0,6
899,12412,14853,9,48,203,17,10,25
907,1835,877,0,0,20,2,0,1
477,6422,6425,4,80,13,1,0,75
998,4266,3891,1,55,7,0,0,45
1323,1912,1987,1,23,0,0,0,23
34,3017,3568,1,27,0,3,1,26
163,2597,2644,1,30,7,1,0,17
