TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
534,2287,1736,0,24,3,0,0,14
27,9396,1027927,13,99,28,8,9,45
365,1951,686787,0,17,3,2,0,12
150,6713,7346,0,87,18,7,3,52
319,3352,1941,0,22,1,0,0,10
880,11225,11276,2,108,26,7,5,58
138,876,484,0,4,0,0,0,5
79,33190,1182,0,13,0,1,5,5
114,1284916,2277,0,22,4,4,1,24
808,7289,6657,0,42,95,12,0,23
839,4214,4695,0,67,2,5,4,40
217,3093,2456,5,28,4,2,2,19
914,24675,22983,4,109,278,30,5,58
7,1778,1974,0,22,3,2,5,10
1119,5039,5298,1,43,5,0,3,27
16,139,1373718,0,0,2,0,0,0
809,8934,6720,0,48,89,16,3,24
667,24177,24479,12,457,28,9,13,252
166,1635,2264,1,18,2,0,0,11
1208,3804,7690,0,52,9,5,1,24
828,1983,2249,0,24,4,0,0,8
1248,2401,2775,0,37,3,0,0,23
488,2109,1994,0,20,6,0,0,16
787,11678,12174,10,187,36,4,6,121
1199,2338,1493314,1,44,2,5,1,11
1340,715,610803,0,8,0,0,1,4
888,30692,31179,19,362,47,10,1,243
73,6251,7536,1,94,4,2,5,42
71,5852,719132,0,93,5,5,11,26
67,12011,12941,2,132,11,15,18,89
818,2972,3227,0,33,7,2,1,13
1349,2335,2817,0,38,4,0,0,11
49,14349,803488,7,171,26,28,33,65
323,9975,9911,2,78,12,10,3,72
718,6647,214643,1,104,19,3,4,26
856,4644,3960,0,55,0,1,0,34
1010,4028,5402,2,23,46,6,3,24
483,4529,4643,2,74,5,2,4,41
661,3676,3873,1,52,19,2,0,18
968,3474,2852,0,24,10,2,0,16
130,3356,3451,4,45,3,1,1,17
1130,4318,4798,1,36,4,0,0,32
518,2951,6534,0,29,32,12,4,11
1241,6447,5993,1,76,10,6,0,68
909,22685,33348,12,103,244,37,10,54
897,233201,177584,62,585,875,166,67,281
1035,3403,3552,0,33,20,6,5,22
1346,3014,1897232,0,34,0,3,5,29
725,7025,7181,6,127,14,2,6,60
705,1115,2566,0,14,1,1,2,8
1129,10938,11369,0,109,13,6,1,58
77,4659,3996,0,56,10,3,0,40
672,3949,4052,0,46,2,0,0,23
1250,2524,2249,1,38,2,0,0,18
989,1170,1768,2,17,3,0,0,8
655,9915,9377,7,148,19,3,0,84
82,6311,5968,2,71,5,2,7,35
1216,4595,4791,3,62,12,7,0,28
662,8024,19392,3,86,11,3,3,57
52,2227,2475,5,26,0,1,0,11
721,4984,6306,3,80,15,9,3,33
899,26057,27808,14,69,262,29,17,46
477,7635,7555,0,121,5,6,2,77
439,7212,7958,5,108,9,14,5,23
998,4895,5025,0,83,11,0,0,49
1323,2093,2120,0,33,2,0,0,14
34,3649,3489,1,28,0,1,6,24
163,1723,1683,0,23,2,0,0,13
336,2113,2799,0,31,1,0,0,14
503,5299,37713,8,37,2,10,13,24
1231,2617,7361,0,36,10,6,0,12
598,4723,5675,1,77,9,8,6,28
165,3537,673569,3,41,12,0,0,26
685,2646,2768,1,27,0,0,0,15
226,4345,17984,3,31,13,13,2,23
1297,6562,6545,0,62,14,0,1,60
1226,19901,19106,15,161,26,4,2,72
892,370,96,0,0,0,0,0,0
1242,2350,2146,1,29,2,0,0,25
1327,829,1793,0,5,0,0,0,0
199,6513,6559,3,119,16,0,2,77
862,6996,7703,5,96,23,4,0,56
315,4398,4304,1,46,5,2,3,19
803,4539,4090,1,22,71,4,0,9
794,5175,5491,0,80,5,1,0,52
1058,2934,2027,0,12,0,0,1,20
1330,4645,1973,1,16,0,0,0,13
796,16331,15286,5,158,84,19,4,113
529,405,1285,0,2,2,0,0,1
334,3186,2990,0,36,0,1,0,29
1040,6941,6952,0,66,73,6,2,55
362,459,996,0,12,1,0,0,2
3,14868,28540,12,135,51,45,32,65
1025,11434,8630,2,30,127,29,0,5
1198,5629,1944336,2,74,13,6,11,42
736,1768,1777,1,28,3,1,0,9
614,2361,2671,0,27,4,0,3,15
392,728,649,0,7,0,1,3,1
1338,3812,2772,1,21,3,0,0,16
104,1142,1080,1,8,2,0,0,8
475,1583,1975213,0,24,6,0,0,8
350,2647,2871,0,26,9,7,0,17
403,1635,714,0,3,0,0,0,3
1038,7085,8579,1,97,44,6,11,28
776,655,1418,1,6,2,6,0,0
657,1498,1492,0,19,2,0,0,7
326,2087,821,5,9,0,0,0,3
103,4634,5486,0,62,11,9,1,24
1188,1886898,5161,5,64,12,4,4,47
317,1769,1272,0,14,0,1,3,3
1132,11247,9963,2,90,10,2,0,55
208,13308,13617,5,226,10,4,3,123
599,5372,5496,1,84,5,5,5,38
885,1753,1582,2,14,0,1,0,15
1145,94438,13561,11,173,96,31,30,103
849,33607,6301,0,73,8,2,0,51
431,307,1222,0,2,0,0,0,0
57,605,2693,0,5,1,0,1,1
1006,22601,22048,18,205,12,6,2,145
771,5989,6076,0,51,5,0,0,45
504,2617,1854,2,13,2,2,2,5
155,3328,3371,0,35,2,0,1,19
564,1774,2430,1,18,0,0,0,4
1336,754,1656,0,9,2,0,0,7
517,2825,2111,0,24,4,5,3,10
1000,1291,935,0,7,5,1,0,16
228,1274,1203923,0,8,3,4,1,6
363,413,1299,0,2,2,0,0,3
761,1539,1554,0,23,3,0,0,11
1179,560,1836366,0,4,3,6,0,5
1276,824,791,0,9,5,1,0,4
708,843,1206,1,9,1,0,0,8
611,5778,6221,1,73,14,10,1,51
212,1899,1746,0,22,6,1,0,10
872,9436,10215,1,164,23,4,1,71
1148,6087,6051,2,34,85,4,0,21
537,659,1885,1,8,0,0,1,3
948,17648,18397,3,177,96,13,19,76
1308,716,6833,0,1,13,0,0,0
1254,200,244,0,1,0,0,0,0
592,62144,942,0,15,7,0,0,2
974,5496,6735,0,42,32,8,0,29
204,2355,2385,1,36,0,1,0,22
679,1538,1614,0,14,0,0,0,8
1181,1414,1940,1,42,7,3,3,24
4002,492635,498027,77,43,247,382,107,53
