TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
534,1728,2357,1,24,4,3,1,18
27,9048,7814,9,88,25,9,6,52
365,1956,1867,0,21,5,0,1,8
150,7553,7768,3,76,36,2,3,49
319,1969,1754,1,11,2,1,1,9
880,12118,11771,3,126,32,1,1,58
1184,956,17533,0,16,5,1,0,7
79,1354,1466,0,21,1,2,1,4
114,2484,2748,0,26,22,5,0,14
808,6783,6913,2,41,89,11,4,29
839,4816,4826,2,51,18,1,2,38
217,1984,2333,2,26,3,2,0,23
914,31155,26636,12,125,309,25,8,81
1326,1722,1545,0,23,0,0,0,11
1119,4097,4769,1,44,3,2,4,18
16,483,3790,0,2,6,1,0,0
809,7910,6556,3,49,84,14,0,22
667,19796,20532,13,391,42,18,9,209
1208,3998,3927,3,35,16,6,0,29
828,1501,11970,0,18,1,1,0,7
1132,13112,13298,10,113,22,5,0,64
488,1462,1964,0,17,0,0,1,11
652,542,1013,0,6,0,0,0,3
211,5174,4653,1,57,2,1,0,38
787,13334,13141,11,196,35,7,8,124
1199,1938,3269,0,37,7,5,0,14
558,2037,3334,0,16,0,0,0,21
888,30590,32301,23,386,49,11,6,230
560,3343,3032,2,21,4,0,0,21
73,7777,8085,2,101,6,3,0,53
433,5363,5432,3,54,5,0,0,35
67,10846,11268,6,124,10,13,15,81
818,3140,3508,0,35,7,1,2,15
379,1383,11349,0,19,0,0,0,19
709,2345,2131,0,35,5,3,1,10
323,9859,9735,5,81,10,2,4,73
718,8116,7142,2,102,29,7,3,50
856,4774,4776,0,73,2,0,0,27
1010,4102,4288,4,40,17,11,7,10
483,3818,4169,1,57,4,0,3,43
661,3591,3700,0,57,7,1,0,18
130,3341,3495,2,40,4,1,0,29
1130,5604,6996,2,50,2,1,0,27
518,1618,2124,0,26,4,7,2,4
1241,5414,5387,1,71,8,1,1,66
1220,1450,1315,0,29,2,1,0,3
4001,1612426,1619267,300,210,744,834,309,213
628,17746,17483,13,218,32,5,6,143
1035,3094,2982,0,32,22,5,4,13
1346,2761,2965,1,40,3,1,0,15
725,7198,7634,4,140,24,12,3,51
956,1297,1391,2,16,9,4,0,1
1129,11037,10814,0,98,13,7,3,66
77,4465,4686,0,57,19,11,1,29
672,3097,3842,2,40,3,0,3,16
1250,2560,2866,1,52,6,0,0,15
655,9796,9750,6,145,19,9,2,93
82,6648,7061,7,73,19,9,4,31
1216,4403,4674,0,53,14,2,0,34
7,1564,12208,0,17,5,4,2,4
662,8211,8707,3,108,10,1,1,64
530,499,1835,0,6,4,0,0,4
721,3921,4060,0,67,14,5,7,18
899,26649,26409,11,70,259,26,23,33
907,1864,1512,0,2,29,0,0,4
477,6523,6442,3,106,6,0,2,69
439,5948,6435,3,79,11,12,7,32
620,5800,5515,0,78,7,3,3,45
1323,2076,16943,4,23,2,0,0,17
34,2901,3380,0,34,1,1,2,19
1198,5326,5455,5,64,16,7,5,31
417,365,210,1,0,0,0,0,1
503,4283,7907,3,36,10,6,9,18
1231,2489,2075,1,32,11,1,0,9
996,145,343,0,0,0,0,0,0
139,2967,2125,0,25,0,0,0,20
685,2190,2140,1,24,1,0,2,9
226,4576,14416,2,33,10,14,2,18
1297,6192,5912,1,68,5,2,1,44
1226,19557,19499,12,172,25,5,4,83
892,896769,103,0,0,0,1,0,0
1242,2312,2516,0,21,7,2,1,34
