origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
600,81,0,0,0,0,0,0,0,2,4,1,6,6,6,4,6,14,11,6,4,6,1,4,0,0,600,78,0,0,0,0,0,0,2,11,5,4,6,9,5,5,3,7,3,6,6,2,2,1,1,0
601,69,0,0,0,0,0,0,2,2,1,4,5,2,8,6,5,6,5,6,11,2,2,1,1,0,601,69,0,0,0,0,0,0,2,6,7,4,7,7,3,6,0,3,8,1,6,2,2,3,2,0
602,40,0,0,0,0,0,0,3,1,3,5,3,4,4,1,5,4,0,2,3,0,2,0,0,0,602,35,0,0,0,0,0,0,0,1,2,0,3,5,3,1,1,8,3,3,2,1,1,1,0,0
603,49,0,0,0,0,0,1,3,4,3,3,3,5,2,1,5,5,4,3,2,1,0,1,2,1,603,55,0,0,0,0,0,0,1,1,4,3,1,6,6,3,2,3,3,4,3,6,2,1,3,3
604,89,0,0,0,0,0,0,4,4,7,5,5,7,5,6,5,6,6,7,5,7,4,4,2,0,604,73,0,0,0,0,0,0,1,1,1,3,2,5,5,9,6,8,8,5,4,7,3,0,5,0
605,118,0,0,0,0,0,1,5,12,6,4,10,8,5,7,9,10,8,8,7,4,4,5,4,1,605,127,0,0,0,0,0,0,0,8,3,8,8,7,8,9,7,7,8,11,17,6,7,5,4,4
606,15,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,1,0,0,1,0,1,1,2,0,606,18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,1,2,0,0,0,4,2,2,1
607,45,0,0,0,0,1,1,1,1,2,4,3,5,4,5,2,3,1,4,3,4,1,0,0,0,607,52,0,0,0,0,0,1,1,0,2,2,3,5,3,3,2,9,5,5,2,5,2,2,0,0
608,26,0,0,0,0,0,1,0,0,3,2,1,1,2,3,2,1,3,2,2,1,0,2,0,0,608,31,0,0,0,0,0,0,1,1,4,2,1,2,0,3,0,3,2,1,3,6,1,0,1,0
609,32,0,0,0,0,0,0,1,2,3,4,0,4,2,3,2,0,1,2,5,1,0,2,0,0,609,31,0,0,0,0,0,0,0,1,1,1,2,3,0,4,2,3,4,2,2,4,1,0,0,0
610,21,0,0,0,0,0,2,0,2,3,0,1,2,0,1,1,0,1,0,4,1,0,1,1,1,610,21,0,0,0,0,0,0,0,1,1,1,0,1,2,0,3,2,1,1,2,2,0,1,2,0
611,156,0,0,0,0,2,1,1,2,5,5,7,6,12,9,14,14,17,17,14,14,5,7,3,1,611,148,0,0,0,0,0,0,5,10,11,12,10,9,14,10,8,6,8,13,13,9,3,5,1,1
612,181,0,0,0,0,0,1,0,4,13,5,6,11,15,17,15,15,15,14,8,12,20,8,2,0,612,181,0,0,0,0,0,1,4,6,21,14,14,17,21,11,13,6,10,4,13,7,7,7,3,1
613,69,0,0,0,0,0,0,4,5,5,3,3,5,3,3,3,4,8,6,6,6,3,1,1,0,613,71,0,0,0,0,0,0,2,4,4,3,3,3,5,4,3,4,5,5,12,4,4,3,2,1
614,54,0,0,0,0,1,0,1,7,6,2,2,3,3,3,4,6,4,5,2,2,3,0,0,0,614,58,0,0,0,0,0,1,0,1,2,3,1,3,4,5,5,4,4,9,8,3,1,1,1,2
615,65,0,0,0,0,0,0,2,2,3,3,5,6,4,2,7,6,8,3,5,3,5,1,0,0,615,65,0,0,0,0,0,0,0,6,3,4,3,6,5,4,6,3,4,2,5,7,3,0,3,1
616,21,0,0,0,0,0,1,4,0,1,2,1,2,2,1,1,1,2,2,0,1,0,0,0,0,616,21,0,0,0,0,0,0,1,3,1,2,0,1,2,1,1,3,1,1,2,1,0,1,0,0
617,10,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,617,12,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,1,1,1,1,0,0
618,44,0,0,0,0,0,0,3,1,3,2,4,4,4,5,3,4,4,1,1,1,2,1,1,0,618,40,0,0,0,0,0,0,1,2,3,1,0,3,3,6,3,4,0,4,2,2,1,2,1,2
619,42,0,0,0,0,0,0,1,3,4,3,3,1,2,2,2,0,3,4,4,3,2,5,0,0,619,47,0,0,0,0,0,0,0,1,2,4,3,2,8,1,0,1,6,1,6,6,1,3,2,0
620,184,0,0,0,0,0,0,4,5,11,11,12,13,13,9,9,23,18,15,6,12,8,11,4,0,620,168,0,0,0,0,0,0,1,9,11,13,12,11,12,10,13,12,14,11,11,6,7,4,2,8
621,87,0,0,0,0,0,0,3,3,3,1,5,6,6,8,12,7,5,9,5,4,5,3,2,0,621,88,0,0,0,0,0,0,0,2,2,5,5,7,7,7,8,8,5,7,9,4,5,1,4,2
622,142,0,0,0,0,0,3,1,5,13,9,7,7,8,12,11,12,13,14,9,3,9,4,2,0,622,145,0,0,0,0,0,0,2,6,7,11,7,13,8,12,10,16,9,9,12,7,3,7,2,3
623,141,0,0,0,0,1,3,2,7,8,4,7,10,10,9,19,8,16,15,4,10,3,5,0,0,623,124,0,0,0,0,0,0,4,21,16,9,4,9,8,4,5,4,10,4,10,4,4,5,2,1
624,90,0,0,0,0,1,3,1,4,4,4,6,6,8,5,4,8,5,14,5,5,0,4,3,0,624,89,0,0,0,0,0,0,4,1,7,9,7,4,4,5,11,4,7,5,7,6,2,2,3,1
625,17,0,0,0,0,0,2,1,2,2,0,4,3,0,1,1,0,0,0,0,0,1,0,0,0,625,19,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,4,1,1,1,1,4,0
626,214,0,0,0,0,1,5,8,14,22,14,14,11,16,17,13,11,15,22,8,8,10,2,3,0,626,196,0,0,0,0,0,1,3,3,7,15,7,13,11,12,12,9,17,17,17,17,9,12,11,3
627,201,0,0,0,0,0,9,10,15,12,14,14,14,10,13,11,15,13,15,9,10,7,6,3,1,627,202,0,0,0,0,0,4,7,9,12,8,10,6,10,18,6,13,18,13,21,15,10,11,6,5
628,499,0,0,0,0,2,11,14,20,34,34,24,24,39,33,42,38,38,45,37,32,18,7,7,0,628,469,0,0,0,0,0,4,21,32,31,36,29,27,24,31,33,27,30,21,41,28,20,17,11,6
629,259,0,0,0,0,0,4,5,12,14,18,7,14,23,12,15,24,17,17,26,11,19,14,6,1,629,259,0,0,0,0,0,1,4,7,19,20,22,10,19,21,19,20,12,19,17,25,6,7,6,4
630,268,0,0,0,0,1,2,8,11,15,15,15,16,28,11,15,19,22,23,18,18,13,17,1,0,630,271,0,0,0,0,0,1,5,13,15,11,16,19,16,25,24,18,21,19,16,22,13,8,4,4
631,230,0,0,0,0,1,4,4,18,17,13,14,15,17,17,21,20,19,12,11,9,7,4,7,0,631,239,0,0,0,0,0,1,5,7,17,13,15,16,16,14,15,16,22,19,17,15,5,11,12,3
632,883,0,0,0,0,1,9,21,40,30,44,43,49,48,71,62,60,69,80,64,61,59,43,27,2,632,970,0,0,0,0,0,3,7,28,39,50,60,58,59,72,73,69,70,81,93,70,57,27,31,19
633,407,0,0,0,0,2,7,17,14,22,25,23,32,23,21,21,21,33,30,35,26,26,19,9,1,633,431,0,0,0,0,0,1,7,7,13,22,28,22,29,24,22,33,24,46,43,39,23,26,13,6
634,108,0,0,0,0,0,3,6,12,15,4,8,3,6,4,5,7,5,6,9,1,4,4,4,2,634,91,0,0,0,0,0,0,0,0,4,3,3,6,2,6,6,9,11,8,6,11,9,4,1,2
635,750,0,0,0,0,2,21,48,57,59,69,44,46,52,49,45,38,33,60,36,33,22,21,13,2,635,733,0,0,0,0,0,3,18,36,30,23,24,30,33,41,54,48,49,64,71,56,43,48,37,23
636,166,0,0,0,0,1,14,14,13,12,14,7,7,10,4,7,5,12,10,7,8,8,4,6,3,636,162,0,0,0,0,0,3,8,14,9,6,15,8,3,13,8,2,11,7,12,11,9,8,7,7
637,167,0,0,0,0,0,2,11,14,12,10,6,13,12,8,7,12,25,11,8,3,6,5,2,0,637,171,0,0,0,0,0,1,3,6,9,10,9,14,15,7,13,8,15,12,14,7,7,6,9,6
638,36,0,0,0,0,1,3,0,1,3,2,3,1,0,3,3,0,4,3,2,2,1,3,1,0,638,39,0,0,0,0,0,0,1,1,0,0,1,0,3,4,5,3,1,7,1,4,2,1,4,1
639,27,0,0,0,0,0,3,0,0,5,2,1,2,2,2,1,1,1,2,1,2,0,2,0,0,639,29,0,0,0,0,0,0,1,2,1,2,0,1,3,3,3,1,1,2,1,0,3,1,2,2
640,54,0,0,0,0,0,4,5,6,2,5,3,3,3,3,3,4,8,2,1,1,0,0,0,1,640,52,0,0,0,0,0,0,0,2,1,3,3,1,5,2,2,0,7,7,9,4,2,0,1,2
641,445,0,0,0,0,1,16,26,30,34,28,18,23,29,27,31,22,33,37,22,27,17,14,9,1,641,469,0,0,0,0,0,0,6,11,23,22,13,28,27,24,30,33,34,47,45,43,32,24,18,7
642,49,0,0,0,0,0,2,0,2,5,6,1,3,6,4,3,4,7,0,0,1,1,1,3,0,642,45,0,0,0,0,0,0,0,1,3,6,4,5,1,3,3,3,2,7,2,2,0,1,2,0
643,129,0,0,0,0,1,5,9,5,7,7,12,9,14,8,7,5,4,7,7,5,8,2,5,2,643,127,0,0,0,0,0,0,2,7,5,9,9,7,7,7,11,11,10,8,10,7,8,6,1,2
644,33,0,0,0,0,0,1,2,4,4,6,0,3,4,1,1,2,0,1,1,2,0,1,0,0,644,32,0,0,0,0,0,0,0,0,0,3,4,2,2,1,1,2,2,3,3,2,3,0,3,0
645,182,0,0,0,0,0,5,11,25,18,6,12,10,8,9,13,12,11,8,9,11,9,3,1,1,645,178,0,0,0,0,0,0,1,9,11,9,9,8,16,12,8,14,20,17,13,12,9,0,6,4
646,211,0,0,0,0,1,8,9,12,8,13,14,17,10,14,23,8,17,16,8,10,11,9,3,0,646,218,0,0,0,0,0,1,8,13,12,13,12,7,8,12,13,13,20,21,16,10,11,11,10,5
647,25,0,0,0,0,0,1,0,1,0,2,3,4,1,1,1,1,3,1,2,4,0,0,0,0,647,26,0,0,0,0,0,0,0,1,1,4,3,2,2,2,0,1,0,2,2,4,0,0,2,0
648,51,0,0,0,0,0,0,5,4,8,1,3,4,5,5,2,3,0,7,0,0,2,2,0,0,648,46,0,0,0,0,0,0,1,2,3,4,1,4,2,1,4,2,2,5,3,2,0,3,6,1
649,9,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,2,1,0,0,649,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0
650,82,0,0,0,0,0,2,5,7,8,5,4,7,5,3,4,5,6,4,5,3,5,3,1,0,650,80,0,0,0,0,0,0,0,3,4,3,4,5,4,3,6,6,5,5,8,8,6,7,2,1
651,45,0,0,0,0,0,1,3,4,1,4,4,4,1,4,2,2,5,4,2,1,1,0,1,1,651,46,0,0,0,0,0,0,0,0,5,0,0,0,4,5,5,5,3,4,4,2,2,3,3,0
652,9,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,652,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
653,16,0,0,0,0,0,0,3,1,2,2,0,0,2,2,1,1,0,0,0,0,1,0,0,1,653,20,0,0,0,0,0,0,1,0,1,2,3,0,3,1,1,2,1,0,1,1,0,0,1,1
654,88,0,0,0,0,0,4,5,6,7,8,7,1,6,2,7,7,4,10,2,6,3,2,1,0,654,78,0,0,0,0,0,0,2,2,4,3,4,6,7,4,7,7,8,3,6,8,5,1,1,0
655,266,0,0,0,0,2,7,18,18,35,13,15,16,19,13,18,19,21,17,5,13,6,8,2,1,655,284,0,0,0,0,0,1,4,2,13,26,11,13,10,22,12,22,25,30,25,21,22,13,6,4
656,51,0,0,0,0,0,2,0,2,6,4,4,2,4,2,5,2,5,3,5,2,2,1,0,0,656,46,0,0,0,0,0,0,1,3,3,7,1,0,3,7,3,5,0,5,3,2,0,1,0,1
657,33,0,0,0,0,0,0,3,1,1,2,2,3,3,2,1,3,4,5,0,0,1,1,1,0,657,36,0,0,0,0,0,0,0,4,3,1,2,5,5,1,2,5,2,2,1,2,0,0,0,1
658,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,658,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0
659,158,0,0,0,0,1,2,10,16,16,8,11,9,15,9,11,13,10,5,6,5,6,2,3,0,659,156,0,0,0,0,0,1,1,9,10,6,8,6,11,12,14,9,6,17,12,11,8,9,4,2
660,11,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,660,12,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,1,1,0,3,0
661,98,0,0,0,0,1,3,5,9,9,5,7,2,4,10,3,3,7,4,5,8,6,4,2,1,661,91,0,0,0,0,0,0,2,3,5,6,4,4,3,2,9,3,6,4,8,9,10,3,4,5
662,169,0,0,0,0,1,4,7,11,14,13,9,8,11,8,10,23,16,10,6,5,6,2,5,0,662,179,0,0,0,0,0,0,5,8,10,10,11,6,14,12,10,7,15,14,13,15,14,8,4,3
663,68,0,0,0,0,0,3,2,3,4,3,2,3,8,3,0,7,10,7,6,2,3,1,1,0,663,70,0,0,0,0,0,1,1,1,2,3,2,6,4,4,11,6,8,6,6,3,2,1,2,1
664,222,0,0,0,0,1,6,6,19,19,18,14,15,11,11,16,10,20,20,14,8,8,3,3,0,664,236,0,0,0,0,0,1,5,2,10,7,25,11,14,9,14,15,13,16,29,18,17,16,9,5
665,165,0,0,0,0,0,2,4,6,10,7,10,8,14,12,14,16,16,14,14,7,4,4,2,1,665,174,0,0,0,0,0,0,1,6,11,16,10,12,13,16,11,10,15,17,12,12,3,2,4,3
666,161,0,0,0,0,0,6,12,11,17,15,9,10,4,10,16,8,7,7,12,6,6,4,1,0,666,160,0,0,0,0,0,0,2,4,9,10,7,13,5,7,6,13,14,14,15,7,8,8,9,6
667,777,0,0,0,0,4,13,23,34,39,31,43,55,55,55,54,62,52,77,57,46,40,22,11,4,667,757,0,0,0,0,0,4,14,35,46,69,46,56,38,48,47,42,61,48,62,33,36,27,21,22
668,361,0,0,0,0,4,9,16,23,30,31,23,23,27,25,15,23,21,29,19,11,12,11,8,1,668,362,0,0,0,0,0,0,5,8,13,25,15,22,20,27,22,29,27,30,32,20,24,17,17,8
669,180,0,0,0,0,1,7,8,11,19,10,10,13,15,7,6,14,14,15,10,5,3,6,5,1,669,169,0,0,0,0,0,0,1,6,10,18,10,8,12,9,9,13,12,15,8,13,7,4,5,8
670,61,0,0,0,0,0,1,0,0,2,1,4,5,3,3,5,3,5,8,7,10,1,2,1,0,670,53,0,0,0,0,0,0,1,1,6,2,3,4,0,7,4,4,5,1,5,5,1,1,0,3
671,177,0,0,0,0,0,1,7,7,11,8,6,10,15,12,14,13,16,16,20,8,5,5,3,0,671,166,0,0,0,0,0,0,1,6,3,10,10,14,16,5,14,12,12,21,16,12,3,3,4,3
672,76,0,0,0,0,0,5,5,3,4,6,4,3,3,7,0,4,9,3,4,4,6,5,1,0,672,81,0,0,0,0,0,0,1,4,7,3,3,2,8,4,6,8,7,6,5,6,3,4,2,2
673,258,0,0,0,0,2,4,14,16,19,16,17,15,14,25,11,11,20,22,15,15,10,4,5,3,673,259,0,0,0,0,0,2,4,6,10,14,12,13,14,20,16,18,18,22,22,15,15,16,10,9
674,163,0,0,0,0,1,3,7,13,11,11,6,10,11,9,13,7,15,7,12,7,10,8,2,0,674,151,0,0,0,0,0,0,2,2,6,9,10,7,13,8,8,11,8,7,14,14,13,6,6,7
675,143,0,0,0,0,0,8,6,10,12,10,16,8,13,6,10,7,12,9,3,5,3,4,1,0,675,146,0,0,0,0,0,0,3,1,3,7,7,8,6,12,14,13,8,10,13,13,7,8,5,6
676,137,0,0,0,0,0,1,6,10,10,6,4,17,8,10,7,9,11,12,10,7,6,2,1,0,676,133,0,0,0,0,0,0,4,10,9,7,10,4,5,6,5,9,7,10,6,13,8,7,7,6
677,22,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,5,4,3,0,2,1,1,0,0,677,27,0,0,0,0,0,0,2,1,0,1,3,2,1,3,3,1,2,2,2,0,0,3,1,0
678,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0,1,0,1,1,0,678,13,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,1,0,1,1,0,2,0,1
679,26,0,0,0,0,0,3,0,0,3,0,2,1,2,0,2,0,1,2,4,2,3,1,0,0,679,23,0,0,0,0,0,0,0,0,1,2,0,3,2,1,1,2,0,2,4,0,2,2,1,0
680,40,0,0,0,0,0,0,3,5,2,4,4,2,0,3,1,2,3,1,2,2,3,2,1,0,680,40,0,0,0,0,0,0,0,2,4,3,2,1,4,1,3,4,2,4,2,4,0,2,0,1
681,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,681,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0
682,199,0,0,0,0,2,3,7,8,7,8,14,8,13,17,13,29,19,19,13,9,6,3,1,0,682,169,0,0,0,0,0,1,9,6,18,19,18,16,14,7,11,9,7,7,8,6,2,5,4,1
683,218,0,0,0,0,1,2,5,5,8,5,17,16,17,14,17,24,24,25,7,8,17,4,2,0,683,214,0,0,0,0,0,2,7,13,14,18,19,17,21,14,13,16,10,8,12,8,7,10,3,2
684,159,0,0,0,0,1,1,5,7,4,5,7,9,14,14,15,12,17,16,12,3,8,7,2,0,684,151,0,0,0,0,0,2,4,13,12,19,11,10,8,12,7,11,9,7,9,8,3,4,0,2
685,47,0,0,0,0,0,1,3,4,1,3,2,3,3,2,5,1,6,3,3,3,2,1,1,0,685,47,0,0,0,0,0,0,2,1,3,2,4,4,3,1,3,5,2,3,4,3,2,1,3,1
686,108,0,0,0,0,2,0,8,6,11,7,3,8,9,5,4,6,4,7,14,4,4,4,2,0,686,107,0,0,0,0,0,0,1,2,10,10,9,7,5,5,6,7,3,11,10,6,3,8,1,2
687,105,0,0,0,0,1,0,1,5,4,7,12,8,10,6,7,8,4,7,5,8,9,3,0,0,687,96,0,0,0,0,0,0,2,7,9,6,2,8,11,2,8,5,3,4,13,7,6,1,1,1
688,230,0,0,0,0,1,0,7,10,12,10,9,30,24,23,17,31,11,9,5,6,17,7,1,0,688,186,0,0,0,0,0,2,7,13,28,15,10,9,10,11,4,10,14,15,8,15,9,0,3,2
689,80,0,0,0,0,0,1,1,1,1,4,5,4,7,6,5,6,7,11,5,3,4,9,0,0,689,79,0,0,0,0,0,1,3,5,6,8,5,6,6,6,5,3,5,7,4,4,2,2,0,0
690,41,0,0,0,0,2,0,0,3,2,1,2,3,6,1,3,1,7,3,3,1,0,1,2,0,690,42,0,0,0,0,0,0,0,3,7,3,6,3,3,1,1,2,4,3,2,1,2,1,0,0
691,56,0,0,0,0,0,1,2,5,6,2,4,1,1,2,5,5,3,2,3,5,5,2,2,0,691,57,0,0,0,0,0,0,1,1,4,3,2,6,3,5,4,1,7,6,4,3,3,1,1,2
692,28,0,0,0,0,0,2,0,1,0,1,3,2,2,2,1,1,4,3,1,1,4,0,0,0,692,32,0,0,0,0,0,0,1,2,3,0,1,1,1,1,3,3,1,2,4,2,1,4,2,0
693,54,0,0,0,0,0,0,2,3,6,3,2,4,3,2,8,3,4,6,3,4,0,1,0,0,693,54,0,0,0,0,0,0,1,2,4,6,4,4,1,2,6,3,4,4,8,1,0,1,0,3
694,90,0,0,0,0,0,3,0,4,5,5,6,6,7,4,7,8,9,12,4,1,6,2,0,1,694,95,0,0,0,0,0,1,4,4,10,13,8,5,4,7,8,3,4,4,8,3,2,3,3,1
695,96,0,0,0,0,0,1,0,1,2,4,3,3,5,13,7,11,12,15,8,4,2,2,3,0,695,98,0,0,0,0,0,0,4,9,5,10,11,4,4,10,11,1,6,8,5,2,3,2,2,1
696,34,0,0,0,0,0,1,2,1,1,1,0,2,2,0,1,5,2,9,1,2,4,0,0,0,696,24,0,0,0,0,0,0,1,1,1,0,0,1,2,0,3,1,1,5,5,1,0,0,2,0
697,20,0,0,0,0,0,0,2,2,0,2,2,0,2,1,4,0,1,2,2,0,0,0,0,0,697,14,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,2,0,1,1,0,0,0,0,2
698,37,0,0,0,0,0,1,2,2,2,0,3,3,4,1,2,0,8,2,3,2,1,0,1,0,698,30,0,0,0,0,0,0,1,1,3,0,3,4,2,2,0,3,1,3,2,2,1,1,1,0
699,41,0,0,0,0,0,1,0,4,4,1,1,3,3,3,5,0,4,4,3,2,1,2,0,0,699,38,0,0,0,0,0,1,1,4,0,5,2,0,5,6,1,1,2,2,3,3,2,0,0,0
700,66,0,0,0,0,2,1,2,2,7,3,0,4,6,4,4,7,5,4,2,3,4,3,3,0,700,65,0,0,0,0,0,1,2,5,6,2,2,6,3,3,5,4,4,3,6,5,3,4,0,1
701,36,0,0,0,0,0,1,1,1,4,3,0,2,2,2,2,4,2,5,2,3,0,0,2,0,701,28,0,0,0,0,0,0,0,1,3,4,3,2,1,1,1,1,2,1,0,0,2,4,1,1
702,59,0,0,0,0,1,1,2,5,7,0,1,2,5,5,3,3,8,6,5,1,2,1,1,0,702,54,0,0,0,0,0,0,1,4,7,6,4,1,4,3,3,4,6,0,4,2,1,3,0,1
703,21,0,0,0,0,0,1,1,0,1,0,1,2,2,3,0,1,2,2,1,3,0,0,1,0,703,22,0,0,0,0,0,0,0,2,0,4,3,0,6,1,1,0,1,2,2,0,0,0,0,0
704,58,0,0,0,0,0,1,3,5,3,3,4,6,3,5,2,4,4,5,4,2,3,1,0,0,704,62,0,0,0,0,0,0,5,8,5,2,5,6,2,3,2,5,3,4,5,2,1,1,2,0
705,31,0,0,0,0,0,0,1,2,1,0,1,5,2,0,2,0,5,2,2,3,2,1,2,0,705,32,0,0,0,0,0,0,1,3,1,3,0,1,4,1,3,0,4,4,1,4,0,1,0,1
706,124,0,0,0,0,0,2,2,5,4,5,4,8,7,15,10,6,24,14,5,3,5,3,2,0,706,122,0,0,0,0,0,1,4,14,12,12,13,10,7,10,5,3,8,5,7,1,3,2,2,3
707,27,0,0,0,0,0,0,0,1,2,0,0,2,2,1,0,3,3,3,4,2,1,1,1,1,707,33,0,0,0,0,0,0,2,5,2,5,2,2,0,3,2,1,1,2,1,2,1,0,0,2
708,25,0,0,0,0,0,0,1,2,4,0,0,2,1,1,2,4,0,4,3,0,0,1,0,0,708,21,0,0,0,0,0,0,0,2,2,3,2,0,2,1,2,1,0,3,2,1,0,0,0,0
709,78,0,0,0,0,0,1,0,7,3,4,1,4,7,5,6,4,7,11,7,1,5,2,2,1,709,72,0,0,0,0,0,1,2,1,9,13,7,3,6,7,1,5,3,1,4,2,2,0,3,2
710,21,0,0,0,0,0,1,1,1,1,3,1,2,1,0,2,1,2,3,0,0,0,2,0,0,710,20,0,0,0,0,0,0,1,1,1,3,0,1,2,1,1,0,2,4,1,0,1,0,1,0
711,29,0,0,0,0,0,3,1,1,2,0,1,1,3,4,1,2,4,1,1,1,0,3,0,0,711,28,0,0,0,0,0,0,1,0,4,2,1,1,1,3,1,2,3,3,0,3,0,2,0,0
712,73,0,0,0,0,0,1,5,6,4,6,4,2,5,6,3,4,6,6,6,3,3,3,0,0,712,64,0,0,0,0,0,0,1,1,6,2,3,2,7,4,1,5,8,6,6,2,3,5,2,0
713,155,0,0,0,0,0,3,3,3,6,10,9,6,12,12,12,15,13,20,7,8,6,5,3,2,713,154,0,0,0,0,0,0,3,7,15,12,8,12,8,10,9,8,5,9,14,5,9,8,5,6
714,85,0,0,0,0,0,0,1,4,2,1,6,7,4,4,7,4,17,14,7,2,2,2,1,0,714,96,0,0,0,0,0,0,2,13,16,12,4,6,2,6,9,2,1,4,4,5,0,2,3,4
715,97,0,0,0,0,0,3,2,3,6,6,1,4,8,7,3,10,9,16,6,5,2,4,2,0,715,93,0,0,0,0,0,1,3,9,11,13,10,5,1,4,3,3,5,5,4,2,1,3,7,2
716,163,0,0,0,0,1,2,2,6,8,6,12,8,7,13,15,11,18,24,15,3,5,4,3,0,716,180,0,0,0,0,0,1,4,11,22,19,9,7,9,13,7,4,11,11,7,9,7,11,10,6
717,145,0,0,0,0,1,1,2,5,8,9,5,4,9,9,10,9,16,22,10,10,7,5,2,1,717,136,0,0,0,0,0,0,6,6,16,10,10,8,9,6,5,6,7,10,10,7,8,4,5,3
718,163,0,0,0,0,0,1,2,3,7,9,12,4,8,10,11,10,14,26,16,6,14,3,6,1,718,189,0,0,0,0,0,0,4,9,19,12,10,13,11,7,10,10,8,11,18,12,8,10,7,5
719,273,0,0,0,0,1,4,3,6,8,7,18,19,13,17,15,21,22,47,29,16,7,7,9,4,719,284,0,0,0,0,0,2,12,16,30,35,23,13,20,15,7,4,11,10,21,20,7,16,9,13
720,78,0,0,0,0,0,2,0,4,4,2,4,6,4,1,5,10,10,17,3,2,3,0,1,0,720,67,0,0,0,0,0,0,4,4,9,8,4,6,2,5,3,3,5,4,3,0,3,1,1,2
721,149,0,0,0,0,0,2,0,5,6,3,12,11,8,11,12,13,20,21,14,2,5,2,2,0,721,132,0,0,0,0,0,3,6,10,18,13,11,9,10,10,3,5,2,7,11,5,3,4,1,1
722,92,0,0,0,0,1,0,2,2,1,4,11,4,6,6,7,12,8,15,4,1,4,1,3,0,722,84,0,0,0,0,0,2,4,8,15,7,4,9,5,3,6,3,2,4,0,3,4,2,2,1
723,87,0,0,0,0,0,6,3,3,3,3,2,5,13,6,5,7,10,6,3,7,2,2,1,0,723,85,0,0,0,0,0,1,3,5,10,5,4,6,7,9,3,6,6,4,5,3,2,1,3,2
724,63,0,0,0,0,1,3,2,2,3,0,5,6,4,6,5,6,8,3,3,0,3,2,1,0,724,65,0,0,0,0,0,0,6,2,6,4,6,7,4,5,7,3,2,3,1,4,3,2,0,0
725,221,0,0,0,0,3,8,9,18,9,10,6,12,10,10,12,21,29,19,15,14,7,3,5,1,725,200,0,0,0,0,0,2,17,14,20,13,13,7,16,9,11,9,4,16,13,10,6,8,7,5
726,199,0,0,0,0,4,2,5,7,7,10,9,12,13,14,10,17,23,19,16,12,6,8,4,1,726,189,0,0,0,0,0,2,11,20,20,5,10,16,10,13,10,11,7,7,13,9,10,4,7,3
727,214,0,0,0,0,2,1,5,10,8,7,11,15,16,23,19,18,18,19,10,8,6,13,4,1,727,216,0,0,0,0,0,3,10,12,9,16,12,13,16,16,15,17,17,8,14,18,6,7,3,3
728,63,0,0,0,0,0,2,1,4,3,4,4,1,1,6,4,7,10,5,3,3,3,1,1,0,728,64,0,0,0,0,0,0,0,2,4,6,6,6,4,2,6,1,5,5,7,4,1,4,1,0
729,115,0,0,0,0,0,1,2,9,1,11,5,7,7,8,8,14,13,11,5,2,5,3,2,1,729,113,0,0,0,0,0,0,2,5,18,9,6,6,6,9,7,4,8,4,9,8,4,3,1,3
730,374,0,0,0,0,0,5,12,20,18,20,21,22,22,13,19,27,32,38,39,26,16,11,10,3,730,377,0,0,0,0,0,1,4,21,30,26,25,27,16,17,18,25,23,29,38,20,20,17,11,8
731,129,0,0,0,0,2,1,1,6,8,11,3,10,8,5,10,10,15,13,9,8,5,3,1,0,731,127,0,0,0,0,0,1,3,4,16,9,7,7,7,4,6,7,8,11,9,8,6,6,7,0
