TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,7382,7971,10,96,8,8,7,55
534,2267,4241,3,28,1,1,0,18
27,10197,14079,11,92,35,18,13,42
365,1904,1675,0,21,1,1,0,6
150,6315,6636,2,70,35,8,4,38
134,377,853,0,4,0,0,0,3
880,12689,11930,8,122,30,3,1,59
138,589,517,0,2,2,0,0,3
79,1492,1450,0,19,0,0,3,7
114,2206,1641,1,15,4,2,0,12
808,7551,7496,0,38,116,14,3,25
839,5798,5659,2,66,17,7,5,50
217,2045,2191,0,20,0,1,0,23
914,30441,32930,7,114,303,31,9,79
7,435011,1178,0,16,4,0,1,7
1119,4688,5254,0,50,14,2,0,25
16,895,471,0,0,1,2,0,2
809,9024,8456,2,50,139,16,1,21
667,23395,24261,14,425,26,30,21,256
1208,4419,4004,0,44,14,8,1,25
828,1930,2026,2,21,2,1,1,9
1132,10241,10558,5,95,19,3,0,51
488,1838,846088,0,21,7,0,1,8
787,13163,13269,6,192,45,8,8,112
1199,2571,2915,0,28,4,4,7,19
558,2615,2563,0,28,1,0,0,11
888,34441,34523,22,385,45,9,9,271
73,7870,7287,2,86,10,5,1,48
71,6031,6322,3,87,20,10,8,13
67,10477,11364,9,120,13,13,16,68
760,5501,5554,0,49,5,1,1,40
676,5827,6294,0,93,7,4,3,45
670,2588,2681,0,25,6,2,0,18
49,15544,25324,3,190,39,16,21,84
931,20899,20726,3,129,235,21,13,61
718,6972,6246,3,97,18,13,8,38
856,4614,4846,0,72,6,0,0,36
1010,3977,4205,2,27,35,6,5,18
483,4372,4516,2,71,13,1,0,48
661,3521,3777,2,60,3,2,0,18
130,4883,6096,3,57,13,6,5,29
1130,5006,5016,1,37,9,0,0,35
518,2007,1937,0,23,8,6,3,5
1241,6077,5791,3,71,14,0,2,75
1220,1806,1633,0,40,1,0,0,3
897,303702,226410,81,547,1082,150,70,288
1035,2948,2991,0,38,16,5,4,10
956,962,1039,0,11,7,0,0,2
1129,11431,11686,2,112,22,6,1,71
77,4293,4177,0,49,13,10,0,34
672,3305,3392,0,41,5,3,1,17
1250,2310,2454,2,40,1,0,0,17
655,10150,9825,6,150,19,3,6,87
652,380,870,0,4,0,0,0,2
1216,5119,4918,0,66,20,5,0,35
662,7933,7876,2,94,16,7,2,55
530,608,4960,0,7,0,0,0,8
721,4649,4744,1,70,10,7,4,30
899,18910,23291,11,48,220,18,18,33
907,1103,1058,0,3,22,0,0,0
124,31488,15568,5,183,66,20,7,64
879,11342,11115,6,96,5,4,0,74
439,5179,5919,6,70,4,6,9,23
998,4902,4949,0,65,5,1,0,59
1323,2041,1959,4,25,2,0,0,20
34,3552,3755,0,38,2,2,2,16
1223,16731,3507,3,34,19,3,1,20
336,1816,2060,2,16,3,0,0,23
503,5967,5063,6,44,5,8,8,20
1231,2382,2229,0,27,17,2,0,16
598,6194,6411,4,99,11,8,6,27
165,2859,3122,1,38,4,0,0,19
118,6473,5983,2,72,15,2,1,44
226,4542,4713,1,23,25,17,1,18
1297,6285,7171,2,59,28,4,2,52
1226,18892,19435,7,171,21,7,4,85
892,247661,100,0,0,0,0,0,0
1298,3645,3794,0,48,8,0,1,23
660,400,605,0,7,0,0,0,3
1269,5168,5199,0,71,13,2,0,43
862,8435,9133,1,112,24,3,0,66
315,3405,4391,0,47,15,4,0,17
803,5024,4581,0,18,82,6,0,10
434,1296352,1272,0,18,4,1,0,1
794,6110,6272,2,79,8,0,0,56
1058,2144,2158,0,14,0,0,1,18
1330,3270,3025,2,23,2,0,1,16
796,15619,15562,4,170,115,16,4,96
529,630,528,0,7,0,2,0,1
334,3340,3079,0,35,4,0,0,34
1040,6489,6650,6,83,54,2,2,56
996,158,394,0,0,2,0,0,0
3,23317,15796,14,130,51,44,29,63
842,9444,9409,3,79,32,10,4,66
1198,6112,6283,6,68,6,10,8,49
736,1195,1106,0,18,1,0,0,8
392,292,707,0,4,0,0,0,1
1338,4387,3524,2,32,2,0,1,22
104,1579,1247,0,13,1,0,0,2
568,5274,4946,3,48,0,0,1,37
403,1797,1310,0,6,0,0,0,5
1038,7041,7820,4,116,42,4,7,31
326,1134,1615,0,12,5,0,0,6
103,5127,5272,3,57,15,8,4,22
1328,488,624,0,0,4,1,3,0
317,1566,1936,0,13,1,0,4,4
1248,2417,2717,0,39,12,0,0,19
473,2508,2403,0,36,0,1,0,19
208,12873,13410,9,201,19,7,2,122
311,6229,78209,1,66,2,1,4,37
885,1397,1681,0,20,5,0,0,7
201,6117,6089,2,54,9,2,0,37
462,2655,2785,0,33,16,5,2,20
431,981,1073,0,10,0,1,0,6
57,1137,554,0,12,0,0,0,0
1006,23764,22572,13,215,23,7,12,128
771,4688,5154,1,48,6,1,0,35
586,1865,1990,0,27,3,0,0,14
504,4070,2075,4,12,2,1,2,9
