TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
534,1223,1850,0,25,1,3,2,11
27,21153,10899,10,127,29,16,10,49
365,2246,2537,1,24,0,2,0,20
150,6469,6191,1,73,16,5,2,40
319,2376,1582,0,18,0,0,0,6
880,11663,11891,3,118,23,4,2,64
138,881,586,0,4,0,0,0,3
79,1221,1014,0,15,0,0,2,6
1321,1815,1685,0,24,5,0,0,17
808,6703,6455,0,38,77,16,0,27
839,4709,4305,1,58,12,0,2,39
217,2380,2356,5,22,7,2,0,22
914,26774,23690,11,102,281,17,5,75
180,3230,3462,2,46,1,0,0,22
1119,21333,4371,0,42,3,0,4,24
16,514,2125,0,0,0,1,0,2
809,6975,6165,0,63,74,14,2,23
667,22783,23035,17,410,30,15,12,244
1208,4526,5122,1,57,5,7,6,29
828,2158,2024,0,24,2,0,0,6
1132,11152,10408,5,88,10,2,0,58
488,2429,2333,0,25,1,1,0,13
787,12538,12741,3,198,29,7,9,118
1199,20013,2146,1,27,0,3,1,14
558,2437,3232,0,20,0,1,1,20
888,31408,32532,18,385,33,9,6,280
73,6647,7709,2,94,1,0,4,54
433,2911,11874,1,20,0,0,2,28
67,10972,11102,3,116,10,18,18,76
760,4593,4920,0,54,5,0,3,31
818,2381,1126291,5,30,9,1,0,14
624,4574,7510,1,59,10,4,5,29
709,12338,9522,6,109,33,20,3,55
931,15791,17975,2,127,194,12,14,50
718,5988,5457,2,89,14,8,3,33
1143,3820,3627,7,47,32,10,10,13
1010,3503,3434,2,12,28,7,3,18
483,4003,4927,0,85,2,0,2,41
661,4143,4172,0,54,12,4,2,25
130,5355,13306,1,53,5,9,9,34
1130,5285,5719,3,49,5,0,0,40
518,2503,555922,0,35,8,10,2,7
1241,5236,5680,2,75,6,1,0,62
909,26160,22497,7,114,269,13,13,60
4001,1616678,1613261,277,217,755,741,295,220
1035,3838,3617,1,41,18,7,4,14
705,992,1151,0,17,1,0,0,11
1129,11501,11836,2,117,12,1,2,55
77,4565,3939,2,52,8,7,0,35
672,3927,4455,4,47,0,2,3,18
1250,2802,2431,1,46,6,0,0,15
