TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
534,2467,2948,0,35,6,2,3,13
27,16860,9329,8,113,27,11,8,46
365,1411,3032,0,23,2,4,0,5
150,6577,6145,3,62,27,4,6,35
319,2118,1788,0,8,2,3,1,17
880,13046,13319,5,124,29,6,3,87
138,636,897,0,6,0,0,0,5
79,1004,989,0,11,0,0,2,2
1321,1450,1450,0,27,3,1,0,11
808,7281,6406,2,40,102,8,0,17
839,4519,4455,0,56,13,3,3,35
217,1931,2057,2,26,0,0,2,21
914,28088,28404,8,88,295,22,11,70
1326,1582,1485,0,21,0,0,0,16
1119,4330,4287,3,33,7,0,4,27
16,707,1173,0,6,0,1,0,2
1297,6967,7066,0,72,10,1,0,62
667,23608,24258,13,454,37,17,14,219
1208,3875,3945,0,49,5,4,4,25
828,1699,1942,0,15,3,0,2,11
1132,10524,11805,6,110,14,4,0,59
488,2082,2054,0,22,3,0,0,11
787,12541,12222,7,195,27,12,11,101
1199,2220,3088,2,38,2,5,1,10
558,2930,3474,2,24,0,0,0,14
888,35118,33849,20,386,37,11,6,269
73,6925,7623,2,107,7,0,0,40
433,4238,3799,0,45,6,1,0,25
67,10016,10287,3,113,11,9,18,76
760,5294,429133,0,55,5,0,2,34
818,3453,3281,0,37,5,3,3,12
1349,20288,2455,0,36,0,1,0,12
709,7250,6298,0,90,16,9,1,35
526,2613,2114,0,19,4,1,4,23
931,17135,18167,4,149,196,19,13,62
718,5825,6058,2,100,27,3,3,28
1143,3719,3796,7,42,34,14,7,13
1010,4312,4025,4,22,27,6,3,24
483,4183,4051,2,67,0,0,3,36
661,4079,4577,1,63,7,0,1,24
130,4113,4147,1,45,4,4,2,29
1130,4803,5334,0,43,3,0,0,34
518,9125,2069,1,20,12,6,2,8
1241,5609,5386,1,82,6,1,1,51
1220,1311,1430,0,27,3,0,0,7
4001,1697548,1701022,280,226,858,865,316,219
1035,3677,3957,0,38,28,8,2,15
705,924,783,0,13,0,0,0,4
1129,11598,10444,3,102,7,6,0,57
77,4005,1381005,0,46,16,9,1,32
672,3060,3003,0,36,4,0,1,14
1250,2251,2554,2,44,4,0,0,15
655,10803,9879,2,161,7,7,4,97
95,6248,6301,0,60,3,2,4,35
1216,3857,3998,1,61,10,5,0,21
7,1454,1621,2,15,8,0,1,7
662,6827,13460,1,88,14,5,0,61
657,1178,999,0,10,3,0,0,8
530,982,564,0,5,1,0,0,5
721,4658,5263,2,68,10,6,4,35
899,17396,23054,13,62,240,25,18,33
879,9698,10336,0,103,10,4,2,67
998,4473,4599,2,68,10,1,0,55
1323,2111,2115,1,38,0,0,0,13
34,3474,4044,4,33,4,4,1,26
163,1986,2199,1,25,5,1,1,14
417,500,759,0,3,0,0,0,5
503,11647,4537,2,42,6,10,12,15
1231,1709,1778,0,24,7,4,0,13
598,5748,6734,0,72,21,11,5,37
139,2896,2736,0,31,3,0,0,32
118,6096,6381,0,66,11,3,2,55
226,4635,16146,0,33,24,13,2,23
1226,19719,18548,9,163,29,8,0,83
892,95,13187,0,0,0,0,0,0
1242,11973,2629,0,37,4,0,0,30
1327,896,1193,0,9,0,0,0,0
199,7100,7451,4,139,7,1,1,92
1335,2765,2535,3,17,19,1,0,9
572,1792,7144,0,22,4,2,0,6
315,4416,4733,1,55,18,1,4,15
803,5831,4741,0,22,92,5,0,19
794,6404,6720,4,84,4,0,0,64
1079,1620,1774,0,12,6,1,4,10
30,7798,7523,4,84,20,5,5,67
695,4097,4170,2,44,6,5,3,32
529,493,1107,0,3,1,0,0,3
334,3124,3201,0,34,8,0,0,37
1040,8003,7332,3,81,65,3,2,49
362,1018,1448556,0,7,7,0,1,3
1255,3259,3291,0,30,0,0,0,19
62,1913,1894,0,15,7,2,0,14
3,15416,16249,9,142,54,44,37,72
736,2789,1058,0,18,0,3,0,4
614,2901,2813,0,44,7,0,0,15
392,553,1099,0,7,2,3,1,1
809,7615,8098,2,45,93,13,5,33
1338,3515,3978,2,25,3,0,1,22
104,697,531,0,4,0,0,0,3
475,1308,1791,0,13,2,1,1,12
431,1220,1029,0,5,1,0,0,12
403,691,598,0,8,0,0,0,0
1038,7925,7859,1,113,36,3,8,32
776,236,3745,0,5,0,4,0,0
115,5008,5148,3,77,9,0,0,33
326,1190,827,4,7,0,0,0,6
103,5557,5771,1,53,17,2,7,28
1188,4256,16111,1,60,4,2,4,37
1328,189,1984502,0,1,1,2,0,0
317,1532,1216,0,12,1,0,0,5
1248,2440,2703,0,42,6,0,0,16
208,13583,18829,9,212,29,2,4,106
311,6608,5564,8,62,9,1,3,34
1030,2203,2123,0,22,15,0,0,14
1145,15695,14618,9,182,119,33,27,106
462,2972,2465,1,38,10,0,0,21
57,828,924,0,12,0,1,0,0
1006,22391,21909,14,211,23,9,5,134
771,5278,5897,1,58,9,3,1,40
155,3401,4062,0,46,6,1,2,18
564,1520,8121,1,15,1,0,0,8
313,4247,377955,1,35,9,1,0,17
517,2270,2237,0,28,3,4,6,10
94,2638,2315,0,27,0,1,2,15
