TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,6664,6636,8,80,16,5,3,61
27,9166,8451,10,84,22,20,11,43
365,1684,1551,0,14,3,0,0,9
150,7092,6540,3,68,13,6,6,47
134,346,654,0,6,0,0,0,1
880,11801,11044,5,113,22,0,1,55
138,642,791,0,2,0,0,0,7
79,1939,1040,0,15,0,0,3,4
114,2596,2379,0,31,10,3,0,10
808,6843,6441,1,43,84,13,1,22
839,4109,4005,2,43,10,3,0,41
217,2400,2550,2,28,6,4,0,20
914,21366,20316,8,103,233,14,6,68
180,3434,3306,0,42,2,0,0,20
1119,3739,4211,0,38,2,4,0,22
452,1691,1645,0,23,2,0,0,13
809,7768,7094,1,62,86,14,2,21
667,19904,21257,13,416,24,26,11,207
1208,4630,5766,1,52,13,7,1,38
828,1826,1708,0,20,2,2,0,4
1132,10351,11746,6,99,14,6,0,60
488,1548,1598,0,20,3,0,0,4
787,11450,20664,7,167,41,9,9,108
1199,2624,4651,4,27,5,4,4,19
1340,814,16924,3,8,4,0,0,2
888,30457,31543,23,368,58,7,3,230
73,6245,7273,1,93,2,0,2,48
71,6185,6060,5,78,17,10,9,26
67,9304,11483,6,111,16,8,10,60
818,2216,2538,1,28,12,1,0,9
379,1157,9711,0,16,0,0,0,12
709,2404,17688,1,34,9,1,4,12
931,14565,14307,3,122,161,16,14,50
718,5012,4829,0,91,12,3,4,20
1143,3135,3328,10,38,39,8,7,13
1010,4705,4803,2,24,39,8,7,17
483,3528,4056,4,51,4,3,3,22
661,4102,4083,1,65,6,1,1,20
130,3963,3856,0,44,2,2,2,25
1130,5544,5038,0,51,5,0,1,25
518,2059,2036,0,22,6,5,8,6
1241,4605,13783,1,53,15,0,1,59
909,21365,20511,13,105,233,17,9,65
4001,1558268,1559468,262,195,680,776,273,197
628,18698,17877,16,226,28,11,1,145
1035,2840,2968,0,39,18,6,2,15
705,699,627,0,9,0,0,0,6
1129,10421,11279,0,113,21,4,0,53
77,3818,3685,0,48,16,9,0,27
672,3610,3751,1,39,0,3,1,13
1250,1693,2127,0,21,10,0,0,15
989,878,1000,0,18,3,0,0,9
655,9023,9090,4,153,17,6,2,75
95,7986,7366,1,77,7,4,4,41
1216,4038,3895,0,56,16,4,0,23
7,1752,4675,0,11,6,1,5,13
662,6156,6796,1,86,7,2,0,43
329,24472,2625,1,25,6,0,0,23
721,3983,4544,0,69,9,12,4,15
899,15993,16962,7,63,156,14,9,26
907,4363,791,0,5,13,1,0,1
477,11050,7302,0,111,8,1,1,76
1169,1014,206,0,0,0,0,0,1
620,5790,6505,0,89,8,4,5,54
1323,2805,2202,1,36,2,0,0,15
34,3294,4068,1,40,5,6,6,12
1198,5067,5207,1,67,6,3,8,41
336,8174,2016,3,16,0,2,0,20
503,5019,4392,5,38,5,7,11,16
1231,2356,2193,0,26,7,4,1,14
598,5612,6614,1,77,18,15,4,26
165,3471,3095,0,44,5,0,0,16
118,6267,5734,1,62,7,5,1,48
226,4625,4482,5,23,17,14,3,22
1302,2228,2301,1,25,2,0,0,23
1226,18879,18437,8,154,31,4,2,89
892,33,850463,0,0,0,0,0,0
1298,3503,3845,1,36,4,0,0,22
408,1322,442,0,0,3,0,0,3
199,7736,7402,3,127,15,1,1,86
862,6260,7502,0,97,20,3,0,54
315,3653,3721,1,44,5,4,4,14
803,2514,2864,1,13,49,2,1,11
794,5649,6215,3,75,5,0,0,49
1079,1580,1881,9,16,0,0,1,4
796,14411,12374,8,143,83,10,8,91
529,583,644,0,10,2,0,0,0
334,3107,2807,0,35,2,0,0,32
1040,5890,6264,7,71,53,2,0,55
362,976,1508,0,12,3,0,1,4
1229,5434,5463,3,40,6,0,0,28
62,1273,1673,1,21,6,0,4,8
3,13221,15988,10,117,57,46,29,58
736,1076,1719,0,21,1,0,0,12
392,396,536,0,6,1,1,0,1
1338,3034,2898,2,21,3,2,0,19
104,999,1332,0,16,1,0,0,2
431,1277,1594,0,14,1,0,0,6
403,936,1002,0,7,1,0,0,6
1038,7018,7640,5,108,28,9,6,39
749,459,1656209,0,5,0,0,0,6
141,7430,7379,5,91,15,2,0,57
326,955,941,0,11,1,0,0,4
103,3926,4561,1,49,19,4,4,16
1188,3882,14293,6,56,16,3,1,41
574,4981,394261,4,72,9,11,1,22
317,2255,973,0,10,0,1,0,5
1248,2633,3036,0,46,11,0,2,19
473,1365,1803,0,22,1,0,0,12
208,13253,12417,7,196,17,5,2,112
311,7116,17051,2,75,11,2,7,50
885,1550,1489,2,14,1,1,0,9
15,907,426,1,3,0,0,0,2
201,5852,5660,1,53,7,2,0,32
462,2525,2565,0,30,8,2,0,19
1011,2975,250811,7,15,66,11,4,0
1006,23471,23238,12,204,36,5,7,120
771,5066,4958,1,44,5,0,0,41
155,3019,3385,2,36,7,0,0,18
1336,1082,1396,0,10,3,0,0,1
517,18508,2010,0,27,5,1,3,8
94,1046,1244253,0,17,0,0,0,3
1000,612,1331,0,5,3,0,0,10
228,1444,91566,0,8,8,5,3,9
363,9797,534,0,4,0,0,0,4
11,1962,1410199,2,10,0,4,1,10
761,1576,1419,0,17,1,1,0,9
1179,1632971,474,0,9,5,0,0,8
564,1717,1770,4,17,1,1,0,8
223,454,750,0,6,0,0,0,1
611,8771,4247,4,52,9,6,1,28
212,1670,1850,1,21,4,3,2,12
872,9538,9580,0,144,20,5,3,80
1148,3974,3635,2,32,48,3,0,11
537,810,594,0,11,0,0,0,2
948,14356,15219,7,177,69,12,16,68
397,389,399,0,3,0,0,3,2
52,3046,1970,1,9,3,2,0,15
592,1228,1089,0,13,7,0,2,4
974,6291,5704,0,50,24,8,0,30
204,1921,1943,0,23,3,0,0,16
679,1256,2226,0,10,0,0,0,8
1181,1731,3306,1,46,5,5,6,20
4002,464375,472211,79,37,303,377,93,47
945,7424,8169,0,86,24,1,0,54
442,1339,1712,0,22,3,0,0,9
1054,2155,2303,0,20,1,1,0,22
712,15715,2053,0,40,8,3,0,18
158,3344,3303,0,25,15,1,0,20
758,10606,6365,3,79,10,2,0,44
644,2142,1423,2,17,2,0,0,13
314,1009,744959,0,7,0,2,0,1
1162,49043,1101,0,6,6,0,0,7
954,6205,5774,1,64,27,1,1,33
1281,11115,11304,7,33,95,89,0,24
906,48379,47488,13,109,403,33,13,40
1303,23626,653,0,9,4,0,0,5
790,6620,14182,3,75,16,9,1,29
552,2130,1783,3,15,2,2,4,13
523,546,582,0,10,0,1,0,2
722,3211,1571103,3,61,5,2,0,14
562,1283,1403,0,7,3,0,0,6
951,12565,13045,1,174,29,2,5,107
783,1574,2226,2,43,9,1,0,24
4,2615,484,1,3,2,0,0,4
708,15394,587,0,8,0,1,0,1
179,988,883,0,12,0,0,0,2
902,66878,64971,37,297,497,64,35,128
727,9600,9981,2,131,17,11,7,90
429,2377,2618,0,26,0,0,0,13
714,3255,3239,0,56,5,0,3,17
476,4119,4261,0,60,13,0,0,37
498,3746,13253,1,57,1,0,0,23
1322,837,1789,0,9,3,0,0,6
1155,17536,3714,2,24,5,0,2,24
1121,3069,3512,1,31,6,3,1,23
595,2240,2483,1,28,16,2,2,15
1263,23492,10784,3,66,14,19,9,58
210,7785,7698,8,88,6,2,1,59
730,9036,9187,4,169,31,7,6,67
44,1781,1939,0,24,0,3,3,8
343,1695,16088,0,10,0,0,0,14
1288,1289,1281,2,8,3,0,0,7
487,6275,6743,1,53,11,0,0,45
