TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,7360,7176,8,96,14,1,8,57
1110,662,1979991,0,2,12,0,0,2
27,25309,11144,13,134,25,18,10,57
365,2211,2052,1,21,5,0,0,10
150,8799,8660,0,78,48,2,4,54
319,2226,2883,0,29,0,2,1,12
880,11763,12011,2,124,41,3,2,61
1184,1058,858,0,4,12,1,0,3
79,1272,1380,0,14,0,0,3,7
1321,1611,1441,0,27,8,5,0,10
808,10033,8470,1,48,127,12,3,24
839,4939,4755,0,52,14,2,6,46
217,2119,2223,1,27,2,0,0,21
914,28948,27673,9,128,305,31,10,83
1326,1577,1988,0,21,0,0,0,19
1119,4689,4470,3,40,3,0,5,23
16,385,1391039,0,0,0,2,2,0
1147,12396,10494,5,62,150,12,5,55
667,18094,18322,14,369,27,10,13,196
166,2809,1978,1,20,5,1,0,6
1208,4745,4868,0,53,10,7,4,26
828,2451,2044,0,27,4,2,0,6
1132,11984,12843,7,106,22,4,0,70
488,1745,1857,0,25,1,0,0,3
1287,792,1959,0,3,4,0,0,5
787,12483,11870,8,181,33,8,6,107
1199,2693,2757,3,39,9,2,0,9
28,1372,923,0,6,2,2,0,9
888,34450,34864,23,410,45,11,4,266
73,6788,7421,2,91,2,0,4,47
71,6036,6514,0,80,28,10,11,25
67,8704,8637,7,114,8,12,10,44
741,1639,2971,0,20,0,0,0,14
818,3075,3764,1,36,9,4,0,21
379,1382,1743,0,21,4,2,0,13
49,16485,17102,7,206,36,23,23,81
931,16909,19205,1,131,220,22,10,66
718,8662,6499,1,98,23,11,5,35
559,1902,8241,0,22,5,0,0,14
1143,20685,4407,6,55,47,17,4,12
483,4180,4720,2,82,3,0,4,49
661,3791,4381,0,65,2,1,1,28
130,5144,5014,2,55,6,0,1,42
1130,5527,6127,0,59,4,0,0,36
518,1937,2034,1,24,5,3,2,10
1241,6597,6436,4,79,10,1,0,66
909,27084,26739,4,104,322,34,8,52
897,231304,183414,82,552,906,138,78,320
628,18877,19270,11,248,27,9,5,142
1035,4023,4034,0,31,38,5,5,14
725,8291,9219,10,136,33,14,3,56
956,2030,1696,2,17,12,1,0,1
1129,22183,12686,0,118,22,5,0,70
77,3974,4479,0,51,25,7,2,36
672,3312,3288,0,47,2,4,1,13
1250,2196,2502,3,37,3,0,0,18
655,10528,10787,5,167,26,3,4,97
95,7187,7237,3,70,5,4,4,33
1216,5057,5067,0,63,22,7,0,36
7,1553,2163,0,13,3,2,1,9
662,7768,8532,2,114,17,2,0,63
530,1200,1200,0,14,1,1,1,3
721,4853,5565,2,73,16,12,5,24
899,16366,20748,7,63,225,21,24,23
1248,2745,2473,0,32,12,0,0,23
477,8610,7926,1,138,10,0,0,76
998,4172,4471,2,65,9,5,0,52
1323,1765,2079,0,31,3,0,0,12
1125,704,774,0,9,0,1,2,4
1223,19422,3664,2,35,15,3,0,31
336,1856,1775,0,16,6,0,0,19
503,4967,5285,7,42,9,17,10,18
62,1702,2141,0,21,10,0,0,15
1231,2639,2685,0,35,9,9,0,14
598,6414,7052,5,96,13,11,2,36
139,3204,3147,0,38,3,0,0,26
118,6922,6679,6,69,13,3,1,55
226,4482,5121,0,32,28,20,2,14
520,589,798832,3,6,1,0,0,2
1226,19248,19224,11,153,41,8,1,81
892,54,927040,0,0,0,0,0,0
1298,3645,3243,0,41,4,0,0,18
660,368,956,0,7,0,0,0,2
199,6936,7152,6,137,5,1,2,75
216,2834,2990,4,39,2,0,0,23
315,4165,4933,4,51,15,1,2,18
803,6660,5690,0,25,96,5,0,23
794,5607,7477,0,65,5,3,1,54
1079,1885,2039,2,17,8,1,1,10
796,18175,15474,8,146,134,17,4,118
1306,0,86,0,2,0,0,0,0
334,3195,2846,0,33,3,0,0,34
1040,7901,8625,3,86,92,4,0,55
996,108,2306,0,0,0,0,0,0
3,19030,15700,10,126,70,54,25,60
1025,10048,12434,4,28,145,46,0,17
736,1417,9572,1,26,6,0,0,3
392,137,1127,0,1,1,0,0,0
809,9880,8208,1,60,112,10,1,35
1338,3481,3695,1,30,3,0,2,32
104,896,1025,0,8,0,0,0,2
754,4300,4177,0,51,9,0,1,30
403,963,815,0,4,0,0,0,4
1038,7922,8637,1,102,55,7,10,30
749,703,670,0,5,1,0,0,5
657,1273,1593,0,9,3,1,0,7
326,978,791,0,9,0,0,0,7
103,5726,6920,1,53,24,10,10,23
1328,296,2027418,0,0,2,6,0,0
317,1299,10666,0,10,0,5,0,5
907,37775,627,0,2,13,0,0,0
208,15042,15247,10,233,27,5,1,139
311,14651,6530,4,72,6,0,4,45
885,962,1062,0,8,2,0,0,8
1145,16774,15747,11,199,141,34,31,105
1113,1982,1905,0,18,2,0,0,8
431,1215,2185,1,14,0,0,0,7
1011,3987,4303,3,2,61,17,2,2
1006,23620,24133,12,229,29,4,7,157
771,5013,5614,0,61,11,1,0,37
1235,23215,16225,2,223,34,7,0,108
586,2162,20419,0,26,2,2,0,15
544,3635,3939,1,31,2,0,0,31
155,3119,3677,0,36,3,1,1,21
564,1804,1916,3,15,0,0,0,5
