TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,7297,7101,5,85,7,6,6,72
1110,358,11094,0,0,7,0,0,1
27,18846,8711,6,98,26,13,8,49
365,1699,1583,0,21,1,0,0,8
150,6294,6576,3,90,13,1,3,40
319,1531,1664,0,16,0,0,0,6
880,12186,12376,3,123,24,4,2,67
1184,868,1117,0,6,13,0,0,6
79,792,1244,0,10,0,1,1,3
114,2517,2470,0,21,12,3,0,21
808,6717,6110,0,44,68,15,3,25
839,4425,4486,0,51,10,2,6,37
217,2161,2473,2,24,5,2,0,23
914,21603,20449,8,86,264,22,8,59
7,374691,1323,0,17,1,5,0,4
1119,3840,3972,1,44,4,0,0,21
16,570,745,0,3,0,2,0,0
809,5650,5632,1,50,55,10,4,24
667,16568,16944,16,354,27,20,10,151
1208,3384,3530,0,45,4,4,0,21
828,3249,1796,0,22,5,0,0,5
1132,10930,9725,6,94,6,2,0,51
488,1580,1407,0,21,0,0,0,8
787,12805,12843,11,186,43,8,2,126
1199,18929,2023,1,28,4,2,3,12
1340,937,17554,2,11,0,0,0,5
888,31659,32315,26,388,45,6,0,233
73,6294,6527,1,88,6,0,2,46
71,6043,14023,3,92,7,4,12,27
67,9565,9951,8,113,5,18,12,67
559,2789,2726,0,25,0,0,0,14
818,2531,4772,0,35,3,5,4,9
670,2729,2780,0,31,4,3,0,13
49,15016,14342,9,162,20,17,33,83
931,11468,12247,1,136,126,12,11,44
718,19815,6295,4,102,11,5,5,43
856,4310,4198,0,58,4,0,0,33
1010,10701,3189,5,28,14,8,1,11
483,4378,7354,1,78,6,0,2,29
661,3386,3416,1,47,2,0,0,21
130,3833,3971,2,56,3,3,0,21
1130,3989,5122,2,49,6,0,0,33
518,2301,2458,0,26,14,4,4,13
1241,6009,5541,0,76,11,0,1,56
909,22679,25216,8,78,285,18,10,60
897,182340,152962,75,543,784,105,72,289
1035,3369,3045,2,43,9,9,3,13
725,6542,6734,9,110,16,9,5,47
705,978,1159,0,21,0,1,0,7
1022,501,4814,0,5,3,0,0,1
1129,10701,10225,0,94,10,3,2,58
77,4230,3839,0,47,11,4,1,35
672,3446,3802,0,42,1,2,1,19
1250,2943,2950,1,53,1,0,0,22
989,1030,1525,1,10,1,0,0,11
655,9481,9083,3,159,17,4,4,75
95,6781,6948,3,64,8,3,4,40
1216,4161,599474,1,64,3,5,1,23
662,7433,7158,1,93,15,0,0,57
329,3080,3581,0,29,2,2,0,18
721,4577,5144,1,86,11,7,3,15
899,17614,22101,20,60,222,9,19,39
477,6409,6622,0,109,14,0,4,59
439,5216,5881,0,62,10,15,8,24
998,4781,4579,0,64,14,0,0,56
1323,2073,1778,1,24,2,0,0,17
34,2601,4066,0,27,3,3,4,16
1223,14981,3119,3,28,10,2,3,29
417,0,204,0,0,0,0,0,1
503,4477,6175,6,28,8,7,12,13
62,2840,1898,0,17,5,6,0,11
1231,4325,3158,1,42,7,2,2,18
598,6132,6320,4,88,16,15,3,28
165,2922,12462,0,33,7,0,0,17
118,6497,5838,2,54,7,0,0,56
226,4667,10677,1,22,12,22,0,20
1297,6051,6037,1,52,9,2,1,58
1226,18055,18368,11,170,17,3,1,80
892,108,737177,0,0,0,0,0,0
1298,3222,3190,0,30,1,0,0,26
1327,850,934,0,8,0,0,0,0
199,6961,7079,2,140,12,3,1,84
862,6325,6931,1,101,23,6,0,46
572,2007,4262,4,27,2,0,0,11
315,3153,3202,1,47,4,2,3,6
803,3558,3514,1,23,53,3,0,15
434,955,1383,0,14,5,0,0,3
794,5043,5688,4,64,5,1,0,50
385,219,267,0,0,0,0,0,5
908,19097,23040,8,94,273,27,16,51
796,14145,12891,4,154,91,10,7,92
529,1552,584,0,5,5,0,0,1
334,2984,2550,0,35,1,0,0,24
1040,6137,6148,6,75,43,1,1,54
362,942,1148,0,13,1,2,1,3
3,13937,13964,13,117,45,42,24,73
842,8541,9056,1,72,35,2,2,70
1198,4896,5128,2,61,4,9,6,32
736,1388,1140,0,24,1,1,0,11
138,725,598,0,3,0,0,0,7
1338,3726,3038,0,26,0,5,0,19
104,785,1196,0,14,0,0,0,3
431,991,980,0,5,0,0,0,9
403,634,74691,0,5,0,0,0,1
1038,7782,8089,2,118,41,6,8,35
776,795859,316,0,2,0,2,0,0
326,789,831,0,8,0,0,0,8
103,3800,3609,0,43,4,2,3,18
1328,231,16160,0,0,0,0,2,0
317,1520,1289,0,15,0,0,0,5
475,1666,5047,0,17,2,2,1,9
208,13937,13342,7,235,11,3,2,96
599,4080,4116,0,70,8,1,3,30
885,1838,1946,4,18,2,0,0,7
322,3268,2491,0,30,2,0,1,15
201,6334,14406,1,44,5,3,0,51
68,6505,5999,4,67,6,3,7,37
1011,2834,1296456,5,16,33,17,8,0
1006,23573,22535,11,202,16,5,7,138
771,5233,5271,0,52,4,3,0,37
544,4200,3822,0,52,3,2,0,26
155,2731,2956,1,31,2,1,0,22
564,1569,1147,0,11,2,0,0,6
1336,1642,456,0,1,3,1,0,1
517,1730,9828,3,21,3,1,3,9
94,1372,1565,0,15,3,0,0,16
1000,741,991,0,4,3,0,0,13
228,1770,1103770,4,7,1,11,3,7
363,365,634720,0,3,0,0,0,1
761,1286,981,0,13,1,1,0,8
1179,422,451,3,9,0,5,0,5
1276,1143,927,0,8,10,2,0,0
223,320,1712,0,1,0,0,0,1
611,5302,5508,0,85,7,2,4,35
212,1934,2966,3,15,8,0,0,14
30,8051,7742,6,101,13,2,5,65
121,1393,2158,1,15,0,0,0,10
872,9480,8923,7,138,27,6,2,61
1148,3491,3577,0,24,47,2,0,12
948,16668,16883,5,181,86,8,18,63
1308,350,357,0,3,5,0,0,0
653,313,558,0,3,0,0,0,4
592,861,1771,0,14,6,0,0,7
551,638,763,0,7,1,0,0,4
204,3511,1950,1,30,1,0,0,17
679,1698,2059,0,17,0,0,1,8
450,4147,4094,1,54,8,4,0,21
4002,413428,417243,88,33,230,402,105,39
945,7978,8315,0,68,32,3,0,53
442,1529,2072,0,16,1,3,2,15
1054,19178,2504,1,28,0,0,2,18
712,2362,2390,0,50,5,0,3,20
689,3257,3487,0,50,2,4,3,15
758,7270,7026,0,78,10,0,0,54
314,631,1084,0,11,0,0,0,0
1162,9807,1076,0,9,0,0,0,8
954,5749,5043,1,53,15,1,0,33
1281,10390,10054,6,26,82,82,1,25
1158,3193,3193,1,38,5,0,0,11
1045,991,1526,0,17,3,0,0,1
906,64424,69430,10,118,489,37,14,54
1229,6136,5608,2,40,1,0,0,28
790,8136,7595,4,72,19,9,1,46
1330,2785,2520,2,27,2,0,0,9
523,483,339235,0,4,1,0,0,3
1068,5180,5721,4,115,13,0,1,65
722,3184,3690,1,55,10,5,2,20
562,1005,1203,0,6,0,0,0,7
881,5250,5733,1,65,2,0,0,33
783,1380,2228,2,47,2,6,0,27
4,1043,1385,0,9,2,1,4,5
708,584,3290,2,10,1,0,0,1
179,2267,989,0,12,0,0,0,8
902,59882,58530,41,300,431,41,45,135
852,5529,5623,0,79,15,0,1,22
429,2890,3167,0,24,2,0,0,16
714,3071,3264,1,53,6,1,2,18
388,3707,9972,10,64,6,0,4,29
476,5583,5355,2,69,12,1,0,61
498,21345,5707,3,70,2,4,0,40
1322,995,627,0,10,1,0,0,9
1155,3801,4158,1,37,1,1,0,22
1121,2658,2205,4,23,2,2,1,14
595,2391,2643,1,39,13,1,3,12
920,6557,6026,1,67,81,3,4,25
210,9258,8621,5,92,10,6,2,66
730,9400,9356,7,172,21,7,5,63
44,2550,1126729,0,34,4,1,1,14
343,1621,1526,0,15,1,0,0,7
1288,985,829,1,7,0,0,0,6
397,2555,459,0,3,0,0,0,4
683,7264,22892,4,101,34,2,7,44
615,10851,3034,0,35,5,0,0,27
691,3469,3104,0,26,3,1,0,20
1196,803,920,0,8,1,0,0,6
1023,1455,1499,0,4,15,2,0,7
1266,1028,1320,0,6,1,0,0,10
1084,2117,2032,0,30,1,1,2,18
735,4299,4053,0,44,7,1,1,37
901,3304,3405,6,74,36,1,4,73
980,2682,4718,0,24,77,7,0,3
26,3433,4605,2,32,25,8,6,10
323,14965,8589,6,88,6,6,2,45
4005,1943053,1950795,438,321,919,1404,732,302
654,3333,3010,0,42,2,3,0,33
1083,991,275419,1,8,0,0,2,5
134,920,1283,0,7,0,0,0,7
773,8656,9608,1,96,6,4,0,54
1123,1922,2651,0,39,1,1,3,6
123,5443,4497,1,41,3,1,4,28
510,5834,5551,3,55,12,10,6,45
1171,3206,3396,0,29,0,0,0,18
133,5176,7939,1,45,5,1,4,37
105,6486,7198,2,83,13,5,10,43
644,1783,1859,0,27,0,2,0,8
1046,2395,2664,0,38,3,0,0,11
765,3245,3322,0,33,10,0,1,22
305,8401,8058,5,89,17,6,6,56
871,6889,7164,0,54,21,4,1,44
947,7479,8364,7,105,28,7,7,41
585,6856,6963,0,104,6,0,0,49
541,1698,2078,0,24,1,0,0,12
1143,4678,3643,10,35,40,14,3,16
482,15197,15557,5,228,34,11,4,143
558,2220,2184,1,18,2,0,0,8
1131,9089,9240,4,119,11,0,0,60
1036,2371,2451,3,36,9,0,5,5
102,4257,4614,0,58,6,4,6,27
419,563,379,0,3,0,0,0,1
1173,12290,29803,20,66,128,30,21,44
1003,232,734,0,1,0,0,0,2
1032,11251,10752,6,103,56,16,6,60
466,1939,2019,0,24,0,0,0,8
369,405,659,0,5,0,0,0,2
887,537,674,0,4,2,0,0,5
353,1944,2339,1,38,4,0,5,6
366,3141,2947,2,35,3,3,0,15
1183,258,16828,0,1,3,0,0,1
183,2549,2314,0,34,1,1,0,20
