TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
1074,6156,6876,2,95,9,5,6,42
507,7168,7005,10,91,14,3,3,65
534,2092,2465,0,31,1,0,3,19
27,24255,12071,12,133,47,14,10,62
365,1925,2502,0,23,7,1,0,20
150,7125,6815,1,68,32,8,4,42
134,569,822,0,5,0,0,0,3
880,15062,14404,4,136,41,8,1,81
1184,1143,1013,0,7,17,0,0,3
79,1702,1063,0,12,0,0,2,8
1321,1709,1805,0,29,7,5,0,15
808,8187,7094,3,37,109,14,3,30
839,5053,5111,2,58,13,3,4,49
1229,5641,5085,1,45,10,1,0,26
914,30481,29513,12,110,326,33,6,72
7,1053,1434,1,18,0,1,0,7
1119,4409,5025,0,36,5,2,3,35
16,373,3025,0,0,0,0,0,1
809,8917,7862,0,52,115,14,1,34
667,18804,18773,13,358,34,13,14,208
12,7133,9630,13,76,25,8,3,52
1208,3549,3418,2,37,4,3,2,29
828,2105,3210,0,17,4,2,0,8
1132,11512,12254,5,107,10,4,0,70
488,1707,2987,0,15,0,0,0,9
787,12430,13826,10,185,34,5,10,115
1199,2613,3115,3,36,1,2,4,21
558,2196,2253,0,15,2,0,0,17
888,32767,35585,16,421,53,9,3,277
73,6617,7424,2,93,6,0,0,56
433,4158,3887,0,36,3,1,1,27
67,8263,8488,4,97,16,11,10,58
818,2492,2805,1,26,10,3,1,16
379,994,864,0,15,0,0,0,6
49,28315,17110,5,194,50,25,29,78
323,10536,10045,3,92,12,2,3,72
718,7487,5884,1,82,17,3,4,46
856,4900,4964,0,58,2,0,0,47
217,2392,2158,1,22,5,1,2,22
1010,3987,4200,5,19,38,11,1,13
483,4711,4605,3,66,9,0,1,56
661,3391,4059,1,61,4,3,0,26
130,5057,5142,3,55,9,6,4,27
1130,6068,6748,1,57,6,0,0,45
518,1834,2150,1,17,6,4,2,13
1241,7291,7282,2,85,9,1,0,84
1306,228,192,0,3,0,0,0,0
897,233299,181856,77,557,901,122,82,318
1035,4291,4478,4,45,22,8,0,19
1346,1122,2558,0,16,4,0,0,7
725,9215,8965,13,132,25,15,6,67
705,1084,1128,2,11,4,0,1,9
1129,13514,13301,2,128,31,5,0,68
77,4038,4567,1,56,23,5,0,30
672,3906,3516,0,45,5,4,6,12
1250,2143,2290,0,32,6,0,0,22
655,9836,10187,7,166,15,3,3,88
652,393,449,0,9,0,0,0,1
1216,4690,5148,0,75,22,4,0,25
662,7179,13908,2,87,15,7,0,59
530,803,1404539,0,8,0,0,0,1
721,3999,24439,0,72,21,4,4,17
899,20629,27311,9,66,247,31,20,42
879,13054,13462,7,117,15,2,0,82
998,5244,5288,1,85,12,2,0,39
1323,2092,2220,0,37,2,0,0,11
34,3244,3344,1,20,6,8,6,11
163,2470,14167,0,35,2,1,0,13
336,1466,1703,0,18,4,1,0,12
503,5524,5425,8,40,10,14,8,22
1231,2879,3010,0,38,20,7,0,16
598,6729,6390,0,90,17,19,7,28
139,2680,2704,0,30,0,2,0,20
118,6306,6642,4,81,9,0,0,49
226,4966,4081,5,29,14,12,2,24
1297,7328,6578,0,72,13,1,0,53
1226,20185,20262,10,153,32,5,4,83
892,84,18306,0,0,0,0,0,0
1242,3214,3099,0,45,7,2,0,32
1327,2486,727,0,7,3,0,0,1
199,6944,7237,3,139,8,3,2,86
862,7424,9022,6,107,30,4,0,58
572,2922,2431,4,19,1,0,3,9
315,3827,4160,3,37,7,4,3,20
803,5603,5212,0,19,81,7,0,14
794,5884,6448,2,89,13,0,0,58
1079,1794,1580,0,17,4,3,0,4
908,27020,28865,17,123,372,34,13,61
796,18598,16636,9,148,148,20,7,105
529,1577,1197,0,11,3,1,0,4
334,231956,3432,0,34,9,0,0,34
1040,7807,7526,1,94,52,3,2,62
362,770,4391,0,8,1,0,2,1
3,20022,17574,15,138,53,55,31,85
62,2707,2314,0,21,11,0,2,14
1198,5226,5453,3,78,12,5,5,25
736,1687,1393,0,25,5,0,0,10
392,347,1340,0,5,0,0,0,4
1338,2623,3365,0,22,2,2,0,17
104,939,890,0,10,1,0,0,8
754,3944,3734,0,54,8,0,0,18
403,1121,1721,0,8,2,0,0,5
1038,7438,7337,2,90,50,7,7,19
749,1497,1146,0,14,1,0,0,8
776,798445,339,1,6,0,2,0,0
644,1885,1259,0,23,4,1,0,3
326,1297,1459,2,8,1,0,0,13
103,5089,5869,4,62,16,8,7,26
1188,5809,5717,0,72,9,2,7,42
574,1203766,5379,6,64,6,6,4,26
317,10356,1663,1,14,0,2,3,6
475,1785,15015,0,24,4,1,0,13
208,14175,13593,8,208,15,7,3,130
311,6704,6214,1,71,14,4,0,32
885,1432,1649,0,14,3,0,1,10
322,3062,3115,0,26,2,1,1,24
1145,16859,15144,14,192,120,26,28,126
462,2497,2508,0,28,16,0,0,24
431,872,1589,0,6,0,0,0,6
57,851,1097,0,10,2,2,0,0
1006,23381,23679,11,245,28,3,5,132
771,5510,5365,0,51,3,4,0,37
586,1911,2375,1,27,4,1,0,16
544,3784,3674,0,38,3,1,0,25
155,3197,3835,3,40,2,2,1,22
564,1842,2238,3,13,0,0,0,15
1336,693,2183908,0,4,3,0,0,1
517,1653,1911,3,18,5,4,4,11
1000,934,1186,0,13,6,0,0,7
228,1550,1515,1,11,6,11,2,2
406,2340,11483,0,12,1,0,0,20
363,458,209,0,1,2,1,0,0
761,1354,1008,0,14,0,0,0,18
1179,471,395,0,4,1,3,3,5
1276,1938,2620,0,8,24,21,0,7
223,488,1408,0,7,0,1,0,0
653,920,812,4,8,0,0,0,4
212,2713,2781,0,36,12,3,0,11
872,18242,10527,6,152,35,9,3,85
1148,5481,6283,5,30,87,4,0,24
948,15604,15724,6,167,95,13,16,65
1308,940,1112,0,1,14,0,0,0
1110,581,2070174,0,6,5,0,0,0
592,921,1136,0,20,0,0,0,9
