TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,6719,6164,5,84,3,2,6,57
27,10416,18254,8,108,28,13,13,54
365,1709,2233,0,18,5,3,0,11
150,6716,7304,0,83,42,4,1,43
1180,3153,3541,0,41,29,4,7,15
880,12676,12384,3,112,32,1,0,73
1184,971,17160,0,17,5,1,0,4
79,1262,1181,0,17,1,0,3,6
1321,1737,4247,0,33,4,1,0,18
808,10979,8928,1,47,147,8,0,18
839,4462,5093,1,51,20,7,4,42
217,2224,2378,3,14,2,2,1,29
914,33327,30330,15,109,334,26,13,70
1326,1803,2104,1,29,3,0,0,12
1119,4211,18069,0,36,6,1,1,20
452,2131,2282,0,28,1,0,2,12
809,11948,8717,3,52,141,12,2,26
667,34241,24991,12,438,40,18,12,247
12,7107,7363,8,70,15,19,3,53
1208,4244,4501,0,50,5,1,3,33
828,1295,1587,0,25,4,0,0,6
1248,3245,2937,0,38,7,2,0,23
488,1410,1338,0,17,2,2,0,4
211,3581,4295,0,51,3,2,0,30
787,12504,12873,8,196,36,11,11,108
1199,3313,3206,1,29,8,11,1,22
558,3025,2282,0,16,0,0,2,19
888,30962,31064,15,362,32,4,8,235
73,7067,7294,2,92,8,1,1,45
433,10989,4498,0,45,8,0,0,32
67,10350,11119,7,127,15,13,17,77
818,2845,2958,0,42,5,0,0,16
670,3377,3330,1,30,10,0,0,22
49,14634,14823,5,177,38,17,16,72
931,19086,20988,1,142,251,18,11,69
718,5800,5367,0,84,19,3,7,32
1143,4625,4817,11,45,48,20,8,19
483,4693,4769,0,65,9,1,6,49
661,3933,3930,2,63,5,0,0,22
968,2353,2518,0,27,10,1,0,18
130,3777,4212,0,47,8,3,5,24
1130,5235,5597,0,47,4,1,0,33
518,3600,4096,0,36,26,16,4,12
1241,6497,6319,3,66,15,3,0,71
1220,1682,1672,1,35,1,0,0,10
4001,1677141,1681240,281,195,732,772,288,194
1035,3974,12465,2,37,32,6,1,19
725,8379,8720,8,143,32,10,5,47
956,913,925,2,4,7,2,0,2
1129,10692,9645,2,86,18,5,6,47
77,4817,4012,0,51,19,7,0,32
672,3310,3833,1,40,4,4,2,24
1250,2091,2347,0,38,4,0,0,11
655,9565,9161,4,149,25,6,3,78
82,6795,15845,2,74,13,6,4,44
1216,3825,4402,0,55,13,5,1,25
662,7115,7086,0,95,9,0,1,52
530,920,559,0,5,3,1,0,2
721,4913,5082,2,76,8,7,3,30
899,19187,22984,11,59,224,14,20,38
907,1059,5164,1,3,24,2,3,2
477,7165,6943,0,108,11,1,0,72
439,4401,5127,8,72,7,6,8,17
998,4347,4564,1,63,14,5,0,48
1323,2723,2712,0,34,2,0,0,27
34,3226,3714,2,33,2,1,3,16
1223,4195,3979,3,39,21,0,1,27
336,2653,2139,2,28,2,3,0,10
503,4754,7839,8,56,4,8,11,13
1231,2954,2698,0,30,20,3,3,8
598,5455,6057,7,77,13,12,7,28
165,3153,3182,1,47,1,0,0,15
118,7032,6665,3,79,9,2,0,59
226,5166,4573,3,23,24,19,2,24
1226,20241,19615,6,161,35,9,4,87
892,5496,43,0,0,0,0,0,0
1242,2544,2713,0,43,6,0,0,19
660,540,2017,0,7,0,0,0,0
36,6976,6424,4,53,7,3,1,49
199,7931,7718,4,139,16,2,2,81
862,6971,8170,0,107,30,3,0,58
315,4417,10332,3,37,10,1,5,18
803,9487,6013,0,25,86,8,1,16
520,312,490,0,6,0,0,0,1
1058,2266,1731,0,8,2,0,0,21
1147,14286,27874,10,55,210,7,5,36
1330,2667,2930,0,28,6,0,1,11
695,8482,4307,0,46,8,5,5,31
