TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,5652,17139,1,60,10,9,8,44
1110,433,94440,0,1,9,0,0,0
27,7020,6941,7,74,22,10,5,43
365,1283,4438,0,15,5,0,0,9
150,5365,5400,2,43,40,5,0,28
319,1287,1000,0,13,0,0,0,1
880,8823,8749,7,88,21,3,0,51
1184,856,858,0,5,14,0,0,0
79,954,875,0,10,0,0,0,8
114,2165,2230,2,24,13,2,0,11
808,9173,8921,2,53,121,22,0,35
839,3608,3946,0,35,15,2,2,34
217,1922,2254,0,25,4,0,0,14
914,26596,26783,7,89,321,33,3,70
180,2222,2005,0,26,2,0,0,17
1119,3231,3004,0,24,3,1,0,18
16,1290268,349,0,0,2,2,0,0
809,33725,8303,1,38,121,26,2,33
667,8944,8297,13,167,26,2,0,128
1208,2331,2344,1,25,10,2,0,13
828,837,1648,0,7,6,1,0,5
1132,8889,8869,4,71,12,3,0,44
488,1673,1902,0,16,4,0,0,8
211,2951,3123,0,40,12,0,0,15
787,8113,8496,5,133,39,2,4,75
1199,770,964,0,8,7,0,0,3
558,1569,11858,0,5,0,0,0,8
888,25560,26572,14,269,40,12,1,204
73,4657,4553,0,40,6,4,2,35
71,2807,2706,3,23,21,6,0,17
67,20069,4739,5,38,7,6,3,47
818,2432,1767,0,17,5,4,0,11
1349,979,1308,0,9,0,0,0,1
709,3543,3614,1,39,12,6,0,29
931,11208,13367,1,47,214,12,2,38
718,3472,4571,0,66,19,5,0,40
1143,3884,3032,6,31,30,10,2,10
1010,4289,4479,3,19,40,13,1,18
483,2007,1687,0,26,0,0,0,27
661,3075,3094,0,46,4,0,0,17
130,1905,1742,0,21,2,0,0,14
1130,4396,4648,0,31,1,0,0,26
518,7345,732,1,4,4,5,0,0
1241,4714,4398,1,49,8,2,0,55
909,25533,27496,6,65,343,33,5,42
897,241623,165815,66,464,923,99,46,256
628,10205,10531,8,116,25,6,0,81
1035,1936,2321,0,9,27,2,0,10
725,4313,4529,9,61,27,7,2,36
705,534,440,0,3,3,0,0,6
1129,9217,9468,2,90,18,11,1,43
77,4023,3828,0,49,27,5,0,22
672,2261,2520,0,31,3,0,0,10
1250,1934,2422,0,35,8,0,0,11
989,982,822,0,11,0,0,0,9
655,24488,6067,2,85,15,5,1,50
82,5550,5563,4,53,26,4,0,29
1216,3751,3846,0,23,18,11,0,26
7,1084,2408,0,12,3,6,1,5
662,4756,5306,1,60,18,0,0,41
530,801,528,1,4,0,0,0,3
721,1341,1727,0,21,8,1,0,11
899,16409,21021,5,48,207,24,8,21
907,1445,1093,0,3,21,0,0,1
879,9858,10685,0,86,14,3,0,65
439,1633,2054,4,18,2,1,0,10
998,3587,3482,1,48,15,0,0,39
1323,1505,25828,1,18,2,0,0,12
34,2384,2338,1,17,4,0,1,10
1198,2518,1881,1,16,7,3,2,17
417,604,10771,0,0,0,0,0,5
503,17019,6167,7,46,10,20,10,25
62,1041,1119292,0,11,5,1,0,10
1231,2087,2493,1,26,22,6,2,7
598,3262,3243,1,43,6,9,3,15
165,2861,2627,2,31,9,2,0,8
118,4753,4274,0,48,10,1,0,28
226,2708,1075036,1,8,23,6,0,11
1297,4942,4938,0,54,7,1,0,42
1226,39702,16106,5,142,38,8,2,60
892,2634,26,0,0,0,0,0,0
1298,2923,2867,0,35,3,0,0,19
660,1133029,613,0,6,1,0,0,4
1269,5083,5451,0,59,12,9,0,38
862,5375,6862,1,73,36,8,0,35
315,3722,15928,1,39,13,4,0,12
803,5208,4878,1,25,70,9,0,16
434,1436,1039,1,10,2,0,0,5
794,4860,4900,5,43,9,1,0,46
1058,2037,1876,0,16,4,0,0,12
796,32209,10124,2,96,107,9,3,51
529,419,743,0,3,4,0,0,2
334,2707,2501,0,27,4,0,0,23
1040,6095,6434,1,55,69,5,0,54
996,79,1626,0,0,0,0,0,0
3,10338,11700,7,87,79,36,11,49
842,9408,9011,1,87,34,18,0,49
736,950,1206,0,12,9,0,0,7
138,601,491,0,3,2,0,0,3
1338,1993,2350,1,19,0,0,0,15
104,596,628,0,6,0,0,0,1
1070,12421,12420,6,139,25,3,0,89
403,1065,756,0,5,0,0,0,2
947,3252,4477,0,40,14,7,2,17
1038,2395,2757,0,17,31,3,0,8
776,346,375,0,3,0,3,0,0
644,1045,1586,0,19,2,0,0,5
326,712,843,1,10,3,0,0,4
103,3505,3375,0,33,15,2,0,17
1188,2732,2682,3,31,13,3,3,21
1328,611,1597,0,0,8,6,0,0
317,3805,708,1,5,1,0,0,2
1248,1995,2048,0,28,9,0,0,14
208,8980,8787,5,131,24,3,0,71
599,2598,2830,1,42,5,2,2,22
1030,2490,2365,0,18,17,1,0,16
1145,12090,11773,6,113,123,27,5,87
462,775,1138,0,9,10,0,0,6
431,873,22536,0,7,0,0,0,8
1006,18649,18249,8,164,26,6,1,116
771,4796,4276,0,29,4,6,0,31
155,1812,1735,0,15,11,1,0,11
147,4460,4256,0,54,7,3,0,27
1336,848,716,0,3,3,0,0,1
517,744,1049,0,9,9,0,0,2
94,1275,878,0,6,2,2,0,3
1000,1129208,332,0,1,3,0,0,2
363,426,1170,0,2,3,0,0,2
761,705,800,0,10,1,0,0,9
1179,652,826,3,9,7,1,1,6
1276,2560,10305,0,11,33,18,0,3
223,1846,198,0,1,0,0,0,1
653,289,2316,0,2,0,0,0,4
212,2010,2347,2,25,8,3,0,9
121,1184,1153,1,7,2,0,0,8
872,6304,6937,3,80,27,5,0,59
1148,5373,5025,0,25,73,1,0,19
537,1398,176,0,2,0,0,0,0
