TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
1074,6483,7600,2,88,9,9,2,49
327,845,519,0,5,1,0,0,3
507,7032,6057,9,78,7,6,1,57
1110,719,15546,0,3,7,0,0,1
27,10600,9651,13,122,19,10,15,44
365,1360,638012,0,18,3,2,0,7
150,6979,6802,1,68,24,3,6,56
319,1804,1786,0,16,2,2,1,7
880,11722,12083,3,119,26,2,5,71
138,784,845,0,5,0,0,0,7
79,1509,1363,0,12,1,1,3,9
1321,1232,1589,3,28,1,2,0,19
808,7113,6245,0,54,78,12,1,21
839,4702,4941,1,54,9,3,2,44
217,3134,3267,2,35,13,3,4,27
914,23883,22550,12,104,265,27,13,71
180,3957,3817,1,43,3,0,1,31
1119,4928,4796,0,48,7,1,5,21
16,1466352,148,0,0,0,1,0,0
809,7054,6111,1,48,82,8,0,32
667,23100,24423,15,431,37,22,20,231
1208,4424,5108,2,67,11,2,3,38
828,1145,1133,0,11,0,1,0,5
1132,11343,10825,6,91,17,3,0,58
488,1844,1795,0,19,3,0,0,9
1289,10565,11349,2,120,27,19,14,84
787,12602,13423,8,197,30,8,10,124
1199,2614,2702,2,44,0,3,1,13
28,764,815,0,7,1,2,0,1
888,32049,32051,21,371,27,10,8,256
73,6293,7022,0,84,7,1,3,42
71,5816,5794,1,81,16,6,12,16
67,11339,11968,6,135,13,15,17,75
559,3038,2843,1,22,2,0,0,22
818,3436,4695,3,47,14,2,1,16
379,1591,1591,0,16,1,1,0,18
49,13607,14929,7,185,31,28,30,59
931,19006,16847,4,134,203,14,14,53
718,7419,6236,1,94,15,14,7,35
856,4588,12116,0,70,1,0,0,35
1010,3998,3907,1,16,23,10,8,23
483,4386,4063,1,57,6,0,3,39
661,3390,3845,0,57,3,1,1,22
130,4302,4549,0,53,8,6,1,28
1130,5034,5512,1,42,7,0,0,31
518,1879,2054,0,20,3,8,3,14
1241,6095,5794,5,75,5,1,0,64
1220,1728,1444,0,27,4,0,0,9
