TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,5411,5262,6,59,7,8,0,58
27,10212,9164,9,87,35,11,9,53
400,652,952,0,6,0,0,0,4
150,9480,8628,4,72,59,11,0,41
1180,2006,31025,0,19,19,11,0,7
880,9573,10923,2,113,28,7,1,59
138,402,903,0,2,1,0,0,6
79,986,866,0,9,0,0,1,4
114,2345,2308,0,23,10,2,0,14
808,10620,10253,2,56,120,43,2,29
839,4107,8110,3,47,23,3,2,35
217,2332,2425,0,26,17,3,0,10
914,31931,29750,9,103,322,50,11,64
1326,2076,2114,0,32,3,0,0,11
1119,25887,4044,0,36,3,3,2,19
16,438,1739,0,0,2,2,0,1
1147,11877,11412,5,37,169,26,4,34
667,10878,11000,16,217,18,9,6,157
1208,2128,2456,1,25,11,9,3,9
828,1291,2529,0,7,6,2,0,10
1132,9873,9596,2,80,15,7,0,51
488,1643,1787,0,27,1,0,0,7
787,10150,10144,10,153,50,4,0,95
1199,1306,1443,1,8,2,3,0,9
1340,444,408,1,3,0,0,0,2
888,30428,31653,16,331,52,10,2,244
73,4999,5319,2,61,2,0,1,35
433,4369,4684,7,35,7,0,0,29
67,5420,11711,2,62,6,7,1,34
818,2461,3052,0,21,11,4,0,14
670,2058,2312,2,26,3,2,0,14
49,7420,22291,8,73,31,14,5,53
931,13741,14464,2,97,165,25,5,35
718,8199,4959,3,63,19,9,0,45
856,4105,4690,0,63,8,0,0,33
1010,22301,3702,0,24,33,8,2,10
483,2963,2631,0,36,13,0,0,26
661,3170,3585,2,51,7,0,0,21
130,3222,3102,2,30,3,0,0,28
1130,4555,4448,1,46,8,0,0,23
518,802,17781,0,5,2,0,0,1
1241,5459,5540,3,52,13,10,0,67
909,39324,37762,8,93,374,39,4,59
4001,1402849,1406761,215,383,701,1053,232,311
1035,2930,2862,0,20,21,7,0,21
192,13297,13299,7,167,19,7,0,94
705,435,406,0,3,0,0,0,5
1129,9989,11007,0,88,23,9,0,58
77,3962,3966,0,42,16,17,0,24
672,2545,2653,1,27,4,4,0,11
1250,2244,2726,2,47,5,0,0,7
989,2138,1470,0,26,3,2,0,12
655,8273,8591,7,128,18,2,4,76
95,7141,7955,4,70,8,8,7,41
1216,3346,3971,0,33,23,8,0,23
662,6604,6507,2,82,7,1,2,53
329,2671,3201,3,32,4,3,0,20
721,5485,1164,0,18,6,2,0,4
899,23421,25646,10,53,284,34,13,38
907,946,3064,1,2,29,0,0,0
879,10893,26000,3,99,23,8,0,74
998,4540,4054,3,43,13,0,0,49
1323,1416,6233,1,31,0,0,0,16
34,2147,2794,0,25,1,4,0,14
1198,3773,3896,0,47,19,4,1,21
417,391,556,0,4,0,0,0,1
503,13421,5078,10,36,16,11,12,14
1231,2372,2444,4,20,6,8,0,10
598,3871,3739,5,43,14,4,0,29
139,2749,2522,0,24,4,0,0,31
118,30295,6385,3,63,18,5,0,50
226,3390,17553,2,11,27,11,0,15
1226,16878,20469,12,153,25,11,1,63
892,2704,175,0,0,0,1,0,0
1242,2375,2524,0,29,4,0,1,22
660,810,748,0,10,0,0,0,7
199,5912,5513,2,99,17,1,0,69
1335,2435,2066,0,15,22,2,0,5
315,3430,3123,1,39,7,0,2,13
1138,474,469,0,0,2,3,0,2
794,5434,5826,3,64,11,0,0,63
1058,2158,2383,2,16,3,0,0,17
796,13755,11527,7,113,100,15,3,70
529,891,1149,1,7,5,0,0,2
334,2663,2971,1,31,2,0,0,27
1040,7248,10608,3,61,60,6,1,58
362,1220,773,0,7,1,0,0,4
1255,24884,1982,0,16,0,1,0,16
1025,9275,12545,2,15,189,24,0,14
736,1339,906,2,20,0,0,0,2
392,233,1667,0,1,2,0,0,0
809,11259,9785,5,57,111,43,3,37
1338,2701,3051,0,36,1,1,0,8
104,2069,949,0,13,1,0,0,3
754,3545,3287,1,35,2,0,0,28
403,1134,1563,0,7,0,0,0,5
690,600,1319,0,4,0,0,0,6
1038,3923,3954,1,41,38,4,4,11
1205,2636,2206,0,34,11,6,0,9
776,428,1528474,0,3,1,4,0,0
326,686,919,0,11,1,0,0,9
103,3708,3694,1,29,11,9,0,19
1188,4408,525415,5,48,14,8,0,38
1328,798,797,0,4,4,6,0,0
317,869,845,0,7,0,0,0,6
1248,2670,2518,0,37,6,2,0,19
208,9983,10237,7,161,18,1,1,89
311,5481,6399,3,70,15,0,0,34
1030,4247,4169,1,36,26,6,0,28
322,2336,2318,0,24,4,0,0,16
201,5864,5350,1,42,12,0,0,31
462,2177,2346,1,24,14,2,1,23
431,1802,1346,1,12,1,0,0,4
1011,336291,4612,2,4,56,31,1,0
1006,21885,23252,11,205,47,10,2,136
771,4091,5547,0,44,5,1,0,32
919,4238,17091,2,14,48,2,0,14
586,1911,1922,0,27,6,1,1,7
544,2546,2910,0,27,2,3,0,27
155,2396,2212,1,19,8,2,0,15
564,1522,1601,4,8,1,0,0,12
1336,24614,1064,0,5,4,1,0,6
517,865,776929,0,10,7,1,0,9
94,1245,1056,1,12,0,1,0,8
1000,1319,565,0,4,3,0,0,6
228,2345,2503,1,13,2,14,0,16
363,224,1520,0,0,0,0,0,0
761,24736,1246,0,20,0,0,0,10
1179,26030,613,0,4,4,3,2,4
1276,3086,3312,0,14,28,22,0,6
223,1391,380,0,0,0,0,0,5
653,440,484,0,4,0,0,0,7
212,2591,2142,4,22,4,1,0,19
479,3462,3230,0,33,2,1,0,37
872,7283,7160,3,90,27,4,0,70
1148,5282,5516,0,36,63,4,0,15
948,9572,10123,1,44,114,13,0,31
1308,763,15298,0,3,18,1,0,0
1254,533,408,0,4,1,0,0,1
592,3028,850,0,16,2,3,0,4
974,4615,4891,1,30,30,10,0,21
204,1827,1965,0,21,2,1,0,16
679,1379,4316,0,13,2,0,0,4
450,3151,3285,3,33,9,0,0,24
516,582855,2756,0,30,5,3,2,20
4002,395078,402886,72,43,280,439,93,43
945,6479,6526,1,58,37,0,0,40
442,2056,1651,0,25,1,3,0,6
1054,1816,3019,0,20,0,1,0,14
1277,33546,5374,1,5,41,56,0,8
158,3162,3149,0,22,35,2,0,9
758,5716,5998,1,56,15,2,1,42
1141,30791,16709,0,38,267,10,5,11
1162,817,25743,0,2,1,0,0,7
954,4316,7856,0,56,14,3,0,26
1281,13828,17895,4,15,184,139,0,24
1045,1241,1300,0,13,2,2,0,8
694,2671,2525,0,33,7,2,0,11
1303,599,757,0,17,0,0,0,4
1122,1286639,437,0,4,2,0,0,1
