TAZ_ID,Inbound,Outbound,Outbound Commuter,Resident Worker,Long Term Visitor,Short Term Visitor,Inbound Commuter,Home Worker
507,5769,5466,8,52,12,7,2,50
27,25169,7119,11,66,35,9,3,38
365,4652,785,0,5,3,2,0,2
150,4561,5433,0,44,40,4,0,31
319,2632,2274,0,22,5,3,0,12
880,9027,8702,3,81,29,2,0,53
1184,962,29912,0,5,7,1,0,5
79,483,1448,0,6,0,1,1,5
1321,58872,1117,0,21,5,7,0,2
808,7355,7390,0,41,98,25,0,25
839,2609,2999,6,25,15,4,0,30
217,1936,1979,0,19,9,2,0,15
914,22702,25361,9,76,287,32,3,59
7,793,943,0,9,0,1,0,3
1119,2826,25185,0,15,1,0,0,14
16,619,798,0,2,3,0,0,1
809,7184,7111,6,43,85,23,1,28
667,7666,7580,14,168,16,5,0,101
166,1615,1530,0,15,0,0,0,6
1208,1983,1631,0,14,7,4,0,13
828,1108,1676,0,9,6,0,0,5
1132,9189,8760,3,65,12,6,0,39
488,1129,1419,0,14,0,0,0,7
1289,5133,5619,4,64,10,9,0,42
787,9043,15474,9,134,36,7,0,85
1199,1260,1227,0,16,1,0,1,7
1340,336,23317,0,0,0,0,0,0
888,25587,26046,15,237,58,5,0,200
73,4380,4145,1,36,6,0,0,30
433,4657,4301,2,33,6,0,0,28
67,3728,4054,3,33,7,8,2,30
818,1604,1821,0,15,3,2,0,11
379,387,1360,0,6,1,0,0,6
49,5217,23815,4,54,22,12,4,35
323,6077,7063,2,71,5,7,1,31
718,2807,4235,2,56,14,8,0,43
856,3611,3764,2,55,1,0,0,25
483,2486,3792,0,29,11,2,1,38
661,3461,4280,1,46,14,1,0,22
127,3521,4243,0,39,18,4,1,36
130,2014,1906,1,15,5,0,0,13
1130,4158,4352,1,40,1,0,0,22
518,2005,701,0,5,4,2,0,0
1241,4212,4515,1,44,10,2,0,56
1220,1139,1139,0,15,4,1,0,10
897,217913,149059,82,461,794,127,39,269
1035,1618,1427,0,11,5,7,0,12
1346,1110,1238,0,9,0,0,0,3
725,3425,3502,7,60,8,7,0,33
705,227,243,0,2,0,0,0,3
1129,9660,9335,0,83,20,4,2,49
77,4003,3148,1,30,11,9,0,25
1149,12598,13806,8,98,148,18,1,62
1250,2352,2478,1,29,0,0,0,14
989,686,2964,0,11,0,0,0,7
655,6491,5998,5,83,10,1,1,63
82,4738,4678,4,39,15,1,0,29
1216,3228,3258,1,28,7,9,0,25
662,5049,4828,0,52,9,2,0,37
329,2536,2458,3,18,7,0,1,13
721,1023,1578,0,21,5,2,0,5
899,19537,23051,16,50,245,33,12,36
477,4305,4754,1,66,9,0,0,60
439,2236,27168,1,22,5,4,0,13
998,3298,3307,0,43,10,0,0,34
1323,1243,1418,2,20,3,0,0,9
34,2715,2924,0,20,2,3,0,20
1223,2960,2465,4,20,7,0,0,23
336,2281,1754,2,17,3,0,0,14
503,5269,18814,7,32,10,10,10,20
1231,2352,1800,3,14,7,5,0,12
598,2236,2471,2,30,8,4,0,11
139,2327,2241,0,23,4,0,0,24
118,4945,27016,2,52,16,6,0,34
226,3403,23810,4,16,8,17,2,16
1226,16508,16938,11,136,18,11,3,60
892,727508,27,0,0,0,0,0,0
135,1280,1411,0,8,1,0,0,12
660,813,374,0,1,0,0,0,5
199,4766,5272,1,91,11,2,1,55
862,4681,5929,1,58,34,5,0,46
572,931,932,2,7,0,0,0,3
315,3407,3069,2,32,4,0,2,14
803,4305,4887,0,24,78,11,0,16
794,4607,31350,3,47,5,1,0,46
1058,1838,3672,0,9,3,0,0,13
1330,1489,1567,0,14,1,2,0,7
796,10783,9719,3,104,85,13,2,60
529,622,1037,0,8,3,0,0,1
334,3091,3152,1,24,6,1,0,32
1040,5141,6034,4,51,67,4,0,41
362,584,719,0,4,0,1,0,5
3,10493,11040,10,77,56,35,9,62
1025,8507,9463,0,16,139,24,0,16
736,811,561,0,8,2,0,0,2
138,609,280,0,3,0,0,0,1
1338,2738,2979,0,26,1,1,0,21
104,674,911,0,7,0,0,0,2
402,672,3010,0,2,0,0,0,1
403,911,1138,0,12,0,0,0,5
1038,2471,2955,2,23,41,4,0,7
749,449,2062,0,2,0,0,0,4
776,521,904,0,3,1,7,0,0
141,6295,8130,4,73,17,1,0,46
326,1252,650,0,8,0,0,0,5
103,2354,2471,0,19,8,2,0,16
1188,3544,2776,9,31,7,5,1,22
574,2607,2766,4,25,4,1,0,13
317,806,25082,0,5,1,0,0,2
475,1196,747,0,9,1,0,0,11
473,1314,1756,0,22,7,1,0,12
208,8036,7967,8,120,15,7,1,67
311,4646,5894,5,58,9,0,2,26
885,1073,1757,0,12,1,1,0,12
1145,14109,14217,13,147,131,42,18,103
462,1164,1281,0,11,11,1,0,9
431,1013,560,0,7,0,0,0,5
57,18824,726,0,11,1,1,0,2
1006,19455,19839,13,154,34,5,7,110
771,4558,26537,1,41,4,1,0,28
586,1328,1454,0,16,4,0,0,7
544,2431,2323,1,29,1,2,0,9
155,1942,2352,1,20,3,0,0,16
147,4010,4232,1,50,8,1,0,31
1336,812,24447,0,3,7,0,0,1
517,1096,1308,7,9,3,0,0,6
94,588,1201,0,9,1,0,0,5
1000,474,961,0,1,2,1,0,3
228,1244,1412,1,10,1,7,1,6
52,2625,1859,1,21,0,0,0,10
363,204,3341,0,0,0,0,0,2
761,744,869,0,12,2,0,0,8
1179,455,1320272,0,7,2,1,0,3
564,25934,1565,2,11,0,0,1,11
223,340,482,0,0,0,0,0,4
611,3868,3677,2,52,6,6,0,20
212,1879,22649,1,21,3,1,1,14
121,1267,30350,1,12,1,0,0,6
872,5862,5822,4,71,20,2,0,62
1148,4143,3733,0,24,44,1,0,16
537,1235,323,0,6,1,0,0,0
948,8159,34201,2,36,76,8,0,34
1308,320,42538,0,0,13,0,0,0
653,394,12264,0,3,0,1,0,4
592,520,502,0,8,1,0,0,5
974,4017,4160,0,31,36,2,1,15
204,2150,2294,0,25,4,1,0,21
679,1803,1859,0,15,1,0,0,10
450,1960,2228,1,26,7,6,0,12
516,3441,2802,0,26,7,1,0,24
4002,332006,330555,59,57,245,387,94,32
1010,19710,4641,4,30,29,17,4,11
442,1213,1435,1,16,3,0,0,9
1054,2005,1701,1,23,0,0,0,10
1277,27602,3009,2,5,21,37,2,2
689,1798,2108,0,21,5,1,0,16
758,4469,5042,1,53,9,6,0,25
113,224,750,0,3,0,0,0,0
314,689,3197,0,7,0,6,0,0
1162,1206,819,0,7,0,0,0,7
954,3558,4041,0,42,15,5,0,22
1281,20770,13461,4,22,115,110,0,25
1045,1444,25713,0,17,2,2,0,2
906,77587,72775,10,114,459,38,7,47
1303,809,1480,0,21,0,0,0,10
790,5117,6465,3,50,21,2,1,40
115,4059,4363,4,50,10,0,0,33
523,1240,422,0,2,2,2,0,1
722,1043,1282,2,17,5,0,0,7
562,963121,770,0,3,3,0,0,5
881,4874,4654,1,44,3,0,0,26
783,1268,1112,1,29,6,1,0,17
4,1090,865,0,15,1,1,0,1
708,549,340,0,3,0,0,0,5
179,758,614,0,6,0,0,0,6
902,63046,60936,31,209,485,67,22,120
852,3107,2846,0,38,3,0,1,21
429,2760,2319,0,18,2,0,0,12
714,1419,1603,0,24,5,3,0,10
476,3105,2736,1,40,5,2,0,26
590,1706,1794,0,18,10,2,0,16
1322,976,977,2,10,1,0,0,3
1155,2745,2600,1,17,1,1,0,14
1121,1824,2033,0,18,2,0,0,11
1043,261,3006,0,4,0,0,0,1
1147,6872,8079,3,34,130,17,1,29
210,7160,7373,4,67,20,1,0,55
730,9311,11151,9,137,50,11,2,89
44,889,1055,0,4,0,0,0,8
343,1098,1411,0,9,2,0,0,12
1288,542,3204,0,5,0,0,0,10
397,432,398,1,0,0,0,0,4
683,4267,4193,3,56,24,4,1,21
615,1505,1750,1,21,2,0,0,5
691,1846,1749,1,15,3,0,0,10
1196,302,429,0,2,0,0,0,1
1018,5973,28961,1,17,87,10,0,12
1056,421,820,0,1,1,0,0,1
1084,18789,1291,3,8,1,3,0,14
735,3287,3249,0,33,5,1,0,25
901,2817,3071,3,67,33,2,0,48
980,3104,3886,1,11,74,11,0,0
26,2511,3693,5,14,29,5,2,9
92,1827,1637,0,18,2,4,0,8
738,1970,1949,0,31,4,2,0,18
4005,1474204,1449974,288,346,971,1444,482,269
654,2135,1900,0,27,7,1,0,10
1348,1026,135,0,0,0,0,0,1
134,457,1245,0,4,0,0,0,3
773,7655,7775,1,80,11,0,0,43
1123,704,635,0,8,0,0,0,1
123,3335,3286,2,34,5,2,0,13
510,3646,4302,2,38,10,10,4,35
1171,2402,3308,0,22,0,0,0,18
133,3196,3627,1,35,8,0,0,21
105,2756,2496,1,22,4,0,0,19
644,898,15790,1,7,0,0,3,9
1046,715,618,0,4,0,0,0,7
765,2268,2725,0,24,5,2,0,16
305,22554,7471,9,76,12,17,2,43
871,5849,6721,0,42,17,5,0,43
947,3044,3495,2,31,16,8,0,23
585,4845,4832,0,57,7,3,0,39
1143,4646,15320,8,29,42,8,4,19
465,766,845,0,16,3,0,0,4
742,1564,2471,0,8,3,0,0,18
1131,7294,8329,4,71,11,3,0,52
1036,1131,278,0,1,5,0,0,1
102,3065,3338,0,30,18,12,0,15
618,6028,1640,0,18,4,0,0,14
211,3358,3961,1,40,7,0,0,31
1003,3190,120,0,3,0,0,0,0
1032,7763,9009,4,62,65,11,0,58
656,1321,1227,0,9,6,0,0,7
369,1441,135,0,1,0,0,0,0
887,755,18428,0,0,3,0,0,5
1028,1694,1515,1,12,11,4,0,8
366,2559,2514,0,30,0,3,0,14
1183,97,242,0,0,3,0,0,0
396,1052646,622,0,0,2,0,0,11
1083,653,669,0,3,0,0,0,6
1311,1468,26332,0,19,7,1,0,8
931,7973,10361,0,61,154,14,6,30
797,9693,9789,5,103,33,7,0,75
1272,2414,2484,1,19,15,12,0,16
407,271,1364609,0,0,0,0,0,0
686,3751,4235,4,25,8,5,0,25
1194,699,1760,0,1,1,0,0,0
191,2006,2701,0,22,6,0,0,19
1255,2601,2828,0,26,1,0,0,12
938,2237,2624,0,14,42,6,0,23
767,3334,3559,0,29,4,1,0,26
1114,7872,6763,2,71,19,1,4,45
47,2263,2115,0,12,3,2,2,13
452,822,667,0,6,0,1,0,3
10,147,294390,0,0,0,0,0,0
506,5995,6105,8,83,8,7,9,49
997,3840,1151,0,15,1,0,0,19
89,6739,7109,0,74,22,11,2,53
792,10436,9992,6,106,51,29,0,66
990,2286,2998,2,22,34,5,0,19
589,8413,8165,12,118,22,6,2,56
528,791,1637,0,8,0,3,1,2
982,8585,326,0,3,3,0,0,0
1243,3270,3516,0,50,2,0,0,32
649,624,70,0,0,0,0,0,0
680,1894,2187,0,19,0,0,0,14
533,324,528,0,2,0,0,0,1
1055,2633,6944,2,27,8,2,0,12
1301,255,17137,0,0,0,0,0,0
620,3642,2955,3,36,5,2,0,30
857,2219,2295,1,16,7,0,0,9
1021,2992,3331,0,10,52,5,0,6
785,3451,3359,8,99,17,5,0,72
1287,354,391,0,0,2,2,0,0
1118,2136,2099,1,11,2,2,3,16
66,913,1058,0,16,0,0,0,4
316,6523,6073,7,44,13,1,0,29
4001,1189253,1207581,188,479,737,906,197,332
159,3293,3563,5,32,14,3,2,13
702,8316,1438,0,18,1,4,0,16
4004,285482,264711,36,53,376,470,77,31
367,3289,3422,0,31,14,3,0,22
841,2026,2510,0,27,5,1,0,11
501,11998,12813,10,156,29,9,4,95
635,25183,25276,16,260,41,7,2,173
607,1540,1668,1,16,1,0,0,18
847,1056,967,0,8,2,1,0,4
1071,8328,31680,5,114,18,2,1,59
370,909,25426,1,8,1,0,0,8
959,11507,4519,1,58,7,8,0,32
573,17725,1449,0,8,5,9,0,7
48,10638,10407,2,51,107,46,2,25
819,38777,11587,4,134,26,20,4,64
591,790,71173,0,11,4,1,0,1
983,4133,3388,1,70,10,2,0,30
707,669,532,0,4,3,2,0,2
390,292,655,0,3,0,0,0,6
534,1242,1297,0,17,1,3,0,6
378,1563,1023,0,6,0,0,0,9
515,991,85,0,0,1,0,0,0
142,3514,3778,4,47,7,0,0,26
769,986,1397,0,11,0,0,0,6
1245,950,505,0,8,0,0,0,1
1290,693,173,0,2,0,0,0,0
99,4148,4079,5,35,5,6,0,36
933,8998,9492,2,27,165,8,3,7
554,1908,1886,0,18,0,0,0,9
167,3727,3816,2,41,10,1,1,33
671,6021,5635,2,62,14,12,1,24
1116,1931,2144,2,14,3,2,0,15
594,2151,2481,1,31,13,10,0,18
371,3067,2873,0,22,8,0,0,31
763,3993,3746,0,28,8,1,0,31
1235,11628,11094,6,136,16,10,0,78
593,2129,2939,3,36,22,6,1,24
641,14067,14150,18,165,26,25,5,96
430,6132,6506,1,44,2,1,0,40
162,2239,2080,4,21,2,0,0,15
851,1807,2349,0,12,3,2,0,7
1051,3290,4222,5,21,9,3,0,16
1069,2617,3031,1,25,6,2,1,17
820,30862,28855,21,241,136,68,6,158
5,2610,2561,4,17,0,0,3,15
218,11329,11606,5,134,15,2,0,89
903,237979,236736,66,513,1046,217,63,312
68,4955,5120,5,45,2,6,2,40
182,1957,2160,0,17,1,0,0,21
36,5902,5655,2,46,16,3,0,36
335,3227,3650,0,30,13,0,0,27
420,17492,1982,0,20,0,1,0,15
489,6189,5854,2,68,14,0,0,40
935,30781,31350,6,150,314,29,3,88
58,1842,560,0,0,1,1,0,5
1205,2433,2361,1,28,1,3,0,19
435,1263,1408,0,13,3,0,1,9
651,1989,1520,2,14,3,0,0,22
497,1000,1283,0,9,6,0,0,10
354,4367,4311,4,47,27,2,0,28
459,1190,1568,0,15,1,0,0,7
111,6340,6031,3,56,3,0,0,46
109,4224,4058,2,40,5,3,0,31
999,3085,2874,2,40,12,0,0,25
308,4574,5139,7,59,4,4,0,39
1068,3638,4276,3,70,14,1,0,56
490,3704,3895,2,54,6,1,0,35
859,5606,4603,0,11,68,18,0,6
301,4886,5293,14,26,12,10,2,19
840,1412,2016,0,6,3,1,0,13
1280,2089,1951,0,1,14,16,0,5
1296,5406,5849,1,46,1,0,0,34
76,2001,1990,0,26,1,0,0,12
312,8065,7543,2,71,13,1,0,52
1158,2435,2447,0,19,3,0,0,10
1195,669,472,0,4,2,0,0,1
538,768,449,0,5,1,0,0,2
600,1503,1565,0,18,10,3,1,13
389,107,276,0,2,0,0,0,0
304,16268,15712,23,119,34,35,5,84
530,333,1254,0,2,0,0,0,1
125,28712,6814,5,64,36,11,3,45
762,160,346,0,0,1,0,0,0
1278,3676,4704,0,8,51,29,0,12
1073,2541,3097,3,41,10,4,0,13
1224,3438,3917,2,37,9,1,0,30
1263,7547,30286,7,41,15,10,4,43
961,975,410,0,1,3,1,0,1
74,2307,10354,0,20,1,0,0,24
1227,770,22,0,0,0,0,0,0
492,7718,7859,10,109,16,2,0,74
1060,3618,3841,0,40,3,0,0,22
401,1069,1526,0,9,0,0,0,7
1341,795,1410,0,3,0,1,0,8
447,2273,1943,0,24,8,3,0,14
1011,23255,4783,8,12,53,20,0,0
466,868,1510,0,7,3,1,0,7
909,26617,31297,13,82,340,36,5,61
469,6496,6812,2,88,17,3,0,57
1113,1217,1240,0,4,0,0,0,7
576,1147,2119,1,11,3,3,0,5
